Name,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_hybrid
Units,V,W,W,W,V,1/W,1/V,1/V,1/V,W,V,A,V,V,,
[0],inv_snl_ac_voltage,inv_snl_pso,inv_snl_paco,inv_snl_pdco,inv_snl_vdco,inv_snl_c0,inv_snl_c1,inv_snl_c2,inv_snl_c3,inv_snl_pnt,inv_snl_vdcmax,inv_snl_idcmax,inv_snl_mppt_low,inv_snl_mppt_hi,inv_cec_date,inv_cec_hybrid
ABB: PVI-30-OUTD-S-US-A {208V},208,18.1674,3000,3142.3,310,-8.03947e-06,-1.10257e-05,0.000998581,-0.000287238,0.1,480.0,10.1365,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-30-OUTD-S-US-A {240V},240,16.8813,3000,3121.67,340,-5.7019e-06,-2.119e-05,0.000583014,-0.000712316,0.1,480.0,9.18138,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-30-OUTD-S-US-A {277V},277,22.0466,3000,3106.85,390,-5.46446e-06,-3.3181e-05,-3.20526e-05,-0.00118014,0.2,480.0,7.96628,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-30-OUTD-S-US-Z-A {208V},208,18.1674,3000,3142.3,310,-8.03947e-06,-1.10257e-05,0.000998581,-0.000287238,0.1,480.0,10.1365,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-30-OUTD-S-US-Z-A {240V},240,16.8813,3000,3121.67,340,-5.7019e-06,-2.119e-05,0.000583014,-0.000712316,0.1,480.0,9.18138,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-30-OUTD-S-US-Z-A {277V},277,22.0466,3000,3106.85,390,-5.46446e-06,-3.3181e-05,-3.20526e-05,-0.00118014,0.2,480.0,7.96628,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-30-OUTD-S-US-Z-M-A {208V},208,18.1674,3000,3142.3,310,-8.03947e-06,-1.10257e-05,0.000998581,-0.000287238,0.1,480.0,10.1365,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-30-OUTD-S-US-Z-M-A {240V},240,16.8813,3000,3121.67,340,-5.7019e-06,-2.119e-05,0.000583014,-0.000712316,0.1,480.0,9.18138,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-30-OUTD-S-US-Z-M-A {277V},277,22.0466,3000,3106.85,390,-5.46446e-06,-3.3181e-05,-3.20526e-05,-0.00118014,0.2,480.0,7.96628,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-36-OUTD-S-US-A {208V},208,25.5942,3600,3757.45,310,-5.2131e-06,-3.33722e-06,0.000858902,0.000536007,0.1,480.0,12.1208,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-36-OUTD-S-US-A {240V},240,22.8129,3600,3739.76,340,-3.04833e-06,-1.83734e-05,0.000482712,0.00102343,0.2,480.0,10.9993,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-36-OUTD-S-US-A {277V},277,29.8083,3600,3724.19,395,-3.75283e-06,-3.53229e-05,-0.000141702,0.000468487,0.2,480.0,9.42832,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-36-OUTD-S-US-Z-A {208V},208,25.5942,3600,3757.45,310,-5.2131e-06,-3.33722e-06,0.000858902,0.000536007,0.1,480.0,12.1208,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-36-OUTD-S-US-Z-A {240V},240,22.8129,3600,3739.76,340,-3.04833e-06,-1.83734e-05,0.000482712,0.00102343,0.2,480.0,10.9993,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-36-OUTD-S-US-Z-A {277V},277,29.8083,3600,3724.19,395,-3.75283e-06,-3.53229e-05,-0.000141702,0.000468487,0.2,480.0,9.42832,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-36-OUTD-S-US-Z-M-A {208V},208,25.5942,3600,3757.45,310,-5.2131e-06,-3.33722e-06,0.000858902,0.000536007,0.1,480.0,12.1208,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-36-OUTD-S-US-Z-M-A {240V},240,22.8129,3600,3739.76,340,-3.04833e-06,-1.83734e-05,0.000482712,0.00102343,0.2,480.0,10.9993,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-36-OUTD-S-US-Z-M-A {277V},277,29.8083,3600,3724.19,395,-3.75283e-06,-3.53229e-05,-0.000141702,0.000468487,0.2,480.0,9.42832,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-38-OUTD-S-US-A {208V},208,25.7854,3800,3972.82,310,-4.86719e-06,-1.22618e-05,0.00104707,0.000260384,0.12,480.0,12.8156,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-38-OUTD-S-US-A {240V},240,26.9816,3800,3950.15,340,-3.28787e-06,-2.41868e-05,0.000674436,0.000509655,0.16,480.0,11.6181,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-38-OUTD-S-US-A {277V},277,29.741,3800,3931.93,395,-2.82258e-06,-3.82119e-05,1.82841e-05,-2.19325e-05,0.22,480.0,9.95425,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-38-OUTD-S-US-Z-A {208V},208,25.7854,3800,3972.82,310,-4.86719e-06,-1.22618e-05,0.00104707,0.000260384,0.12,480.0,12.8156,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-38-OUTD-S-US-Z-A {240V},240,26.9816,3800,3950.15,340,-3.28787e-06,-2.41868e-05,0.000674436,0.000509655,0.16,480.0,11.6181,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-38-OUTD-S-US-Z-A {277V},277,29.741,3800,3931.93,395,-2.82258e-06,-3.82119e-05,1.82841e-05,-2.19325e-05,0.22,480.0,9.95425,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-38-OUTD-S-US-Z-M-A {208V},208,25.7854,3800,3972.82,310,-4.86719e-06,-1.22618e-05,0.00104707,0.000260384,0.12,480.0,12.8156,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-38-OUTD-S-US-Z-M-A {240V},240,26.9816,3800,3950.15,340,-3.28787e-06,-2.41868e-05,0.000674436,0.000509655,0.16,480.0,11.6181,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-38-OUTD-S-US-Z-M-A {277V},277,29.741,3800,3931.93,395,-2.82258e-06,-3.82119e-05,1.82841e-05,-2.19325e-05,0.22,480.0,9.95425,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-42-OUTD-S-US-A {208V},208,24.6477,4200,4393.08,310,-4.83327e-06,-2.92472e-06,0.000630428,0.000205787,0.1,480.0,14.1712,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-42-OUTD-S-US-A {240V},240,27.7352,4200,4369.96,340,-4.05955e-06,-2.39706e-05,-6.32494e-05,-0.000597557,0.2,480.0,12.8528,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-42-OUTD-S-US-A {277V},277,29.0718,4200,4347.12,395,-3.3483e-06,-3.3851e-05,-0.000283269,0.000288563,0.2,480.0,11.0054,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-42-OUTD-S-US-Z-A {208V},208,24.6477,4200,4393.08,310,-4.83327e-06,-2.92472e-06,0.000630428,0.000205787,0.1,480.0,14.1712,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-42-OUTD-S-US-Z-A {240V},240,27.7352,4200,4369.96,340,-4.05955e-06,-2.39706e-05,-6.32494e-05,-0.000597557,0.2,480.0,12.8528,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-42-OUTD-S-US-Z-A {277V},277,29.0718,4200,4347.12,395,-3.3483e-06,-3.3851e-05,-0.000283269,0.000288563,0.2,480.0,11.0054,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-42-OUTD-S-US-Z-M-A {208V},208,24.6477,4200,4393.08,310,-4.83327e-06,-2.92472e-06,0.000630428,0.000205787,0.1,480.0,14.1712,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-42-OUTD-S-US-Z-M-A {240V},240,27.7352,4200,4369.96,340,-4.05955e-06,-2.39706e-05,-6.32494e-05,-0.000597557,0.2,480.0,12.8528,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-42-OUTD-S-US-Z-M-A {277V},277,29.0718,4200,4347.12,395,-3.3483e-06,-3.3851e-05,-0.000283269,0.000288563,0.2,480.0,11.0054,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-5000-OUTD-US-A {208V},208,30.8606,5000,5208.4,310,-3.84085e-06,-3.23587e-06,0.00112996,-0.00032702,0.18,480.0,16.8013,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-5000-OUTD-US-A {240V},240,32.0325,5000,5190.29,345,-3.54807e-06,-1.04595e-05,0.000444815,-0.000412056,0.24,480.0,15.0443,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-5000-OUTD-US-A {277V},277,38.2066,5000,5162.44,400,-2.69814e-06,-1.82141e-05,0.000152786,-0.000796994,0.32,480.0,12.9061,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-5000-OUTD-US-Z-A {208V},208,30.8606,5000,5208.4,310,-3.84085e-06,-3.23587e-06,0.00112996,-0.00032702,0.18,480.0,16.8013,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-5000-OUTD-US-Z-A {240V},240,32.0325,5000,5190.29,345,-3.54807e-06,-1.04595e-05,0.000444815,-0.000412056,0.24,480.0,15.0443,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-5000-OUTD-US-Z-A {277V},277,38.2066,5000,5162.44,400,-2.69814e-06,-1.82141e-05,0.000152786,-0.000796994,0.32,480.0,12.9061,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-5000-OUTD-US-Z-M-A {208V},208,30.8606,5000,5208.4,310,-3.84085e-06,-3.23587e-06,0.00112996,-0.00032702,0.18,480.0,16.8013,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-5000-OUTD-US-Z-M-A {240V},240,32.0325,5000,5190.29,345,-3.54807e-06,-1.04595e-05,0.000444815,-0.000412056,0.24,480.0,15.0443,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-5000-OUTD-US-Z-M-A {277V},277,38.2066,5000,5162.44,400,-2.69814e-06,-1.82141e-05,0.000152786,-0.000796994,0.32,480.0,12.9061,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-6000-OUTD-US-A {208V},208,30.1749,6000,6267.34,310,-3.6046e-06,-6.05354e-06,0.00107504,-0.000452873,0.18,480.0,20.2172,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-6000-OUTD-US-A {240V},240,29.6929,6000,6236.59,345,-2.90334e-06,-1.30336e-05,0.000347164,-0.000752911,0.24,480.0,18.0771,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-6000-OUTD-US-A {277V},277,35.3609,6000,6196.81,400,-2.02936e-06,-2.40147e-05,-4.42066e-05,-0.00174888,0.32,480.0,15.492,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-6000-OUTD-US-Z-A {208V},208,30.1749,6000,6267.34,310,-3.6046e-06,-6.05354e-06,0.00107504,-0.000452873,0.18,480.0,20.2172,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-6000-OUTD-US-Z-A {240V},240,29.6929,6000,6236.59,345,-2.90334e-06,-1.30336e-05,0.000347164,-0.000752911,0.24,480.0,18.0771,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-6000-OUTD-US-Z-A {277V},277,35.3609,6000,6196.81,400,-2.02936e-06,-2.40147e-05,-4.42066e-05,-0.00174888,0.32,480.0,15.492,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-6000-OUTD-US-Z-M-A {208V},208,30.1749,6000,6267.34,310,-3.6046e-06,-6.05354e-06,0.00107504,-0.000452873,0.18,480.0,20.2172,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-6000-OUTD-US-Z-M-A {240V},240,29.6929,6000,6236.59,345,-2.90334e-06,-1.30336e-05,0.000347164,-0.000752911,0.24,480.0,18.0771,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVI-6000-OUTD-US-Z-M-A {277V},277,35.3609,6000,6196.81,400,-2.02936e-06,-2.40147e-05,-4.42066e-05,-0.00174888,0.32,480.0,15.492,100.0,480.0,2018-10-15 00:00:00,N
ABB: PVS-166-TL-POWER-MODULE-1-US {800V},800,493.896,165954,168888,1100,-5.15343e-08,-3.74446e-06,0.000675083,-0.000696019,12.0,1200.0,153.534,850.0,1200.0,2020-09-01 00:00:00,N
ABB: PVS-166-TL-POWER-MODULE-2-US {800V},800,493.896,165954,168888,1100,-5.15343e-08,-3.74446e-06,0.000675083,-0.000696019,12.0,1200.0,153.534,850.0,1200.0,2020-09-01 00:00:00,N
ABB: PVS-175-TL-POWER-MODULE-1-US {800V},800,713.87,179574,184379,1100,-8.64745e-08,-5.03088e-06,0.000232135,-0.000759585,12.0,1200.0,167.617,850.0,1200.0,2020-09-01 00:00:00,N
ABB: PVS-175-TL-POWER-MODULE-2-US {800V},800,713.87,179574,184379,1100,-8.64745e-08,-5.03088e-06,0.000232135,-0.000759585,12.0,1200.0,167.617,850.0,1200.0,2020-09-01 00:00:00,N
