Source,Location ID,Jurisdiction,Latitude,Longitude,Time Zone,Local Time Zone,Distance to Shore,Directionality Coefficient,Energy Period,Maximum Energy Direction,Mean Absolute Period,Mean Wave Direction,Mean Zero-Crossing Period,Omni-Directional Wave Power,Peak Period,Significant Wave Height,Spectral Width,Water Depth,Version
DOE-WPTO US Wave dataset,1553395,b'North Carolina',35.9122,-75.585,0,-5,1016.0258,-,s,deg,s,deg,s,W/m,s,m,-,6,v1.0.0
Year,Month,Day,Hour,Minute,Significant Wave Height,Energy Period
2010,1,1,0,0,0.8300700187683105,5.437399864196777
2010,1,1,3,0,0.8536800146102905,5.519499778747559
2010,1,1,6,0,0.8575400114059448,5.719299793243408
2010,1,1,9,0,0.8978000283241272,5.9141998291015625
2010,1,1,12,0,0.9333099722862244,5.8541998863220215
2010,1,1,15,0,0.9930899739265442,4.917900085449219
2010,1,1,18,0,1.0890899896621704,4.262800216674805
2010,1,1,21,0,1.16867995262146,3.839600086212158
2010,1,2,0,0,1.1181299686431885,4.047299861907959
2010,1,2,3,0,1.0426299571990967,4.027299880981445
2010,1,2,6,0,1.2646600008010864,3.8684000968933105
2010,1,2,9,0,1.3803600072860718,3.936500072479248
2010,1,2,12,0,1.4113099575042725,4.218999862670898
2010,1,2,15,0,1.5011299848556519,4.248499870300293
2010,1,2,18,0,1.5378999710083008,4.583899974822998
2010,1,2,21,0,1.614490032196045,4.465099811553955
2010,1,3,0,0,1.7691199779510498,4.638999938964844
2010,1,3,3,0,1.7705600261688232,4.564700126647949
2010,1,3,6,0,1.8399900197982788,4.848499774932861
2010,1,3,9,0,1.8247699737548828,5.027699947357178
2010,1,3,12,0,1.8249499797821045,5.096199989318848
2010,1,3,15,0,1.849850058555603,5.197199821472168
2010,1,3,18,0,1.8048700094223022,5.328400135040283
2010,1,3,21,0,1.6320300102233887,5.345399856567383
2010,1,4,0,0,1.5685100555419922,5.075500011444092
2010,1,4,3,0,1.4805799722671509,4.9934000968933105
2010,1,4,6,0,1.4161800146102905,4.749899864196777
2010,1,4,9,0,1.3625999689102173,4.705100059509277
2010,1,4,12,0,1.283750057220459,4.819200038909912
2010,1,4,15,0,1.2458800077438354,5.059599876403809
2010,1,4,18,0,1.246880054473877,5.2617998123168945
2010,1,4,21,0,1.2517000436782837,5.508999824523926
2010,1,5,0,0,1.217460036277771,5.532299995422363
2010,1,5,3,0,1.1652499437332153,5.279300212860107
2010,1,5,6,0,1.1644500494003296,4.942200183868408
2010,1,5,9,0,1.1562000513076782,4.912799835205078
2010,1,5,12,0,1.167490005493164,5.052499771118164
2010,1,5,15,0,1.1800199747085571,5.252600193023682
2010,1,5,18,0,1.1945699453353882,5.379700183868408
2010,1,5,21,0,1.2056000232696533,5.344399929046631
2010,1,6,0,0,1.2091599702835083,5.143499851226807
2010,1,6,3,0,1.1729600429534912,5.049600124359131
2010,1,6,6,0,1.1570199728012085,4.819699764251709
2010,1,6,9,0,1.1148200035095215,4.7444000244140625
2010,1,6,12,0,1.0709400177001953,4.698400020599365
2010,1,6,15,0,1.029919981956482,4.627299785614014
2010,1,6,18,0,1.0058799982070923,4.577099800109863
2010,1,6,21,0,0.9724799990653992,4.571000099182129
2010,1,7,0,0,0.9430099725723267,4.526899814605713
2010,1,7,3,0,0.9426100254058838,4.323800086975098
2010,1,7,6,0,0.9494699835777283,4.15749979019165
2010,1,7,9,0,0.9055899977684021,4.115900039672852
2010,1,7,12,0,0.882070004940033,4.092599868774414
2010,1,7,15,0,0.8336700201034546,4.3358001708984375
2010,1,7,18,0,0.8027999997138977,4.6128997802734375
2010,1,7,21,0,0.7962999939918518,4.867800235748291
2010,1,8,0,0,0.7924699783325195,5.129300117492676
2010,1,8,3,0,0.7486699819564819,5.166299819946289
2010,1,8,6,0,0.680679976940155,5.0833001136779785
2010,1,8,9,0,0.6416199803352356,4.429699897766113
2010,1,8,12,0,0.5578299760818481,4.767499923706055
2010,1,8,15,0,0.49619999527931213,3.9444000720977783
2010,1,8,18,0,0.5900499820709229,3.2353999614715576
2010,1,8,21,0,0.6646900177001953,2.9505999088287354
2010,1,9,0,0,0.7569900155067444,3.1768999099731445
