Source,Location ID,Jurisdiction,Latitude,Longitude,Time Zone,Local Time Zone,Distance to Shore,Directionality Coefficient,Energy Period,Maximum Energy Direction,Mean Absolute Period,Mean Wave Direction,Mean Zero-Crossing Period,Omni-Directional Wave Power,Peak Period,Significant Wave Height,Spectral Width,Water Depth,Version
DOE-WPTO US Wave dataset,479519,b'Federal',44.5682,-124.228,0,-8,12353.165,-,s,deg,s,deg,s,W/m,s,m,-,68,v1.0.0
Year,Month,Day,Hour,Minute,Significant Wave Height,Energy Period
2010,1,1,0,0,3.769469976425171,8.788399696350098
2010,1,1,3,0,3.6870200634002686,8.916899681091309
2010,1,1,6,0,3.4294700622558594,9.23740005493164
2010,1,1,9,0,3.4693400859832764,8.975099563598633
2010,1,1,12,0,3.537899971008301,8.977299690246582
2010,1,1,15,0,3.833400011062622,8.65999984741211
2010,1,1,18,0,4.905710220336914,9.579099655151367
2010,1,1,21,0,5.703320026397705,11.201899528503418
2010,1,2,0,0,5.70566987991333,11.795499801635742
2010,1,2,3,0,5.351449966430664,12.014599800109863
2010,1,2,6,0,4.926929950714111,12.137200355529785
2010,1,2,9,0,4.516369819641113,12.144200325012207
2010,1,2,12,0,4.211120128631592,11.90429973602295
2010,1,2,15,0,3.911180019378662,11.778400421142578
2010,1,2,18,0,3.630880117416382,11.601699829101562
2010,1,2,21,0,3.3564400672912598,11.406000137329102
2010,1,3,0,0,3.109179973602295,11.17490005493164
2010,1,3,3,0,2.886889934539795,10.92590045928955
2010,1,3,6,0,2.6585400104522705,10.643199920654297
2010,1,3,9,0,2.4318199157714844,10.33810043334961
2010,1,3,12,0,2.2339999675750732,10.106599807739258
2010,1,3,15,0,2.0486199855804443,9.955400466918945
2010,1,3,18,0,1.8567099571228027,9.8016996383667
2010,1,3,21,0,1.7111300230026245,9.626700401306152
2010,1,4,0,0,1.6365000009536743,9.5423002243042
2010,1,4,3,0,1.5753999948501587,9.660400390625
2010,1,4,6,0,1.534600019454956,9.856800079345703
2010,1,4,9,0,1.5583100318908691,9.79259967803955
2010,1,4,12,0,1.873579978942871,8.46720027923584
2010,1,4,15,0,2.354909896850586,8.402899742126465
2010,1,4,18,0,3.155250072479248,8.730299949645996
2010,1,4,21,0,3.8432199954986572,9.16819953918457
2010,1,5,0,0,3.8665499687194824,9.20479965209961
2010,1,5,3,0,3.3167600631713867,9.295100212097168
2010,1,5,6,0,3.0201799869537354,9.030699729919434
2010,1,5,9,0,2.724910020828247,9.020099639892578
2010,1,5,12,0,2.532910108566284,8.666399955749512
2010,1,5,15,0,2.3998899459838867,8.294099807739258
2010,1,5,18,0,2.2233500480651855,8.215399742126465
2010,1,5,21,0,2.008960008621216,8.471199989318848
2010,1,6,0,0,1.8691699504852295,8.541999816894531
2010,1,6,3,0,1.8296500444412231,8.38379955291748
2010,1,6,6,0,1.9809199571609497,7.882299900054932
2010,1,6,9,0,2.0205299854278564,8.066100120544434
2010,1,6,12,0,1.936750054359436,8.380599975585938
2010,1,6,15,0,1.8719300031661987,8.955900192260742
2010,1,6,18,0,1.911389946937561,9.568300247192383
2010,1,6,21,0,2.03056001663208,10.065500259399414
2010,1,7,0,0,2.1182899475097656,10.358499526977539
2010,1,7,3,0,2.1502199172973633,10.554100036621094
2010,1,7,6,0,2.1448400020599365,10.745599746704102
2010,1,7,9,0,2.179229974746704,10.7322998046875
2010,1,7,12,0,2.2446300983428955,11.077899932861328
2010,1,7,15,0,2.3403100967407227,11.968400001525879
2010,1,7,18,0,2.4985098838806152,12.768199920654297
2010,1,7,21,0,2.704580068588257,13.109199523925781
2010,1,8,0,0,2.9163100719451904,13.112299919128418
2010,1,8,3,0,3.178730010986328,12.745100021362305
2010,1,8,6,0,3.473759889602661,12.582799911499023
2010,1,8,9,0,3.546030044555664,12.615099906921387
2010,1,8,12,0,3.4999799728393555,12.498800277709961
2010,1,8,15,0,3.371259927749634,12.371600151062012
2010,1,8,18,0,3.260420083999634,12.176600456237793
2010,1,8,21,0,3.179189920425415,11.887700080871582
2010,1,9,0,0,3.3558499813079834,10.911800384521484
2010,1,9,3,0,3.6782000064849854,10.56190013885498
2010,1,9,6,0,3.7860400676727295,10.448200225830078
2010,1,9,9,0,3.5591399669647217,10.778499603271484
2010,1,9,12,0,3.4839301109313965,10.662799835205078
2010,1,9,15,0,3.356909990310669,11.355400085449219
2010,1,9,18,0,3.3547699451446533,12.268199920654297
2010,1,9,21,0,3.472520112991333,13.183600425720215
2010,1,10,0,0,3.639549970626831,13.677000045776367
2010,1,10,3,0,3.7261300086975098,13.830499649047852
2010,1,10,6,0,3.7065000534057617,13.744799613952637
2010,1,10,9,0,3.6008899211883545,13.524499893188477
2010,1,10,12,0,3.4308700561523438,13.225600242614746
2010,1,10,15,0,3.220590114593506,12.837400436401367
2010,1,10,18,0,3.0436899662017822,12.065199851989746
2010,1,10,21,0,2.8874499797821045,11.186800003051758
2010,1,11,0,0,2.8033499717712402,10.45580005645752
2010,1,11,3,0,3.0283100605010986,10.257699966430664
2010,1,11,6,0,3.440150022506714,10.588600158691406
2010,1,11,9,0,4.160109996795654,11.26259994506836
2010,1,11,12,0,4.796090126037598,11.89210033416748
2010,1,11,15,0,4.812560081481934,12.061800003051758
