Manufacturer,Technology,Message,Parameters,Nser,Error Param Type,Error Param Value,Parameters Out
Seraphim Energy Group Inc.,Multi-c-Si,-33,{ celltype=multi vmp=29.9 isc=8.76 imp=8.21 beta_voc=-0.097051 voc=37 alpha_isc=0.00374052 gamma_pmp=-0.4573 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1001), ('Il', 10.489080299998), ('Io', 1e-15), ('Rs', 0.2451749734888655), ('Rsh', 200.92149764319282), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,-33,{ celltype=multi vmp=29.9 isc=8.92 imp=8.35 beta_voc=-0.0973133 voc=37.1 alpha_isc=0.00380884 gamma_pmp=-0.4573 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1001), ('Il', 10.573161104006001), ('Io', 1e-15), ('Rs', 0.2428571428571428), ('Rsh', 203.0686465598727), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,-33,{ celltype=multi vmp=29.9 isc=8.92 imp=8.35 beta_voc=-0.0973133 voc=37.1 alpha_isc=0.00380884 gamma_pmp=-0.4573 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1001), ('Il', 10.016125777452999), ('Io', 1e-15), ('Rs', 0.29368770764119617), ('Rsh', 253.2902046685468), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,-33,{ celltype=multi vmp=30.5 isc=8.65 imp=8.37 beta_voc=-0.141 voc=37.6 alpha_isc=0.00519 gamma_pmp=-0.46 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1001), ('Il', 10.100206581460998), ('Io', 1e-15), ('Rs', 0.29110867178924255), ('Rsh', 253.3289564990435), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,-33,{ celltype=multi vmp=30.5 isc=8.65 imp=8.37 beta_voc=-0.141 voc=37.6 alpha_isc=0.00519 gamma_pmp=-0.46 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1001), ('Il', 10.184287385468998), ('Io', 1e-15), ('Rs', 0.28857453754080514), ('Rsh', 253.3673902351391), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,-33,{ celltype=multi vmp=30.5 isc=8.65 imp=8.37 beta_voc=-0.0986248 voc=37.6 alpha_isc=0.00369355 gamma_pmp=-0.4573 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1001), ('Il', 10.268368189476998), ('Io', 1e-15), ('Rs', 0.28608414239482216), ('Rsh', 253.40550977744135), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,-33,{ celltype=multi vmp=30.5 isc=8.65 imp=8.37 beta_voc=-0.0986248 voc=37.6 alpha_isc=0.00369355 gamma_pmp=-0.4573 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1001), ('Il', 10.352448993484998), ('Io', 1e-15), ('Rs', 0.2836363636363636), ('Rsh', 253.44331896304314), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Mono-c-Si,-33,{ celltype=mono vmp=30.2 isc=8.88 imp=8.61 beta_voc=-0.0926592 voc=38.1 alpha_isc=0.00312576 gamma_pmp=-0.4578 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1001), ('Il', 10.436529797493), ('Io', 1e-15), ('Rs', 0.2812301166489927), ('Rsh', 253.48082156680948), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Mono-c-Si,,{ celltype=mono vmp=30.2 isc=8.88 imp=8.61 beta_voc=-0.0926592 voc=38.1 alpha_isc=0.00312576 gamma_pmp=-0.4578 n_ser=1 t_ref=25 },1,Other,,"[('a', 1.9267999999999998), ('Il', 13.72), ('Io', 1.0599703623782394e-10), ('Rs', 0.1995323460639127), ('Rsh', 272.53483146067396), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,,{ celltype=multi vmp=30.9 isc=8.72 imp=8.42 beta_voc=-0.1425 voc=38 alpha_isc=0.005232 gamma_pmp=-0.46 n_ser=1 t_ref=25 },1,Other,,"[('a', 1.9267999999999998), ('Il', 13.79), ('Io', 9.603389078319059e-11), ('Rs', 0.19844961240310077), ('Rsh', 273.6404494382026), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,,{ celltype=multi vmp=30.9 isc=8.72 imp=8.42 beta_voc=-0.1425 voc=38 alpha_isc=0.005232 gamma_pmp=-0.46 n_ser=1 t_ref=25 },1,Other,,"[('a', 1.9267999999999998), ('Il', 13.86), ('Io', 9.163973241215796e-11), ('Rs', 0.19737856592135697), ('Rsh', 274.1932584269667), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,,{ celltype=multi vmp=30.9 isc=8.72 imp=8.42 beta_voc=-0.099674 voc=38 alpha_isc=0.00372344 gamma_pmp=-0.4573 n_ser=1 t_ref=25 },1,Other,,"[('a', 1.9267999999999998), ('Il', 13.93), ('Io', 8.30218384108985e-11), ('Rs', 0.19631901840490798), ('Rsh', 275.2988764044942), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,,{ celltype=multi vmp=30.9 isc=8.72 imp=8.42 beta_voc=-0.099674 voc=38 alpha_isc=0.00372344 gamma_pmp=-0.4573 n_ser=1 t_ref=25 },1,Other,,"[('a', 1.9267999999999998), ('Il', 14.0), ('Io', 7.921904252736056e-11), ('Rs', 0.19282990083905413), ('Rsh', 275.8516853932582), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Mono-c-Si,,{ celltype=mono vmp=30.5 isc=8.96 imp=8.69 beta_voc=-0.0931456 voc=38.3 alpha_isc=0.00315392 gamma_pmp=-0.4578 n_ser=1 t_ref=25 },1,Other,,"[('a', 1.9267999999999998), ('Il', 14.07), ('Io', 7.176559639192681e-11), ('Rs', 0.19423368740515934), ('Rsh', 276.95730337078635), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Mono-c-Si,-33,{ celltype=mono vmp=30.5 isc=8.96 imp=8.69 beta_voc=-0.0931456 voc=38.3 alpha_isc=0.00315392 gamma_pmp=-0.4578 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1), ('Il', 9.553681355409), ('Io', 1e-15), ('Rs', 0.2860189573459715), ('Rsh', 182.4076509976189), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,-33,{ celltype=multi vmp=31.1 isc=8.83 imp=8.53 beta_voc=-0.143625 voc=38.3 alpha_isc=0.005298 gamma_pmp=-0.46 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1), ('Il', 9.66929246092), ('Io', 1e-15), ('Rs', 0.2823391812865498), ('Rsh', 182.45097428079282), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,-33,{ celltype=multi vmp=31.1 isc=8.83 imp=8.53 beta_voc=-0.143625 voc=38.3 alpha_isc=0.005298 gamma_pmp=-0.46 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1), ('Il', 9.763883365428999), ('Io', 1e-15), ('Rs', 0.27907514450867044), ('Rsh', 184.29936775376464), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Mono-c-Si,-33,{ celltype=mono vmp=30.8 isc=9.04 imp=8.77 beta_voc=-0.093632 voc=38.5 alpha_isc=0.00318208 gamma_pmp=-0.4578 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1), ('Il', 9.543171254908), ('Io', 1e-15), ('Rs', 0.3371900826446281), ('Rsh', 227.7511616922253), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Mono-c-Si,-33,{ celltype=mono vmp=30.8 isc=9.04 imp=8.77 beta_voc=-0.093632 voc=38.5 alpha_isc=0.00318208 gamma_pmp=-0.4578 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1), ('Il', 9.637762159417), ('Io', 1e-15), ('Rs', 0.33364485981308406), ('Rsh', 227.77567189109064), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,-33,{ celltype=multi vmp=31.3 isc=8.94 imp=8.63 beta_voc=-0.144375 voc=38.5 alpha_isc=0.005364 gamma_pmp=-0.46 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1), ('Il', 9.711332862924001), ('Io', 1e-15), ('Rs', 0.3305555555555555), ('Rsh', 230.14322488629824), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,-33,{ celltype=multi vmp=31.3 isc=8.94 imp=8.63 beta_voc=-0.144375 voc=38.5 alpha_isc=0.005364 gamma_pmp=-0.46 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1), ('Il', 9.805923767433), ('Io', 1e-15), ('Rs', 0.3271477663230243), ('Rsh', 230.15757016950602), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,-33,{ celltype=multi vmp=31.3 isc=8.94 imp=8.63 beta_voc=-0.100985 voc=38.5 alpha_isc=0.00381738 gamma_pmp=-0.4573 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1), ('Il', 9.890004571441002), ('Io', 1e-15), ('Rs', 0.32380952380952377), ('Rsh', 232.43265182041614), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,-33,{ celltype=multi vmp=31.3 isc=8.94 imp=8.63 beta_voc=-0.100985 voc=38.5 alpha_isc=0.00381738 gamma_pmp=-0.4573 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1), ('Il', 9.974085375449), ('Io', 1e-15), ('Rs', 0.3208988764044944), ('Rsh', 232.54762210647), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Mono-c-Si,-33,{ celltype=mono vmp=31.1 isc=9.12 imp=8.85 beta_voc=-0.0941184 voc=38.7 alpha_isc=0.00321024 gamma_pmp=-0.4578 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1), ('Il', 10.058166179457), ('Io', 1e-15), ('Rs', 0.3176863181312569), ('Rsh', 234.83986370689814), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Mono-c-Si,-4,{ celltype=mono vmp=31.1 isc=9.12 imp=8.85 beta_voc=-0.0941184 voc=38.7 alpha_isc=0.00321024 gamma_pmp=-0.4578 n_ser=1 t_ref=25 },1,Rs,-0.2514772932975309,"[('a', 1.521060180950115), ('Il', 10.218376216492276), ('Io', 9.69063761536437e-10), ('Rs', -0.2514772932975309), ('Rsh', 51.65352206742061), ('Adj', 35.395398092236725)]"
Seraphim Energy Group Inc.,Multi-c-Si,-4,{ celltype=multi vmp=31.6 isc=9.02 imp=8.71 beta_voc=-0.1455 voc=38.8 alpha_isc=0.005412 gamma_pmp=-0.46 n_ser=1 t_ref=25 },1,Rs,-0.2738879517768393,"[('a', 1.523954848642861), ('Il', 10.288939687792935), ('Io', 1.022254750757606e-09), ('Rs', -0.2738879517768393), ('Rsh', 53.44481102074596), ('Adj', 35.89442647269116)]"
Seraphim Energy Group Inc.,Multi-c-Si,-33,{ celltype=multi vmp=31.6 isc=9.02 imp=8.71 beta_voc=-0.1455 voc=38.8 alpha_isc=0.005412 gamma_pmp=-0.46 n_ser=1 t_ref=25 },1,P,0.0,"[('a', 0.1), ('Il', 9.932044973445), ('Io', 1e-15), ('Rs', 0.26281284606866023), ('Rsh', 234.65171497117777), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,-4,{ celltype=multi vmp=31.6 isc=9.02 imp=8.71 beta_voc=-0.101772 voc=38.8 alpha_isc=0.00385154 gamma_pmp=-0.4573 n_ser=1 t_ref=25 },1,Rs,-0.027419222960012746,"[('a', 1.9118671126437008), ('Il', 10.419365004275335), ('Io', 1.7685710775073285e-10), ('Rs', -0.027419222960012746), ('Rsh', 42.958160787190856), ('Adj', 26.963172778493785)]"
Seraphim Energy Group Inc.,Multi-c-Si,-4,{ celltype=multi vmp=31.6 isc=9.02 imp=8.71 beta_voc=-0.101772 voc=38.8 alpha_isc=0.00385154 gamma_pmp=-0.4573 n_ser=1 t_ref=25 },1,Rs,-0.0498705417105452,"[('a', 1.878760463721602), ('Il', 12.539610274422435), ('Io', 6.903259867327149e-08), ('Rs', -0.0498705417105452), ('Rsh', 8.674260409738565), ('Adj', 79.11593107979373)]"
Seraphim Energy Group Inc.,Mono-c-Si,-4,{ celltype=mono vmp=31.3 isc=9.22 imp=8.95 beta_voc=-0.145097 voc=38.9 alpha_isc=0.0053476 gamma_pmp=-0.457 n_ser=1 t_ref=25 },1,Rs,-0.06541621176452596,"[('a', 1.8602850500539914), ('Il', 12.520709118302872), ('Io', 5.830419268922539e-08), ('Rs', -0.06541621176452596), ('Rsh', 9.02553283681065), ('Adj', 76.55399820310097)]"
Seraphim Energy Group Inc.,Mono-c-Si,-3,{ celltype=mono vmp=31.3 isc=9.22 imp=8.95 beta_voc=-0.0946048 voc=38.9 alpha_isc=0.00324544 gamma_pmp=-0.4578 n_ser=1 t_ref=25 },1,Io,1.1074427645417938e-07,"[('a', 1.9274576966195567), ('Il', 12.450405675735642), ('Io', 1.1074427645417938e-07), ('Rs', -0.11422426142010575), ('Rsh', 8.90833468763484), ('Adj', 76.75250656243297)]"
Seraphim Energy Group Inc.,Mono-c-Si,-4,{ celltype=mono vmp=31.3 isc=9.22 imp=8.95 beta_voc=-0.0946048 voc=38.9 alpha_isc=0.00324544 gamma_pmp=-0.4578 n_ser=1 t_ref=25 },1,Rs,-0.07990858895441517,"[('a', 1.840580862749695), ('Il', 12.505237870550966), ('Io', 4.849818480128844e-08), ('Rs', -0.07990858895441517), ('Rsh', 9.429184187742486), ('Adj', 73.80153542877666)]"
Seraphim Energy Group Inc.,Mono-c-Si,-4,{ celltype=mono vmp=31.5 isc=9.33 imp=9.05 beta_voc=-0.145843 voc=39.1 alpha_isc=0.0054114 gamma_pmp=-0.457 n_ser=1 t_ref=25 },1,Rs,-0.07495861888903417,"[('a', 1.8214972327223005), ('Il', 12.511701154596594), ('Io', 3.974054611037563e-08), ('Rs', -0.07495861888903417), ('Rsh', 9.414384621277813), ('Adj', 70.90936062152511)]"
Seraphim Energy Group Inc.,Mono-c-Si,-4,{ celltype=mono vmp=31.5 isc=9.33 imp=9.05 beta_voc=-0.0950912 voc=39.1 alpha_isc=0.00328416 gamma_pmp=-0.4578 n_ser=1 t_ref=25 },1,Rs,-0.14403317882533997,"[('a', 1.9150363882935482), ('Il', 12.416293363229194), ('Io', 9.98461854903798e-08), ('Rs', -0.14403317882533997), ('Rsh', 9.276362207014273), ('Adj', 75.20481897655162)]"
Seraphim Energy Group Inc.,Mono-c-Si,-4,{ celltype=mono vmp=31.5 isc=9.33 imp=9.05 beta_voc=-0.0950912 voc=39.1 alpha_isc=0.00328416 gamma_pmp=-0.4578 n_ser=1 t_ref=25 },1,Rs,-0.095749450412533,"[('a', 1.8246916677302834), ('Il', 12.489252829232829), ('Io', 4.17272715405001e-08), ('Rs', -0.095749450412533), ('Rsh', 9.828483053578058), ('Adj', 71.59049138241119)]"
Seraphim Energy Group Inc.,Mono-c-Si,-4,{ celltype=mono vmp=31.7 isc=9.44 imp=9.15 beta_voc=-0.146589 voc=39.3 alpha_isc=0.0054752 gamma_pmp=-0.457 n_ser=1 t_ref=25 },1,Rs,-0.09086008708134644,"[('a', 1.8056365577570952), ('Il', 12.495339937759887), ('Io', 3.4082155754147725e-08), ('Rs', -0.09086008708134644), ('Rsh', 9.812742105194358), ('Adj', 68.69893662267641)]"
Seraphim Energy Group Inc.,Multi-c-Si,-4,{ celltype=multi vmp=35.8 isc=8.65 imp=8.11 beta_voc=-0.137419 voc=44.3 alpha_isc=0.0041174 gamma_pmp=-0.4522 n_ser=1 t_ref=25 },1,Rs,-0.18740894345598308,"[('a', 1.9079472168250238), ('Il', 12.368529482780657), ('Io', 9.456701986340763e-08), ('Rs', -0.18740894345598308), ('Rsh', 9.703247243591896), ('Adj', 74.4232257998766)]"
Seraphim Energy Group Inc.,Multi-c-Si,-4,{ celltype=multi vmp=35.8 isc=8.65 imp=8.11 beta_voc=-0.137419 voc=44.3 alpha_isc=0.0041174 gamma_pmp=-0.4522 n_ser=1 t_ref=25 },1,Rs,-0.1105342718986614,"[('a', 1.8075831540460423), ('Il', 12.476646829287295), ('Io', 3.5373466130108454e-08), ('Rs', -0.1105342718986614), ('Rsh', 10.290344350446308), ('Adj', 69.1921178760227)]"
Seraphim Energy Group Inc.,Mono-c-Si,-4,{ celltype=mono vmp=31.9 isc=9.56 imp=9.25 beta_voc=-0.147335 voc=39.5 alpha_isc=0.0055448 gamma_pmp=-0.457 n_ser=1 t_ref=25 },1,Rs,-0.10571312150994576,"[('a', 1.7885643861136298), ('Il', 12.482342429959084), ('Io', 2.8791398012105395e-08), ('Rs', -0.10571312150994576), ('Rsh', 10.273428730466897), ('Adj', 66.30233091118876)]"
Seraphim Energy Group Inc.,Multi-c-Si,-4,{ celltype=multi vmp=35.9 isc=8.78 imp=8.22 beta_voc=-0.137729 voc=44.4 alpha_isc=0.00417928 gamma_pmp=-0.4522 n_ser=1 t_ref=25 },1,Rs,-0.2025329860235621,"[('a', 1.8926238597086245), ('Il', 12.358476431777294), ('Io', 8.264587198773923e-08), ('Rs', -0.2025329860235621), ('Rsh', 10.070687087483195), ('Adj', 72.40569710342194)]"
Seraphim Energy Group Inc.,Multi-c-Si,-4,{ celltype=multi vmp=35.9 isc=8.78 imp=8.22 beta_voc=-0.137729 voc=44.4 alpha_isc=0.00417928 gamma_pmp=-0.4522 n_ser=1 t_ref=25 },1,Rs,-0.12645352660968395,"[('a', 1.7937755302387448), ('Il', 12.463742550973825), ('Io', 3.091882733503124e-08), ('Rs', -0.12645352660968395), ('Rsh', 10.748539432596331), ('Adj', 67.2649853559947)]"
Seraphim Energy Group Inc.,Mono-c-Si,-4,{ celltype=mono vmp=32.1 isc=9.65 imp=9.35 beta_voc=-0.148081 voc=39.7 alpha_isc=0.005597 gamma_pmp=-0.457 n_ser=1 t_ref=25 },1,Rs,-0.12169243039768422,"[('a', 1.7747978892200247), ('Il', 12.469088185712414), ('Io', 2.5096068248394857e-08), ('Rs', -0.12169243039768422), ('Rsh', 10.730433091449244), ('Adj', 64.37806045409715)]"
Seraphim Energy Group Inc.,Multi-c-Si,-4,{ celltype=multi vmp=35.8 isc=8.68 imp=8.38 beta_voc=-0.138659 voc=44.7 alpha_isc=0.00413168 gamma_pmp=-0.4522 n_ser=1 t_ref=25 },1,Rs,-0.23662494902756478,"[('a', 1.8926260144280609), ('Il', 12.32407975736311), ('Io', 8.323310883634053e-08), ('Rs', -0.23662494902756478), ('Rsh', 10.360832994215324), ('Adj', 72.5357738403896)]"
Seraphim Energy Group Inc.,Multi-c-Si,-33,{ celltype=multi vmp=35.8 isc=8.68 imp=8.38 beta_voc=-0.138659 voc=44.7 alpha_isc=0.00413168 gamma_pmp=-0.4522 n_ser=1 t_ref=25 },1,P,316.197462,"[('a', 3.1772), ('Il', 9.795413666932001), ('Io', 1e-09), ('Rs', 0.26862302483069983), ('Rsh', 228.05739058707545), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,-33,{ celltype=multi vmp=36.2 isc=8.73 imp=8.43 beta_voc=-0.1593 voc=45 alpha_isc=0.0050634 gamma_pmp=-0.438 n_ser=1 t_ref=25 },1,P,316.197462,"[('a', 3.1772), ('Il', 9.795413666932001), ('Io', 1e-09), ('Rs', 0.26862302483069983), ('Rsh', 228.05739058707545), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Multi-c-Si,-4,{ celltype=multi vmp=36.2 isc=8.73 imp=8.43 beta_voc=-0.1593 voc=45 alpha_isc=0.0050634 gamma_pmp=-0.438 n_ser=1 t_ref=25 },1,Rs,-0.141324286959603,"[('a', 1.7787745606791445), ('Il', 12.454140499315702), ('Io', 2.6639242486301086e-08), ('Rs', -0.141324286959603), ('Rsh', 11.282428103104802), ('Adj', 65.15553838814203)]"
Seraphim Energy Group Inc.,Multi-c-Si,-4,{ celltype=multi vmp=36.2 isc=8.73 imp=8.43 beta_voc=-0.13959 voc=45 alpha_isc=0.00415548 gamma_pmp=-0.4522 n_ser=1 t_ref=25 },1,Rs,-0.1366302925680993,"[('a', 1.7598450925732703), ('Il', 12.459121866889891), ('Io', 2.1556862003953184e-08), ('Rs', -0.1366302925680993), ('Rsh', 11.26282440835764), ('Adj', 62.27251067569546)]"
Seraphim Energy Group Inc.,Multi-c-Si,-4,{ celltype=multi vmp=36.2 isc=8.73 imp=8.43 beta_voc=-0.13959 voc=45 alpha_isc=0.00415548 gamma_pmp=-0.4522 n_ser=1 t_ref=25 },1,Rs,-0.2837079864879521,"[('a', 1.8967872467954021), ('Il', 12.277713581857855), ('Io', 8.726762292211289e-08), ('Rs', -0.2837079864879521), ('Rsh', 10.700015031004684), ('Adj', 73.276490459989)]"
Seraphim Energy Group Inc.,Mono-c-Si,-33,{ celltype=mono vmp=36.4 isc=8.81 imp=8.52 beta_voc=-0.12882 voc=45.2 alpha_isc=0.00414951 gamma_pmp=-0.4533 n_ser=1 t_ref=25 },1,P,321.0312,"[('a', 3.1772), ('Il', 9.847964169437), ('Io', 1e-09), ('Rs', 0.26592178770949726), ('Rsh', 239.3592164537689), ('Adj', 0.0)]"
Seraphim Energy Group Inc.,Mono-c-Si,-33,{ celltype=mono vmp=36.4 isc=8.81 imp=8.52 beta_voc=-0.12882 voc=45.2 alpha_isc=0.00414951 gamma_pmp=-0.4533 n_ser=1 t_ref=25 },1,P,321.0312,"[('a', 3.1772), ('Il', 9.847964169437), ('Io', 1e-09), ('Rs', 0.26592178770949726), ('Rsh', 239.3592164537689), ('Adj', 0.0)]"
