Manufacturer,Model,Technology,Message,Parameters,Nser
Jinko Solar Co._ Ltd,JKM415M-78H-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.2 imp=9.61 isc=10.28 voc=51.6 alpha_isc=0.0047288 beta_voc=-0.155832 gamma_pmp=-0.385 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM415M-78H-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.1 imp=9.63 isc=10.34 voc=51.3 alpha_isc=0.005687 beta_voc=-0.165186 gamma_pmp=-0.391 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM420M-78H,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.2 imp=9.73 isc=10.41 voc=51.3 alpha_isc=0.0048927 beta_voc=-0.161595 gamma_pmp=-0.419 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM420M-78HB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.4 imp=9.67 isc=10.31 voc=51.6 alpha_isc=0.0029899 beta_voc=-0.164604 gamma_pmp=-0.424 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM420M-78H-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.4 imp=9.69 isc=10.36 voc=51.6 alpha_isc=0.0047656 beta_voc=-0.155832 gamma_pmp=-0.385 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM420M-78H-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.2 imp=9.73 isc=10.41 voc=51.3 alpha_isc=0.0057255 beta_voc=-0.165186 gamma_pmp=-0.391 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM420M-7RL3-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.8 imp=9.82 isc=10.63 voc=51.1 alpha_isc=0.0034016 beta_voc=-0.160965 gamma_pmp=-0.406 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM425M-78H,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.2 imp=9.83 isc=10.48 voc=51.4 alpha_isc=0.0049256 beta_voc=-0.16191 gamma_pmp=-0.419 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM425M-78HB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.5 imp=9.77 isc=10.41 voc=51.7 alpha_isc=0.0030189 beta_voc=-0.164923 gamma_pmp=-0.424 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM425M-78H-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.5 imp=9.77 isc=10.44 voc=51.7 alpha_isc=0.0048024 beta_voc=-0.156134 gamma_pmp=-0.385 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM425M-78H-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.2 imp=9.83 isc=10.48 voc=51.4 alpha_isc=0.005764 beta_voc=-0.165508 gamma_pmp=-0.391 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM425M-7RL3-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.9 imp=9.92 isc=10.72 voc=51.2 alpha_isc=0.0034304 beta_voc=-0.16128 gamma_pmp=-0.406 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM425N-7RL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.2 imp=9.84 isc=10.42 voc=52.3 alpha_isc=0.0063562 beta_voc=-0.149578 gamma_pmp=-0.358 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM430M-78H,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.5 imp=9.89 isc=10.57 voc=51.5 alpha_isc=0.0049679 beta_voc=-0.162225 gamma_pmp=-0.419 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM430M-78HB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.6 imp=9.87 isc=10.51 voc=51.7 alpha_isc=0.0030479 beta_voc=-0.164923 gamma_pmp=-0.424 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM430M-78H-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.7 imp=9.85 isc=10.52 voc=51.7 alpha_isc=0.0048392 beta_voc=-0.156134 gamma_pmp=-0.385 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM430M-78H-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.5 imp=9.89 isc=10.57 voc=51.5 alpha_isc=0.0058135 beta_voc=-0.16583 gamma_pmp=-0.391 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM430M-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.4 imp=10.14 isc=10.96 voc=51.1 alpha_isc=0.0028496 beta_voc=-0.157388 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM430M-7RL3-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.9 imp=10.02 isc=10.81 voc=51.3 alpha_isc=0.0034592 beta_voc=-0.161595 gamma_pmp=-0.406 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM430M-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.4 imp=10.14 isc=10.96 voc=51.1 alpha_isc=0.0028496 beta_voc=-0.157388 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM430N-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.6 imp=10.1 isc=10.82 voc=51.7 alpha_isc=0.0046526 beta_voc=-0.156651 gamma_pmp=-0.399 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM430N-7RL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.4 imp=9.91 isc=10.49 voc=52.4 alpha_isc=0.0063989 beta_voc=-0.149864 gamma_pmp=-0.358 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM430N-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.6 imp=10.1 isc=10.82 voc=51.7 alpha_isc=0.0078986 beta_voc=-0.148896 gamma_pmp=-0.437 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM435M-78H,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.6 imp=9.99 isc=10.67 voc=51.6 alpha_isc=0.0050149 beta_voc=-0.16254 gamma_pmp=-0.419 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM435M-78HB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.6 imp=9.97 isc=10.61 voc=51.7 alpha_isc=0.0030769 beta_voc=-0.164923 gamma_pmp=-0.424 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM435M-78H-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.9 imp=9.92 isc=10.6 voc=51.8 alpha_isc=0.004876 beta_voc=-0.156436 gamma_pmp=-0.385 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM435M-78H-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.6 imp=9.99 isc=10.67 voc=51.6 alpha_isc=0.0058685 beta_voc=-0.166152 gamma_pmp=-0.391 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM435M-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.5 imp=10.23 isc=11.05 voc=51.2 alpha_isc=0.002873 beta_voc=-0.157696 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM435M-7RL3-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43 imp=10.12 isc=10.9 voc=51.4 alpha_isc=0.003488 beta_voc=-0.16191 gamma_pmp=-0.406 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM435M-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.5 imp=10.23 isc=11.05 voc=51.2 alpha_isc=0.002873 beta_voc=-0.157696 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM435N-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.8 imp=10.16 isc=10.88 voc=51.9 alpha_isc=0.0046784 beta_voc=-0.157257 gamma_pmp=-0.399 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM435N-7RL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.6 imp=9.98 isc=10.56 voc=52.6 alpha_isc=0.0064416 beta_voc=-0.150436 gamma_pmp=-0.358 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM435N-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.8 imp=10.16 isc=10.88 voc=51.9 alpha_isc=0.0079424 beta_voc=-0.149472 gamma_pmp=-0.437 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM440M-78H,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.7 imp=10.08 isc=10.77 voc=51.7 alpha_isc=0.0050619 beta_voc=-0.162855 gamma_pmp=-0.419 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM440M-78H-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.9 imp=10.02 isc=10.68 voc=51.9 alpha_isc=0.0049128 beta_voc=-0.156738 gamma_pmp=-0.385 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM440M-78H-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.7 imp=10.08 isc=10.77 voc=51.7 alpha_isc=0.0059235 beta_voc=-0.166474 gamma_pmp=-0.391 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM440M-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.6 imp=10.32 isc=11.14 voc=51.3 alpha_isc=0.0028964 beta_voc=-0.158004 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM440M-7RL3-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.1 imp=10.22 isc=10.99 voc=51.5 alpha_isc=0.0035168 beta_voc=-0.162225 gamma_pmp=-0.406 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM440M-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.6 imp=10.32 isc=11.14 voc=51.3 alpha_isc=0.0028964 beta_voc=-0.158004 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM440N-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.1 imp=10.22 isc=10.94 voc=52.2 alpha_isc=0.0047042 beta_voc=-0.158166 gamma_pmp=-0.399 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM440N-7RL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.8 imp=10.05 isc=10.63 voc=52.8 alpha_isc=0.0064843 beta_voc=-0.151008 gamma_pmp=-0.358 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM440N-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.1 imp=10.22 isc=10.94 voc=52.2 alpha_isc=0.0079862 beta_voc=-0.150336 gamma_pmp=-0.437 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM445M-78H,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.7 imp=10.18 isc=10.84 voc=52 alpha_isc=0.0050948 beta_voc=-0.1638 gamma_pmp=-0.419 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM445M-78H-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44 imp=10.12 isc=10.78 voc=52 alpha_isc=0.0049588 beta_voc=-0.15704 gamma_pmp=-0.385 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM445M-78H-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.7 imp=10.18 isc=10.84 voc=52 alpha_isc=0.005962 beta_voc=-0.16744 gamma_pmp=-0.391 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM445M-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.8 imp=10.41 isc=11.23 voc=51.4 alpha_isc=0.0029198 beta_voc=-0.158312 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM445M-7RL3-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.1 imp=10.32 isc=11.08 voc=51.6 alpha_isc=0.0035456 beta_voc=-0.16254 gamma_pmp=-0.406 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM445M-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.8 imp=10.41 isc=11.23 voc=51.4 alpha_isc=0.0029198 beta_voc=-0.158312 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM445N-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.3 imp=10.28 isc=10.99 voc=52.4 alpha_isc=0.0047257 beta_voc=-0.158772 gamma_pmp=-0.399 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM445N-7RL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44 imp=10.12 isc=10.7 voc=53 alpha_isc=0.006527 beta_voc=-0.15158 gamma_pmp=-0.358 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM445N-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.3 imp=10.28 isc=10.99 voc=52.4 alpha_isc=0.0080227 beta_voc=-0.150912 gamma_pmp=-0.437 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM450M-78H,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.8 imp=10.27 isc=10.92 voc=52.1 alpha_isc=0.0051324 beta_voc=-0.164115 gamma_pmp=-0.419 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM450M-78H-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44 imp=10.22 isc=10.87 voc=52.1 alpha_isc=0.0050002 beta_voc=-0.157342 gamma_pmp=-0.385 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM450M-78H-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.8 imp=10.27 isc=10.92 voc=52.1 alpha_isc=0.006006 beta_voc=-0.167762 gamma_pmp=-0.391 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM450M-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.9 imp=10.5 isc=11.32 voc=51.5 alpha_isc=0.0029432 beta_voc=-0.15862 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM450M-7RL3-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.2 imp=10.42 isc=11.17 voc=51.7 alpha_isc=0.0035744 beta_voc=-0.162855 gamma_pmp=-0.406 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM450M-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=42.9 imp=10.5 isc=11.32 voc=51.5 alpha_isc=0.0029432 beta_voc=-0.15862 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM450N-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.5 imp=10.34 isc=11.05 voc=52.6 alpha_isc=0.0047515 beta_voc=-0.159378 gamma_pmp=-0.399 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM450N-7RL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44.2 imp=10.19 isc=10.77 voc=53.2 alpha_isc=0.0065697 beta_voc=-0.152152 gamma_pmp=-0.358 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM450N-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.5 imp=10.34 isc=11.05 voc=52.6 alpha_isc=0.0080665 beta_voc=-0.151488 gamma_pmp=-0.437 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM455M-78H,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.9 imp=10.36 isc=11 voc=52.2 alpha_isc=0.00517 beta_voc=-0.16443 gamma_pmp=-0.419 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM455M-78H-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.9 imp=10.36 isc=11 voc=52.2 alpha_isc=0.00605 beta_voc=-0.168084 gamma_pmp=-0.391 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM455M-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43 imp=10.59 isc=11.41 voc=51.6 alpha_isc=0.0029666 beta_voc=-0.158928 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM455M-7RL3-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.3 imp=10.52 isc=11.26 voc=51.8 alpha_isc=0.0036032 beta_voc=-0.16317 gamma_pmp=-0.406 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM455M-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43 imp=10.59 isc=11.41 voc=51.6 alpha_isc=0.0029666 beta_voc=-0.158928 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM455N-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.8 imp=10.4 isc=11.11 voc=52.8 alpha_isc=0.0047773 beta_voc=-0.159984 gamma_pmp=-0.399 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM455N-7RL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44.4 imp=10.26 isc=10.84 voc=53.3 alpha_isc=0.0066124 beta_voc=-0.152438 gamma_pmp=-0.358 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM455N-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.8 imp=10.4 isc=11.11 voc=52.8 alpha_isc=0.0081103 beta_voc=-0.152064 gamma_pmp=-0.437 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM460M-78H,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44 imp=10.45 isc=11.08 voc=52.3 alpha_isc=0.0052076 beta_voc=-0.164745 gamma_pmp=-0.419 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM460M-78H-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44 imp=10.45 isc=11.08 voc=52.3 alpha_isc=0.006094 beta_voc=-0.168406 gamma_pmp=-0.391 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM460M-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.1 imp=10.68 isc=11.5 voc=51.7 alpha_isc=0.00299 beta_voc=-0.159236 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM460M-7RL3-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.3 imp=10.62 isc=11.35 voc=51.9 alpha_isc=0.003632 beta_voc=-0.163485 gamma_pmp=-0.406 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM460M-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.1 imp=10.68 isc=11.5 voc=51.7 alpha_isc=0.00299 beta_voc=-0.159236 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM460N-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44 imp=10.46 isc=11.17 voc=53 alpha_isc=0.0048031 beta_voc=-0.16059 gamma_pmp=-0.399 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM460N-7RL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44.5 imp=10.33 isc=10.91 voc=53.5 alpha_isc=0.0066551 beta_voc=-0.15301 gamma_pmp=-0.358 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM460N-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44 imp=10.46 isc=11.17 voc=53 alpha_isc=0.0081541 beta_voc=-0.15264 gamma_pmp=-0.437 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM465M-78H,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44.1 imp=10.54 isc=11.16 voc=52.4 alpha_isc=0.0052452 beta_voc=-0.16506 gamma_pmp=-0.419 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM465M-78H-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44.1 imp=10.54 isc=11.16 voc=52.4 alpha_isc=0.006138 beta_voc=-0.168728 gamma_pmp=-0.391 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM465M-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.2 imp=10.77 isc=11.59 voc=51.9 alpha_isc=0.0030134 beta_voc=-0.159852 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM465M-7RL3-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.4 imp=10.72 isc=11.44 voc=52 alpha_isc=0.0036608 beta_voc=-0.1638 gamma_pmp=-0.406 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM465M-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.2 imp=10.77 isc=11.59 voc=51.9 alpha_isc=0.0030134 beta_voc=-0.159852 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM465N-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44.2 imp=10.52 isc=11.22 voc=53.3 alpha_isc=0.0048246 beta_voc=-0.161499 gamma_pmp=-0.399 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM465N-7RL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44.7 imp=10.4 isc=10.98 voc=53.7 alpha_isc=0.0066978 beta_voc=-0.153582 gamma_pmp=-0.358 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM465N-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44.2 imp=10.52 isc=11.22 voc=53.3 alpha_isc=0.0081906 beta_voc=-0.153504 gamma_pmp=-0.437 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM470M-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.3 imp=10.86 isc=11.68 voc=52.1 alpha_isc=0.0030368 beta_voc=-0.160468 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM470M-7RL3-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.4 imp=10.82 isc=11.53 voc=52.1 alpha_isc=0.0036896 beta_voc=-0.164115 gamma_pmp=-0.406 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM470M-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.3 imp=10.86 isc=11.68 voc=52.1 alpha_isc=0.0030368 beta_voc=-0.160468 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM470N-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44.4 imp=10.58 isc=11.28 voc=53.5 alpha_isc=0.0048504 beta_voc=-0.162105 gamma_pmp=-0.399 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM470N-7RL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44.9 imp=10.47 isc=11.05 voc=53.9 alpha_isc=0.0067405 beta_voc=-0.154154 gamma_pmp=-0.358 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM470N-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44.4 imp=10.58 isc=11.28 voc=53.5 alpha_isc=0.0082344 beta_voc=-0.15408 gamma_pmp=-0.437 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM475M-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.4 imp=10.95 isc=11.77 voc=52.2 alpha_isc=0.0030602 beta_voc=-0.160776 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM475M-7RL3-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.5 imp=10.92 isc=11.63 voc=52.2 alpha_isc=0.0037216 beta_voc=-0.16443 gamma_pmp=-0.406 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM475M-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.4 imp=10.95 isc=11.77 voc=52.2 alpha_isc=0.0030602 beta_voc=-0.160776 gamma_pmp=-0.398 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM475N-7RL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44.7 imp=10.64 isc=11.34 voc=53.7 alpha_isc=0.0048762 beta_voc=-0.162711 gamma_pmp=-0.399 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM475N-7RL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=45.1 imp=10.54 isc=11.12 voc=54.1 alpha_isc=0.0067832 beta_voc=-0.154726 gamma_pmp=-0.358 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM475N-7RL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=44.7 imp=10.64 isc=11.34 voc=53.7 alpha_isc=0.0082782 beta_voc=-0.154656 gamma_pmp=-0.437 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM480N-7RL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=45.2 imp=10.61 isc=11.19 voc=54.2 alpha_isc=0.0068259 beta_voc=-0.155012 gamma_pmp=-0.358 n_ser=26 t_ref=25 },26
Jinko Solar Co._ Ltd,JKM535M-7RL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=43.5 imp=12.31 isc=12.92 voc=53 alpha_isc=0.0086564 beta_voc=-0.14098 gamma_pmp=-0.369 n_ser=26 t_ref=25 },26
