name,guid
Small Commercial (3 phase < 50kVa),539f6d6dec4f024411ecb5b1
Irrigation,539f7339ec4f024411ecfa8d
Security Lighting - 100 watt HPS / 175 Watt MV - Existing Pole,539f75d4ec4f024411ed1835
Residential,539fb70dec4f024bc1dc073f
Security Lighting - 250 watt HPS / 400 Watt MV - Existing Pole,539fbd7eec4f024c27d87c1b
Large Commercial (3 Phase > 50 kVa),539fc22aec4f024c27d8af07
Security Lighting - 100 watt HPS / 175 Watt MV - Additional Pole,539fc423ec4f024c27d8c3d3
Security Lighting - 250 watt HPS / 400 Watt MV - Existing Pole,539fc8acec4f024d2f53e93e
