,Diffuse irradiance|W/m2,Global horizontal irradiance|W/m2,Beam irradiance|W/m2,Plane of array irradiance|W/m2
"Nov 14, 03:00 pm",100,300,575,493.436
"Nov 14, 04:00 pm",70,113,248,190.994
"Nov 14, 05:00 pm",14,17,21,18.1836
"Nov 14, 06:00 pm",0,0,0,0
"Nov 14, 07:00 pm",0,0,0,0
"Nov 14, 08:00 pm",0,0,0,0
"Nov 14, 09:00 pm",0,0,0,0
"Nov 14, 10:00 pm",0,0,0,0
"Nov 14, 11:00 pm",0,0,0,0
"Nov 15, 12:00 am",0,0,0,0
"Nov 15, 01:00 am",0,0,0,0
"Nov 15, 02:00 am",0,0,0,0
"Nov 15, 03:00 am",0,0,0,0
"Nov 15, 04:00 am",0,0,0,0
"Nov 15, 05:00 am",0,0,0,0
"Nov 15, 06:00 am",0,0,0,0
"Nov 15, 07:00 am",26,56,310,146.368
"Nov 15, 08:00 am",50,235,675,437.468
"Nov 15, 09:00 am",65,415,819,687.985
"Nov 15, 10:00 am",77,554,882,863.01
"Nov 15, 11:00 am",100,642,895,981.356
"Nov 15, 12:00 pm",111,662,891,1003.26
"Nov 15, 01:00 pm",122,618,862,942.323
"Nov 15, 02:00 pm",107,499,813,791.093
"Nov 15, 03:00 pm",86,326,699,555.293
"Nov 15, 04:00 pm",51,130,459,264.613
"Nov 15, 05:00 pm",14,20,53,26.3611
"Nov 15, 06:00 pm",0,0,0,0
"Nov 15, 07:00 pm",0,0,0,0
"Nov 15, 08:00 pm",0,0,0,0
"Nov 15, 09:00 pm",0,0,0,0
"Nov 15, 10:00 pm",0,0,0,0
"Nov 15, 11:00 pm",0,0,0,0
"Nov 16, 12:00 am",0,0,0,0
"Nov 16, 01:00 am",0,0,0,0
"Nov 16, 02:00 am",0,0,0,0
"Nov 16, 03:00 am",0,0,0,0
"Nov 16, 04:00 am",0,0,0,0
"Nov 16, 05:00 am",0,0,0,0
"Nov 16, 06:00 am",0,0,0,0
"Nov 16, 07:00 am",40,41,10,45.5243
"Nov 16, 08:00 am",121,133,42,153.044
"Nov 16, 09:00 am",161,189,67,214.417
"Nov 16, 10:00 am",288,336,88,388.846
"Nov 16, 11:00 am",349,549,331,724.856
"Nov 16, 12:00 pm",210,534,527,768.841
"Nov 16, 01:00 pm",192,465,477,674.2
"Nov 16, 02:00 pm",160,361,420,535.209
"Nov 16, 03:00 pm",128,180,152,236.637
"Nov 16, 04:00 pm",70,85,93,121.355
"Nov 16, 05:00 pm",16,16,5,15.9897
"Nov 16, 06:00 pm",0,0,0,0
"Nov 16, 07:00 pm",0,0,0,0
"Nov 16, 08:00 pm",0,0,0,0
"Nov 16, 09:00 pm",0,0,0,0
"Nov 16, 10:00 pm",0,0,0,0
"Nov 16, 11:00 pm",0,0,0,0
"Nov 17, 12:00 am",0,0,0,0
"Nov 17, 01:00 am",0,0,0,0
"Nov 17, 02:00 am",0,0,0,0
"Nov 17, 03:00 am",0,0,0,0
"Nov 17, 04:00 am",0,0,0,0
"Nov 17, 05:00 am",0,0,0,0
"Nov 17, 06:00 am",0,0,0,0
"Nov 17, 07:00 am",31,44,126,84.3674
"Nov 17, 08:00 am",72,205,498,369.056
"Nov 17, 09:00 am",99,367,635,596.943
"Nov 17, 10:00 am",122,510,727,793.9
"Nov 17, 11:00 am",143,597,758,907.154
"Nov 17, 12:00 pm",140,618,783,938.646
"Nov 17, 01:00 pm",132,572,773,878.566
"Nov 17, 02:00 pm",116,457,715,723.509
"Nov 17, 03:00 pm",89,286,580,484.506
"Nov 17, 04:00 pm",53,105,310,203.82
"Nov 17, 05:00 pm",12,13,12,14.1233
"Nov 17, 06:00 pm",0,0,0,0
"Nov 17, 07:00 pm",0,0,0,0
"Nov 17, 08:00 pm",0,0,0,0
"Nov 17, 09:00 pm",0,0,0,0
"Nov 17, 10:00 pm",0,0,0,0
"Nov 17, 11:00 pm",0,0,0,0
"Nov 18, 12:00 am",0,0,0,0
"Nov 18, 01:00 am",0,0,0,0
"Nov 18, 02:00 am",0,0,0,0
"Nov 18, 03:00 am",0,0,0,0
"Nov 18, 04:00 am",0,0,0,0
"Nov 18, 05:00 am",0,0,0,0
"Nov 18, 06:00 am",0,0,0,0
"Nov 18, 07:00 am",21,57,365,156.956
"Nov 18, 08:00 am",39,231,731,447.016
"Nov 18, 09:00 am",53,413,863,694.861
"Nov 18, 10:00 am",64,554,925,879.53
"Nov 18, 11:00 am",70,634,949,981.661
"Nov 18, 12:00 pm",71,649,953,1000.26
"Nov 18, 01:00 pm",67,596,934,930.11
"Nov 18, 02:00 pm",59,481,892,782.725
"Nov 18, 03:00 pm",46,316,801,562.538
"Nov 18, 04:00 pm",30,127,582,289.703
"Nov 18, 05:00 pm",10,20,89,32.2565
"Nov 18, 06:00 pm",0,0,0,0
"Nov 18, 07:00 pm",0,0,0,0
"Nov 18, 08:00 pm",0,0,0,0
"Nov 18, 09:00 pm",0,0,0,0
"Nov 18, 10:00 pm",0,0,0,0
"Nov 18, 11:00 pm",0,0,0,0
"Nov 19, 12:00 am",0,0,0,0
"Nov 19, 01:00 am",0,0,0,0
"Nov 19, 02:00 am",0,0,0,0
"Nov 19, 03:00 am",0,0,0,0
"Nov 19, 04:00 am",0,0,0,0
"Nov 19, 05:00 am",0,0,0,0
"Nov 19, 06:00 am",0,0,0,0
"Nov 19, 07:00 am",27,47,207,113.265
"Nov 19, 08:00 am",55,211,598,401.327
"Nov 19, 09:00 am",77,390,757,653.165
"Nov 19, 10:00 am",92,530,831,840.367
"Nov 19, 11:00 am",100,610,861,944.55
"Nov 19, 12:00 pm",103,586,799,902.192
"Nov 19, 01:00 pm",94,554,816,865.501
"Nov 19, 02:00 pm",97,444,735,716.095
"Nov 19, 03:00 pm",68,289,661,510.273
"Nov 19, 04:00 pm",44,108,391,229.972
"Nov 19, 05:00 pm",8,12,27,14.3925
"Nov 19, 06:00 pm",0,0,0,0
"Nov 19, 07:00 pm",0,0,0,0
"Nov 19, 08:00 pm",0,0,0,0
"Nov 19, 09:00 pm",0,0,0,0
"Nov 19, 10:00 pm",0,0,0,0
"Nov 19, 11:00 pm",0,0,0,0
"Nov 20, 12:00 am",0,0,0,0
"Nov 20, 01:00 am",0,0,0,0
"Nov 20, 02:00 am",0,0,0,0
"Nov 20, 03:00 am",0,0,0,0
"Nov 20, 04:00 am",0,0,0,0
"Nov 20, 05:00 am",0,0,0,0
"Nov 20, 06:00 am",0,0,0,0
"Nov 20, 07:00 am",24,48,242,123.906
"Nov 20, 08:00 am",46,215,656,418.09
"Nov 20, 09:00 am",64,393,803,669.22
"Nov 20, 10:00 am",77,529,865,841.891
"Nov 20, 11:00 am",84,614,902,952.692
"Nov 20, 12:00 pm",85,631,909,973.828
"Nov 20, 01:00 pm",81,582,895,911.063
"Nov 20, 02:00 pm",71,466,844,766.159
"Nov 20, 03:00 pm",55,301,740,540.953
"Nov 20, 04:00 pm",36,117,500,263.248
"Nov 20, 05:00 pm",9,15,51,21.6451
"Nov 20, 06:00 pm",0,0,0,0
"Nov 20, 07:00 pm",0,0,0,0
"Nov 20, 08:00 pm",0,0,0,0
"Nov 20, 09:00 pm",0,0,0,0
"Nov 20, 10:00 pm",0,0,0,0
"Nov 20, 11:00 pm",0,0,0,0
"Nov 21, 12:00 am",0,0,0,0
"Nov 21, 01:00 am",0,0,0,0
"Nov 21, 02:00 am",0,0,0,0
"Nov 21, 03:00 am",0,0,0,0
"Nov 21, 04:00 am",0,0,0,0
"Nov 21, 05:00 am",0,0,0,0
"Nov 21, 06:00 am",0,0,0,0
"Nov 21, 07:00 am",27,27,0,25.6343
"Nov 21, 08:00 am",86,97,43,110.992
"Nov 21, 09:00 am",182,206,58,235.368
"Nov 21, 10:00 am",233,271,74,310.182
"Nov 21, 11:00 am",354,397,73,463.112
"Nov 21, 12:00 pm",289,352,105,409.428
"Nov 21, 01:00 pm",266,331,116,388.928
"Nov 21, 02:00 pm",209,238,63,271.685
"Nov 21, 03:00 pm",141,152,31,169.501
"Nov 21, 04:00 pm",53,64,63,87.5759
"Nov 21, 05:00 pm",6,6,1,5.7797
"Nov 21, 06:00 pm",0,0,0,0
"Nov 21, 07:00 pm",0,0,0,0
"Nov 21, 08:00 pm",0,0,0,0
"Nov 21, 09:00 pm",0,0,0,0
"Nov 21, 10:00 pm",0,0,0,0
"Nov 21, 11:00 pm",0,0,0,0
"Nov 22, 12:00 am",0,0,0,0
"Nov 22, 01:00 am",0,0,0,0
"Nov 22, 02:00 am",0,0,0,0
"Nov 22, 03:00 am",0,0,0,0
"Nov 22, 04:00 am",0,0,0,0
"Nov 22, 05:00 am",0,0,0,0
"Nov 22, 06:00 am",0,0,0,0
"Nov 22, 07:00 am",39,40,9,46.2614
"Nov 22, 08:00 am",124,133,37,158.629
"Nov 22, 09:00 am",193,225,79,264.849
"Nov 22, 10:00 am",293,429,263,561.445
"Nov 22, 11:00 am",243,459,370,633.089
"Nov 22, 12:00 pm",192,520,552,768.637
"Nov 22, 01:00 pm",222,490,483,711.817
"Nov 22, 02:00 pm",164,327,352,471.195
"Nov 22, 03:00 pm",111,265,468,435.949
"Nov 22, 04:00 pm",46,87,260,175.969
"Nov 22, 05:00 pm",7,8,11,9.35248
"Nov 22, 06:00 pm",0,0,0,0
"Nov 22, 07:00 pm",0,0,0,0
"Nov 22, 08:00 pm",0,0,0,0
"Nov 22, 09:00 pm",0,0,0,0
"Nov 22, 10:00 pm",0,0,0,0
"Nov 22, 11:00 pm",0,0,0,0
"Nov 23, 12:00 am",0,0,0,0
"Nov 23, 01:00 am",0,0,0,0
"Nov 23, 02:00 am",0,0,0,0
"Nov 23, 03:00 am",0,0,0,0
"Nov 23, 04:00 am",0,0,0,0
"Nov 23, 05:00 am",0,0,0,0
"Nov 23, 06:00 am",0,0,0,0
"Nov 23, 07:00 am",24,25,4,23.3938
"Nov 23, 08:00 am",85,86,7,85.5553
"Nov 23, 09:00 am",148,149,3,145.059
"Nov 23, 10:00 am",183,183,1,176.348
"Nov 23, 11:00 am",236,292,98,338.104
"Nov 23, 12:00 pm",316,460,244,592.018
"Nov 23, 01:00 pm",254,400,266,540.971
"Nov 23, 02:00 pm",201,343,307,480.878
"Nov 23, 03:00 pm",162,249,266,362.401
"Nov 23, 04:00 pm",65,71,35,87.2185
"Nov 23, 05:00 pm",11,12,6,11.7128
"Nov 23, 06:00 pm",0,0,0,0
"Nov 23, 07:00 pm",0,0,0,0
"Nov 23, 08:00 pm",0,0,0,0
"Nov 23, 09:00 pm",0,0,0,0
"Nov 23, 10:00 pm",0,0,0,0
"Nov 23, 11:00 pm",0,0,0,0
"Nov 24, 12:00 am",0,0,0,0
"Nov 24, 01:00 am",0,0,0,0
"Nov 24, 02:00 am",0,0,0,0
"Nov 24, 03:00 am",0,0,0,0
"Nov 24, 04:00 am",0,0,0,0
"Nov 24, 05:00 am",0,0,0,0
"Nov 24, 06:00 am",0,0,0,0
"Nov 24, 07:00 am",21,47,248,121.778
"Nov 24, 08:00 am",42,199,643,402.463
"Nov 24, 09:00 am",59,376,800,655.667
"Nov 24, 10:00 am",71,512,865,829.034
"Nov 24, 11:00 am",79,563,840,884.09
"Nov 24, 12:00 pm",125,584,781,912.699
"Nov 24, 01:00 pm",134,431,540,668.713
"Nov 24, 02:00 pm",106,422,689,689.755
"Nov 24, 03:00 pm",55,276,680,504.09
"Nov 24, 04:00 pm",33,112,504,262.824
"Nov 24, 05:00 pm",8,12,30,15.3999
"Nov 24, 06:00 pm",0,0,0,0
"Nov 24, 07:00 pm",0,0,0,0
"Nov 24, 08:00 pm",0,0,0,0
"Nov 24, 09:00 pm",0,0,0,0
"Nov 24, 10:00 pm",0,0,0,0
"Nov 24, 11:00 pm",0,0,0,0
"Nov 25, 12:00 am",0,0,0,0
"Nov 25, 01:00 am",0,0,0,0
"Nov 25, 02:00 am",0,0,0,0
"Nov 25, 03:00 am",0,0,0,0
"Nov 25, 04:00 am",0,0,0,0
"Nov 25, 05:00 am",0,0,0,0
"Nov 25, 06:00 am",0,0,0,0
"Nov 25, 07:00 am",24,45,206,111.362
"Nov 25, 08:00 am",68,194,526,373.361
"Nov 25, 09:00 am",57,353,751,617.126
"Nov 25, 10:00 am",70,513,876,835.715
"Nov 25, 11:00 am",76,593,904,938.321
"Nov 25, 12:00 pm",78,614,916,966.624
"Nov 25, 01:00 pm",74,564,898,901.583
"Nov 25, 02:00 pm",64,452,850,753.77
"Nov 25, 03:00 pm",50,291,748,540.125
"Nov 25, 04:00 pm",32,111,509,264.146
"Nov 25, 05:00 pm",8,11,30,15.4442
"Nov 25, 06:00 pm",0,0,0,0
"Nov 25, 07:00 pm",0,0,0,0
"Nov 25, 08:00 pm",0,0,0,0
"Nov 25, 09:00 pm",0,0,0,0
"Nov 25, 10:00 pm",0,0,0,0
"Nov 25, 11:00 pm",0,0,0,0
"Nov 26, 12:00 am",0,0,0,0
"Nov 26, 01:00 am",0,0,0,0
"Nov 26, 02:00 am",0,0,0,0
"Nov 26, 03:00 am",0,0,0,0
"Nov 26, 04:00 am",0,0,0,0
"Nov 26, 05:00 am",0,0,0,0
"Nov 26, 06:00 am",0,0,0,0
"Nov 26, 07:00 am",35,35,2,38.746
"Nov 26, 08:00 am",104,113,41,135.366
"Nov 26, 09:00 am",123,148,64,169.488
"Nov 26, 10:00 am",266,296,59,341.561
"Nov 26, 11:00 am",244,461,380,642.56
"Nov 26, 12:00 pm",208,415,355,581.811
"Nov 26, 01:00 pm",129,516,712,815.569
"Nov 26, 02:00 pm",156,348,422,532.058
"Nov 26, 03:00 pm",147,213,207,298.151
"Nov 26, 04:00 pm",56,65,54,89.4907
"Nov 26, 05:00 pm",8,10,16,11.6925
"Nov 26, 06:00 pm",0,0,0,0
"Nov 26, 07:00 pm",0,0,0,0
"Nov 26, 08:00 pm",0,0,0,0
"Nov 26, 09:00 pm",0,0,0,0
"Nov 26, 10:00 pm",0,0,0,0
"Nov 26, 11:00 pm",0,0,0,0
"Nov 27, 12:00 am",0,0,0,0
"Nov 27, 01:00 am",0,0,0,0
"Nov 27, 02:00 am",0,0,0,0
"Nov 27, 03:00 am",0,0,0,0
"Nov 27, 04:00 am",0,0,0,0
"Nov 27, 05:00 am",0,0,0,0
"Nov 27, 06:00 am",0,0,0,0
"Nov 27, 07:00 am",21,21,0,18.8526
"Nov 27, 08:00 am",103,106,14,112.413
"Nov 27, 09:00 am",179,203,61,236.26
"Nov 27, 10:00 am",250,314,129,394.624
"Nov 27, 11:00 am",232,306,131,381.11
"Nov 27, 12:00 pm",327,407,139,492.574
"Nov 27, 01:00 pm",288,388,185,496.095
"Nov 27, 02:00 pm",160,216,123,273.841
"Nov 27, 03:00 pm",129,136,21,140.576
"Nov 27, 04:00 pm",54,62,54,86.9383
"Nov 27, 05:00 pm",8,8,2,7.89982
"Nov 27, 06:00 pm",0,0,0,0
"Nov 27, 07:00 pm",0,0,0,0
"Nov 27, 08:00 pm",0,0,0,0
"Nov 27, 09:00 pm",0,0,0,0
"Nov 27, 10:00 pm",0,0,0,0
"Nov 27, 11:00 pm",0,0,0,0
"Nov 28, 12:00 am",0,0,0,0
"Nov 28, 01:00 am",0,0,0,0
"Nov 28, 02:00 am",0,0,0,0
"Nov 28, 03:00 am",0,0,0,0
"Nov 28, 04:00 am",0,0,0,0
"Nov 28, 05:00 am",0,0,0,0
"Nov 28, 06:00 am",0,0,0,0
"Nov 28, 07:00 am",34,37,32,51.1116
"Nov 28, 08:00 am",103,132,124,185.878
"Nov 28, 09:00 am",178,210,84,251.533
"Nov 28, 10:00 am",275,410,272,546.961
"Nov 28, 11:00 am",177,504,580,763.95
"Nov 28, 12:00 pm",157,569,713,883.283
"Nov 28, 01:00 pm",68,556,904,897.63
"Nov 28, 02:00 pm",133,342,462,536.473
"Nov 28, 03:00 pm",140,183,136,245.725
"Nov 28, 04:00 pm",41,42,8,41.3012
"Nov 28, 05:00 pm",11,11,1,10.3867
"Nov 28, 06:00 pm",0,0,0,0
"Nov 28, 07:00 pm",0,0,0,0
"Nov 28, 08:00 pm",0,0,0,0
"Nov 28, 09:00 pm",0,0,0,0
"Nov 28, 10:00 pm",0,0,0,0
"Nov 28, 11:00 pm",0,0,0,0
"Nov 29, 12:00 am",0,0,0,0
"Nov 29, 01:00 am",0,0,0,0
"Nov 29, 02:00 am",0,0,0,0
"Nov 29, 03:00 am",0,0,0,0
"Nov 29, 04:00 am",0,0,0,0
"Nov 29, 05:00 am",0,0,0,0
"Nov 29, 06:00 am",0,0,0,0
"Nov 29, 07:00 am",22,37,154,88.6007
"Nov 29, 08:00 am",63,162,435,317.546
"Nov 29, 09:00 am",92,335,637,578.253
"Nov 29, 10:00 am",113,476,734,775.92
"Nov 29, 11:00 am",125,560,776,890.214
"Nov 29, 12:00 pm",127,580,788,917.931
"Nov 29, 01:00 pm",121,531,763,850.34
"Nov 29, 02:00 pm",105,422,704,700.031
"Nov 29, 03:00 pm",80,260,568,468.619
"Nov 29, 04:00 pm",48,91,286,191.99
"Nov 29, 05:00 pm",8,11,29,15.3423
"Nov 29, 06:00 pm",0,0,0,0
"Nov 29, 07:00 pm",0,0,0,0
"Nov 29, 08:00 pm",0,0,0,0
"Nov 29, 09:00 pm",0,0,0,0
"Nov 29, 10:00 pm",0,0,0,0
"Nov 29, 11:00 pm",0,0,0,0
"Nov 30, 12:00 am",0,0,0,0
"Nov 30, 01:00 am",0,0,0,0
"Nov 30, 02:00 am",0,0,0,0
"Nov 30, 03:00 am",0,0,0,0
"Nov 30, 04:00 am",0,0,0,0
"Nov 30, 05:00 am",0,0,0,0
"Nov 30, 06:00 am",0,0,0,0
"Nov 30, 07:00 am",19,39,207,104.498
"Nov 30, 08:00 am",51,173,541,357.396
"Nov 30, 09:00 am",108,314,548,532.783
"Nov 30, 10:00 am",187,458,552,701.37
"Nov 30, 11:00 am",170,551,682,853.796
"Nov 30, 12:00 pm",168,567,696,878.082
"Nov 30, 01:00 pm",197,511,585,772.89
"Nov 30, 02:00 pm",144,439,658,706.432
"Nov 30, 03:00 pm",123,242,377,395.28
"Nov 30, 04:00 pm",66,89,160,156.345
"Nov 30, 05:00 pm",10,13,25,16.1145
"Nov 30, 06:00 pm",0,0,0,0
"Nov 30, 07:00 pm",0,0,0,0
"Nov 30, 08:00 pm",0,0,0,0
"Nov 30, 09:00 pm",0,0,0,0
"Nov 30, 10:00 pm",0,0,0,0
"Nov 30, 11:00 pm",0,0,0,0
"Dec 1, 12:00 am",0,0,0,0
"Dec 1, 01:00 am",0,0,0,0
"Dec 1, 02:00 am",0,0,0,0
"Dec 1, 03:00 am",0,0,0,0
"Dec 1, 04:00 am",0,0,0,0
"Dec 1, 05:00 am",0,0,0,0
"Dec 1, 06:00 am",0,0,0,0
"Dec 1, 07:00 am",7,27,201,79.5281
"Dec 1, 08:00 am",18,165,662,366.646
"Dec 1, 09:00 am",26,335,826,613.318
"Dec 1, 10:00 am",39,482,906,811.184
"Dec 1, 11:00 am",54,576,938,933.446
"Dec 1, 12:00 pm",62,594,932,955.408
"Dec 1, 01:00 pm",60,543,905,886.618
"Dec 1, 02:00 pm",65,441,843,749.112
"Dec 1, 03:00 pm",59,284,717,533.893
"Dec 1, 04:00 pm",44,83,264,178.505
"Dec 1, 05:00 pm",0,3,27,7.52594
"Dec 1, 06:00 pm",0,0,0,0
"Dec 1, 07:00 pm",0,0,0,0
"Dec 1, 08:00 pm",0,0,0,0
"Dec 1, 09:00 pm",0,0,0,0
"Dec 1, 10:00 pm",0,0,0,0
"Dec 1, 11:00 pm",0,0,0,0
"Dec 2, 12:00 am",0,0,0,0
"Dec 2, 01:00 am",0,0,0,0
"Dec 2, 02:00 am",0,0,0,0
"Dec 2, 03:00 am",0,0,0,0
"Dec 2, 04:00 am",0,0,0,0
"Dec 2, 05:00 am",0,0,0,0
"Dec 2, 06:00 am",0,0,0,0
"Dec 2, 07:00 am",9,26,170,75.6857
"Dec 2, 08:00 am",27,165,631,363.246
"Dec 2, 09:00 am",31,336,823,616.908
"Dec 2, 10:00 am",44,479,895,807.437
"Dec 2, 11:00 am",59,565,915,917.863
"Dec 2, 12:00 pm",68,599,933,963.335
"Dec 2, 01:00 pm",75,551,895,896.714
"Dec 2, 02:00 pm",71,456,866,781.647
"Dec 2, 03:00 pm",56,293,757,555.613
"Dec 2, 04:00 pm",46,89,292,193.309
"Dec 2, 05:00 pm",0,3,33,9.24367
"Dec 2, 06:00 pm",0,0,0,0
"Dec 2, 07:00 pm",0,0,0,0
"Dec 2, 08:00 pm",0,0,0,0
"Dec 2, 09:00 pm",0,0,0,0
"Dec 2, 10:00 pm",0,0,0,0
"Dec 2, 11:00 pm",0,0,0,0
"Dec 3, 12:00 am",0,0,0,0
"Dec 3, 01:00 am",0,0,0,0
"Dec 3, 02:00 am",0,0,0,0
"Dec 3, 03:00 am",0,0,0,0
"Dec 3, 04:00 am",0,0,0,0
"Dec 3, 05:00 am",0,0,0,0
"Dec 3, 06:00 am",0,0,0,0
"Dec 3, 07:00 am",8,23,148,66.5392
"Dec 3, 08:00 am",28,162,602,348.959
"Dec 3, 09:00 am",33,316,755,571.238
"Dec 3, 10:00 am",41,464,870,781.225
"Dec 3, 11:00 am",68,573,917,930.296
"Dec 3, 12:00 pm",102,615,911,993.854
"Dec 3, 01:00 pm",80,543,875,884.991
"Dec 3, 02:00 pm",58,456,902,786.339
"Dec 3, 03:00 pm",53,301,793,574.828
"Dec 3, 04:00 pm",44,86,287,188.997
"Dec 3, 05:00 pm",0,3,32,9.00694
"Dec 3, 06:00 pm",0,0,0,0
"Dec 3, 07:00 pm",0,0,0,0
"Dec 3, 08:00 pm",0,0,0,0
"Dec 3, 09:00 pm",0,0,0,0
"Dec 3, 10:00 pm",0,0,0,0
"Dec 3, 11:00 pm",0,0,0,0
"Dec 4, 12:00 am",0,0,0,0
"Dec 4, 01:00 am",0,0,0,0
"Dec 4, 02:00 am",0,0,0,0
"Dec 4, 03:00 am",0,0,0,0
"Dec 4, 04:00 am",0,0,0,0
"Dec 4, 05:00 am",0,0,0,0
"Dec 4, 06:00 am",0,0,0,0
"Dec 4, 07:00 am",7,25,182,73.1454
"Dec 4, 08:00 am",17,170,713,387.381
"Dec 4, 09:00 am",40,328,785,600.399
"Dec 4, 10:00 am",47,498,934,841.116
"Dec 4, 11:00 am",59,592,972,967.61
"Dec 4, 12:00 pm",64,614,977,997.628
"Dec 4, 01:00 pm",64,562,944,925.455
"Dec 4, 02:00 pm",71,451,873,787.443
"Dec 4, 03:00 pm",71,292,722,556.092
"Dec 4, 04:00 pm",40,73,225,157.838
"Dec 4, 05:00 pm",0,3,34,9.61534
"Dec 4, 06:00 pm",0,0,0,0
"Dec 4, 07:00 pm",0,0,0,0
"Dec 4, 08:00 pm",0,0,0,0
"Dec 4, 09:00 pm",0,0,0,0
"Dec 4, 10:00 pm",0,0,0,0
"Dec 4, 11:00 pm",0,0,0,0
"Dec 5, 12:00 am",0,0,0,0
"Dec 5, 01:00 am",0,0,0,0
"Dec 5, 02:00 am",0,0,0,0
"Dec 5, 03:00 am",0,0,0,0
"Dec 5, 04:00 am",0,0,0,0
"Dec 5, 05:00 am",0,0,0,0
"Dec 5, 06:00 am",0,0,0,0
"Dec 5, 07:00 am",9,23,137,64.8541
"Dec 5, 08:00 am",35,162,589,354.211
"Dec 5, 09:00 am",81,350,730,622.41
"Dec 5, 10:00 am",113,477,755,786.255
"Dec 5, 11:00 am",200,578,690,886.082
"Dec 5, 12:00 pm",227,497,484,739.802
"Dec 5, 01:00 pm",201,347,280,490.211
"Dec 5, 02:00 pm",160,333,407,526.235
"Dec 5, 03:00 pm",141,146,42,180.8
"Dec 5, 04:00 pm",48,53,29,63.0264
"Dec 5, 05:00 pm",4,6,14,7.65506
"Dec 5, 06:00 pm",0,0,0,0
"Dec 5, 07:00 pm",0,0,0,0
"Dec 5, 08:00 pm",0,0,0,0
"Dec 5, 09:00 pm",0,0,0,0
"Dec 5, 10:00 pm",0,0,0,0
"Dec 5, 11:00 pm",0,0,0,0
"Dec 6, 12:00 am",0,0,0,0
"Dec 6, 01:00 am",0,0,0,0
"Dec 6, 02:00 am",0,0,0,0
"Dec 6, 03:00 am",0,0,0,0
"Dec 6, 04:00 am",0,0,0,0
"Dec 6, 05:00 am",0,0,0,0
"Dec 6, 06:00 am",0,0,0,0
"Dec 6, 07:00 am",7,23,159,67.8919
"Dec 6, 08:00 am",23,158,647,361.003
"Dec 6, 09:00 am",38,329,805,608.722
"Dec 6, 10:00 am",58,476,877,805.93
"Dec 6, 11:00 am",82,576,908,936.808
"Dec 6, 12:00 pm",92,594,895,964.861
"Dec 6, 01:00 pm",81,565,920,925.482
"Dec 6, 02:00 pm",77,469,889,807.854
"Dec 6, 03:00 pm",60,308,800,589.438
"Dec 6, 04:00 pm",44,87,291,191.991
"Dec 6, 05:00 pm",0,2,29,8.27723
"Dec 6, 06:00 pm",0,0,0,0
"Dec 6, 07:00 pm",0,0,0,0
"Dec 6, 08:00 pm",0,0,0,0
"Dec 6, 09:00 pm",0,0,0,0
"Dec 6, 10:00 pm",0,0,0,0
"Dec 6, 11:00 pm",0,0,0,0
"Dec 7, 12:00 am",0,0,0,0
"Dec 7, 01:00 am",0,0,0,0
"Dec 7, 02:00 am",0,0,0,0
"Dec 7, 03:00 am",0,0,0,0
"Dec 7, 04:00 am",0,0,0,0
"Dec 7, 05:00 am",0,0,0,0
"Dec 7, 06:00 am",0,0,0,0
"Dec 7, 07:00 am",7,24,178,71.5944
"Dec 7, 08:00 am",16,165,725,387.994
"Dec 7, 09:00 am",40,360,890,668.366
"Dec 7, 10:00 am",46,491,939,839.769
"Dec 7, 11:00 am",62,586,966,962.835
"Dec 7, 12:00 pm",74,606,951,984.379
"Dec 7, 01:00 pm",67,557,936,921.674
"Dec 7, 02:00 pm",74,459,881,798.248
"Dec 7, 03:00 pm",72,233,531,439.742
"Dec 7, 04:00 pm",33,44,74,75.35
"Dec 7, 05:00 pm",1,2,6,2.63954
"Dec 7, 06:00 pm",0,0,0,0
"Dec 7, 07:00 pm",0,0,0,0
"Dec 7, 08:00 pm",0,0,0,0
"Dec 7, 09:00 pm",0,0,0,0
"Dec 7, 10:00 pm",0,0,0,0
"Dec 7, 11:00 pm",0,0,0,0
"Dec 8, 12:00 am",0,0,0,0
"Dec 8, 01:00 am",0,0,0,0
"Dec 8, 02:00 am",0,0,0,0
"Dec 8, 03:00 am",0,0,0,0
"Dec 8, 04:00 am",0,0,0,0
"Dec 8, 05:00 am",0,0,0,0
"Dec 8, 06:00 am",0,0,0,0
"Dec 8, 07:00 am",13,15,25,22.4893
"Dec 8, 08:00 am",89,118,120,167.387
"Dec 8, 09:00 am",87,289,554,505.533
"Dec 8, 10:00 am",50,481,910,819.956
"Dec 8, 11:00 am",67,568,928,933.891
"Dec 8, 12:00 pm",69,612,973,997.788
"Dec 8, 01:00 pm",89,534,853,884.389
"Dec 8, 02:00 pm",129,331,467,537.406
"Dec 8, 03:00 pm",107,250,489,450.12
"Dec 8, 04:00 pm",73,112,269,216.138
"Dec 8, 05:00 pm",2,5,27,9.61352
"Dec 8, 06:00 pm",0,0,0,0
"Dec 8, 07:00 pm",0,0,0,0
"Dec 8, 08:00 pm",0,0,0,0
"Dec 8, 09:00 pm",0,0,0,0
"Dec 8, 10:00 pm",0,0,0,0
"Dec 8, 11:00 pm",0,0,0,0
"Dec 9, 12:00 am",0,0,0,0
"Dec 9, 01:00 am",0,0,0,0
"Dec 9, 02:00 am",0,0,0,0
"Dec 9, 03:00 am",0,0,0,0
"Dec 9, 04:00 am",0,0,0,0
"Dec 9, 05:00 am",0,0,0,0
"Dec 9, 06:00 am",0,0,0,0
"Dec 9, 07:00 am",6,21,154,61.756
