Name,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_hybrid
ABB: UNO-7.6-TL-OUTD-S-US-Z-M-A [208V],208,31.912646,7600,7867.569922,340,-0.000002,-0.000022,0.000901,0.000353,2.28,480,23.139912,200,480,43511,N
ABB: UNO-7.6-TL-OUTD-S-US-Z-M-A [240V],240,35.944907,7600,7830.652263,380,-0.000002,-0.000037,-0.000293,-0.000418,2.28,480,20.60698,200,480,43511,N
ABB: UNO-7.6-TL-OUTD-S-US-Z-M-A [277V],277,41.138097,7600,7815.418167,380,-0.000002,-0.000048,-0.00149,-0.002457,2.28,480,20.56689,200,480,43511,N
ABB: UNO-8.6-TL-OUTD-S-US-A [240V],240,34.087374,8600,8863.232491,380,-0.000002,-0.000041,-0.000267,-0.000793,2.58,480,23.324296,200,480,43511,N
ABB: UNO-8.6-TL-OUTD-S-US-A [277V],277,40.17762,8600,8849.664352,380,-0.000001,-0.000049,-0.001168,-0.001585,2.58,480,23.28859,200,480,43511,N
ABB: UNO-8.6-TL-OUTD-S-US-Z-A [240V],240,34.087374,8600,8863.232491,380,-0.000002,-0.000041,-0.000267,-0.000793,2.58,480,23.324296,200,480,43511,N
ABB: UNO-8.6-TL-OUTD-S-US-Z-A [277V],277,40.17762,8600,8849.664352,380,-0.000001,-0.000049,-0.001168,-0.001585,2.58,480,23.28859,200,480,43511,N
ABB: UNO-8.6-TL-OUTD-S-US-Z-M-A [240V],240,34.087374,8600,8863.232491,380,-0.000002,-0.000041,-0.000267,-0.000793,2.58,480,23.324296,200,480,43511,N
ABB: UNO-8.6-TL-OUTD-S-US-Z-M-A [277V],277,40.17762,8600,8849.664352,380,-0.000001,-0.000049,-0.001168,-0.001585,2.58,480,23.28859,200,480,43511,N
ABB: UNO-DM-3.3-TL-PLUS-US-SB-RA [208V],208,18.332685,3000,3131.554495,340,-0.000006,-0.000022,0.000813,-0.00062,0.9,480,9.210454,200,480,44064,N
ABB: UNO-DM-3.3-TL-PLUS-US-SB-RA [240V],240,18.923355,3300,3425.964613,355,-0.000005,-0.00003,0.000475,-0.001358,0.99,480,9.650605,200,480,44064,N
ABB: UNO-DM-3.3-TL-PLUS-US-SB-RA-Q [208V],208,18.332685,3000,3131.554495,340,-0.000006,-0.000022,0.000813,-0.00062,0.9,480,9.210454,200,480,n/a,N
ABB: UNO-DM-3.3-TL-PLUS-US-SB-RA-Q [240V],240,18.923355,3300,3425.964613,355,-0.000005,-0.00003,0.000475,-0.001358,0.99,480,9.650605,200,480,n/a,N
ABB: UNO-DM-3.3-TL-PLUS-US-SE-RA [208V],208,18.332685,3000,3131.554495,340,-0.000006,-0.000022,0.000813,-0.00062,0.9,480,9.210454,200,480,44064,N
ABB: UNO-DM-3.3-TL-PLUS-US-SE-RA [240V],240,18.923355,3300,3425.964613,355,-0.000005,-0.00003,0.000475,-0.001358,0.99,480,9.650605,200,480,44064,N
ABB: UNO-DM-3.3-TL-PLUS-US-SZ-RA [208V],208,18.332685,3000,3131.554495,340,-0.000006,-0.000022,0.000813,-0.00062,0.9,480,9.210454,200,480,44064,N
ABB: UNO-DM-3.3-TL-PLUS-US-SZ-RA [240V],240,18.923355,3300,3425.964613,355,-0.000005,-0.00003,0.000475,-0.001358,0.99,480,9.650605,200,480,44064,N
ABB: UNO-DM-3.3-TL-PLUS-US-SZM-RA [208V],208,18.332685,3000,3131.554495,340,-0.000006,-0.000022,0.000813,-0.00062,0.9,480,9.210454,200,480,44064,N
ABB: UNO-DM-3.3-TL-PLUS-US-SZM-RA [240V],240,18.923355,3300,3425.964613,355,-0.000005,-0.00003,0.000475,-0.001358,0.99,480,9.650605,200,480,44064,N
ABB: UNO-DM-3.8-TL-PLUS-US-SB-RA [208V],208,22.579285,3300,3441.950852,340,-0.000005,-0.000029,0.00097,-0.000453,0.99,480,10.123385,200,480,44064,N
ABB: UNO-DM-3.8-TL-PLUS-US-SB-RA [240V],240,23.64687,3800,3942.174947,355,-0.000004,-0.000028,0.00088,0.000439,1.14,480,11.104718,200,480,44064,N
ABB: UNO-DM-3.8-TL-PLUS-US-SB-RA-Q [208V],208,22.579285,3300,3441.950852,340,-0.000005,-0.000029,0.00097,-0.000453,0.99,480,10.123385,200,480,n/a,N
ABB: UNO-DM-3.8-TL-PLUS-US-SB-RA-Q [240V],240,23.64687,3800,3942.174947,355,-0.000004,-0.000028,0.00088,0.000439,1.14,480,11.104718,200,480,n/a,N
ABB: UNO-DM-3.8-TL-PLUS-US-SE-RA [208V],208,22.579285,3300,3441.950852,340,-0.000005,-0.000029,0.00097,-0.000453,0.99,480,10.123385,200,480,44064,N
ABB: UNO-DM-3.8-TL-PLUS-US-SE-RA [240V],240,23.64687,3800,3942.174947,355,-0.000004,-0.000028,0.00088,0.000439,1.14,480,11.104718,200,480,44064,N
ABB: UNO-DM-3.8-TL-PLUS-US-SZ-RA [208V],208,22.579285,3300,3441.950852,340,-0.000005,-0.000029,0.00097,-0.000453,0.99,480,10.123385,200,480,44064,N
ABB: UNO-DM-3.8-TL-PLUS-US-SZ-RA [240V],240,23.64687,3800,3942.174947,355,-0.000004,-0.000028,0.00088,0.000439,1.14,480,11.104718,200,480,44064,N
ABB: UNO-DM-3.8-TL-PLUS-US-SZM-RA [208V],208,22.579285,3300,3441.950852,340,-0.000005,-0.000029,0.00097,-0.000453,0.99,480,10.123385,200,480,44064,N
ABB: UNO-DM-3.8-TL-PLUS-US-SZM-RA [240V],240,23.64687,3800,3942.174947,355,-0.000004,-0.000028,0.00088,0.000439,1.14,480,11.104718,200,480,44064,N
ABB: UNO-DM-4.6-TL-PLUS-US-SB-RA [208V],208,20.898628,4200,4392.767465,340,-0.000004,-0.000031,0.001054,-0.000137,1.26,480,12.919904,200,480,44064,N
ABB: UNO-DM-4.6-TL-PLUS-US-SB-RA [240V],240,24.354767,4600,4783.444781,355,-0.000004,-0.000031,0.000758,-0.000289,1.38,480,13.474492,200,480,44064,N
ABB: UNO-DM-4.6-TL-PLUS-US-SB-RA-Q [208V],208,20.898628,4200,4392.767465,340,-0.000004,-0.000031,0.001054,-0.000137,1.26,480,12.919904,200,480,n/a,N
ABB: UNO-DM-4.6-TL-PLUS-US-SB-RA-Q [240V],240,24.354767,4600,4783.444781,355,-0.000004,-0.000031,0.000758,-0.000289,1.38,480,13.474492,200,480,n/a,N
ABB: UNO-DM-4.6-TL-PLUS-US-SE-RA [208V],208,20.898628,4200,4392.767465,340,-0.000004,-0.000031,0.001054,-0.000137,1.26,480,12.919904,200,480,44064,N
ABB: UNO-DM-4.6-TL-PLUS-US-SE-RA [240V],240,24.354767,4600,4783.444781,355,-0.000004,-0.000031,0.000758,-0.000289,1.38,480,13.474492,200,480,44064,N
ABB: UNO-DM-4.6-TL-PLUS-US-SZ-RA [208V],208,20.898628,4200,4392.767465,340,-0.000004,-0.000031,0.001054,-0.000137,1.26,480,12.919904,200,480,44064,N
ABB: UNO-DM-4.6-TL-PLUS-US-SZ-RA [240V],240,24.354767,4600,4783.444781,355,-0.000004,-0.000031,0.000758,-0.000289,1.38,480,13.474492,200,480,44064,N
ABB: UNO-DM-4.6-TL-PLUS-US-SZM-RA [208V],208,20.898628,4200,4392.767465,340,-0.000004,-0.000031,0.001054,-0.000137,1.26,480,12.919904,200,480,44064,N
ABB: UNO-DM-4.6-TL-PLUS-US-SZM-RA [240V],240,24.354767,4600,4783.444781,355,-0.000004,-0.000031,0.000758,-0.000289,1.38,480,13.474492,200,480,44064,N
ABB: UNO-DM-5.0-TL-PLUS-US-SB-RA [208V],208,27.735241,4600,4776.102005,340,-0.000003,-0.000006,0.002079,0.000439,1.38,480,14.047359,240,480,44064,N
ABB: UNO-DM-5.0-TL-PLUS-US-SB-RA [240V],240,30.799458,5000,5173.041784,355,-0.000003,-0.000026,0.001256,-0.000295,1.5,480,14.571949,200,480,44064,N
ABB: UNO-DM-5.0-TL-PLUS-US-SB-RA-QU [208V],208,27.735241,4600,4776.102005,340,-0.000003,-0.000006,0.002079,0.000439,1.38,480,14.047359,240,480,n/a,N
ABB: UNO-DM-5.0-TL-PLUS-US-SB-RA-QU [240V],240,30.799458,5000,5173.041784,355,-0.000003,-0.000026,0.001256,-0.000295,1.5,480,14.571949,200,480,n/a,N
ABB: UNO-DM-5.0-TL-PLUS-US-SE-RA [208V],208,27.735241,4600,4776.102005,340,-0.000003,-0.000006,0.002079,0.000439,1.38,480,14.047359,240,480,44064,N
ABB: UNO-DM-5.0-TL-PLUS-US-SE-RA [240V],240,30.799458,5000,5173.041784,355,-0.000003,-0.000026,0.001256,-0.000295,1.5,480,14.571949,200,480,44064,N
ABB: UNO-DM-5.0-TL-PLUS-US-SZ-RA [208V],208,27.735241,4600,4776.102005,340,-0.000003,-0.000006,0.002079,0.000439,1.38,480,14.047359,240,480,44064,N
ABB: UNO-DM-5.0-TL-PLUS-US-SZ-RA [240V],240,30.799458,5000,5173.041784,355,-0.000003,-0.000026,0.001256,-0.000295,1.5,480,14.571949,200,480,44064,N
ABB: UNO-DM-5.0-TL-PLUS-US-SZ-RA-U [208V],208,27.735241,4600,4776.102005,340,-0.000003,-0.000006,0.002079,0.000439,1.38,480,14.047359,240,480,n/a,N
ABB: UNO-DM-5.0-TL-PLUS-US-SZ-RA-U [240V],240,30.799458,5000,5173.041784,355,-0.000003,-0.000026,0.001256,-0.000295,1.5,480,14.571949,200,480,n/a,N
ABB: UNO-DM-5.0-TL-PLUS-US-SZM-RA [208V],208,27.735241,4600,4776.102005,340,-0.000003,-0.000006,0.002079,0.000439,1.38,480,14.047359,240,480,44064,N
ABB: UNO-DM-5.0-TL-PLUS-US-SZM-RA [240V],240,30.799458,5000,5173.041784,355,-0.000003,-0.000026,0.001256,-0.000295,1.5,480,14.571949,200,480,44064,N
ABB: UNO-DM-6.0-TL-PLUS-US-S-XRA [208V],208,26.010567,6000,6212.879722,340,-0.000003,-0.000021,0.00151,-0.000167,1.8,480,18.273176,240,480,44064,N
ABB: UNO-DM-6.0-TL-PLUS-US-S-XRA [240V],240,26.376994,6000,6183.45782,355,-0.000002,-0.000037,0.000644,-0.001558,1.8,480,17.418191,200,480,44064,N
ABB: UNO-DM-6.0-TL-PLUS-US-SB-RA [208V],208,26.010567,6000,6212.879722,340,-0.000003,-0.000021,0.00151,-0.000167,1.8,480,18.273176,240,480,44064,N
ABB: UNO-DM-6.0-TL-PLUS-US-SB-RA [240V],240,26.376994,6000,6183.45782,355,-0.000002,-0.000037,0.000644,-0.001558,1.8,480,17.418191,200,480,44064,N
ABB: UNO-DM-6.0-TL-PLUS-US-SB-RA-QU [208V],208,26.010567,6000,6212.879722,340,-0.000003,-0.000021,0.00151,-0.000167,1.8,480,18.273176,240,480,n/a,N
ABB: UNO-DM-6.0-TL-PLUS-US-SB-RA-QU [240V],240,26.376994,6000,6183.45782,355,-0.000002,-0.000037,0.000644,-0.001558,1.8,480,17.418191,200,480,n/a,N
ABB: UNO-DM-6.0-TL-PLUS-US-SC-RA [208V],208,26.010567,6000,6212.879722,340,-0.000003,-0.000021,0.00151,-0.000167,1.8,480,18.273176,240,480,44064,N
ABB: UNO-DM-6.0-TL-PLUS-US-SC-RA [240V],240,26.376994,6000,6183.45782,355,-0.000002,-0.000037,0.000644,-0.001558,1.8,480,17.418191,200,480,44064,N
ABB: UNO-DM-6.0-TL-PLUS-US-SE-RA [208V],208,26.010567,6000,6212.879722,340,-0.000003,-0.000021,0.00151,-0.000167,1.8,480,18.273176,240,480,44064,N
ABB: UNO-DM-6.0-TL-PLUS-US-SE-RA [240V],240,26.376994,6000,6183.45782,355,-0.000002,-0.000037,0.000644,-0.001558,1.8,480,17.418191,200,480,44064,N
ABB: UNO-DM-6.0-TL-PLUS-US-SZM-RA [208V],208,26.010567,6000,6212.879722,340,-0.000003,-0.000021,0.00151,-0.000167,1.8,480,18.273176,240,480,44064,N
ABB: UNO-DM-6.0-TL-PLUS-US-SZM-RA [240V],240,26.376994,6000,6183.45782,355,-0.000002,-0.000037,0.000644,-0.001558,1.8,480,17.418191,200,480,44064,N
Altenergy Power System Inc : QS1 [208V],208,4.067278,1218.3,1271.462447,37.5,-0.000017,-0.000253,0.004778,-0.022443,0.36549,48,33.905665,27,48,n/a,N
Altenergy Power System Inc : QS1 [240V],240,6.89574,1225,1275.777153,37.5,-0.000019,-0.000324,0.00499,-0.014605,0.3675,48,34.020724,27,48,43942,N
Altenergy Power System Inc : QS1200 [240V],240,6.89574,1225,1275.777153,37.5,-0.000019,-0.000324,0.00499,-0.014605,0.3675,48,34.020724,27,48,43942,N
Altenergy Power System Inc : QS1A [240V],240,5.320359,1516,1583.314447,41,-0.000015,-0.000282,0.000659,-0.025867,0.4548,52,38.617426,30,52,n/a,N
Altenergy Power System Inc : YC600 [240V],240,1.990449,550,569.901909,36,-0.00001,-0.000312,0.005908,-0.08112,0.165,45,15.830609,24,45,43934,N
Apparent Inc : SG424U CA - 120VAC - 60Hz [120V],120,3.580637,250,274.404213,36.4,-0.000184,-0.000805,-0.012366,-0.0326,0.075,48.9,7.538577,31.2,48.9,44207,N
Aptos Solar Technology LLC: MAC-400R [240V],240,0.712964,382.54,396.349164,42,-0.000011,-0.000292,-0.113572,-0.329596,0.114762,48,9.436885,34,48,n/a,N
Aptos Solar Technology LLC: MAC-800R [240V],240,1.432277,767,795.035062,42,-0.000005,-0.000302,-0.076697,-0.265292,0.2301,48,18.929406,34,48,n/a,N
BYD Auto Industry Company Limited: BEG500KTL-U [480V],480,4549.658795,501756,521992.1443,890,0,0.000021,0.000603,0.000463,150.5268,1000,586.508027,780,1000,n/a,N
BYD Auto Industry Company Limited: BEG500KTL-U/01 [480V],480,4549.658795,501756,521992.1443,890,0,0.000021,0.000603,0.000463,150.5268,1000,586.508027,780,1000,n/a,N
BYD Auto Industry Company Limited: BEG60KTL-U-R1 [480V],480,422.471044,60280,62973.44675,850,0,0.000025,0.000782,0.000363,18.084,950,74.086408,750,950,n/a,N
CE+T Energy Solutions Inc : 30C [480V],480,170.349776,29990,31488.53374,700,0,-0.000021,0.001837,-0.009119,8.997,850,44.98362,550,850,43901,N
CE+T Energy Solutions Inc : 30C3 [480V],480,170.349776,29990,31488.53374,700,0,-0.000021,0.001837,-0.009119,8.997,850,44.98362,550,850,43901,Y
