Name,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_hybrid
Units,V,W,W,W,V,1/W,1/V,1/V,1/V,W,V,A,V,V,,
[0],inv_snl_ac_voltage,inv_snl_pso,inv_snl_paco,inv_snl_pdco,inv_snl_vdco,inv_snl_c0,inv_snl_c1,inv_snl_c2,inv_snl_c3,inv_snl_pnt,inv_snl_vdcmax,inv_snl_idcmax,inv_snl_mppt_low,inv_snl_mppt_hi,inv_cec_date,inv_cec_hybrid
ABB: PVI-3.0-OUTD-S-US-A [208V],208,18.167402,3000,3142.301077,310,-0.000008,-0.000011,0.000999,-0.000287,0.9,480,10.136455,100,480,43388,N
ABB: PVI-3.0-OUTD-S-US-A [240V],240,16.881294,3000,3121.670114,340,-0.000006,-0.000021,0.000583,-0.000712,0.9,480,9.181383,100,480,43388,N
ABB: PVI-3.0-OUTD-S-US-A [277V],277,22.046629,3000,3106.850738,390,-0.000005,-0.000033,-0.000032,-0.00118,0.9,480,7.966284,100,480,43388,N
ABB: PVI-3.0-OUTD-S-US-Z-A [208V],208,18.167402,3000,3142.301077,310,-0.000008,-0.000011,0.000999,-0.000287,0.9,480,10.136455,100,480,43388,N
ABB: PVI-3.0-OUTD-S-US-Z-A [240V],240,16.881294,3000,3121.670114,340,-0.000006,-0.000021,0.000583,-0.000712,0.9,480,9.181383,100,480,43388,N
ABB: PVI-3.0-OUTD-S-US-Z-A [277V],277,22.046629,3000,3106.850738,390,-0.000005,-0.000033,-0.000032,-0.00118,0.9,480,7.966284,100,480,43388,N
ABB: PVI-3.0-OUTD-S-US-Z-M-A [208V],208,18.167402,3000,3142.301077,310,-0.000008,-0.000011,0.000999,-0.000287,0.9,480,10.136455,100,480,43388,N
ABB: PVI-3.0-OUTD-S-US-Z-M-A [240V],240,16.881294,3000,3121.670114,340,-0.000006,-0.000021,0.000583,-0.000712,0.9,480,9.181383,100,480,43388,N
ABB: PVI-3.0-OUTD-S-US-Z-M-A [277V],277,22.046629,3000,3106.850738,390,-0.000005,-0.000033,-0.000032,-0.00118,0.9,480,7.966284,100,480,43388,N
ABB: PVI-3.6-OUTD-S-US-A [208V],208,25.594222,3600,3757.450092,310,-0.000005,-0.000003,0.000859,0.000536,1.08,480,12.120807,100,480,43388,N
ABB: PVI-3.6-OUTD-S-US-A [240V],240,22.812851,3600,3739.76139,340,-0.000003,-0.000018,0.000483,0.001023,1.08,480,10.999298,100,480,43388,N
ABB: PVI-3.6-OUTD-S-US-A [277V],277,29.808331,3600,3724.187187,395,-0.000004,-0.000035,-0.000142,0.000468,1.08,480,9.428322,100,480,43388,N
ABB: PVI-3.6-OUTD-S-US-Z-A [208V],208,25.594222,3600,3757.450092,310,-0.000005,-0.000003,0.000859,0.000536,1.08,480,12.120807,100,480,43388,N
ABB: PVI-3.6-OUTD-S-US-Z-A [240V],240,22.812851,3600,3739.76139,340,-0.000003,-0.000018,0.000483,0.001023,1.08,480,10.999298,100,480,43388,N
ABB: PVI-3.6-OUTD-S-US-Z-A [277V],277,29.808331,3600,3724.187187,395,-0.000004,-0.000035,-0.000142,0.000468,1.08,480,9.428322,100,480,43388,N
ABB: PVI-3.6-OUTD-S-US-Z-M-A [208V],208,25.594222,3600,3757.450092,310,-0.000005,-0.000003,0.000859,0.000536,1.08,480,12.120807,100,480,43388,N
ABB: PVI-3.6-OUTD-S-US-Z-M-A [240V],240,22.812851,3600,3739.76139,340,-0.000003,-0.000018,0.000483,0.001023,1.08,480,10.999298,100,480,43388,N
ABB: PVI-3.6-OUTD-S-US-Z-M-A [277V],277,29.808331,3600,3724.187187,395,-0.000004,-0.000035,-0.000142,0.000468,1.08,480,9.428322,100,480,43388,N
ABB: PVI-3.8-OUTD-S-US-A [208V],208,25.785443,3800,3972.822184,310,-0.000005,-0.000012,0.001047,0.00026,1.14,480,12.815555,100,480,43388,N
ABB: PVI-3.8-OUTD-S-US-A [240V],240,26.981642,3800,3950.148578,340,-0.000003,-0.000024,0.000674,0.00051,1.14,480,11.618084,100,480,43388,N
ABB: PVI-3.8-OUTD-S-US-A [277V],277,29.741049,3800,3931.927908,395,-0.000003,-0.000038,0.000018,-0.000022,1.14,480,9.954248,100,480,43388,N
ABB: PVI-3.8-OUTD-S-US-Z-A [208V],208,25.785443,3800,3972.822184,310,-0.000005,-0.000012,0.001047,0.00026,1.14,480,12.815555,100,480,43388,N
ABB: PVI-3.8-OUTD-S-US-Z-A [240V],240,26.981642,3800,3950.148578,340,-0.000003,-0.000024,0.000674,0.00051,1.14,480,11.618084,100,480,43388,N
ABB: PVI-3.8-OUTD-S-US-Z-A [277V],277,29.741049,3800,3931.927908,395,-0.000003,-0.000038,0.000018,-0.000022,1.14,480,9.954248,100,480,43388,N
ABB: PVI-3.8-OUTD-S-US-Z-M-A [208V],208,25.785443,3800,3972.822184,310,-0.000005,-0.000012,0.001047,0.00026,1.14,480,12.815555,100,480,43388,N
ABB: PVI-3.8-OUTD-S-US-Z-M-A [240V],240,26.981642,3800,3950.148578,340,-0.000003,-0.000024,0.000674,0.00051,1.14,480,11.618084,100,480,43388,N
ABB: PVI-3.8-OUTD-S-US-Z-M-A [277V],277,29.741049,3800,3931.927908,395,-0.000003,-0.000038,0.000018,-0.000022,1.14,480,9.954248,100,480,43388,N
ABB: PVI-4.2-OUTD-S-US-A [208V],208,24.647652,4200,4393.078427,310,-0.000005,-0.000003,0.00063,0.000206,1.26,480,14.171221,100,480,43388,N
ABB: PVI-4.2-OUTD-S-US-A [240V],240,27.735159,4200,4369.962549,340,-0.000004,-0.000024,-0.000063,-0.000598,1.26,480,12.852831,100,480,43388,N
ABB: PVI-4.2-OUTD-S-US-A [277V],277,29.071818,4200,4347.115072,395,-0.000003,-0.000034,-0.000283,0.000289,1.26,480,11.005355,100,480,43388,N
ABB: PVI-4.2-OUTD-S-US-Z-A [208V],208,24.647652,4200,4393.078427,310,-0.000005,-0.000003,0.00063,0.000206,1.26,480,14.171221,100,480,43388,N
ABB: PVI-4.2-OUTD-S-US-Z-A [240V],240,27.735159,4200,4369.962549,340,-0.000004,-0.000024,-0.000063,-0.000598,1.26,480,12.852831,100,480,43388,N
ABB: PVI-4.2-OUTD-S-US-Z-A [277V],277,29.071818,4200,4347.115072,395,-0.000003,-0.000034,-0.000283,0.000289,1.26,480,11.005355,100,480,43388,N
ABB: PVI-4.2-OUTD-S-US-Z-M-A [208V],208,24.647652,4200,4393.078427,310,-0.000005,-0.000003,0.00063,0.000206,1.26,480,14.171221,100,480,43388,N
ABB: PVI-4.2-OUTD-S-US-Z-M-A [240V],240,27.735159,4200,4369.962549,340,-0.000004,-0.000024,-0.000063,-0.000598,1.26,480,12.852831,100,480,43388,N
ABB: PVI-4.2-OUTD-S-US-Z-M-A [277V],277,29.071818,4200,4347.115072,395,-0.000003,-0.000034,-0.000283,0.000289,1.26,480,11.005355,100,480,43388,N
ABB: PVI-5000-OUTD-US-A [208V],208,30.860588,5000,5208.397003,310,-0.000004,-0.000003,0.00113,-0.000327,1.5,480,16.801281,100,480,43388,N
ABB: PVI-5000-OUTD-US-A [240V],240,32.032491,5000,5190.294318,345,-0.000004,-0.00001,0.000445,-0.000412,1.5,480,15.044331,100,480,43388,N
ABB: PVI-5000-OUTD-US-A [277V],277,38.206573,5000,5162.439019,400,-0.000003,-0.000018,0.000153,-0.000797,1.5,480,12.906098,100,480,43388,N
ABB: PVI-5000-OUTD-US-Z-A [208V],208,30.860588,5000,5208.397003,310,-0.000004,-0.000003,0.00113,-0.000327,1.5,480,16.801281,100,480,43388,N
ABB: PVI-5000-OUTD-US-Z-A [240V],240,32.032491,5000,5190.294318,345,-0.000004,-0.00001,0.000445,-0.000412,1.5,480,15.044331,100,480,43388,N
ABB: PVI-5000-OUTD-US-Z-A [277V],277,38.206573,5000,5162.439019,400,-0.000003,-0.000018,0.000153,-0.000797,1.5,480,12.906098,100,480,43388,N
ABB: PVI-5000-OUTD-US-Z-M-A [208V],208,30.860588,5000,5208.397003,310,-0.000004,-0.000003,0.00113,-0.000327,1.5,480,16.801281,100,480,43388,N
ABB: PVI-5000-OUTD-US-Z-M-A [240V],240,32.032491,5000,5190.294318,345,-0.000004,-0.00001,0.000445,-0.000412,1.5,480,15.044331,100,480,43388,N
ABB: PVI-5000-OUTD-US-Z-M-A [277V],277,38.206573,5000,5162.439019,400,-0.000003,-0.000018,0.000153,-0.000797,1.5,480,12.906098,100,480,43388,N
ABB: PVI-6000-OUTD-US-A [208V],208,30.174872,6000,6267.33601,310,-0.000004,-0.000006,0.001075,-0.000453,1.8,480,20.217213,100,480,43388,N
ABB: PVI-6000-OUTD-US-A [240V],240,29.692899,6000,6236.588821,345,-0.000003,-0.000013,0.000347,-0.000753,1.8,480,18.077069,100,480,43388,N
ABB: PVI-6000-OUTD-US-A [277V],277,35.360936,6000,6196.809519,400,-0.000002,-0.000024,-0.000044,-0.001749,1.8,480,15.492024,100,480,43388,N
ABB: PVI-6000-OUTD-US-Z-A [208V],208,30.174872,6000,6267.33601,310,-0.000004,-0.000006,0.001075,-0.000453,1.8,480,20.217213,100,480,43388,N
ABB: PVI-6000-OUTD-US-Z-A [240V],240,29.692899,6000,6236.588821,345,-0.000003,-0.000013,0.000347,-0.000753,1.8,480,18.077069,100,480,43388,N
ABB: PVI-6000-OUTD-US-Z-A [277V],277,35.360936,6000,6196.809519,400,-0.000002,-0.000024,-0.000044,-0.001749,1.8,480,15.492024,100,480,43388,N
ABB: PVI-6000-OUTD-US-Z-M-A [208V],208,30.174872,6000,6267.33601,310,-0.000004,-0.000006,0.001075,-0.000453,1.8,480,20.217213,100,480,43388,N
ABB: PVI-6000-OUTD-US-Z-M-A [240V],240,29.692899,6000,6236.588821,345,-0.000003,-0.000013,0.000347,-0.000753,1.8,480,18.077069,100,480,43388,N
ABB: PVI-6000-OUTD-US-Z-M-A [277V],277,35.360936,6000,6196.809519,400,-0.000002,-0.000024,-0.000044,-0.001749,1.8,480,15.492024,100,480,43388,N
ABB: PVS-166-TL-POWER-MODULE-1-US [800V],800,469.75481,165950,168858.7994,1100,0,-0.000003,0.000685,-0.000807,49.785,1200,153.507999,850,1200,44075,N
ABB: PVS-166-TL-POWER-MODULE-2-US [800V],800,469.75481,165950,168858.7994,1100,0,-0.000003,0.000685,-0.000807,49.785,1200,153.507999,850,1200,44075,N
ABB: PVS-175-TL-POWER-MODULE-1-US [800V],800,705.52722,179570,184361.6559,1100,0,-0.000007,0.000102,-0.001126,53.871,1200,167.601505,850,1200,44075,N
ABB: PVS-175-TL-POWER-MODULE-2-US [800V],800,705.52722,179570,184361.6559,1100,0,-0.000007,0.000102,-0.001126,53.871,1200,167.601505,850,1200,44075,N
ABB: PVS-60-TL-R-US [480V],480,148.792062,60033,61147.19959,720,0,-0.00003,0.001095,-0.000177,18.0099,800,84.926666,570,800,n/a,N
ABB: PVS-60-TL-S-R-US [480V],480,148.792062,60033,61147.19959,720,0,-0.00003,0.001095,-0.000177,18.0099,800,84.926666,570,800,n/a,N
ABB: PVS-60-TL-S-US [480V],480,148.792062,60033,61147.19959,720,0,-0.00003,0.001095,-0.000177,18.0099,800,84.926666,570,800,44075,N
ABB: PVS-60-TL-SC-R-US [480V],480,148.792062,60033,61147.19959,720,0,-0.00003,0.001095,-0.000177,18.0099,800,84.926666,570,800,n/a,N
ABB: PVS-60-TL-SC-US [480V],480,148.792062,60033,61147.19959,720,0,-0.00003,0.001095,-0.000177,18.0099,800,84.926666,570,800,44075,N
ABB: PVS-60-TL-US [480V],480,148.792062,60033,61147.19959,720,0,-0.00003,0.001095,-0.000177,18.0099,800,84.926666,570,800,44075,N
ABB: TRIO-50.0-TL-OUTD-US-480 [480V],480,143.157605,50000,50880.32743,720,0,-0.000024,0.00098,-0.00048,15,800,70.667121,520,800,43388,N
ABB: TRIO-60.0-TL-OUTD-US-480 [480V],480,144.201849,60000,61110.5863,720,0,-0.00002,0.000761,-0.000953,18,800,84.875814,570,800,43388,N
ABB: TRIO-TM-60.0-US-480 [480V],480,138.366181,60000,61112.14451,720,0,-0.000034,0.000537,-0.001296,18,800,84.877978,570,800,43388,N
ABB: UNO-7.6-TL-OUTD-S-US-A [208V],208,31.912646,7600,7867.569922,340,-0.000002,-0.000022,0.000901,0.000353,2.28,480,23.139912,200,480,43511,N
ABB: UNO-7.6-TL-OUTD-S-US-A [240V],240,35.944907,7600,7830.652263,380,-0.000002,-0.000037,-0.000293,-0.000418,2.28,480,20.60698,200,480,43511,N
ABB: UNO-7.6-TL-OUTD-S-US-A [277V],277,41.138097,7600,7815.418167,380,-0.000002,-0.000048,-0.00149,-0.002457,2.28,480,20.56689,200,480,43511,N
ABB: UNO-7.6-TL-OUTD-S-US-Z-A [208V],208,31.912646,7600,7867.569922,340,-0.000002,-0.000022,0.000901,0.000353,2.28,480,23.139912,200,480,43511,N
ABB: UNO-7.6-TL-OUTD-S-US-Z-A [240V],240,35.944907,7600,7830.652263,380,-0.000002,-0.000037,-0.000293,-0.000418,2.28,480,20.60698,200,480,43511,N
ABB: UNO-7.6-TL-OUTD-S-US-Z-A [277V],277,41.138097,7600,7815.418167,380,-0.000002,-0.000048,-0.00149,-0.002457,2.28,480,20.56689,200,480,43511,N
