Name,Power
Units,kW
[0],lib_wave_power_curve
Device 1,[0;0.5;1.5;2.5;3.5;4.5;5.5;6.5;7.5;8.5;9.5;10.5;11.5;12.5;13.5;14.5;15.5;16.5;17.5;18.5;19.5;20.5][0.25;2.05045;2.15454;2.01637;1.84733;2.38697;3.55259;4.60307;5.27591;5.39764;5.05089;4.44892;3.77273;3.1296;2.56767;2.0993;1.71829;1.41149;1.16559;0.968417;0.880558;0.8][0.75;2.44221;2.72987;3.44338;5.03942;8.0931;12.0177;15.5071;17.6864;18.028;16.8421;14.8326;12.586;10.4497;8.58121;7.02162;5.75191;4.72979;3.90958;3.25097;2.95757;3.46236][1.25;4.29244;5.855;8.26663;11.4938;17.5571;26.0068;33.4115;37.9155;38.5052;35.9131;31.6233;26.8495;22.3122;18.3399;15.02;12.3137;10.1344;8.386;6.97992;6.35259;7.12108][1.75;9.02886;12.2027;16.1388;20.7837;30.7382;45.4177;58.1012;65.6197;66.4105;61.8425;54.4481;46.2577;38.4737;31.6501;25.9412;21.2864;17.534;14.5216;12.098;11.0155;11.8174][2.25;16.8449;21.4871;26.8355;32.8872;47.5964;70.1535;89.3813;100.501;101.39;94.2804;82.9987;70.5518;58.7236;48.3504;39.6601;32.5689;26.8503;22.2548;18.5564;16.9038;17.6941][2.75;27.5362;33.5853;40.3351;47.783;68.0927;100.119;127.069;142.291;143.136;132.93;117.01;99.5139;82.8902;68.3011;56.0687;46.0762;38.0155;31.5314;26.3122;23.9817;24.7519][3.25;41.0305;48.4758;56.6164;65.4499;92.1888;135.227;170.996;190.751;191.378;177.523;156.253;132.959;110.824;91.3833;75.0728;61.7381;50.9748;42.3095;35.3293;32.2123;32.9675][3.75;57.3066;66.1374;75.6583;85.8667;119.847;175.392;221.008;245.665;245.877;227.828;200.524;170.718;142.399;117.508;96.5968;79.4937;65.6806;54.5544;45.5836;41.5747;42.3168][4.25;76.3432;86.549;97.4397;109.013;151.029;220.524;276.952;280;280;280;249.657;212.645;177.492;146.572;120.574;99.2844;82.0851;68.2318;57.0509;52.0528;52.7769][4.75;98.1194;109.69;121.94;134.867;185.699;270.548;280;280;280;280;280;258.624;216.007;178.501;146.947;121.073;100.154;83.3015;69.6951;63.6111;64.3288][5.25;122.615;135.539;149.139;163.41;223.821;280;280;280;280;280;280;280;257.876;213.235;175.655;144.828;119.871;99.754;83.5104;76.2452;76.9578][5.75;149.808;164.077;179.015;194.621;265.36;280;280;280;280;280;280;280;280;250.721;206.654;170.498;141.211;117.583;98.4938;89.9537;90.6502][6.25;179.68;195.283;211.55;228.48;280;280;280;280;280;280;280;280;280;280;239.931;198.058;164.128;136.741;114.605;104.7;105.394][6.75;212.21;229.137;246.724;264.967;280;280;280;280;280;280;280;280;280;280;275.433;227.504;188.624;157.233;131.852;120.491;121.178][7.25;240;256;264;280;280;280;280;280;280;280;280;280;280;280;280;258.787;214.677;179.045;150.221;137.316;137.987][7.75;248;260;280;280;280;280;280;280;280;280;280;280;280;280;280;280;242.283;202.173;169.712;155.175;155.775][8.25;256;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;271.425;226.605;190.316;174.062;174.332][8.75;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;252.324;212.004;193.949;192.698][9.25;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;279.356;256;232;208][9.75;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;264;240;224]
Device 2,[0;0.5;1.5;2.5;3.5;4.5;5.5;6.5;7.5;8.5;9.5;10.5;11.5;12.5;13.5;14.5;15.5;16.5;17.5;18.5;19.5;20.5][0.25;2.05045;2.15454;2.01637;1.84733;2.38697;3.55259;4.60307;5.27591;5.39764;5.05089;4.44892;3.77273;3.1296;2.56767;2.0993;1.71829;1.41149;1.16559;0.968417;0.880558;0.8][0.75;2.44221;2.72987;3.44338;5.03942;8.0931;12.0177;15.5071;17.6864;18.028;16.8421;14.8326;12.586;10.4497;8.58121;7.02162;5.75191;4.72979;3.90958;3.25097;2.95757;3.46236][1.25;4.29244;5.855;8.26663;11.4938;17.5571;26.0068;33.4115;37.9155;38.5052;35.9131;31.6233;26.8495;22.3122;18.3399;15.02;12.3137;10.1344;8.386;6.97992;6.35259;7.12108][1.75;9.02886;12.2027;16.1388;20.7837;30.7382;45.4177;58.1012;65.6197;66.4105;61.8425;54.4481;46.2577;38.4737;31.6501;25.9412;21.2864;17.534;14.5216;12.098;11.0155;11.8174][2.25;16.8449;21.4871;26.8355;32.8872;47.5964;70.1535;89.3813;100.501;101.39;94.2804;82.9987;70.5518;58.7236;48.3504;39.6601;32.5689;26.8503;22.2548;18.5564;16.9038;17.6941][2.75;27.5362;33.5853;40.3351;47.783;68.0927;100.119;127.069;142.291;143.136;132.93;117.01;99.5139;82.8902;68.3011;56.0687;46.0762;38.0155;31.5314;26.3122;23.9817;24.7519][3.25;41.0305;48.4758;56.6164;65.4499;92.1888;135.227;170.996;190.751;191.378;177.523;156.253;132.959;110.824;91.3833;75.0728;61.7381;50.9748;42.3095;35.3293;32.2123;32.9675][3.75;57.3066;66.1374;75.6583;85.8667;119.847;175.392;221.008;245.665;245.877;227.828;200.524;170.718;142.399;117.508;96.5968;79.4937;65.6806;54.5544;45.5836;41.5747;42.3168][4.25;76.3432;86.549;97.4397;109.013;151.029;220.524;276.952;280;280;280;249.657;212.645;177.492;146.572;120.574;99.2844;82.0851;68.2318;57.0509;52.0528;52.7769][4.75;98.1194;109.69;121.94;134.867;185.699;270.548;280;280;280;280;280;258.624;216.007;178.501;146.947;121.073;100.154;83.3015;69.6951;63.6111;64.3288][5.25;122.615;135.539;149.139;163.41;223.821;280;280;280;280;280;280;280;257.876;213.235;175.655;144.828;119.871;99.754;83.5104;76.2452;76.9578][5.75;149.808;164.077;179.015;194.621;265.36;280;280;280;280;280;280;280;280;250.721;206.654;170.498;141.211;117.583;98.4938;89.9537;90.6502][6.25;179.68;195.283;211.55;228.48;280;280;280;280;228;228;228;280;280;280;239.931;198.058;164.128;136.741;114.605;104.7;105.394][6.75;212.21;229.137;246.724;264.967;280;280;280;280;280;280;280;280;280;280;275.433;227.504;188.624;157.233;131.852;120.491;121.178][7.25;240;256;264;280;280;280;280;280;280;280;280;280;280;280;280;258.787;214.677;179.045;150.221;137.316;137.987][7.75;248;260;280;280;280;280;280;280;280;280;280;280;280;280;280;280;242.283;202.173;169.712;155.175;155.775][8.25;256;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;271.425;226.605;190.316;174.062;174.332][8.75;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;252.324;212.004;193.949;192.698][9.25;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;279.356;256;232;208][9.75;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;264;240;224]
Device 3,[0;0.5;1.5;2.5;3.5;4.5;5.5;6.5;7.5;8.5;9.5;10.5;11.5;12.5;13.5;14.5;15.5;16.5;17.5;18.5;19.5;20.5][0.25;2.05045;2.15454;2.01637;1.84733;2.38697;3.55259;4.60307;5.27591;5.39764;5.05089;4.44892;3.77273;3.1296;2.56767;2.0993;1.71829;1.41149;1.16559;0.968417;0.880558;0.8][0.75;2.44221;2.72987;3.44338;5.03942;8.0931;12.0177;15.5071;17.6864;18.028;16.8421;14.8326;12.586;10.4497;8.58121;7.02162;5.75191;4.72979;3.90958;3.25097;2.95757;3.46236][1.25;4.29244;5.855;8.26663;11.4938;17.5571;26.0068;33.4115;37.9155;38.5052;35.9131;31.6233;26.8495;22.3122;18.3399;15.02;12.3137;10.1344;8.386;6.97992;6.35259;7.12108][1.75;9.02886;12.2027;16.1388;20.7837;30.7382;45.4177;58.1012;65.6197;66.4105;61.8425;54.4481;46.2577;38.4737;31.6501;25.9412;21.2864;17.534;14.5216;12.098;11.0155;11.8174][2.25;16.8449;21.4871;26.8355;32.8872;47.5964;70.1535;89.3813;100.501;101.39;94.2804;82.9987;70.5518;58.7236;48.3504;39.6601;32.5689;26.8503;22.2548;18.5564;16.9038;17.6941][2.75;27.5362;33.5853;40.3351;47.783;68.0927;100.119;127.069;142.291;143.136;132.93;117.01;99.5139;82.8902;68.3011;56.0687;46.0762;38.0155;31.5314;26.3122;23.9817;24.7519][3.25;41.0305;48.4758;56.6164;65.4499;92.1888;135.227;170.996;190.751;191.378;177.523;156.253;132.959;110.824;91.3833;75.0728;61.7381;50.9748;42.3095;35.3293;32.2123;32.9675][3.75;57.3066;66.1374;75.6583;85.8667;119.847;175.392;221.008;245.665;245.877;227.828;200.524;170.718;142.399;117.508;96.5968;79.4937;65.6806;54.5544;45.5836;41.5747;42.3168][4.25;76.3432;86.549;97.4397;109.013;151.029;220.524;276.952;280;280;280;249.657;212.645;177.492;146.572;120.574;99.2844;82.0851;68.2318;57.0509;52.0528;52.7769][4.75;98.1194;109.69;121.94;134.867;185.699;270.548;280;280;280;280;280;258.624;216.007;178.501;146.947;121.073;100.154;83.3015;69.6951;63.6111;64.3288][5.25;122.615;135.539;149.139;163.41;223.821;280;280;280;280;280;280;280;257.876;213.235;175.655;144.828;119.871;99.754;83.5104;76.2452;76.9578][5.75;149.808;164.077;179.015;194.621;265.36;280;280;280;280;280;280;280;280;250.721;206.654;170.498;141.211;117.583;98.4938;89.9537;90.6502][6.25;179.68;195.283;211.55;228.48;280;280;280;280;280;280;280;280;280;280;239.931;198.058;164.128;136.741;114.605;104.7;105.394][6.75;212.21;229.137;246.724;264.967;280;280;280;280;280;280;280;280;280;280;275.433;227.504;188.624;157.233;131.852;120.491;121.178][7.25;240;256;264;280;280;280;280;280;280;280;280;280;280;280;280;258.787;214.677;179.045;150.221;137.316;137.987][7.75;248;260;280;280;280;280;280;280;280;280;280;280;280;280;280;280;242.283;202.173;169.712;155.175;155.775][8.25;256;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;271.425;226.605;190.316;174.062;174.332][8.75;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;252.324;212.004;193.949;192.698][9.25;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;279.356;256;232;208][9.75;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;264;240;224]
Device 4,[0;0.5;1.5;2.5;3.5;4.5;5.5;6.5;7.5;8.5;9.5;10.5;11.5;12.5;13.5;14.5;15.5;16.5;17.5;18.5;19.5;20.5][0.25;2.05045;2.15454;2.01637;1.84733;2.38697;3.55259;4.60307;5.27591;5.39764;5.05089;4.44892;3.77273;3.1296;2.56767;2.0993;1.71829;1.41149;1.16559;0.968417;0.880558;0.8][0.75;2.44221;2.72987;3.44338;5.03942;8.0931;12.0177;15.5071;17.6864;18.028;16.8421;14.8326;12.586;10.4497;8.58121;7.02162;5.75191;4.72979;3.90958;3.25097;2.95757;3.46236][1.25;4.29244;5.855;8.26663;11.4938;17.5571;26.0068;33.4115;37.9155;38.5052;35.9131;31.6233;26.8495;22.3122;18.3399;15.02;12.3137;10.1344;8.386;6.97992;6.35259;7.12108][1.75;9.02886;12.2027;16.1388;20.7837;30.7382;45.4177;58.1012;65.6197;66.4105;61.8425;54.4481;46.2577;38.4737;31.6501;25.9412;21.2864;17.534;14.5216;12.098;11.0155;11.8174][2.25;16.8449;21.4871;26.8355;32.8872;47.5964;70.1535;89.3813;100.501;101.39;94.2804;82.9987;70.5518;58.7236;48.3504;39.6601;32.5689;26.8503;22.2548;18.5564;16.9038;17.6941][2.75;27.5362;33.5853;40.3351;47.783;68.0927;100.119;127.069;142.291;143.136;132.93;117.01;99.5139;82.8902;68.3011;56.0687;46.0762;38.0155;31.5314;26.3122;23.9817;24.7519][3.25;41.0305;48.4758;56.6164;65.4499;92.1888;135.227;170.996;190.751;191.378;177.523;156.253;132.959;110.824;91.3833;75.0728;61.7381;50.9748;42.3095;35.3293;32.2123;32.9675][3.75;57.3066;66.1374;75.6583;85.8667;119.847;175.392;221.008;245.665;245.877;227.828;200.524;170.718;142.399;117.508;96.5968;79.4937;65.6806;54.5544;45.5836;41.5747;42.3168][4.25;76.3432;86.549;97.4397;109.013;151.029;220.524;276.952;280;280;280;249.657;212.645;177.492;146.572;120.574;99.2844;82.0851;68.2318;57.0509;52.0528;52.7769][4.75;98.1194;109.69;121.94;134.867;185.699;270.548;280;280;280;280;280;258.624;216.007;178.501;146.947;121.073;100.154;83.3015;69.6951;63.6111;64.3288][5.25;122.615;135.539;149.139;163.41;223.821;280;280;280;280;280;280;280;257.876;213.235;175.655;144.828;119.871;99.754;83.5104;76.2452;76.9578][5.75;149.808;164.077;179.015;194.621;265.36;280;280;280;280;280;280;280;280;250.721;206.654;170.498;141.211;117.583;98.4938;89.9537;90.6502][6.25;179.68;195.283;211.55;228.48;280;280;280;280;280;280;280;280;280;280;239.931;198.058;164.128;136.741;114.605;104.7;105.394][6.75;212.21;229.137;246.724;264.967;280;280;280;280;280;280;280;280;280;280;275.433;227.504;188.624;157.233;131.852;120.491;121.178][7.25;240;256;264;280;280;280;280;280;280;280;280;280;280;280;280;258.787;214.677;179.045;150.221;137.316;137.987][7.75;248;260;280;280;280;280;280;280;280;280;280;280;280;280;280;280;242.283;202.173;169.712;155.175;155.775][8.25;256;280;280;280;280;300;320;328;328;280;280;280;280;280;280;280;271.425;226.605;190.316;174.062;174.332][8.75;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;252.324;212.004;193.949;192.698][9.25;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;279.356;256;232;208][9.75;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;264;240;224]
