Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
TMY3,723656,Santa Fe County Municipal Ap,NM,USA,35.617000,-106.083000,-7,1934
Year,Month,Day,Hour,GHI,DNI,DHI,Tdry,Twet,RH,Pres,Wspd,Wdir,Albedo
2002,1,1,0,0,0,0,-4,-5,92,802,2.4,110,0.19
2002,1,1,1,0,0,0,-4,-5,92,802,2.5,100,0.19
2002,1,1,2,0,0,0,-6,-8,84,801,2.6,90,0.19
2002,1,1,3,0,0,0,-7,-8,92,801,2.1,40,0.19
2002,1,1,4,0,0,0,-8,-9,92,800,3.1,20,0.19
2002,1,1,5,0,0,0,-8,-9,92,800,3.6,20,0.19
2002,1,1,6,0,0,0,-7,-8,92,801,3.6,40,0.19
2002,1,1,7,12,186,5,-7,-8,92,802,3.6,40,0.19
2002,1,1,8,184,534,73,-5,-6,92,804,3.3,90,0.19
2002,1,1,9,364,942,34,-3,-6,77,805,2.9,150,0.19
2002,1,1,10,474,982,28,-1,-4,78,806,2.6,200,0.19
2002,1,1,11,566,947,81,1,-4,67,806,3.1,210,0.19
2002,1,1,12,536,970,33,2,-4,62,806,3.1,220,0.19
2002,1,1,13,477,826,86,2,-4,62,805,3.6,220,0.19
2002,1,1,14,268,316,147,2,-6,52,806,5.7,230,0.19
2002,1,1,15,79,0,79,1,-5,61,806,5.7,240,0.19
2002,1,1,16,28,51,23,1,-4,67,807,4.6,220,0.19
2002,1,1,17,0,0,0,0,-5,66,806,4.1,210,0.19
2002,1,1,18,0,0,0,-2,-4,85,806,5.1,140,0.19
2002,1,1,19,0,0,0,-2,-5,78,806,4.6,140,0.19
2002,1,1,20,0,0,0,-3,-6,77,806,4.1,130,0.19
2002,1,1,21,0,0,0,-3.2,-6.2,77,806,4.4,140,0.19
2002,1,1,22,0,0,0,-3.4,-6.6,76,805,4.8,140,0.19
2002,1,1,23,0,0,0,-4,-7,77,805,5.1,150,0.19
2002,1,2,0,0,0,0,-4,-8,71,805,5.7,140,0.19
2002,1,2,1,0,0,0,-5,-7,84,805,3.6,150,0.19
2002,1,2,2,0,0,0,-5,-8,77,805,4.1,160,0.19
2002,1,2,3,0,0,0,-6,-8,84,805,5.1,140,0.19
2002,1,2,4,0,0,0,-6,-9,77,805,4.1,160,0.19
2002,1,2,5,0,0,0,-6,-9,77,805,4.1,160,0.19
2002,1,2,6,0,0,0,-7,-9,84,806,4.1,160,0.19
2002,1,2,7,8,52,6,-7,-9,84,807,3.1,150,0.19
2002,1,2,8,126,149,95,-5,-9,71,809,3.6,130,0.19
2002,1,2,9,213,181,149,-4,-8,71,810,2.1,100,0.19
2002,1,2,10,493,787,135,-3,-8,65,809,2.6,60,0.19
2002,1,2,11,566,1050,28,-1,-8,55,809,3.1,30,0.19
2002,1,2,12,560,1019,32,1,-9,43,809,3.1,350,0.19
2002,1,2,13,512,1017,29,2,-11,34,810,4.6,360,0.19
2002,1,2,14,394,937,33,2,-10,37,809,4.6,330,0.19
2002,1,2,15,227,784,29,1,-8,47,809,6.2,260,0.19
2002,1,2,16,53,459,12,-2,-8,60,808,3.6,270,0.19
2002,1,2,17,0,0,0,-3,-8,65,808,2.1,300,0.19
2002,1,2,18,0,0,0,-4,-8,71,808,2.6,320,0.19
2002,1,2,19,0,0,0,-5,-8,77,807,3.6,250,0.19
2002,1,2,20,0,0,0,-4,-8,71,808,2.9,290,0.19
2002,1,2,21,0,0,0,-10,-12,84,804,2.1,330,0.19
2002,1,2,22,0,0,0,-9,-11,84,804,3.1,20,0.19
2002,1,2,23,0,0,0,-9,-12,77,804,3.6,20,0.19
2002,1,3,0,0,0,0,-9,-11,84,802,4.1,360,0.19
2002,1,3,1,0,0,0,-8,-11,77,803,5.1,340,0.19
2002,1,3,2,0,0,0,-9,-12,77,803,4.1,10,0.19
2002,1,3,3,0,0,0,-10,-13,76,802,3.6,10,0.19
2002,1,3,4,0,0,0,-11,-13,84,802,6.2,20,0.19
2002,1,3,5,0,0,0,-11,-14,76,802,6.7,10,0.19
2002,1,3,6,0,0,0,-11,-14,76,803,4.6,10,0.19
2002,1,3,7,13,304,1,-9,-12,77,804,5.7,10,0.19
2002,1,3,8,202,879,18,-6.4,-11.8,62,806,5.7,10,0.19
2002,1,3,9,364,973,22,-4,-12,50,808,5.7,360,0.19
2002,1,3,10,480,988,30,-2,-12,42,808,6.2,360,0.19
2002,1,3,11,505,881,52,1,-12,33,809,4.6,350,0.19
2002,1,3,12,512,833,78,3,-13,26,809,3.6,340,0.19
2002,1,3,13,380,416,181,4,-17,17,809,3.1,360,0.19
2002,1,3,14,268,275,162,4,-11,29,809,2.6,280,0.19
2002,1,3,15,89,6,87,2,-9,40,808,4.6,240,0.19
2002,1,3,16,19,0,19,1,-9,43,808,1.5,250,0.19
2002,1,3,17,0,0,0,0,-9,46,807,1.9,280,0.19
2002,1,3,18,0,0,0,-1,-9,50,807,2.2,310,0.19
2002,1,3,19,0,0,0,-4,-9,65,805,2.6,340,0.19
2002,1,3,20,0,0,0,-5,-9,71,804,3.1,330,0.19
2002,1,3,21,0,0,0,-2,-9,55,805,1.5,290,0.19
2002,1,3,22,0,0,0,-2,-9,55,804,1.5,330,0.19
2002,1,3,23,0,0,0,-6,-10,70,801,1.8,350,0.19
2002,1,4,0,0,0,0,-7,-10,77,800,2.1,10,0.19
2002,1,4,1,0,0,0,-7,-9,84,799,2.6,350,0.19
2002,1,4,2,0,0,0,-4,-8,71,801,3.1,20,0.19
2002,1,4,3,0,0,0,-4,-10,59,801,2.6,360,0.19
2002,1,4,4,0,0,0,-6,-10,70,800,3.1,320,0.19
2002,1,4,5,0,0,0,-6,-10,70,800,3.1,10,0.19
2002,1,4,6,0,0,0,-7,-9,84,799,2.1,360,0.19
2002,1,4,7,3,0,3,-6,-10,70,800,5.1,20,0.19
2002,1,4,8,50,0,50,-4,-9,65,802,4.6,320,0.19
2002,1,4,9,364,742,103,0,-8,51,803,4.1,260,0.19
2002,1,4,10,481,988,30,3,-7,45,804,4.6,230,0.19
2002,1,4,11,572,1014,50,2,-7,48,803,3.6,240,0.19
2002,1,4,12,578,821,149,4,-6,45,803,3.6,250,0.19
2002,1,4,13,282,137,217,4,-7,42,803,5.7,240,0.19
2002,1,4,14,241,176,173,2,-4,62,802,6.7,240,0.19
2002,1,4,15,104,45,92,2,-2,73,802,4.1,290,0.19
2002,1,4,16,48,174,32,1,-3,72,802,4.6,240,0.19
2002,1,4,17,0,0,0,-1,-4,78,803,1.5,310,0.19
2002,1,4,18,0,0,0,-1,-3,85,803,3.6,10,0.19
2002,1,4,19,0,0,0,-1,-3,85,804,5.7,20,0.19
2002,1,4,20,0,0,0,-2,-4,85,803,5.7,20,0.19
2002,1,4,21,0,0,0,-3,-4,92,803,4.1,360,0.19
2002,1,4,22,0,0,0,-2,-4,85,803,4.6,10,0.19
2002,1,4,23,0,0,0,-2,-4,85,804,4.1,10,0.19
2002,1,5,0,0,0,0,-3,-4,92,803,4.4,20,0.19
2002,1,5,1,0,0,0,-3,-5,84,804,4.6,30,0.19
2002,1,5,2,0,0,0,-5,-6,92,804,2.1,350,0.19
2002,1,5,3,0,0,0,-4,-7,77,805,3.6,310,0.19
2002,1,5,4,0,0,0,-5,-8,77,806,2.1,300,0.19
2002,1,5,5,0,0,0,-6,-8,84,806,2.1,360,0.19
2002,1,5,6,0,0,0,-6,-9,77,807,2.1,330,0.19
2002,1,5,7,13,302,1,-6,-9,77,807,3.1,230,0.19
2002,1,5,8,202,879,18,-3,-7,71,810,4.6,350,0.19
2002,1,5,9,371,992,22,-2,-7,65,811,4.6,310,0.19
2002,1,5,10,500,1037,26,0,-7,55,812,3.1,330,0.19
2002,1,5,11,572,1043,35,1,-8,47,811,2.6,350,0.19
2002,1,5,12,560,1001,35,2,-8,44,811,2.6,310,0.19
2002,1,5,13,518,992,40,2,-9,40,811,2.6,270,0.19
2002,1,5,14,401,938,33,3,-9,37,812,5.1,230,0.19
2002,1,5,15,228,769,28,3,-11,31,812,3.1,250,0.19
2002,1,5,16,62,473,17,0,-9,46,810,3.6,240,0.19
2002,1,5,17,0,0,0,-2,-9,55,810,2.6,310,0.19
2002,1,5,18,0,0,0,-4,-10,59,809,1.5,10,0.19
2002,1,5,19,0,0,0,-7,-10,77,808,3.1,320,0.19
2002,1,5,20,0,0,0,-5,-11,59,808,4.6,350,0.19
2002,1,5,21,0,0,0,-2,-11,46,810,5.1,360,0.19
2002,1,5,22,0,0,0,-3,-11,50,809,5.1,350,0.19
2002,1,5,23,0,0,0,-4,-11,54,808,3.1,300,0.19
2002,1,6,0,0,0,0,-5,-11,59,807,3.1,290,0.19
2002,1,6,1,0,0,0,-4,-11,54,808,3.1,320,0.19
2002,1,6,2,0,0,0,-6,-12,59,807,3.1,330,0.19
2002,1,6,3,0,0,0,-7,-11,70,806,3.6,10,0.19
2002,1,6,4,0,0,0,-7,-11,70,806,3.6,10,0.19
2002,1,6,5,0,0,0,-8,-12,70,806,3.1,360,0.19
2002,1,6,6,0,0,0,-7,-12,64,807,5.1,360,0.19
2002,1,6,7,13,302,1,-5,-12,54,810,2.6,350,0.19
2002,1,6,8,202,879,18,-4,-11,54,810,7.2,10,0.19
2002,1,6,9,364,830,71,-1,-11,42,812,6.7,360,0.19
2002,1,6,10,308,232,201,0,-11,39,812,8.2,360,0.19
2002,1,6,11,566,809,148,3,-11,31,813,8.7,360,0.19
2002,1,6,12,578,887,111,5,-11,27,814,6.7,350,0.19
2002,1,6,13,357,321,202,6,-11,25,814,4.6,350,0.19
2002,1,6,14,110,0,110,6,-9,30,814,4.6,340,0.19
2002,1,6,15,174,306,94,6,-10,28,815,4.1,340,0.19
2002,1,6,16,50,338,16,3,-9,37,814,1.5,300,0.19
2002,1,6,17,0,0,0,-1,-10,46,813,3.1,340,0.19
2002,1,6,18,0,0,0,1,-10,40,814,1.5,40,0.19
2002,1,6,19,0,0,0,-2,-9,55,812,2.1,360,0.19
2002,1,6,20,0,0,0,-1,-10,46,813,1.5,330,0.19
2002,1,6,21,0,0,0,-2,-9,55,812,1.5,360,0.19
2002,1,6,22,0,0,0,-2,-8,60,812,3.6,10,0.19
2002,1,6,23,0,0,0,-2,-8,60,811,4.1,10,0.19
2002,1,7,0,0,0,0,-1,-8,55,811,4.1,340,0.19
2002,1,7,1,0,0,0,-2,-8,60,810,3.6,330,0.19
2002,1,7,2,0,0,0,-2,-8,60,810,4.1,330,0.19
2002,1,7,3,0,0,0,-2,-8,60,810,4.6,310,0.19
2002,1,7,4,0,0,0,-4,-9,65,810,3.1,10,0.19
2002,1,7,5,0,0,0,-3,-9,60,811,3.1,330,0.19
2002,1,7,6,0,0,0,-3,-8,65,811,4.1,360,0.19
2002,1,7,7,13,299,1,-2,-8,60,813,2.6,350,0.19
2002,1,7,8,202,872,19,-1,-8,55,813,6.7,350,0.19
2002,1,7,9,378,1004,23,1,-8,47,814,4.1,350,0.19
2002,1,7,10,500,1020,32,3,-7,45,815,6.7,360,0.19
2002,1,7,11,566,1022,36,7,-7,34,816,6.2,340,0.19
2002,1,7,12,584,1036,38,9,-7,29,815,6.7,340,0.19
2002,1,7,13,525,993,41,11,-7,26,815,4.1,340,0.19
2002,1,7,14,401,927,33,10,-7,28,815,5.1,230,0.19
2002,1,7,15,234,776,28,11,-6,28,815,4.1,310,0.19
2002,1,7,16,67,493,17,8,-6,34,815,5.1,270,0.19
2002,1,7,17,0,0,0,3,-5,53,813,1.5,300,0.19
2002,1,7,18,0,0,0,3,-5,53,813,1.5,320,0.19
2002,1,7,19,0,0,0,3,-5,53,813,4.6,360,0.19
2002,1,7,20,0,0,0,3,-4,58,813,5.1,350,0.19
2002,1,7,21,0,0,0,1,-4,67,812,5.1,30,0.19
2002,1,7,22,0,0,0,-1,-5,71,811,4.6,10,0.19
2002,1,7,23,0,0,0,1,-4,67,811,3.6,10,0.19
2002,1,8,0,0,0,0,0,-4,72,810,3.6,360,0.19
2002,1,8,1,0,0,0,1,-4,67,810,1.5,320,0.19
2002,1,8,2,0,0,0,-1,-5,71,809,2.1,360,0.19
2002,1,8,3,0,0,0,-1,-5,71,808,3.1,350,0.19
2002,1,8,4,0,0,0,-1,-5,71,809,4.6,350,0.19
2002,1,8,5,0,0,0,-2,-6,71,808,5.7,350,0.19
2002,1,8,6,0,0,0,-2,-5,78,809,5.1,360,0.19
2002,1,8,7,12,260,2,-1,-5,71,809,3.6,350,0.19
2002,1,8,8,193,757,34,3,-4,58,812,7.7,360,0.19
2002,1,8,9,371,942,37,6,-4,47,814,8.7,350,0.19
2002,1,8,10,474,909,55,9,-4,38,815,7.2,360,0.19
2002,1,8,11,573,1008,47,12,-4,31,815,6.2,360,0.19
2002,1,8,12,579,1022,38,13,-4,29,814,5.1,360,0.19
2002,1,8,13,531,1017,35,15,-5,24,815,4.1,340,0.19
2002,1,8,14,413,950,33,16,-5.5,21,815,5.1,330,0.19
2002,1,8,15,245,805,29,16,-6,20,815,3.1,330,0.19
2002,1,8,16,68,487,17,11,-4,33,813,3.1,280,0.19
2002,1,8,17,0,0,0,7,-4,44,812,3.6,270,0.19
2002,1,8,18,0,0,0,8,-4,41,812,2.6,290,0.19
2002,1,8,19,0,0,0,7,-4,44,812,1.5,310,0.19
2002,1,8,20,0,0,0,-1,-6,66,807,3.1,20,0.19
2002,1,8,21,0,0,0,-1,-6,66,806,2.6,20,0.19
2002,1,8,22,0,0,0,-2,-6,71,805,2.1,20,0.19
2002,1,8,23,0,0,0,-3,-7,71,803,3.1,30,0.19
2002,1,9,0,0,0,0,-1,-6,66,803,4.1,40,0.19
2002,1,9,1,0,0,0,-3,-7,71,802,4.1,360,0.19
2002,1,9,2,0,0,0,-2,-6,71,802,4.6,30,0.19
2002,1,9,3,0,0,0,0,-5,66,803,5.1,20,0.19
2002,1,9,4,0,0,0,-1,-5,71,803,4.6,20,0.19
2002,1,9,5,0,0,0,-1,-5,71,803,5.1,20,0.19
2002,1,9,6,0,0,0,-2,-6,71,803,5.1,30,0.19
2002,1,9,7,12,144,6,-1,-5,71,804,3.6,360,0.19
2002,1,9,8,185,419,97,3,-4,58,808,5.7,10,0.19
2002,1,9,9,254,306,146,4,-4,54,808,5.1,10,0.19
