Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
TMY3,723656,Santa Fe County Municipal Ap,NM,USA,35.617000,-106.083000,-7,1934
Year,Month,Day,Hour,GHI,DNI,DHI,Tdry,Twet,RH,Pres,Wspd,Wdir,Albedo
2002,1,9,10,301,207,205,8,-3,44,810,2.1,310,0.19
2002,1,9,11,567,809,144,9,-3,41,809,4.1,240,0.19
2002,1,9,12,549,911,63,10,-3,39,808,4.1,230,0.19
2002,1,9,13,525,874,95,12,-3,34,809,4.1,250,0.19
2002,1,9,14,319,464,133,12,-3,34,808,7.7,250,0.19
2002,1,9,15,205,579,48,12,-3,34,807,7.2,250,0.19
2002,1,9,16,55,325,20,10,-3,39,807,5.7,250,0.19
2002,1,9,17,0,0,0,7,-4,44,806,1.5,40,0.19
2002,1,9,18,0,0,0,8,-4,41,807,2.3,40,0.19
2002,1,9,19,0,0,0,3,-5,53,804,3.1,30,0.19
2002,1,9,20,0,0,0,2,-6,52,803,2.1,330,0.19
2002,1,9,21,0,0,0,2,-6,52,803,1.5,360,0.19
2002,1,9,22,0,0,0,2,-5,57,803,2.6,320,0.19
2002,1,9,23,0,0,0,2,-5,57,802,4.1,30,0.19
2002,1,10,0,0,0,0,2,-4,62,802,3.6,10,0.19
2002,1,10,1,0,0,0,2,-4,62,802,2.1,350,0.19
2002,1,10,2,0,0,0,1,-4,67,802,2.6,270,0.19
2002,1,10,3,0,0,0,3,-4,58,803,3.1,350,0.19
2002,1,10,4,0,0,0,4,-3,59,804,3.6,60,0.19
2002,1,10,5,0,0,0,3.4,-0.9,73,805,2.9,110,0.19
2002,1,10,6,0,0,0,3,1,87,805,2.1,150,0.19
2002,1,10,7,3,0,3,3,0,81,807,3.1,110,0.19
2002,1,10,8,42,0,42,3,-1,74,807,5.1,150,0.19
2002,1,10,9,62,0,62,3,-3,63,808,6.7,150,0.19
2002,1,10,10,83,0,83,2,-4,62,808,8.7,160,0.19
2002,1,10,11,117,0,117,0,-1,92,807,8.7,160,0.19
2002,1,10,12,101,0,101,-1,-1,100,807,7.7,170,0.19
2002,1,10,13,121,0,121,-1,-1,100,807,5.1,190,0.19
2002,1,10,14,72,0,72,-1,-1,100,808,4.6,170,0.19
2002,1,10,15,40,0,40,0,-1,92,809,3.6,150,0.19
2002,1,10,16,25,0,25,-1,-1,100,808,2.6,160,0.19
2002,1,10,17,0,0,0,-1,-1,100,809,1.5,160,0.19
2002,1,10,18,0,0,0,-1,-1,100,810,2.1,170,0.19
2002,1,10,19,0,0,0,-1,-2,92,810,2.1,140,0.19
2002,1,10,20,0,0,0,-1,-2,92,811,2.1,110,0.19
2002,1,10,21,0,0,0,-2.2,-3.2,92,811,2.1,70,0.19
2002,1,10,22,0,0,0,-3.4,-4.6,90,811,2.1,40,0.19
2002,1,10,23,0,0,0,-5,-6,92,810,2.1,10,0.19
2002,1,11,0,0,0,0,-4,-5,92,811,2.9,10,0.19
2002,1,11,1,0,0,0,-2.7,-3.8,91,811,3.8,20,0.19
2002,1,11,2,0,0,0,-2,-3,92,812,4.6,20,0.19
2002,1,11,3,0,0,0,-2.4,-3.6,90,811,7.2,20,0.19
2002,1,11,4,0,0,0,-3,-4,92,810,9.8,10,0.19
2002,1,11,5,0,0,0,-4.6,-4.9,97,810,8,10,0.19
2002,1,11,6,0,0,0,-6,-6,100,809,6.2,360,0.19
2002,1,11,7,8,73,5,-6,-7,92,810,4.6,360,0.19
2002,1,11,8,126,209,81,-4,-7,77,811,6.2,350,0.19
2002,1,11,9,151,44,136,-3,-5,84,811,7.2,360,0.19
2002,1,11,10,507,793,137,-1,-4,78,813,5.1,360,0.19
2002,1,11,11,585,1045,36,1,-3,72,813,8.2,340,0.19
2002,1,11,12,597,953,85,2,-3,67,812,5.7,360,0.19
2002,1,11,13,497,880,59,4,-4,54,812,7.7,340,0.19
2002,1,11,14,425,963,32,5,-3,55,813,8.2,360,0.19
2002,1,11,15,256,819,30,5,-4,50,813,6.2,340,0.19
2002,1,11,16,78,525,19,3,-4,58,813,4.6,340,0.19
2002,1,11,17,0,0,0,-1,-4,78,811,2.1,300,0.19
2002,1,11,18,0,0,0,1,-4,67,812,1.5,250,0.19
2002,1,11,19,0,0,0,-2,-4,85,811,2.6,320,0.19
2002,1,11,20,0,0,0,-1,-4,78,812,3.9,360,0.19
2002,1,11,21,0,0,0,-3,-5,84,811,5.1,30,0.19
2002,1,11,22,0,0,0,-4,-6,84,810,5.1,350,0.19
2002,1,11,23,0,0,0,-3,-6,77,811,4.6,10,0.19
2002,1,12,0,0,0,0,-3,-6,77,811,6.7,30,0.19
2002,1,12,1,0,0,0,-4,-7,77,809,7.7,20,0.19
2002,1,12,2,0,0,0,-6,-8,84,809,5.4,40,0.19
2002,1,12,3,0,0,0,-6,-8,84,809,3.1,50,0.19
2002,1,12,4,0,0,0,-6,-8,84,809,4.6,10,0.19
2002,1,12,5,0,0,0,-6,-8,84,810,5.1,30,0.19
2002,1,12,6,0,0,0,-7,-8,92,809,5.1,20,0.19
2002,1,12,7,10,92,6,-6,-8,84,810,4.6,30,0.19
2002,1,12,8,151,263,95,-3,-7,71,812,4.1,10,0.19
2002,1,12,9,378,848,73,1,-6,56,814,3.9,90,0.19
2002,1,12,10,513,1030,32,3,-7,45,814,3.6,160,0.19
2002,1,12,11,591,1049,38,4,-8,38,813,3.1,190,0.19
2002,1,12,12,597,1038,38,6,-6,39,812,4.1,230,0.19
2002,1,12,13,549,1031,35,6,-7,36,812,5.1,260,0.19
2002,1,12,14,430,969,32,7,-5,40,813,3.6,270,0.19
2002,1,12,15,262,831,29,7,-6,37,812,3.6,270,0.19
2002,1,12,16,79,518,19,5,-6,42,810,2.1,230,0.19
2002,1,12,17,0,0,0,3,-5,53,809,1.8,300,0.19
2002,1,12,18,0,0,0,-1,-5,71,807,1.5,360,0.19
2002,1,12,19,0,0,0,-2,-6,71,806,2.1,360,0.19
2002,1,12,20,0,0,0,-2,-5,78,804,2.6,300,0.19
2002,1,12,21,0,0,0,1,-4,67,805,2.6,280,0.19
2002,1,12,22,0,0,0,-1,-5,71,803,2.1,330,0.19
2002,1,12,23,0,0,0,-2,-6,71,801,2.6,350,0.19
2002,1,13,0,0,0,0,2,-4,62,802,5.1,300,0.19
2002,1,13,1,0,0,0,1,-5,61,801,4.1,320,0.19
2002,1,13,2,0,0,0,-1,-6,66,799,3.1,320,0.19
2002,1,13,3,0,0,0,-1,-6,66,799,2.6,320,0.19
2002,1,13,4,0,0,0,-2,-6,71,798,3.1,310,0.19
2002,1,13,5,0,0,0,-3,-7,71,798,2.6,350,0.19
2002,1,13,6,0,0,0,-2,-7,65,799,2,40,0.19
2002,1,13,7,12,247,2,-2,-7,65,799,1.5,80,0.19
2002,1,13,8,184,702,34,1,-6,56,801,2.6,170,0.19
2002,1,13,9,364,923,31,3,-6,49,802,5.7,250,0.19
2002,1,13,10,494,994,27,5,-6,42,803,4.1,230,0.19
2002,1,13,11,573,1020,32,8,-6,34,803,7.7,250,0.19
2002,1,13,12,585,1019,33,11,-11,18,803,9.3,280,0.19
2002,1,13,13,538,1012,31,11,-16,11,802,11.8,270,0.19
2002,1,13,14,431,964,32,10,-15,13,802,11.3,280,0.19
2002,1,13,15,258,809,29,9,-17,12,803,9.3,310,0.19
2002,1,13,16,80,516,19,7,-17,14,803,9.8,310,0.19
2002,1,13,17,0,0,0,3,-15,22,802,4.6,10,0.19
2002,1,13,18,0,0,0,0,-13,32,802,5.1,20,0.19
2002,1,13,19,0,0,0,-2,-13,38,802,3.6,30,0.19
2002,1,13,20,0,0,0,-4,-13,45,800,4.6,360,0.19
2002,1,13,21,0,0,0,-2,-14,35,802,4.6,360,0.19
2002,1,13,22,0,0,0,-2,-14,35,801,5.1,10,0.19
2002,1,13,23,0,0,0,-4,-14,41,800,4.1,360,0.19
2002,1,14,0,0,0,0,-6,-14,49,799,4.1,360,0.19
2002,1,14,1,0,0,0,-7,-14,54,798,4.1,360,0.19
2002,1,14,2,0,0,0,-7,-14,54,799,4.6,10,0.19
2002,1,14,3,0,0,0,-9,-15,58,798,3.6,360,0.19
2002,1,14,4,0,0,0,-9,-14,64,798,6.2,10,0.19
2002,1,14,5,0,0,0,-9,-15,58,799,5.1,10,0.19
2002,1,14,6,0,0,0,-9,-16,53,801,4.6,60,0.19
2002,1,14,7,14,319,1,-9,-16,53,801,1.5,10,0.19
2002,1,14,8,209,897,16,-3,-14,38,805,4.1,10,0.19
2002,1,14,9,378,979,23,-1,-14,32,806,4.6,10,0.19
2002,1,14,10,513,1006,39,2,-14,26,807,1.5,340,0.19
2002,1,14,11,598,1058,35,3,-15,22,807,2.6,310,0.19
2002,1,14,12,603,1043,35,5,-14,21,807,2.1,270,0.19
2002,1,14,13,538,1003,32,7,-16,15,807,4.6,240,0.19
2002,1,14,14,431,958,31,6,-14,19,807,4.6,220,0.19
2002,1,14,15,268,764,49,4,-14,22,806,3.1,250,0.19
2002,1,14,16,63,224,35,5,-13,23,806,1.5,250,0.19
2002,1,14,17,0,0,0,2,-13,28,805,2.6,70,0.19
2002,1,14,18,0,0,0,-1,-13,35,804,2.1,40,0.19
2002,1,14,19,0,0,0,-4,-13,45,803,1.5,360,0.19
2002,1,14,20,0,0,0,-3,-12,46,802,2.1,10,0.19
2002,1,14,21,0,0,0,-4,-12,50,801,3.1,10,0.19
2002,1,14,22,0,0,0,-4,-12,50,801,1.5,30,0.19
2002,1,14,23,0,0,0,-4,-12,50,801,2.6,20,0.19
2002,1,15,0,0,0,0,-6,-12,59,799,4.1,20,0.19
2002,1,15,1,0,0,0,-5,-12,54,799,4.1,20,0.19
2002,1,15,2,0,0,0,-4,-12,50,800,4.6,40,0.19
2002,1,15,3,0,0,0,-4,-11,54,800,3.1,10,0.19
2002,1,15,4,0,0,0,-2,-11,46,800,3.1,30,0.19
2002,1,15,5,0,0,0,-3,-11,50,801,3.1,40,0.19
2002,1,15,6,0,0,0,-3,-11,50,801,2.6,50,0.19
2002,1,15,7,0,0,0,-3,-10,55,802,2.1,50,0.19
2002,1,15,8,209,546,90,-1,-8,55,803,2.1,40,0.19
2002,1,15,9,254,312,141,2,-8,44,805,2.1,340,0.19
2002,1,15,10,160,0,160,3,-7,45,805,1.5,210,0.19
2002,1,15,11,290,60,257,5,-8,36,806,1.5,270,0.19
2002,1,15,12,293,48,266,7,-10,26,806,4.1,300,0.19
2002,1,15,13,185,6,182,6,-11,25,805,3.1,300,0.19
2002,1,15,14,155,6,152,6,-9,30,805,3.6,270,0.19
2002,1,15,15,91,0,91,6,-9,30,805,1.5,250,0.19
2002,1,15,16,71,170,49,3,-9,37,803,2.6,220,0.19
2002,1,15,17,0,0,0,2,-9,40,802,1.5,20,0.19
2002,1,15,18,0,0,0,1,-9,43,802,2,20,0.19
2002,1,15,19,0,0,0,1,-9,43,802,2.6,10,0.19
2002,1,15,20,0,0,0,-3,-9,60,800,3.1,10,0.19
2002,1,15,21,0,0,0,-4,-9,65,799,3.1,350,0.19
2002,1,15,22,0,0,0,-1,-9,50,801,1.5,330,0.19
2002,1,15,23,0,0,0,2,-9,40,802,1.9,20,0.19
2002,1,16,0,0,0,0,3,-9,37,802,2.2,80,0.19
2002,1,16,1,0,0,0,1,-8,47,801,2.6,130,0.19
2002,1,16,2,0,0,0,2,-9,40,802,2.1,130,0.19
2002,1,16,3,0,0,0,3,-10,34,803,1.5,120,0.19
2002,1,16,4,0,0,0,1,-9,43,802,1.5,100,0.19
2002,1,16,5,0,0,0,0,-8,51,802,1.5,80,0.19
2002,1,16,6,0,0,0,-1,-8,55,802,1.5,60,0.19
2002,1,16,7,0,0,0,1,-8,47,804,2.6,40,0.19
2002,1,16,8,92,20,87,6,-8,33,807,1.5,170,0.19
2002,1,16,9,295,411,145,6,-9,30,808,1.5,210,0.19
2002,1,16,10,250,85,209,7,-9,28,808,1.5,250,0.19
2002,1,16,11,468,368,270,9,-9,25,807,4.1,250,0.19
2002,1,16,12,173,18,163,8,-9,26,805,4.6,220,0.19
2002,1,16,13,191,6,188,8,-10,24,805,5.1,230,0.19
2002,1,16,14,166,12,161,8,-10,24,805,3.1,280,0.19
2002,1,16,15,97,0,97,7,-8,31,804,2.9,220,0.19
2002,1,16,16,38,0,38,7,-8,31,805,2.8,160,0.19
2002,1,16,17,0,0,0,6,-8,33,805,2.6,100,0.19
2002,1,16,18,0,0,0,4,-7,42,803,2.6,310,0.19
2002,1,16,19,0,0,0,4,-4,54,804,2.6,360,0.19
2002,1,16,20,0,0,0,4,-3,59,803,2.6,20,0.19
2002,1,16,21,0,0,0,3,-1,74,802,4.1,80,0.19
2002,1,16,22,0,0,0,3,-1,74,802,3.1,100,0.19
2002,1,16,23,0,0,0,3,-4,58,802,1.5,120,0.19
2002,1,17,0,0,0,0,4,-4,54,802,3.6,180,0.19
2002,1,17,1,0,0,0,2,-2,73,802,2.6,140,0.19
2002,1,17,2,0,0,0,1.3,-2.1,76,802,2.9,190,0.19
2002,1,17,3,0,0,0,1,-2,79,801,3.1,240,0.19
2002,1,17,4,0,0,0,1,-2,79,802,1.5,200,0.19
2002,1,17,5,0,0,0,-1,-3,85,801,3.6,230,0.19
2002,1,17,6,0,0,0,-2,-6,71,801,1.5,260,0.19
2002,1,17,7,0,0,0,-2,-7,65,802,2.6,280,0.19
2002,1,17,8,166,457,66,1,-4,67,804,3.6,340,0.19
2002,1,17,9,322,617,96,3,-5,53,806,3.1,40,0.19
2002,1,17,10,526,878,106,4,-7,42,807,3.6,360,0.19
