Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
TMY2,94725,Massena,NY,USA,44.933333,-74.850000,-5,63
Year,Month,Day,Hour,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
1962,1,1,0,0,0,0,-3.9,-6.1,85,1004,6.2,203,15
1962,1,1,1,0,0,0,-3.9,-5,92,1003,7.2,225,15
1962,1,1,2,0,0,0,-3.9,-6.1,85,1003,7.2,225,15
1962,1,1,3,0,0,0,-3.3,-5.6,85,1003,7.2,225,15
1962,1,1,4,0,0,0,-3.3,-5,88,1003,8.8,248,15
1962,1,1,5,0,0,0,-6.7,-8.9,84,1006,8.8,293,15
1962,1,1,6,0,0,0,-8.9,-14.4,64,1009,8.8,293,15
1962,1,1,7,18,102,8,-11.7,-18.9,55,1011,7.7,293,15
1962,1,1,8,86,550,22,-12.8,-19.4,58,1013,6.2,293,15
1962,1,1,9,223,806,31,-13.9,-21.1,55,1015,7.2,293,15
1962,1,1,10,323,875,39,-13.9,-20.6,57,1015,5.2,293,15
1962,1,1,11,381,913,44,-14.4,-20,63,1015,5.2,248,15
1962,1,1,12,386,922,44,-14.4,-19.4,66,1014,5.2,248,15
1962,1,1,13,331,886,40,-14.4,-19.4,66,1015,3.6,248,15
1962,1,1,14,231,811,32,-13.9,-20.6,57,1016,5.7,248,15
1962,1,1,15,101,631,20,-13.9,-21.7,52,1015,2.6,248,15
1962,1,1,16,21,167,6,-14.4,-19.4,66,1015,0,0,15
1962,1,1,17,0,0,0,-16.7,-22.8,59,1013,0,0,15
1962,1,1,18,0,0,0,-18.9,-22.8,72,1012,0,0,15
1962,1,1,19,0,0,0,-19.4,-25,62,1011,3.1,113,15
1962,1,1,20,0,0,0,-20,-22.2,83,1011,0,0,15
1962,1,1,21,0,0,0,-20,-23.3,75,1010,0,0,15
1962,1,1,22,0,0,0,-18.3,-21.1,79,1008,2.1,90,15
1962,1,1,23,0,0,0,-18.3,-22.2,72,1008,0,0,15
1962,1,2,0,0,0,0,-19.4,-22.8,75,1006,2.1,90,15
1962,1,2,1,0,0,0,-20,-23.3,75,1005,2.1,90,15
1962,1,2,2,0,0,0,-20,-23.3,75,1004,1.5,90,15
1962,1,2,3,0,0,0,-21.7,-25,75,1003,1.5,90,15
1962,1,2,4,0,0,0,-22.2,-24.4,82,1003,1.5,90,15
1962,1,2,5,0,0,0,-20.6,-22.8,82,1002,1.5,90,15
1962,1,2,6,0,0,0,-20.6,-22.8,82,1001,2.6,90,15
1962,1,2,7,7,1,7,-18.3,-20,87,1000,0,0,15
1962,1,2,8,63,1,63,-16.1,-18.9,79,999,2.6,113,15
1962,1,2,9,113,19,108,-13.9,-15.6,87,999,2.6,113,15
1962,1,2,10,174,9,171,-11.1,-12.8,88,999,2.1,68,15
1962,1,2,11,213,8,210,-10,-13.9,73,998,0,0,15
1962,1,2,12,215,1,214,-8.3,-9.4,92,997,2.1,315,15
1962,1,2,13,233,6,232,-8.9,-10.6,88,997,2.6,45,15
1962,1,2,14,146,3,145,-9.4,-11.7,84,997,2.6,45,15
1962,1,2,15,78,55,71,-10,-11.7,88,998,2.6,45,15
1962,1,2,16,13,1,13,-11.1,-12.8,88,999,2.6,23,15
1962,1,2,17,0,0,0,-11.7,-13.3,88,999,2.6,315,15
1962,1,2,18,0,0,0,-12.8,-15,84,1000,2.1,315,15
1962,1,2,19,0,0,0,-15,-17.2,83,1000,2.1,270,15
1962,1,2,20,0,0,0,-14.4,-16.1,87,1000,2.1,270,15
1962,1,2,21,0,0,0,-15.6,-18.3,79,1000,0,0,15
1962,1,2,22,0,0,0,-15.6,-18.3,79,1000,0,0,15
1962,1,2,23,0,0,0,-14.4,-16.1,87,1000,0,0,15
