Name,Vac,Pso,Paco,Pdco,Vdco,C0,C2,C1,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high
GE Energy: GEPVb-5000-NA-240/208-02 (208V) 208V [CEC 2016],208,30.7811,4500,4774.54,300,-6.92E-06,0.000656262,2.24E-06,-0.000367727,1,480,0.009375,100,480
GE Energy: GEPVb-5000-NA-240/208-02 (240V) 208V [CEC 2016],208,30.2408,5000,5280.16,300,-6.07E-06,0.00067364,8.45E-06,-6.56E-05,1,480,0.0104167,100,480
GE Energy: GEPVb-5000-NA-240/208-02 [208V] 208V [CEC 2018],208,30.7811,4500,4774.54,300,-6.92E-06,0.000656262,2.24E-06,-0.000367727,1,480,15.9151,100,480
GE Energy: GEPVb-5000-NA-240/208-02 [240V] 240V [CEC 2018],240,30.2408,5000,5280.16,300,-6.07E-06,0.00067364,8.45E-06,-6.56E-05,1,480,17.6005,100,480
GE Energy: GEPVb-5000-NA-240-01 [240V] 240V [CEC 2018],240,27.9673,5000,5278.17,300,-6.25E-06,0.000509195,5.45E-06,-0.000234183,1,480,17.5939,100,480
GE Energy: GEPVb-5000-NA-240-01 240V [CEC 2016],240,27.9673,5000,5278.17,300,-6.25E-06,0.000509195,5.45E-06,-0.000234183,1,480,0.0104167,100,480
GE Energy: GEPVe-1100-NA-120 [120V] 120V [CEC 2018],120,22.0954,1100,1194.09,182,-2.06E-05,0.00200136,5.71E-05,0.000622579,3.6,380,6.56096,100,380
GE Energy: GEPVe-2000-NA-240 [240V] 240V [CEC 2018],240,24.4658,2000,2161.88,199,-1.28E-05,0.0017035,5.46E-05,0.000315045,3.6,380,10.8637,100,380
GE Energy: GEPVe-2500-NA-240 [240V] 240V [CEC 2018],240,42.7765,2500,2632.84,218,-1.36E-05,0.00205292,6.14E-05,0.00153033,3.9,400,12.0772,100,400
GE Energy: GEPVe-2500-NA-240 240V [CEC 2009],240,41.36183527,2500,2630.090924,219.2316667,-1.26E-05,1.74E-03,6.67E-05,6.14E-04,3.9,500,20,140,450
GE Energy: GEPVe-2800-NA-208 [208V] 208V [CEC 2018],208,57.8501,2800,3023.66,230,-1.20E-05,0.000846334,3.54E-05,0.000600999,3.85,380,13.1464,100,380
GE Energy: GEPVe-3000-NA-240 [240V] 240V [CEC 2018],240,31.682,3000,3205.93,222.5,-8.21E-06,0.00170839,3.64E-05,0.000860073,3.63,380,14.4087,100,380
GE Energy: GEPVe-3500-NA-240 [240V] 240V [CEC 2018],240,64.7742,3500,3641.84,263,-9.08E-06,0.0014167,3.46E-05,0.00121761,3.86,400,13.8473,100,400
GE Energy: GEPVe-3500-NA-240 240V [CEC 2009],240,55.52159525,3500,3637.57556,265.1366667,-7.71E-06,1.73E-03,5.44E-05,1.05E-03,3.86,500,18,200,450
GE Energy: GEPVe-4600-NA-208 [208V] 208V [CEC 2018],208,54.5701,4600,4797.81,254,-6.00E-06,0.0013814,2.81E-05,0.000889166,4,400,18.889,100,400
GE Energy: GEPVe-4800-NA-240 [240V] 240V [CEC 2018],240,85.1457,4800,4968.03,263,-6.16E-06,0.000586091,3.36E-05,0.000194973,4.1,400,18.8898,100,400
GE Energy: GEPVe-5200-NA-240 [240V] 240V [CEC 2018],240,65.4711,5200,5391.65,280,-4.71E-06,0.000675799,2.29E-05,0.000331787,4,400,19.2559,100,400
Gefran: APV 1700-2M-TL-US (208V) 208V [CEC 2011],208,11.67021966,1500,1556.246942,330.4518333,-1.34E-05,-1.22E-04,-4.80E-05,-6.10E-04,0.07,450,15,120,450
Gefran: APV 1700-2M-TL-US (240V) 240V [CEC 2011],240,13.35596368,1650,1709.12846,330.4623389,-1.12E-05,-1.89E-03,-7.19E-05,-1.93E-03,0.11,450,15,120,450
Gefran: APV 1700-2M-TL-US (277V) 277V [CEC 2011],277,15.41309956,1650,1707.971537,330.4759333,-8.13E-06,-3.04E-04,-5.96E-05,-1.18E-03,0.13,450,15,120,450
Gefran: APV 1700-2M-TL-US [208V] 208V [CEC 2018],208,11.8068,1500,1555.64,330,-1.40E-05,-5.30E-05,-2.00E-05,-0.000162526,0.07,360,4.71407,100,360
Gefran: APV 1700-2M-TL-US [240V] 240V [CEC 2018],240,15.0744,1650,1707.89,330,-1.23E-05,-0.000724061,-2.78E-05,-0.000826946,0.11,360,5.17543,100,360
Gefran: APV 1700-2M-TL-US [277V] 277V [CEC 2018],277,17.7064,1650,1707.08,330,-9.92E-06,-9.48E-05,-2.35E-05,-0.000351732,0.13,360,5.17296,100,360
Gefran: APV 2300-2M-TL-US (208V) 208V [CEC 2011],208,10.63036496,1800,1868.844753,360.4475172,-9.37E-06,-1.01E-03,-2.32E-05,-1.30E-03,0.09,500,15,120,450
Gefran: APV 2300-2M-TL-US (240V) 240V [CEC 2011],240,11.8675667,2000,2067.880951,360.4406778,-7.59E-06,-1.79E-03,-5.51E-05,-1.55E-03,0.1,500,15,120,450
Gefran: APV 2300-2M-TL-US (277V) 277V [CEC 2011],277,13.80038618,2000,2063.727633,360.4994889,-5.97E-06,-3.61E-03,-7.74E-05,-2.87E-03,0.14,500,15,120,450
Gefran: APV 2300-2M-TL-US [208V] 208V [CEC 2018],208,10.367,1800,1868.53,360,-9.42E-06,-0.000521495,-1.22E-05,-0.000669537,0.09,400,5.19037,100,400
Gefran: APV 2300-2M-TL-US [240V] 240V [CEC 2018],240,13.4045,2000,2066.66,360,-8.57E-06,-0.000851289,-2.72E-05,-0.000626976,0.1,400,5.74071,100,400
Gefran: APV 2300-2M-TL-US [277V] 277V [CEC 2018],277,15.1258,2000,2062.1,360,-6.54E-06,-0.00169891,-3.51E-05,-0.00151319,0.14,400,5.72806,100,400
Gefran: APV 3100-2M-TL-US (208V) 208V [CEC 2011],208,16.02411239,2500,2597.263825,360.5181778,-9.27E-06,-7.59E-04,-4.00E-05,-1.06E-03,0.1,500,20,120,450
Gefran: APV 3100-2M-TL-US (240V) 240V [CEC 2011],240,16.31493266,2800,2890.795583,360.50215,-6.53E-06,-3.25E-03,-6.54E-05,-8.68E-04,0.15,500,20,120,450
Gefran: APV 3100-2M-TL-US (277V) 277V [CEC 2011],277,18.14560439,2800,2888.111878,360.5084611,-5.28E-06,-4.57E-03,-8.96E-05,-2.97E-04,0.19,500,20,120,450
Gefran: APV 3100-2M-TL-US [208V] 208V [CEC 2018],208,15.1132,2500,2596.42,360,-9.02E-06,-0.000406135,-2.01E-05,-0.000475667,0.1,400,7.21227,100,400
Gefran: APV 3100-2M-TL-US [240V] 240V [CEC 2018],240,18.32653,2800,2888.397705,360,-7.30E-06,-0.001615,-0.000032,-0.000371,0.15,400,8.023327,100,400
Gefran: APV 3100-2M-TL-US [277V] 277V [CEC 2018],277,19.9117,2800,2885.58,360,-5.99E-06,-0.00207634,-4.11E-05,-9.42E-05,0.19,400,8.01551,100,400
Gefran: APV 3800-2M-TL-DM-US (208V) 208V [CEC 2011],208,22.47813832,3600,3713.376498,376.6493167,-4.36E-06,-9.52E-04,-4.09E-05,1.37E-03,0.23,600,10,120,550
Gefran: APV 3800-2M-TL-DM-US (240V) 240V [CEC 2011],240,18.34857941,3600,3700.224705,375.3709444,-2.91E-06,-2.19E-03,-4.28E-05,1.67E-03,0.31,600,10,120,550
Gefran: APV 3800-2M-TL-DM-US (277V) 277V [CEC 2011],277,21.97961424,3600,3694.393857,375.5108667,-2.05E-06,-2.39E-03,-6.28E-05,5.54E-03,0.4,600,10,120,550
Gefran: APV 3800-2M-TL-US (208V) 208V [CEC 2016],208,21.8105,3600,3710.3,375,-4.55E-06,-0.000683468,-2.38E-05,0.000750908,0.23,450,0.008,100,450
Gefran: APV 3800-2M-TL-US (240V) 240V [CEC 2016],240,17.2691,3600,3696.72,375,-3.08E-06,-0.0014471,-2.51E-05,0.000945921,0.31,450,0.008,100,450
Gefran: APV 3800-2M-TL-US (277V) 277V [CEC 2016],277,20.9005,3600,3690,375,-2.39E-06,-0.00136668,-3.43E-05,0.00262245,0.4,450,0.008,100,450
Gefran: APV 3800-2M-TL-US [208V] 208V [CEC 2018],208,21.8105,3600,3710.3,375,-4.55E-06,-0.000683468,-2.38E-05,0.000750908,0.23,450,9.89414,100,450
Gefran: APV 3800-2M-TL-US [240V] 240V [CEC 2018],240,17.2691,3600,3696.72,375,-3.08E-06,-0.0014471,-2.51E-05,0.000945921,0.31,450,9.85791,100,450
Gefran: APV 3800-2M-TL-US [277V] 277V [CEC 2018],277,20.9005,3600,3690,375,-2.39E-06,-0.00136668,-3.43E-05,0.00262245,0.4,450,9.83999,100,450
Gefran: APV 4400-2M-TL-DM-US (208V) 208V [CEC 2011],208,24.71168247,4200,4333.245368,375.5034944,-3.43E-06,-0.001947993,-1.98E-05,1.77E-03,0.25,600,15,120,550
Gefran: APV 4400-2M-TL-DM-US (240V) 240V [CEC 2011],240,18.34857941,4200,4321.830739,375.3709444,-2.91E-06,-2.19E-03,-3.82E-05,1.67E-03,0.33,600,15,120,550
Gefran: APV 4400-2M-TL-DM-US (277V) 277V [CEC 2011],277,30.19460695,4200,4320.354441,375.4994667,-3.35E-06,-1.94E-03,-5.17E-05,-1.95E-03,0.4,600,15,120,550
Gefran: APV 4400-2M-TL-US (208V) 208V [CEC 2016],208,25.1911,4200,4332.53,375,-3.91E-06,-0.00131555,-9.05E-06,0.000900746,0.25,450,0.00933333,100,450
Gefran: APV 4400-2M-TL-US (240V) 240V [CEC 2016],240,20.1472,4200,4312.83,375,-2.64E-06,-0.00144706,-2.51E-05,0.0009459,0.33,450,0.00933333,100,450
Gefran: APV 4400-2M-TL-US (277V) 277V [CEC 2016],277,31.6517,4200,4316.63,375,-3.72E-06,-0.00085054,-2.79E-05,-0.000787091,0.4,450,0.00933333,100,450
Gefran: APV 4400-2M-TL-US [208V] 208V [CEC 2018],208,25.1911,4200,4332.53,375,-3.91E-06,-0.00131555,-9.05E-06,0.000900746,0.25,450,11.5534,100,450
Gefran: APV 4400-2M-TL-US [240V] 240V [CEC 2018],240,20.1472,4200,4312.83,375,-2.64E-06,-0.00144706,-2.51E-05,0.0009459,0.33,450,11.5009,100,450
Gefran: APV 4400-2M-TL-US [277V] 277V [CEC 2018],277,31.6517,4200,4316.63,375,-3.72E-06,-0.00085054,-2.79E-05,-0.000787091,0.4,450,11.511,100,450
Gefran: APV 5200-2M-TL-DM-US (208V) 208V [CEC 2011],208,20.83718721,4600,4772.531054,375.4540167,-5.17E-06,7.90E-04,-2.55E-05,-4.12E-04,0.26,600,15,120,550
Gefran: APV 5200-2M-TL-DM-US (240V) 240V [CEC 2011],240,22.78780395,4600,4746.151209,375.4143278,-3.96E-06,-1.61E-03,-3.64E-05,8.35E-04,0.36,600,15,120,550
Gefran: APV 5200-2M-TL-DM-US (277V) 277V [CEC 2011],277,22.04168818,4600,4724.759054,375.5013667,-2.30E-06,-3.13E-03,-4.56E-05,1.75E-03,0.43,600,15,120,550
Gefran: APV 5200-2M-TL-US (208V) 208V [CEC 2016],208,21.0611,4600,4770.27,375,-5.10E-06,0.00033775,-1.49E-05,-0.000194825,0.26,450,0.0102222,100,450
Gefran: APV 5200-2M-TL-US (240V) 240V [CEC 2016],240,16.3635,4600,4742.07,375,-3.39E-06,-0.00314575,-2.18E-05,-0.000392996,0.36,450,0.0102222,100,450
Gefran: APV 5200-2M-TL-US (277V) 277V [CEC 2016],277,21.1789,4600,4720.81,375,-2.50E-06,-0.00190066,-2.52E-05,0.000750348,0.43,450,0.0102222,100,450
Gefran: APV 5200-2M-TL-US [208V] 208V [CEC 2018],208,21.0611,4600,4770.27,375,-5.10E-06,0.00033775,-1.49E-05,-0.000194825,0.26,450,12.7207,100,450
Gefran: APV 5200-2M-TL-US [240V] 240V [CEC 2018],240,16.3635,4600,4742.07,375,-3.39E-06,-0.00314575,-2.18E-05,-0.000392996,0.36,450,12.6455,100,450
Gefran: APV 5200-2M-TL-US [277V] 277V [CEC 2018],277,21.1789,4600,4720.81,375,-2.50E-06,-0.00190066,-2.52E-05,0.000750348,0.43,450,12.5888,100,450
General Electric Company: PVIA2000NA1240 (240 Vac) 240V [CEC 2011],240,31.28102491,2110,2191.865617,399.2072907,-4.31E-06,5.49E-04,-7.67E-05,-2.91E-03,0.25,500,14.6,150,450
General Electric Company: PVIA3000NA1240 (240 Vac) 240V [CEC 2011],240,31.26504645,3180,3313.675805,389.5132537,-6.00E-06,2.61E-04,-9.47E-05,-1.96E-03,0.25,500,22,150,450
General Electric Company: PVIA4000NA1240 (240 Vac) 240V [CEC 2011],240,32.45080794,5240,5495.829926,386.0825389,-4.70E-06,-2.51E-04,-9.69E-05,-2.34E-03,0.2,500,18.3,150,450
General Electric: PVIA2000NA1240 [240V] 240V [CEC 2018],240,42.1968,2110,2193.4,375,-1.19E-05,0.00102618,-6.52E-05,0.000535655,0.25,400,5.84906,100,400
General Electric: PVIA2000NA1240 240V [CEC 2016],240,42.1968,2110,2193.4,375,-1.19E-05,0.00102618,-6.52E-05,0.000535655,0.25,400,0.005275,100,400
General Electric: PVIA3000NA1240 [240V] 240V [CEC 2018],240,36.0334,3180,3315.65,375,-7.98E-06,0.000543705,-7.52E-05,-0.000338346,0.25,400,8.84174,100,400
General Electric: PVIA3000NA1240 240V [CEC 2016],240,36.0334,3180,3315.65,375,-7.98E-06,0.000543705,-7.52E-05,-0.000338346,0.25,400,0.00795,100,400
General Electric: PVIA4000NA1240 [240V] 240V [CEC 2018],240,32.6007,4160,4340.86,380,-4.67E-06,0.000323983,-6.21E-05,-0.000879904,0.2,400,11.4233,100,400
General Electric: PVIA4000NA1240 240V [CEC 2016],240,32.6007,4160,4340.86,380,-4.67E-06,0.000323983,-6.21E-05,-0.000879904,0.2,400,0.0104,100,400
General Electric: PVIA5000NA1240 [240V] 240V [CEC 2018],240,32.0862,5240,5489.16,380,-4.41E-06,-8.28E-05,-7.39E-05,-0.00160387,0.2,400,14.4451,100,400
General Electric: PVIA5000NA1240 240V [CEC 2016],240,32.0862,5240,5489.16,380,-4.41E-06,-8.28E-05,-7.39E-05,-0.00160387,0.2,400,0.0131,100,400
Geoprotek Technology: GS-1000 (208V) 208V [CEC 2016],208,25.3299,1550,1621.29,325,-9.52E-06,-0.000139737,-2.85E-05,-0.000219147,0.21,360,0.00430556,100,360
Geoprotek Technology: GS-1000 (240V) 240V [CEC 2016],240,25.3568,1550,1618.54,325,-7.98E-06,-7.04E-05,-2.18E-05,0.000428322,0.32,360,0.00430556,100,360
Geoprotek Technology: GS-1000 [208V] 208V [CEC 2018],208,25.3299,1550,1621.29,325,-9.52E-06,-0.000139737,-2.85E-05,-0.000219147,0.21,360,4.9886,100,360
Geoprotek Technology: GS-1000 [240V] 240V [CEC 2018],240,25.3568,1550,1618.54,325,-7.98E-06,-7.04E-05,-2.18E-05,0.000428322,0.32,360,4.98012,100,360
Geoprotek Technology: GS-1500 (208V) 208V [CEC 2016],208,25.3299,1550,1621.29,325,-9.52E-06,-0.000139737,-2.85E-05,-0.000219147,0.21,360,0.00430556,100,360
Geoprotek Technology: GS-1500 (240V) 240V [CEC 2016],240,25.3568,1550,1618.54,325,-7.98E-06,-7.04E-05,-2.18E-05,0.000428322,0.32,360,0.00430556,100,360
Geoprotek Technology: GS-1500 [208V] 208V [CEC 2018],208,25.3299,1550,1621.29,325,-9.52E-06,-0.000139737,-2.85E-05,-0.000219147,0.21,360,4.9886,100,360
Geoprotek Technology: GS-1500 [240V] 240V [CEC 2018],240,25.3568,1550,1618.54,325,-7.98E-06,-7.04E-05,-2.18E-05,0.000428322,0.32,360,4.98012,100,360
Geoprotek Technology: GS-2000 (208V) 208V [CEC 2016],208,20.9214,2060,2147.71,325,-8.62E-06,-0.00024351,-2.63E-05,0.000212652,0.29,360,0.00572222,100,360
Geoprotek Technology: GS-2000 (240V) 240V [CEC 2016],240,25.8157,2060,2150.91,325,-9.09E-06,-5.08E-05,-1.87E-05,0.00119111,0.36,360,0.00572222,100,360
Geoprotek Technology: GS-2000 [208V] 208V [CEC 2018],208,20.9214,2060,2147.71,325,-8.62E-06,-0.00024351,-2.63E-05,0.000212652,0.29,360,6.60835,100,360
Geoprotek Technology: GS-2000 [240V] 240V [CEC 2018],240,25.8157,2060,2150.91,325,-9.09E-06,-5.08E-05,-1.87E-05,0.00119111,0.36,360,6.61819,100,360
Geoprotek Technology: GS-3000 (208V) 208V [CEC 2016],208,18.6916,3000,3140.74,325,-6.73E-06,-0.0010348,-4.28E-05,-0.00249522,0.18,360,0.00833333,100,360
Geoprotek Technology: GS-3000 (240V) 240V [CEC 2016],240,24.4652,3010,3147.39,325,-6.57E-06,-0.000636566,-3.91E-05,-0.00201206,0.25,360,0.00836111,100,360
Geoprotek Technology: GS-3000 [208V] 208V [CEC 2018],208,18.6916,3000,3140.74,325,-6.73E-06,-0.0010348,-4.28E-05,-0.00249522,0.18,360,9.66381,100,360
Geoprotek Technology: GS-3000 [240V] 240V [CEC 2018],240,24.4652,3010,3147.39,325,-6.57E-06,-0.000636566,-3.91E-05,-0.00201206,0.25,360,9.68426,100,360
Geoprotek: GS-1000 (208V) 208V [CEC 2011],208,21.67020823,1550,1621.92247,292.7119667,-3.90E-06,-4.38E-04,-8.16E-05,2.50E-04,0.21,500,7.5,100,500
Geoprotek: GS-1000 (240V) 240V [CEC 2011],240,21.84655172,1550,1618.664327,293.0842148,-1.97E-06,-4.44E-04,-7.44E-05,-1.13E-03,0.32,500,7.5,100,500
Geoprotek: GS-1500 (208V) 208V [CEC 2011],208,21.67020823,1550,1621.92247,292.7119667,-3.90E-06,-4.38E-04,-8.16E-05,2.50E-04,0.21,500,7.5,150,500
Geoprotek: GS-1500 (240V) 240V [CEC 2011],240,21.84655172,1550,1618.664327,293.0842148,-1.97E-06,-4.44E-04,-7.44E-05,-1.13E-03,0.32,500,7.5,150,500
Geoprotek: GS-2000 (208V) 208V [CEC 2011],208,20.59120344,2060,2149.616965,300.432937,-7.65E-06,-4.23E-04,-7.90E-05,1.35E-03,0.29,500,10,150,500
Geoprotek: GS-2000 (240V) 240V [CEC 2011],240,24.17701648,2060,2150.776803,306.5136074,-6.04E-06,-2.18E-04,-6.03E-05,3.05E-03,0.36,500,10,150,500
Geoprotek: GS-3000 (208V) 208V [CEC 2011],208,20.33217074,3000,3147.306893,306.8288093,-7.67E-06,-2.38E-03,-1.25E-04,-5.99E-03,0.18,500,15,150,500
Geoprotek: GS-3000 (240V) 240V [CEC 2011],240,24.93843907,3010,3152.922534,307.1994889,-6.82E-06,-1.77E-03,-1.07E-04,-5.18E-03,0.25,500,15,150,500
Green Power Technologies: 1140WD3-HV560 [560V] 560V [CEC 2018],560,2840.92,1154944,1.18E+06,913,-1.14E-08,0.00144494,1.24E-05,0.000382771,279.91,1200,1291.4,801,1200
Green Power Technologies: 1170WD3-LV500 [500V] 500V [CEC 2018],500,2190.65,1135968,1.16E+06,793,-1.40E-08,0.00184189,1.05E-05,0.000686786,269.45,880,1466.87,741,880
Green Power Technologies: 1260WD3-HV620 [620V] 620V [CEC 2018],620,2975.44,1205298,1.23E+06,978,-1.02E-08,0.00142541,1.10E-05,0.000411061,263.99,1200,1257.03,887,1200
Green Power Technologies: 1400WD3-HV690 [690V] 690V [CEC 2018],690,3363.98,1350426,1.38E+06,1053,-8.78E-09,0.00162653,1.51E-05,0.000613681,275.89,1200,1306.14,987,1200
Green Power Technologies: 940WD3-LV400 [400V] 400V [CEC 2018],400,118.626,935550,961111,682,-5.84E-09,0.126481,1.42E-05,0.0165429,274.29,880,1409.25,593,880
Green Power Technologies: PV500U + MVT 395V [CEC 2016],395,2540.09,500000,523403,395,-5.54E-08,0.00198163,2.29E-05,0.000174503,140.4,600,0.833333,325,600
Green Power Technologies: PV500WD 240V [CEC 2013],240,155.1625261,600000,614786.4415,504.2835714,-1.83E-08,1.10E-02,2.14E-05,6.67E-04,154.4,1000,1530,395,825
Green Power Technologies: PV630WD 240V [CEC 2013],240,390.4785031,750000,766113.434,578.9480952,-1.45E-08,6.80E-03,1.73E-05,1.06E-03,155.7,1000,1530,495,825
Green Power Technologies: PV750WD 360V [CEC 2013],360,293.9756954,890000,906988.5477,647.602619,-1.11E-08,7.65E-03,1.73E-05,1.33E-03,154.1,1000,1530,585,825
Green Power Technologies: PV900WD 420V [CEC 2013],420,497.9522097,1080000,1098134.921,737.282381,-8.90E-09,6.59E-03,1.42E-05,1.12E-03,155.7,1000,1530,705,825
GreenVolts: GV-SCP001 [480V] 480V [CEC 2018],480,95.8993,16000,16598.2,810,-9.65E-07,0.000670664,2.07E-05,0.000159416,85,960,20.4916,760,960
GridPoint: Connect C36 51.2V [CEC 2016],51.2,63.587,3037,3382.7,51.2,-2.39E-05,0.0277037,0.00153,0.00189326,0,60,0.0506167,40,60
Growatt New Energy Technology Co  Ltd : Growatt 10000 TL3-US [240V] 240V [CEC 2018],240,100.02729,10100,10482.65234,420,-8.77E-07,0.000423,-0.000083,-0.002199,0.01,480,24.958696,250,480
Growatt New Energy Technology Co  Ltd : Growatt 10000TL-US [208V] 208V [CEC 2018],208,34.388844,10090,10456.41602,345,-1.66E-06,0.004632,0.000038,0.000475,0.05,480,30.308452,308,480
Growatt New Energy Technology Co  Ltd : Growatt 11000TL-US [240V] 240V [CEC 2018],240,32.937477,11700,12073.51856,380,-1.06E-06,0.007394,0.000041,0.003915,0.08,480,31.772417,356,480
Growatt New Energy Technology Co  Ltd : Growatt 12000 TL3-US [277V] 277V [CEC 2018],277,94.449982,11620,12063.62305,420,-8.38E-07,0.000077,-0.000083,-0.003032,0.01,480,28.722912,250,480
Growatt New Energy Technology Co  Ltd : Growatt 1500-US [208V] 208V [CEC 2018],208,11.695304,1500,1555.252075,330,-0.000013,-0.000144,-0.000022,-0.000529,0.07,360,4.712885,100,360
Growatt New Energy Technology Co  Ltd : Growatt 1500-US [240V] 240V [CEC 2018],240,15.560698,1650,1708.21521,330,-0.000013,-0.000848,-0.000028,-0.001101,0.11,360,5.17641,100,360
Growatt New Energy Technology Co  Ltd : Growatt 1500-US [277V] 277V [CEC 2018],277,18.101179,1650,1706.612671,330,-9.82E-06,-0.000167,-0.000027,-0.000875,0.13,360,5.171554,100,360
Growatt New Energy Technology Co  Ltd : Growatt 18000 TL3-US [277V] 277V [CEC 2018],277,112.037445,18310,18972.72852,420,-8.26E-07,0.002064,-0.000067,0.002851,0.01,480,45.173163,250,480
Growatt New Energy Technology Co  Ltd : Growatt 20000 TL3-US [277V] 277V [CEC 2018],277,98.47065,20420,21117.08398,420,-4.56E-07,0.001313,-0.000061,0.001856,0.2,480,50.278771,250,480
Growatt New Energy Technology Co  Ltd : Growatt 2000HF-US [208V] 208V [CEC 2018],208,19.204563,2000,2096.167236,360,-0.000014,0.000226,-0.000014,0.000269,0.1,450,5.822687,100,450
Growatt New Energy Technology Co  Ltd : Growatt 2000HF-US [240V] 240V [CEC 2018],240,24.114515,2000,2092.742188,360,-0.000017,0.000183,-6.44E-06,0.000552,0.12,450,5.813173,100,450
Growatt New Energy Technology Co  Ltd : Growatt 2000-US [208V] 208V [CEC 2018],208,10.518778,1800,1869.15564,360,-0.00001,-0.00042,-0.000012,-0.000425,0.09,400,5.192099,100,400
Growatt New Energy Technology Co  Ltd : Growatt 2000-US [240V] 240V [CEC 2018],240,13.296704,2000,2066.476074,360,-8.37E-06,-0.00088,-0.000026,-0.000606,0.1,400,5.740211,100,400
Growatt New Energy Technology Co  Ltd : Growatt 2000-US [277V] 277V [CEC 2018],277,14.723678,2000,2062.184082,360,-6.08E-06,-0.001861,-0.000036,-0.002026,0.14,400,5.728289,100,400
Growatt New Energy Technology Co  Ltd : Growatt 2500HF-US [208V] 208V [CEC 2018],208,22.211815,2500,2622.478516,360,-0.00001,-0.000184,-9.69E-06,0.000222,0.1,450,7.284663,100,450
Growatt New Energy Technology Co  Ltd : Growatt 2500HF-US [240V] 240V [CEC 2018],240,22.817265,2500,2618.009277,360,-9.16E-06,-0.000433,-0.000017,-0.000691,0.13,450,7.272248,100,450
Growatt New Energy Technology Co  Ltd : Growatt 3000HF-US [208V] 208V [CEC 2018],208,27.511972,3000,3144.227295,360,-8.13E-06,0.000515,-0.000013,0.000581,0.1,450,8.733965,100,450
Growatt New Energy Technology Co  Ltd : Growatt 3000HF-US [240V] 240V [CEC 2018],240,30.324846,3000,3146.420654,360,-0.00001,-0.000424,-0.000016,-0.000307,0.14,450,8.740057,100,450
Growatt New Energy Technology Co  Ltd : Growatt 3000-US [208V] 208V [CEC 2018],208,14.963387,2500,2596.140137,360,-8.81E-06,-0.00056,-0.00002,-0.000679,0.1,400,7.2115,100,400
Growatt New Energy Technology Co  Ltd : Growatt 3000-US [240V] 240V [CEC 2018],240,18.289433,2800,2888.433594,360,-7.28E-06,-0.001481,-0.000033,-0.000282,0.15,400,8.023427,100,400
Growatt New Energy Technology Co  Ltd : Growatt 3000-US [277V] 277V [CEC 2018],277,20.045076,2800,2885.731934,360,-6.09E-06,-0.002089,-0.000042,-0.000165,0.19,400,8.015922,100,400
Growatt New Energy Technology Co  Ltd : Growatt 33000TL3-US (N/A)V [CEC 2018],0,66.06749,32270,32886.92578,700,-3.60E-07,0.000192,-0.000024,-0.001132,2.092,800,46.981323,480,800
Growatt New Energy Technology Co  Ltd : Growatt 3600 MTL-US [208V] 208V [CEC 2018],208,21.701025,3600,3710.217041,375,-4.53E-06,-0.000807,-0.000026,0.00039,2.3,450,9.893912,100,450
Growatt New Energy Technology Co  Ltd : Growatt 3600 MTL-US [240V] 240V [CEC 2018],240,17.634388,3600,3697.786865,375,-3.30E-06,-0.001177,-0.000023,0.001611,0.31,450,9.860765,100,450
Growatt New Energy Technology Co  Ltd : Growatt 3600 MTL-US [277V] 277V [CEC 2018],277,20.866285,3600,3689.313721,375,-2.26E-06,-0.001461,-0.000036,0.002226,0.4,450,9.83817,100,450
Growatt New Energy Technology Co  Ltd : Growatt 36000TL3-US (N/A)V [CEC 2018],0,53.341007,35710,36401.98047,700,-2.44E-07,-0.001052,-0.000022,-0.00404,2.051,800,52.002829,520,800
Growatt New Energy Technology Co  Ltd : Growatt 40000TL3-US (N/A)V [CEC 2018],0,47.453869,39850,40614.03906,700,-1.54E-07,-0.004295,-0.000025,-0.008963,2.051,800,58.020056,570,800
Growatt New Energy Technology Co  Ltd : Growatt 4000MTLP-US [208V] 208V [CEC 2018],208,24.600325,3620,3750.282715,482,-1.51E-06,-0.001252,-0.000034,0.000283,0.05,550,7.78067,100,550
Growatt New Energy Technology Co  Ltd : Growatt 4000MTLP-US [240V] 240V [CEC 2018],240,25.746746,4050,4178.418457,482,-1.16E-06,-0.001196,-0.000035,0.000787,0.05,550,8.668918,100,550
Growatt New Energy Technology Co  Ltd : Growatt 4000MTLP-US [277V] 277V [CEC 2018],277,18.351374,4060,4175.806152,482,1.76E-06,-0.003263,-0.000045,0.001753,0.05,550,8.663498,100,550
Growatt New Energy Technology Co  Ltd : Growatt 4200 MTL-US [208V] 208V [CEC 2018],208,25.848154,4200,4333.924316,375,-4.23E-06,-0.0012,-8.82E-06,0.001073,0.25,450,11.557132,100,450
Growatt New Energy Technology Co  Ltd : Growatt 4200 MTL-US [240V] 240V [CEC 2018],240,20.573444,4200,4314.084473,375,-2.83E-06,-0.001177,-0.000023,0.001611,0.33,450,11.504225,100,450
Growatt New Energy Technology Co  Ltd : Growatt 4200 MTL-US [277V] 277V [CEC 2018],277,31.894945,4200,4317.214844,375,-3.81E-06,-0.000753,-0.000026,-0.000473,0.4,450,11.512573,100,450
Growatt New Energy Technology Co  Ltd : Growatt 5000 MTL-US [208V] 208V [CEC 2018],208,21.071201,4600,4769.602051,375,-5.05E-06,0.0004,-0.000016,-0.000231,0.26,450,12.718939,100,450
