Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Version
NSRDB,334602,-,-,-,32.21,-110.98,-7,730,-7,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,v2.0.1
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Pressure,Temperature,Wind Direction,Wind Speed
1998,1,1,0,0,-1.69580078125,0,0,0,879,7.296899414062523,131,2
1998,1,1,1,0,-2.130950927734375,0,0,0,879,6.854516601562523,133,2
1998,1,1,2,0,-2.483978271484375,0,0,0,879,6.495507812500023,133,2
1998,1,1,3,0,-2.7769775390625,0,0,0,878,6.197595214843773,135,2
1998,1,1,4,0,-2.98944091796875,0,0,0,878,5.981530761718773,136,2
1998,1,1,5,0,-3.109649658203125,0,0,0,878,5.859185791015648,133,2
1998,1,1,6,0,-3.215087890625,0,0,0,878,5.751885986328148,130,2
1998,1,1,7,0,-2.981964111328125,0,0,0,878,5.989007568359398,127,2
1998,1,1,8,0,-0.01300048828125,27,459,72,879,9.007196044921898,125,2
1998,1,1,9,0,3.392425537109375,50,754,256,879,12.464349365234398,124,2
1998,1,1,10,0,7.52557373046875,61,870,422,879,16.657128906250023,124,1
1998,1,1,11,0,11.59625244140625,67,924,543,878,20.786035156250023,159,1
1998,1,1,12,0,13.8995361328125,70,945,605,877,23.122949218750023,225,0
1998,1,1,13,0,14.69659423828125,70,943,601,877,23.931848144531273,257,1
1998,1,1,14,0,14.22760009765625,67,917,533,876,23.455926513671898,270,1
1998,1,1,15,0,12.8529052734375,60,859,409,876,22.061059570312523,279,1
1998,1,1,16,0,9.9921875,48,736,240,877,19.159143066406273,291,1
1998,1,1,17,0,6.783538818359375,24,413,59,877,15.904779052734398,303,1
1998,1,1,18,0,5.528106689453125,0,0,0,877,14.631341552734398,315,1
1998,1,1,19,0,4.427337646484375,0,0,0,878,13.514611816406273,344,0
1998,1,1,20,0,3.5582275390625,0,0,0,878,12.632836914062523,96,0
1998,1,1,21,0,2.95623779296875,0,0,0,878,12.021997070312523,122,1
1998,1,1,22,0,2.48284912109375,0,0,0,877,11.541650390625023,133,1
1998,1,1,23,0,2.118133544921875,0,0,0,876,11.171624755859398,141,2
1998,1,2,0,0,1.7957763671875,0,0,0,876,10.844476318359398,149,2
1998,1,2,1,0,1.5341796875,0,0,0,876,10.578942871093773,157,2
1998,1,2,2,0,1.2535400390625,0,0,0,876,10.294030761718773,166,3
1998,1,2,3,0,0.990478515625,0,0,0,875,10.027001953125023,175,3
1998,1,2,4,0,0.67596435546875,0,0,0,875,9.707666015625023,182,3
1998,1,2,5,0,0.359893798828125,0,0,0,875,9.386651611328148,188,3
1998,1,2,6,0,0.032501220703125,0,0,0,876,9.054040527343773,190,3
1998,1,2,7,0,0.107513427734375,0,0,0,876,9.130212402343773,190,3
1998,1,2,8,0,3.055877685546875,33,219,54,876,12.123406982421898,189,3
1998,1,2,9,0,6.3165283203125,56,0,56,876,15.431207275390648,190,3
1998,1,2,10,0,10.018585205078125,161,24,171,876,19.185968017578148,197,3
1998,1,2,11,0,12.412139892578125,208,412,421,875,21.613977050781273,205,4
1998,1,2,12,0,13.426300048828125,255,331,443,874,22.642999267578148,210,4
1998,1,2,13,0,13.5826416015625,240,397,464,874,22.801690673828148,213,4
1998,1,2,14,0,13.04888916015625,201,435,423,873,22.260186767578148,215,4
1998,1,2,15,0,11.810455322265625,145,457,331,873,21.003808593750023,215,4
1998,1,2,16,0,9.4219970703125,87,412,195,873,18.581201171875023,217,4
1998,1,2,17,0,6.103240966796875,29,237,49,873,15.215234375000023,218,3
1998,1,2,18,0,4.55181884765625,0,0,0,874,13.641473388671898,216,3
1998,1,2,19,0,3.387725830078125,0,0,0,874,12.460382080078148,213,3
1998,1,2,20,0,2.285491943359375,0,0,0,875,11.341790771484398,208,3
1998,1,2,21,0,1.29119873046875,0,0,0,875,10.332482910156273,203,3
1998,1,2,22,0,0.434051513671875,0,0,0,874,9.462152099609398,199,3
1998,1,2,23,0,-0.32952880859375,0,0,0,874,8.686608886718773,197,3
1998,1,3,0,0,-0.9959716796875,0,0,0,874,8.009515380859398,195,3
1998,1,3,1,0,-1.555908203125,0,0,0,874,7.440454101562523,192,3
1998,1,3,2,0,-1.97882080078125,0,0,0,873,7.010522460937523,192,3
1998,1,3,3,0,-2.024688720703125,0,0,0,873,6.963983154296898,192,3
1998,1,3,4,0,-1.9046630859375,0,0,0,873,7.086083984375023,191,3
1998,1,3,5,0,-1.86053466796875,0,0,0,873,7.130944824218773,190,2
1998,1,3,6,0,-1.68548583984375,0,0,0,873,7.308862304687523,190,2
1998,1,3,7,0,-1.51904296875,0,0,0,874,7.477929687500023,189,2
1998,1,3,8,0,-0.421112060546875,21,0,21,874,8.593621826171898,187,2
1998,1,3,9,0,1.811279296875,97,344,191,874,10.860498046875023,192,2
1998,1,3,10,0,4.494293212890625,85,725,387,874,13.583062744140648,200,3
1998,1,3,11,0,6.55975341796875,67,926,546,874,15.678216552734398,211,3
1998,1,3,12,0,7.85076904296875,70,950,610,873,16.987725830078148,221,3
1998,1,3,13,0,8.258331298828125,115,0,115,872,17.401147460937523,231,3
1998,1,3,14,0,7.9122314453125,241,200,344,872,17.050164794921898,237,3
1998,1,3,15,0,6.83380126953125,65,0,65,872,15.956445312500023,240,3
1998,1,3,16,0,4.94580078125,78,481,205,872,14.041467285156273,242,3
1998,1,3,17,0,2.070953369140625,26,436,64,872,11.124444580078148,244,2
1998,1,3,18,0,0.8310546875,0,0,0,873,9.865594482421898,243,2
1998,1,3,19,0,-0.05328369140625,0,0,0,873,8.967340087890648,238,2
1998,1,3,20,0,-0.866668701171875,0,0,0,874,8.140924072265648,230,2
1998,1,3,21,0,-1.602569580078125,0,0,0,874,7.392907714843773,223,2
1998,1,3,22,0,-1.99298095703125,0,0,0,874,6.995904541015648,216,2
1998,1,3,23,0,-2.07965087890625,0,0,0,874,6.907769775390648,211,2
1998,1,4,0,0,-2.46502685546875,0,0,0,874,6.515893554687523,208,2
1998,1,4,1,0,-3.0987548828125,0,0,0,874,5.871240234375023,207,2
1998,1,4,2,0,-3.787322998046875,0,0,0,874,5.170495605468773,203,2
1998,1,4,3,0,-4.22186279296875,0,0,0,873,4.728143310546898,201,2
1998,1,4,4,0,-4.596923828125,0,0,0,873,4.346276855468773,197,2
1998,1,4,5,0,-4.593353271484375,0,0,0,873,4.349877929687523,192,2
1998,1,4,6,0,-4.3809814453125,0,0,0,874,4.566033935546898,185,2
1998,1,4,7,0,-4.369140625,0,0,0,874,4.578057861328148,180,2
1998,1,4,8,0,-3.43670654296875,33,11,34,874,5.527215576171898,180,2
1998,1,4,9,0,-0.996795654296875,26,0,26,875,8.008416748046898,192,2
1998,1,4,10,0,2.9176025390625,176,57,200,875,11.983209228515648,212,2
1998,1,4,11,0,4.842864990234375,244,137,315,874,13.936700439453148,223,2
1998,1,4,12,0,5.34228515625,222,470,490,873,14.443444824218773,227,3
1998,1,4,13,0,5.471405029296875,70,949,610,873,14.574517822265648,232,3
1998,1,4,14,0,5.1260986328125,101,0,101,872,14.224267578125023,236,3
1998,1,4,15,0,4.349609375,87,0,87,872,13.436578369140648,239,3
1998,1,4,16,0,2.868865966796875,8,0,8,873,11.934197998046898,242,3
1998,1,4,17,0,1.19891357421875,26,438,66,873,10.239099121093773,242,2
1998,1,4,18,0,0.88702392578125,0,0,0,873,9.922357177734398,238,2
1998,1,4,19,0,0.625762939453125,0,0,0,874,9.657006835937523,233,2
1998,1,4,20,0,0.375274658203125,0,0,0,874,9.402581787109398,230,2
1998,1,4,21,0,-0.0115966796875,0,0,0,874,9.009667968750023,231,2
1998,1,4,22,0,-0.8721923828125,0,0,0,874,8.135278320312523,233,3
1998,1,4,23,0,-1.7972412109375,0,0,0,874,7.195062255859398,236,3
1998,1,5,0,0,-2.195465087890625,0,0,0,874,6.790155029296898,238,3
1998,1,5,1,0,-2.662872314453125,0,0,0,874,6.314782714843773,241,3
1998,1,5,2,0,-3.316802978515625,0,0,0,874,5.649468994140648,243,3
1998,1,5,3,0,-3.701263427734375,0,0,0,873,5.258294677734398,247,2
