Location,City,Region,Country,Latitude,Longitude,Time Zone,Elevation,Source
163200,Brindisi,ITA,Italy,40.650000,17.950000,1.0,10,IWEC
Year,Month,Day,Hour,Beam,Diffuse,Tdry,Tdew,Pres,Wdir,Wspd,Aod,Pwp,Alb
1982,1,1,0,0,0,13.8,12,1007,160,10,0.06,99.9,0.16
1982,1,1,1,0,0,13.4,12,1008,999,9.7,0.06,99.9,0.16
1982,1,1,2,0,0,13.1,12,1009,999,9.3,0.06,99.9,0.16
1982,1,1,3,0,0,13,12,1009,180,9,0.06,99.9,0.16
1982,1,1,4,0,0,12.9,11.9,1009,999,8.7,0.06,99.9,0.16
1982,1,1,5,0,0,12.8,11.8,1009,999,8.3,0.06,99.9,0.16
1982,1,1,6,0,0,13,12,1009,180,8,0.06,99.9,0.16
1982,1,1,7,0,21,13.5,12.5,1009,999,8.3,0.06,99.9,0.16
1982,1,1,8,303,70,14.1,12.9,1010,999,8.7,0.06,99.9,0.16
1982,1,1,9,257,127,14.6,13.3,1010,180,9,0.06,99.9,0.16
1982,1,1,10,318,157,15.4,14.2,1010,999,7.3,0.06,99.9,0.16
1982,1,1,11,330,176,16.2,15,1010,999,5.7,0.06,99.9,0.16
1982,1,1,12,327,173,17,15.7,1010,210,4,0.06,99.9,0.16
1982,1,1,13,203,169,16.9,15.7,1010,999,4,0.06,99.9,0.16
1982,1,1,14,118,118,16.9,15.6,1009,999,4,0.06,99.9,0.16
1982,1,1,15,6,54,16.8,15.5,1009,200,4,0.06,99.9,0.16
1982,1,1,16,0,5,15.9,14.6,1009,999,4.3,0.06,99.9,0.16
1982,1,1,17,0,0,14.9,13.7,1009,999,4.7,0.06,99.9,0.16
1982,1,1,18,0,0,14,12.7,1009,180,5,0.06,99.9,0.16
1982,1,1,19,0,0,13.7,12.4,1009,999,6.7,0.06,99.9,0.16
1982,1,1,20,0,0,13.5,12.1,1009,999,8.3,0.06,99.9,0.16
1982,1,1,21,0,0,13.2,11.8,1009,180,10,0.06,99.9,0.16
1982,1,1,22,0,0,13.1,11.9,1009,999,8.3,0.06,99.9,0.16
1982,1,1,23,0,0,13.1,12,1009,999,6.7,0.06,99.9,0.16
1982,1,2,0,0,0,13,12,1009,160,5,0.06,99.9,0.16
1982,1,2,1,0,0,13,11.8,1009,999,4,0.06,99.9,0.16
1982,1,2,2,0,0,13,11.6,1009,999,3,0.06,99.9,0.16
1982,1,2,3,0,0,13,11.3,1009,230,2,0.06,99.9,0.16
1982,1,2,4,0,0,12.8,11.1,1009,999,2,0.06,99.9,0.16
1982,1,2,5,0,0,12.6,10.9,1009,999,2,0.06,99.9,0.16
1982,1,2,6,0,0,12.4,10.6,1009,250,2,0.06,99.9,0.16
