Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Surface Albedo Units,Version
NSRDB,91486,-,-,-,34.85,-116.78,-8,561,-8,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,v3.0.0
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo
2008,1,1,0,0,0,0,0,-11,-1,950.0,182.5,3.4000000000000004,0.216
2008,1,1,1,0,0,0,0,-11,-1,950.0,180.9,3.1,0.216
2008,1,1,2,0,0,0,0,-11,-1,950.0,180.70000000000002,3.0,0.216
2008,1,1,3,0,0,0,0,-11,-2,950.0,179.4,3.3000000000000003,0.216
2008,1,1,4,0,0,0,0,-11,-2,960.0,178.4,3.6,0.216
2008,1,1,5,0,0,0,0,-11,-2,960.0,179.20000000000002,3.6,0.216
2008,1,1,6,0,0,0,0,-11,-1,960.0,181.60000000000002,4.0,0.216
2008,1,1,7,0,176,33,50,-11,1,960.0,181.20000000000002,4.800000000000001,0.216
2008,1,1,8,0,492,73,201,-12,3,960.0,178.20000000000002,5.1000000000000005,0.216
2008,1,1,9,0,862,56,396,-13,6,960.0,188.5,5.1000000000000005,0.216
2008,1,1,10,0,749,97,461,-14,8,960.0,192.9,5.0,0.216
2008,1,1,11,0,761,104,507,-15,9,950.0,191.60000000000002,4.800000000000001,0.216
2008,1,1,12,0,844,82,522,-15,10,950.0,191.0,4.6000000000000005,0.216
2008,1,1,13,0,676,108,421,-15,10,950.0,190.0,4.4,0.216
2008,1,1,14,0,481,114,286,-14,9,950.0,185.60000000000002,3.5,0.216
2008,1,1,15,0,501,55,162,-11,7,950.0,175.70000000000002,2.6,0.216
2008,1,1,16,0,0,21,21,-9,5,950.0,167.20000000000002,2.7,0.216
2008,1,1,17,0,0,0,0,-10,4,950.0,168.5,2.7,0.216
2008,1,1,18,0,0,0,0,-10,4,950.0,179.3,2.5,0.216
2008,1,1,19,0,0,0,0,-9,3,950.0,189.10000000000002,2.2,0.216
2008,1,1,20,0,0,0,0,-9,3,950.0,201.70000000000002,2.0,0.216
2008,1,1,21,0,0,0,0,-8,3,950.0,205.10000000000002,1.9000000000000001,0.216
2008,1,1,22,0,0,0,0,-8,2,950.0,203.9,1.9000000000000001,0.216
2008,1,1,23,0,0,0,0,-8,2,950.0,203.60000000000002,2.0,0.216
2008,1,2,0,0,0,0,0,-8,2,950.0,202.60000000000002,2.0,0.216
2008,1,2,1,0,0,0,0,-8,2,950.0,199.10000000000002,2.0,0.216
2008,1,2,2,0,0,0,0,-8,2,950.0,197.20000000000002,2.0,0.216
2008,1,2,3,0,0,0,0,-8,2,950.0,198.5,2.0,0.216
2008,1,2,4,0,0,0,0,-8,1,950.0,201.3,2.0,0.216
2008,1,2,5,0,0,0,0,-9,1,950.0,201.5,2.0,0.216
2008,1,2,6,0,0,0,0,-9,1,950.0,201.9,2.0,0.216
2008,1,2,7,0,289,31,59,-8,3,950.0,204.0,2.5,0.216
2008,1,2,8,0,262,97,166,-9,5,950.0,206.20000000000002,3.2,0.216
2008,1,2,9,0,860,65,405,-10,8,950.0,212.20000000000002,3.2,0.216
2008,1,2,10,0,888,80,512,-11,11,950.0,244.10000000000002,3.2,0.216
2008,1,2,11,0,909,84,565,-11,13,950.0,268.7,3.0,0.216
2008,1,2,12,0,712,120,492,-11,14,950.0,276.8,2.3000000000000003,0.216
2008,1,2,13,0,512,154,392,-10,13,950.0,276.1,1.8,0.216
2008,1,2,14,0,207,150,224,-8,12,950.0,269.6,1.2000000000000002,0.216
2008,1,2,15,0,357,69,146,-2,9,950.0,259.6,0.7000000000000001,0.216
2008,1,2,16,0,0,20,20,-3,7,950.0,238.70000000000002,0.8,0.216
2008,1,2,17,0,0,0,0,-4,7,950.0,226.9,0.9,0.216
2008,1,2,18,0,0,0,0,-4,6,950.0,218.8,1.0,0.216
2008,1,2,19,0,0,0,0,-4,6,950.0,217.5,1.1,0.216
2008,1,2,20,0,0,0,0,-5,6,950.0,221.70000000000002,1.2000000000000002,0.216
2008,1,2,21,0,0,0,0,-5,6,950.0,219.5,1.2000000000000002,0.216
2008,1,2,22,0,0,0,0,-5,6,950.0,225.8,1.3,0.216
2008,1,2,23,0,0,0,0,-5,6,950.0,238.60000000000002,1.2000000000000002,0.216
2008,1,3,0,0,0,0,0,-5,6,950.0,240.5,1.2000000000000002,0.216
2008,1,3,1,0,0,0,0,-5,5,950.0,241.9,1.3,0.216
2008,1,3,2,0,0,0,0,-5,5,950.0,247.8,1.3,0.216
2008,1,3,3,0,0,0,0,-6,5,950.0,253.8,1.3,0.216
2008,1,3,4,0,0,0,0,-6,4,950.0,259.5,1.3,0.216
2008,1,3,5,0,0,0,0,-6,4,950.0,262.3,1.3,0.216
2008,1,3,6,0,0,0,0,-6,4,950.0,262.1,1.2000000000000002,0.216
2008,1,3,7,0,348,32,65,-5,5,950.0,263.2,1.4000000000000001,0.216
2008,1,3,8,0,108,105,133,-3,7,950.0,257.5,1.8,0.216
2008,1,3,9,0,151,172,232,-4,8,950.0,281.5,1.8,0.216
2008,1,3,10,0,28,193,207,-5,10,950.0,311.0,1.5,0.216
2008,1,3,11,0,0,147,147,-5,11,950.0,332.90000000000003,1.1,0.216
2008,1,3,12,0,50,224,250,-5,11,940.0,353.40000000000003,1.0,0.216
2008,1,3,13,0,28,186,199,-2,10,940.0,14.700000000000001,0.7000000000000001,0.216
2008,1,3,14,0,0,70,70,0,9,940.0,18.3,0.4,0.216
2008,1,3,15,0,0,65,65,0,8,940.0,359.40000000000003,0.2,0.216
2008,1,3,16,0,0,9,9,-1,7,940.0,15.700000000000001,0.2,0.216
2008,1,3,17,0,0,0,0,-1,7,940.0,37.800000000000004,0.30000000000000004,0.216
2008,1,3,18,0,0,0,0,-1,6,940.0,57.300000000000004,0.30000000000000004,0.216
2008,1,3,19,0,0,0,0,-1,5,940.0,74.5,0.1,0.216
2008,1,3,20,0,0,0,0,-1,4,940.0,19.3,0.2,0.216
2008,1,3,21,0,0,0,0,0,3,940.0,346.70000000000005,0.5,0.216
2008,1,3,22,0,0,0,0,0,3,940.0,358.1,0.7000000000000001,0.216
2008,1,3,23,0,0,0,0,2,3,940.0,13.600000000000001,0.7000000000000001,0.216
2008,1,4,0,0,0,0,0,2,3,940.0,29.5,0.7000000000000001,0.216
2008,1,4,1,0,0,0,0,4,4,940.0,36.300000000000004,0.7000000000000001,0.216
2008,1,4,2,0,0,0,0,4,4,940.0,32.4,0.6000000000000001,0.216
2008,1,4,3,0,0,0,0,4,4,940.0,11.5,0.6000000000000001,0.216
2008,1,4,4,0,0,0,0,4,4,940.0,351.8,0.8,0.216
2008,1,4,5,0,0,0,0,4,4,940.0,346.5,0.9,0.216
2008,1,4,6,0,0,0,0,4,4,940.0,351.90000000000003,0.9,0.216
2008,1,4,7,0,362,30,64,4,5,940.0,354.40000000000003,1.4000000000000001,0.216
2008,1,4,8,0,214,101,157,4,8,940.0,355.3,2.2,0.216
2008,1,4,9,0,400,144,302,4,10,940.0,22.200000000000003,2.9000000000000004,0.216
2008,1,4,10,0,201,221,320,4,11,940.0,27.400000000000002,3.5,0.216
2008,1,4,11,0,60,233,266,4,12,940.0,27.900000000000002,3.7,0.216
2008,1,4,12,0,511,183,452,5,11,940.0,20.1,3.6,0.216
2008,1,4,13,0,0,62,62,5,10,940.0,19.0,2.9000000000000004,0.216
2008,1,4,14,0,0,31,31,6,9,940.0,27.1,1.8,0.216
2008,1,4,15,0,27,82,88,6,8,940.0,34.5,1.1,0.216
2008,1,4,16,0,0,12,12,6,7,940.0,33.7,1.1,0.216
2008,1,4,17,0,0,0,0,6,7,940.0,26.900000000000002,1.2000000000000002,0.216
2008,1,4,18,0,0,0,0,6,7,940.0,19.8,1.5,0.216
2008,1,4,19,0,0,0,0,6,7,940.0,21.200000000000003,1.7000000000000002,0.216
2008,1,4,20,0,0,0,0,6,7,940.0,22.400000000000002,1.8,0.216
2008,1,4,21,0,0,0,0,6,7,940.0,32.9,1.9000000000000001,0.216
2008,1,4,22,0,0,0,0,6,8,940.0,33.6,1.9000000000000001,0.216
2008,1,4,23,0,0,0,0,7,8,940.0,35.4,2.1,0.216
2008,1,5,0,0,0,0,0,8,9,940.0,30.200000000000003,2.3000000000000003,0.216
2008,1,5,1,0,0,0,0,8,9,940.0,23.900000000000002,2.5,0.216
2008,1,5,2,0,0,0,0,9,9,940.0,15.8,2.5,0.216
2008,1,5,3,0,0,0,0,8,8,940.0,10.9,2.6,0.216
