Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,23877,-,-,India,16.75,74.25,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.0
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Pressure,Temperature,Wind Direction,Wind Speed
2006,1,1,0,30,15.0,0,0,0,959,17.9378798215414,355,1
2006,1,1,1,30,15.0,0,0,0,958,17.415540690693945,14,1
2006,1,1,2,30,15.0,0,0,0,958,16.939297968488745,27,1
2006,1,1,3,30,14.0,0,0,0,958,16.510682926906895,36,1
2006,1,1,4,30,14.0,0,0,0,958,16.133108664194765,45,1
2000,1,1,5,30,13.0,0,0,0,956,15.110161778416284,99,3
2000,1,1,6,30,13.0,0,0,0,957,14.960392027468515,99,3
2000,1,1,7,30,14.0,36,149,50,958,16.9267904187019,100,3
2000,1,1,8,30,14.0,105,484,254,958,20.591978477719522,102,3
2000,1,1,9,30,14.0,142,654,465,959,23.88921190278569,107,3
2000,1,1,10,30,14.0,163,744,639,958,25.854750372120634,107,3
2000,1,1,11,30,14.0,175,790,754,957,27.168581348686587,106,3
2000,1,1,12,30,14.0,179,806,799,956,27.897676807670962,104,3
2000,1,1,13,30,14.0,176,795,769,955,28.138106085011316,102,3
2000,1,1,14,30,14.0,166,756,667,954,27.752674202707453,101,2
2000,1,1,15,30,13.0,147,676,504,954,26.772160293946627,100,2
2000,1,1,16,30,14.0,114,528,298,955,25.09511269137704,100,2
2000,1,1,17,30,15.0,64,93,77,955,22.484677581756046,100,2
2000,1,1,18,30,15.0,0,0,0,956,21.424243038276927,100,2
2000,1,1,19,30,15.0,0,0,0,957,20.74679084115843,99,2
2000,1,1,20,30,15.0,0,0,0,957,20.10198833394071,97,2
2000,1,1,21,30,14.0,0,0,0,957,19.4876282191928,95,2
2000,1,1,22,30,14.0,0,0,0,957,18.83126258931327,94,2
2000,1,1,23,30,14.0,0,0,0,957,18.253234796249444,93,2
2000,1,2,0,30,14.0,0,0,0,957,17.75675768200165,92,2
2000,1,2,1,30,14.0,0,0,0,956,17.307816204959124,91,2
2000,1,2,2,30,14.0,0,0,0,956,16.950741099949596,89,3
2000,1,2,3,30,14.0,0,0,0,956,16.64597129279008,89,3
2000,1,2,4,30,14.0,0,0,0,956,16.352526324604582,90,3
2000,1,2,5,30,14.0,0,0,0,957,16.13175854878682,91,3
2000,1,2,6,30,14.0,0,0,0,958,16.101444017576114,91,3
2000,1,2,7,30,15.0,36,147,49,959,17.990706434371873,91,3
2000,1,2,8,30,15.0,105,485,253,959,21.56098804544115,94,3
2000,1,2,9,30,14.0,142,656,465,959,24.725643118812627,96,4
2000,1,2,10,30,14.0,164,747,640,959,26.553148028458565,94,3
2000,1,2,11,30,14.0,175,793,756,958,27.741248121191347,92,3
2000,1,2,12,30,14.0,180,808,801,957,28.49366747173991,91,3
2000,1,2,13,30,14.0,177,797,771,956,28.714227747640905,91,3
2000,1,2,14,30,14.0,166,757,669,955,28.35664631921327,90,2
2000,1,2,15,30,13.0,147,678,506,955,27.399127798685186,88,2
2000,1,2,16,30,14.0,115,530,301,955,25.737405637900054,87,2
2000,1,2,17,30,15.0,60,132,79,956,23.04064446355983,87,1
2000,1,2,18,30,15.0,0,0,0,956,21.954863667610425,87,1
2000,1,2,19,30,15.0,0,0,0,957,21.15382056953382,88,1
2000,1,2,20,30,14.0,0,0,0,958,20.411900611298563,91,2
2000,1,2,21,30,14.0,0,0,0,958,19.76651123603591,94,2
2000,1,2,22,30,14.0,0,0,0,958,19.15682305970722,97,2
2000,1,2,23,30,14.0,0,0,0,957,18.49579311119544,98,2
2000,1,3,0,30,14.0,0,0,0,957,17.86455651461739,97,3
2000,1,3,1,30,14.0,0,0,0,957,17.234944270981998,96,3
2000,1,3,2,30,14.0,0,0,0,956,16.644857684093267,93,3
2000,1,3,3,30,14.0,0,0,0,956,16.126080909136647,89,3
2000,1,3,4,30,14.0,0,0,0,956,15.68908278167828,85,3
2000,1,3,5,30,14.0,0,0,0,956,15.300597867180102,82,3
2000,1,3,6,30,14.0,0,0,0,957,15.158174166192794,80,3
2000,1,3,7,30,14.0,35,146,48,958,17.283212218329993,79,3
2000,1,3,8,30,15.0,105,487,254,958,21.131394715780004,82,3
2000,1,3,9,30,15.0,142,659,466,959,24.757485306342915,85,3
2000,1,3,10,30,14.0,164,749,642,958,27.019278126116603,83,3
2000,1,3,11,30,14.0,176,796,759,957,28.50605989609545,79,3
2000,1,3,12,30,14.0,180,811,805,956,29.373260989920084,78,2
2000,1,3,13,30,14.0,177,800,775,955,29.631447152012356,77,2
2000,1,3,14,30,14.0,167,761,674,955,29.264991287656244,76,2
2000,1,3,15,30,13.0,148,682,510,954,28.207056116781587,73,2
2000,1,3,16,30,14.0,115,535,304,954,26.50173152435059,68,1
2000,1,3,17,30,16.0,65,83,77,955,23.687387622900474,59,1
2000,1,3,18,30,15.0,0,0,0,955,22.52763862390583,50,1
2000,1,3,19,30,15.0,0,0,0,956,21.715793347998044,49,1
2000,1,3,20,30,14.0,0,0,0,957,20.91836596025695,55,1
2000,1,3,21,30,14.0,0,0,0,957,20.16402328204589,65,2
2000,1,3,22,30,14.0,0,0,0,956,19.383830645233786,74,2
2000,1,3,23,30,13.0,0,0,0,956,18.640223682202475,81,2
2000,1,4,0,30,13.0,0,0,0,956,17.978471826706425,87,2
2000,1,4,1,30,13.0,0,0,0,956,17.537518620775984,90,2
2000,1,4,2,30,13.0,0,0,0,955,17.131012617288775,88,2
2000,1,4,3,30,13.0,0,0,0,955,16.507061301708006,84,3
2000,1,4,4,30,13.0,0,0,0,955,15.953210134929236,81,3
2000,1,4,5,30,13.0,0,0,0,956,15.560077566641098,80,3
2000,1,4,6,30,13.0,0,0,0,956,15.442159480888222,80,3
2000,1,4,7,30,13.0,38,81,46,957,17.57210494999049,80,3
2000,1,4,8,30,14.0,104,484,252,958,21.45421963756513,85,2
2000,1,4,9,30,14.0,142,656,464,958,25.360652916007894,95,3
2000,1,4,10,30,14.0,164,747,640,958,27.66475234463752,98,2
2000,1,4,11,30,14.0,175,793,757,957,29.146125315793483,95,2
2000,1,4,12,30,14.0,180,809,804,956,29.952542063982776,89,1
2000,1,4,13,30,14.0,177,799,776,955,30.128546936948226,82,1
2000,1,4,14,30,14.0,167,760,675,955,29.73404699075752,72,1
2000,1,4,15,30,13.0,148,682,512,954,28.627859407641097,62,1
2000,1,4,16,30,13.0,116,536,306,954,26.918469309862928,56,1
2000,1,4,17,30,15.0,63,148,85,955,24.208536267587817,56,1
2000,1,4,18,30,16.0,0,0,0,955,23.142424466335058,61,1
2000,1,4,19,30,14.0,0,0,0,956,22.448900191600615,70,1
2000,1,4,20,30,14.0,0,0,0,956,21.62594212983646,80,1
2000,1,4,21,30,14.0,0,0,0,956,20.89395592110492,88,2
2000,1,4,22,30,14.0,0,0,0,956,20.15287139710125,94,2
2000,1,4,23,30,14.0,0,0,0,956,19.36265776459868,99,2
2000,1,5,0,30,13.0,0,0,0,956,18.662467852772465,101,2
2000,1,5,1,30,13.0,0,0,0,956,17.994507303522198,100,2
2000,1,5,2,30,13.0,0,0,0,956,17.383472808744102,96,2
2000,1,5,3,30,13.0,0,0,0,955,16.853460955660807,90,3
2000,1,5,4,30,13.0,0,0,0,956,16.402920211009814,87,3
2000,1,5,5,30,13.0,0,0,0,956,16.00842127300797,87,3
2000,1,5,6,30,13.0,0,0,0,957,15.841824803301677,87,3
2000,1,5,7,30,14.0,38,77,45,958,17.91268078493323,89,3
2000,1,5,8,30,14.0,105,487,253,958,21.730496234068823,94,3
2000,1,5,9,30,14.0,142,660,467,958,25.31816903645779,101,3
2000,1,5,10,30,14.0,164,751,644,958,27.56355597976983,102,3
2000,1,5,11,30,14.0,176,797,761,957,29.01758186846382,100,2
2000,1,5,12,30,13.0,227,716,780,956,29.774286263052602,94,2
2000,1,5,13,30,13.0,194,774,775,955,29.91880646799177,87,2
2000,1,5,14,30,13.0,167,761,677,955,29.507020764988738,80,1
2000,1,5,15,30,13.0,148,684,515,954,28.45781283522666,71,1
2000,1,5,16,30,13.0,116,539,309,954,26.754437512762706,63,1
2000,1,5,17,30,15.0,67,95,82,955,23.886650452415836,55,1
2000,1,5,18,30,15.0,0,0,0,955,22.680980962752756,52,2
2000,1,5,19,30,14.0,0,0,0,956,21.868048096560415,54,2
2000,1,5,20,30,14.0,0,0,0,957,21.09135985688374,60,2
2000,1,5,21,30,14.0,0,0,0,957,20.377579627622026,67,2
2000,1,5,22,30,13.0,0,0,0,957,19.675223228875893,74,2
2000,1,5,23,30,13.0,0,0,0,957,18.93990476207216,80,3
