Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
TMY2,13957,Shreveport,LA,USA,32.466667,-93.816667,-6,79
Year,Month,Day,Hour,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
1967,1,1,0,0,0,0,3.9,3.9,100,1003,0,0,0
1967,1,1,1,0,0,0,3.3,3.3,100,1003,0,0,0
1967,1,1,2,0,0,0,2.8,2.8,100,1003,0,0,0
1967,1,1,3,0,0,0,2.8,2.8,100,1003,0.7,350,0
1967,1,1,4,0,0,0,2.8,2.8,100,1004,1.4,350,0
1967,1,1,5,0,0,0,2.8,2.8,100,1004,2.1,340,0
1967,1,1,6,0,0,0,3.2,3.2,100,1004,2.9,330,0
1967,1,1,7,21,0,21,3.5,3.5,100,1004,3.8,330,0
1967,1,1,8,53,1,52,3.9,3.9,100,1003,4.6,320,0
1967,1,1,9,174,1,174,4.8,4.1,95,1004,3.9,320,0
1967,1,1,10,301,72,266,5.8,4.5,91,1004,3.3,310,0
1967,1,1,11,208,4,205,6.7,4.4,86,1005,2.6,310,0
1967,1,1,12,432,388,212,8,4.6,79,1004,2.6,310,0
1967,1,1,13,358,353,171,9.3,4.7,73,1004,2.6,310,0
1967,1,1,14,399,724,79,10.6,4.4,66,1003,2.6,310,0
1967,1,1,15,256,632,60,9.5,4.1,69,1003,1.7,290,0
1967,1,1,16,93,410,34,8.3,3.8,73,1003,0.9,270,0
1967,1,1,17,8,24,5,7.2,3.3,76,1003,0,0,0
1967,1,1,18,0,0,0,5.7,3,83,1003,0,0,0
1967,1,1,19,0,0,0,4.3,2.6,89,1003,0,0,0
1967,1,1,20,0,0,0,2.8,2.2,96,1003,0,0,0
1967,1,1,21,0,0,0,2.6,2,96,1003,0.5,190,0
1967,1,1,22,0,0,0,2.4,1.8,96,1003,1,170,0
1967,1,1,23,0,0,0,2.2,1.7,96,1003,1.5,150,0
1967,1,2,0,0,0,0,1.1,0.5,96,1003,1,150,0
1967,1,2,1,0,0,0,0,-0.5,96,1002,0.5,150,0
1967,1,2,2,0,0,0,-1.1,-1.7,96,1002,0,0,0
1967,1,2,3,0,0,0,-1.5,-2.1,95,1002,0.5,140,0
1967,1,2,4,0,0,0,-1.8,-2.7,93,1001,1,140,0
1967,1,2,5,0,0,0,-2.2,-3.3,92,1001,1.5,140,0
1967,1,2,6,0,0,0,-0.4,-1.3,93,1001,2.4,140,0
1967,1,2,7,32,167,16,1.5,0.8,95,1001,3.2,130,0
1967,1,2,8,168,624,35,3.3,2.8,96,1001,4.1,130,0
1967,1,2,9,343,800,49,6.3,4.1,86,1000,4.5,140,0
1967,1,2,10,481,873,60,9.2,5.2,76,999,4.8,160,0
1967,1,2,11,568,913,66,12.2,6.1,66,999,5.2,170,0
1967,1,2,12,595,929,68,14.1,5.2,55,998,5.5,190,0
1967,1,2,13,547,910,65,15.9,4,45,997,5.9,220,0
1967,1,2,14,441,867,57,17.8,1.7,34,996,6.2,240,0
1967,1,2,15,285,772,44,15.9,1.6,38,996,5.2,250,0
1967,1,2,16,106,527,29,14.1,1.7,43,997,4.1,260,0
1967,1,2,17,13,56,7,12.2,1.1,47,998,3.1,270,0
1967,1,2,18,0,0,0,10.9,0.6,49,999,4.1,280,0
1967,1,2,19,0,0,0,9.6,-0.3,50,1000,5.2,300,0
1967,1,2,20,0,0,0,8.3,-1.1,52,1001,6.2,310,0
1967,1,2,21,0,0,0,7.2,-0.7,57,1002,6.2,310,0
1967,1,2,22,0,0,0,6.1,-0.6,62,1003,6.2,310,0
1967,1,2,23,0,0,0,5,-0.6,67,1004,6.2,310,0
1967,1,3,0,0,0,0,4.1,-0.6,71,1005,5.9,310,0
1967,1,3,1,0,0,0,3.1,-0.8,75,1005,5.5,310,0
1967,1,3,2,0,0,0,2.2,-1.1,79,1005,5.2,310,0
1967,1,3,3,0,0,0,2,-0.8,81,1006,5.2,310,0
1967,1,3,4,0,0,0,1.9,-0.6,83,1007,5.2,310,0
1967,1,3,5,0,0,0,1.7,-0.6,85,1007,5.2,310,0
1967,1,3,6,0,0,0,2.1,-0.7,81,1009,5.5,310,0
1967,1,3,7,18,4,18,2.4,-1.2,76,1010,5.9,320,0
1967,1,3,8,98,51,87,2.8,-1.7,72,1011,6.2,320,0
1967,1,3,9,170,127,123,3.7,-1.8,66,1011,6.2,330,0
1967,1,3,10,380,374,200,4.7,-1.9,61,1012,6.2,340,0
1967,1,3,11,402,356,205,5.6,-2.8,55,1013,6.2,350,0
1967,1,3,12,494,553,180,6.5,-2.6,51,1012,6.2,340,0
1967,1,3,13,504,791,84,7.4,-3.1,46,1012,6.2,330,0
1967,1,3,14,433,815,71,8.3,-3.9,42,1011,6.2,320,0
1967,1,3,15,276,703,55,7.2,-3.7,44,1011,5.2,320,0
1967,1,3,16,103,461,34,6.1,-4.4,45,1011,4.1,320,0
1967,1,3,17,12,38,7,5,-5.6,47,1012,3.1,320,0
1967,1,3,18,0,0,0,3.9,-4.7,51,1012,3.3,310,0
1967,1,3,19,0,0,0,2.8,-4.7,55,1013,3.4,300,0
1967,1,3,20,0,0,0,1.7,-5.6,59,1014,3.6,290,0
1967,1,3,21,0,0,0,0.8,-4.8,63,1014,2.4,280,0
1967,1,3,22,0,0,0,-0.2,-4.8,68,1014,1.2,270,0
1967,1,3,23,0,0,0,-1.1,-5.6,72,1014,0,0,0
1967,1,4,0,0,0,0,-2,-5.4,75,1014,0,0,0
1967,1,4,1,0,0,0,-3,-5.9,78,1014,0,0,0
