Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
TMY3,725489,Orange City,IA,USA,42.983000,-96.067000,-6,431
Year,Month,Day,Hour,GHI,DNI,DHI,Tdry,Twet,RH,Pres,Wspd,Wdir,Albedo
1999,1,1,0,0,0,0,-13.9,-18,68,963,2.1,80,0.2
1999,1,1,1,0,0,0,-14,-18,69,963,2.1,80,0.2
1999,1,1,2,0,0,0,-12,-17,63,963,5.1,80,0.2
1999,1,1,3,0,0,0,-12,-17,63,963,5.7,80,0.2
1999,1,1,4,0,0,0,-12,-17,63,963,7.2,90,0.2
1999,1,1,5,0,0,0,-12,-17,63,963,5.1,100,0.2
1999,1,1,6,0,0,0,-12,-17,63,963,7.7,100,0.2
1999,1,1,7,0,0,0,-12.5,-17,66,963,7.2,100,0.2
1999,1,1,8,0,0,0,-12,-16,69,963,6.7,100,0.2
1999,1,1,9,199,673,54,-12,-16,69,963,7.2,110,0.2
1999,1,1,10,320,780,70,-11,-16,63,963,6.7,120,0.2
1999,1,1,11,395,838,71,-11,-16,63,963,6.7,110,0.2
1999,1,1,12,415,847,70,-11,-15,70,963,6.2,120,0.2
1999,1,1,13,388,838,67,-11,-15,70,963,5.7,130,0.2
1999,1,1,14,301,789,53,-11,-15,70,963,5.7,110,0.2
1999,1,1,15,176,649,41,-11,-15,70,963,6.2,100,0.2
1999,1,1,16,38,320,16,-12,-16,69,963,6.2,80,0.2
1999,1,1,17,0,0,0,-12,-16,69,963,5.7,80,0.2
1999,1,1,18,0,0,0,-12,-16,69,963,5.1,90,0.2
1999,1,1,19,0,0,0,-12,-16,69,963,5.7,80,0.2
1999,1,1,20,0,0,0,-12,-16,69,963,4.6,90,0.2
1999,1,1,21,0,0,0,-12,-16,69,963,3.6,90,0.2
1999,1,1,22,0,0,0,-12,-16,69,963,3.1,80,0.2
1999,1,1,23,0,0,0,-12,-16,69,963,3.1,70,0.2
1999,1,2,0,0,0,0,-11.9,-16,69,963,3.1,70,0.2
1999,1,2,1,0,0,0,-12,-16,69,963,3.1,70,0.2
