Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
TMY2,03870,Greenville,SC,USA,34.900000,-82.216667,-5,296
Year,Month,Day,Hour,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
1963,1,1,0,0,0,0,-0.6,-12.2,41,988,0.5,45,0
1963,1,1,1,0,0,0,-2.2,-11.1,51,988,2.6,68,0
1963,1,1,2,0,0,0,-1.7,-10.6,51,987,1.5,68,0
1963,1,1,3,0,0,0,-2.8,-11.1,53,987,1.5,45,0
1963,1,1,4,0,0,0,-3.3,-9.4,63,987,1,23,0
1963,1,1,5,0,0,0,-3.3,-9.4,63,987,1.5,248,0
1963,1,1,6,0,0,0,-4.4,-9.4,68,987,2.1,0,0
1963,1,1,7,14,65,7,-3.3,-11.1,55,988,2.6,45,0
1963,1,1,8,105,509,29,-0.6,-11.1,45,988,2.6,68,0
1963,1,1,9,280,776,43,1.7,-12.8,33,989,3.1,90,0
1963,1,1,10,396,801,54,4.4,-11.7,30,988,3.1,90,0
1963,1,1,11,489,854,59,6.1,-12.8,24,987,2.1,90,0
1963,1,1,12,523,856,69,8.9,-13.3,19,985,2.6,180,0
1963,1,1,13,516,925,47,8.3,-13.9,19,984,1.5,135,0
1963,1,1,14,410,743,88,9.4,-13.9,17,983,1.5,225,0
1963,1,1,15,286,765,45,10,-12.8,18,983,2.6,203,0
1963,1,1,16,117,530,32,8.3,-11.1,24,983,2.1,203,0
1963,1,1,17,19,82,10,5,-10,33,984,2.1,180,0
1963,1,1,18,0,0,0,4.4,-9.4,36,984,2.6,203,0
1963,1,1,19,0,0,0,4.4,-8.3,39,984,2.6,315,0
1963,1,1,20,0,0,0,4.4,-7.2,42,984,2.6,293,0
1963,1,1,21,0,0,0,3.9,-12.2,30,984,3.6,315,0
1963,1,1,22,0,0,0,3.3,-14.4,26,984,3.6,315,0
1963,1,1,23,0,0,0,2.8,-16.1,23,983,2.1,0,0
1963,1,2,0,0,0,0,1.7,-13.9,30,983,2.6,338,0
1963,1,2,1,0,0,0,2.2,-15.6,25,983,2.1,338,0
1963,1,2,2,0,0,0,1.7,-15.6,26,983,2.1,315,0
1963,1,2,3,0,0,0,1.7,-13.9,30,983,3.1,0,0
1963,1,2,4,0,0,0,0.6,-12.8,36,983,3.6,45,0
1963,1,2,5,0,0,0,-2.2,-11.7,48,983,3.1,45,0
1963,1,2,6,0,0,0,-2.2,-11.7,48,983,3.1,45,0
1963,1,2,7,17,98,7,-2.2,-10.6,53,983,1.5,23,0
1963,1,2,8,115,607,24,1.1,-11.1,40,984,1.5,0,0
1963,1,2,9,287,825,35,5,-11.1,30,984,2.1,45,0
