Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Surface Albedo Units,Version
NSRDB,67345,-,-,-,32.13,-110.94,-7,773,-7,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DNI,DHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo
2012,1,1,0,0,0,0,-3,6,930.0,239.8,2.0,0.20771999657154083
2012,1,1,1,0,0,0,-4,5,930.0,242.9,2.2,0.20771999657154083
2012,1,1,2,0,0,0,-4,5,930.0,246.8,2.7,0.20771999657154083
2012,1,1,3,0,0,0,-5,5,930.0,251.20000000000002,3.7,0.20771999657154083
2012,1,1,4,0,0,0,-5,5,930.0,255.3,4.800000000000001,0.20771999657154083
2012,1,1,5,0,0,0,-5,5,930.0,257.1,5.300000000000001,0.20771999657154083
2012,1,1,6,0,0,0,-5,5,930.0,256.5,5.4,0.20771999657154083
2012,1,1,7,0,0,0,-6,6,930.0,256.90000000000003,5.800000000000001,0.20771999657154083
2012,1,1,8,0,708,40,-6,9,930.0,257.8,5.800000000000001,0.20771999657154083
2012,1,1,9,0,877,56,-5,13,930.0,258.5,5.6000000000000005,0.20771999657154083
2012,1,1,10,0,953,64,-4,16,930.0,262.90000000000003,5.2,0.20771999657154083
2012,1,1,11,0,965,77,-3,19,930.0,263.6,4.3,0.20771999657154083
2012,1,1,12,0,977,77,-3,21,930.0,272.2,3.3000000000000003,0.20771999657154083
2012,1,1,13,0,964,75,-4,22,930.0,275.40000000000003,2.7,0.20771999657154083
2012,1,1,14,0,907,74,-4,22,930.0,270.7,2.6,0.20771999657154083
2012,1,1,15,0,820,63,-2,20,930.0,262.40000000000003,2.1,0.20771999657154083
2012,1,1,16,0,624,43,1,15,930.0,254.60000000000002,1.7000000000000002,0.20771999657154083
2012,1,1,17,0,0,0,0,12,930.0,251.8,2.3000000000000003,0.20771999657154083
2012,1,1,18,0,0,0,-1,11,930.0,252.60000000000002,3.4000000000000004,0.20771999657154083
2012,1,1,19,0,0,0,-2,10,930.0,252.70000000000002,4.2,0.20771999657154083
2012,1,1,20,0,0,0,-3,9,930.0,253.70000000000002,4.6000000000000005,0.20771999657154083
2012,1,1,21,0,0,0,-3,8,930.0,255.8,4.800000000000001,0.20771999657154083
2012,1,1,22,0,0,0,-3,7,930.0,256.2,4.9,0.20771999657154083
2012,1,1,23,0,0,0,-4,7,930.0,255.3,4.9,0.20771999657154083
2012,1,2,0,0,0,0,-4,6,930.0,253.4,4.800000000000001,0.20771999657154083
2012,1,2,1,0,0,0,-4,5,930.0,251.9,4.6000000000000005,0.20771999657154083
2012,1,2,2,0,0,0,-5,5,930.0,250.8,4.5,0.20771999657154083
2012,1,2,3,0,0,0,-5,5,930.0,250.10000000000002,4.5,0.20771999657154083
2012,1,2,4,0,0,0,-5,4,930.0,250.10000000000002,4.6000000000000005,0.20771999657154083
2012,1,2,5,0,0,0,-5,4,930.0,250.70000000000002,4.9,0.20771999657154083
2012,1,2,6,0,0,0,-5,4,930.0,251.60000000000002,5.300000000000001,0.20771999657154083
2012,1,2,7,0,0,0,-5,5,930.0,252.20000000000002,5.9,0.20771999657154083
2012,1,2,8,0,681,42,-5,8,930.0,253.60000000000002,6.2,0.20771999657154083
2012,1,2,9,0,859,58,-5,12,930.0,256.0,6.2,0.20771999657154083
2012,1,2,10,0,939,67,-5,16,930.0,258.3,6.1000000000000005,0.20771999657154083
2012,1,2,11,0,957,79,-4,19,930.0,256.5,5.800000000000001,0.20771999657154083
2012,1,2,12,0,971,79,-4,20,930.0,257.8,5.300000000000001,0.20771999657154083
2012,1,2,13,0,961,76,-4,21,930.0,258.5,4.9,0.20771999657154083
2012,1,2,14,0,920,71,-4,22,930.0,257.3,4.5,0.20771999657154083
2012,1,2,15,0,838,60,-2,20,930.0,254.4,3.7,0.20771999657154083
2012,1,2,16,0,653,42,0,15,930.0,251.70000000000002,2.7,0.20771999657154083
2012,1,2,17,0,0,0,0,11,930.0,250.5,2.7,0.20771999657154083
2012,1,2,18,0,0,0,-1,10,930.0,250.60000000000002,3.2,0.20771999657154083
2012,1,2,19,0,0,0,-2,10,930.0,251.8,3.5,0.20771999657154083
2012,1,2,20,0,0,0,-3,9,930.0,254.10000000000002,3.9000000000000004,0.20771999657154083
2012,1,2,21,0,0,0,-3,7,930.0,256.2,4.3,0.20771999657154083
2012,1,2,22,0,0,0,-4,7,930.0,257.5,4.4,0.20771999657154083
2012,1,2,23,0,0,0,-4,6,930.0,257.40000000000003,4.1000000000000005,0.20771999657154083
2012,1,3,0,0,0,0,-4,5,930.0,255.8,3.7,0.20771999657154083
2012,1,3,1,0,0,0,-5,5,930.0,253.9,3.3000000000000003,0.20771999657154083
2012,1,3,2,0,0,0,-5,5,930.0,252.4,3.0,0.20771999657154083
2012,1,3,3,0,0,0,-5,4,930.0,251.3,2.7,0.20771999657154083
2012,1,3,4,0,0,0,-5,4,930.0,250.5,2.5,0.20771999657154083
2012,1,3,5,0,0,0,-5,3,930.0,250.10000000000002,2.3000000000000003,0.20771999657154083
2012,1,3,6,0,0,0,-6,3,930.0,249.3,2.3000000000000003,0.20771999657154083
2012,1,3,7,0,0,0,-6,4,930.0,247.70000000000002,3.0,0.20771999657154083
2012,1,3,8,0,663,42,-5,8,930.0,247.0,3.7,0.20771999657154083
2012,1,3,9,0,836,59,-5,12,930.0,247.3,3.3000000000000003,0.20771999657154083
2012,1,3,10,0,912,68,-3,16,930.0,248.60000000000002,2.3000000000000003,0.20771999657154083
2012,1,3,11,0,922,81,-3,20,930.0,228.3,1.8,0.20771999657154083
2012,1,3,12,0,930,83,-4,22,930.0,182.4,2.0,0.20771999657154083
2012,1,3,13,0,915,81,-4,23,930.0,179.70000000000002,2.0,0.20771999657154083
2012,1,3,14,0,870,75,-3,23,930.0,180.20000000000002,1.8,0.20771999657154083
2012,1,3,15,0,81,143,1,20,930.0,175.9,1.3,0.20771999657154083
2012,1,3,16,0,0,61,5,17,930.0,175.0,1.0,0.20771999657154083
