Location,City,Region,Country,Latitude,Longitude,Time Zone,Elevation,Source
025260,Goteborg/Landvetter,SWE,Sweden,57.670000,12.300000,1.0,169,IWEC
Year,Month,Day,Hour,Beam,Diffuse,Tdry,Tdew,Pres,Wdir,Wspd,Aod,Pwp,Alb
1984,1,1,0,0,0,1.3,0,973,250,11.3,0.094,99.9,0.32
1984,1,1,1,0,0,3.7,2.5,969,999,12.2,0.094,99.9,0.32
1984,1,1,2,0,0,5.5,4.3,965,999,13,0.094,99.9,0.32
1984,1,1,3,0,0,6.4,5.2,963,240,13.9,0.094,99.9,0.32
1984,1,1,4,0,0,6.7,5.5,961,999,13.6,0.094,99.9,0.32
1984,1,1,5,0,0,7,5.7,960,999,13.2,0.094,99.9,0.32
1984,1,1,6,0,0,6.7,4.9,961,250,12.9,0.094,99.9,0.32
1984,1,1,7,0,0,6.3,3.7,962,999,11.7,0.094,99.9,0.32
1984,1,1,8,0,0,5.8,2.5,963,999,10.5,0.094,99.9,0.32
1984,1,1,9,0,17,5.4,1.1,964,270,9.3,0.094,99.9,0.32
1984,1,1,10,255,26,5,0.5,965,999,10,0.094,99.9,0.32
1984,1,1,11,227,54,4.7,-0.2,966,999,10.6,0.094,99.9,0.32
1984,1,1,12,180,67,4.3,-0.7,967,270,11.3,0.094,99.9,0.32
1984,1,1,13,156,49,3.5,-0.3,968,999,10.8,0.094,99.9,0.32
1984,1,1,14,0,26,2.6,0.3,969,999,10.3,0.094,99.9,0.32
1984,1,1,15,0,2,1.8,0.8,970,270,9.8,0.094,99.9,0.32
1984,1,1,16,0,0,2,1,970,999,9.6,0.094,99.9,0.32
1984,1,1,17,0,0,2.2,1.2,970,999,9.5,0.094,99.9,0.32
1984,1,1,18,0,0,2.4,1.4,970,250,9.3,0.094,99.9,0.32
1984,1,1,19,0,0,2.4,1.5,969,999,8.9,0.094,99.9,0.32
1984,1,1,20,0,0,2.5,1.5,969,999,8.6,0.094,99.9,0.32
1984,1,1,21,0,0,2.5,1.6,968,250,8.2,0.094,99.9,0.32
1984,1,1,22,0,0,2.5,1.6,968,999,7.7,0.094,99.9,0.32
1984,1,1,23,0,0,2.6,1.6,968,999,7.2,0.094,99.9,0.32
1984,1,2,0,0,0,2.6,1.6,968,250,6.7,0.094,99.9,0.32
1984,1,2,1,0,0,2.5,1.5,967,999,7,0.094,99.9,0.32
1984,1,2,2,0,0,2.3,1.4,967,999,7.4,0.094,99.9,0.32
1984,1,2,3,0,0,2.2,1.3,966,250,7.7,0.094,99.9,0.32
1984,1,2,4,0,0,2,0.8,966,999,8.4,0.094,99.9,0.32
1984,1,2,5,0,0,1.7,0.2,966,999,9.1,0.094,99.9,0.32
1984,1,2,6,0,0,1.5,-0.3,966,270,9.8,0.094,99.9,0.32
1984,1,2,7,0,0,1.6,-0.8,967,999,10,0.094,99.9,0.32
1984,1,2,8,0,0,1.7,-1.3,968,999,10.1,0.094,99.9,0.32
1984,1,2,9,0,13,1.8,-1.6,969,270,10.3,0.094,99.9,0.32
1984,1,2,10,21,38,1.9,-1.9,970,999,10.6,0.094,99.9,0.32
