Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,,,,,
2005,1,2,21,0,0,0,2.8,2.4,97,815,2.8,120,0.33
2005,1,2,22,0,0,0,2,1,93,815,3.1,110,0.33
2005,1,2,23,0,0,0,1.8,1,94,815,3.1,110,0.33
2005,1,3,0,0,0,0,1.7,1,95,815,3.1,110,0.33
2005,1,3,1,0,0,0,1.5,1,96,815,3.1,120,0.33
2005,1,3,2,0,0,0,1.3,1,98,815,3.1,120,0.33
2005,1,3,3,0,0,0,1.2,1,99,815,3.1,120,0.33
2005,1,3,4,0,0,0,1,0,93,814,3.1,120,0.33
2005,1,3,5,0,0,0,0.8,0.3,96,814,3.8,120,0.33
2005,1,3,6,0,0,0,0.6,0.6,100,815,4.4,120,0.33
2005,1,3,7,0,0,0,1,0,93,815,5.1,120,0.33
2005,1,3,8,19,0,19,2,0.3,88,815,4.2,130,0.33
2005,1,3,9,46,0,46,3.1,0.6,84,815,3.3,140,0.33
2005,1,3,10,74,0,74,1.2,0.2,93,815,2.4,140,0.33
2005,1,3,11,81,0,81,1,0,93,815,1.5,150,0.33
2005,1,3,12,111,0,111,2.2,0.4,88,814,2.1,160,0.33
2005,1,3,13,99,0,99,2,1,93,814,2.6,170,0.33
2005,1,3,14,67,0,67,1.6,1.3,98,813,2.9,130,0.33
2005,1,3,15,264,565,114,1.3,1.3,100,813,3.3,100,0.33
2005,1,3,16,0,0,0,2,1,93,812,3.6,60,0.33
2005,1,3,17,0,0,0,1.1,1,99,811,3.8,60,0.33
2005,1,3,18,0,0,0,0.2,0.2,100,810,3.9,70,0.33
2005,1,3,19,0,0,0,2,1,93,809,4.1,70,0.33
2005,1,3,20,0,0,0,2.9,2.7,99,809,4.4,100,0.33
2005,1,3,21,0,0,0,3.8,3.8,100,808,4.8,120,0.33
2005,1,3,22,0,0,0,4,3,93,807,5.1,150,0.33
2005,1,3,23,0,0,0,3.7,2.8,94,807,4.7,160,0.33
2005,1,4,0,0,0,0,3.3,2.7,96,807,4.3,160,0.33
2005,1,4,1,0,0,0,3,2.5,97,807,3.9,170,0.33
2005,1,4,2,0,0,0,2.7,2.3,97,807,3.4,170,0.33
2005,1,4,3,0,0,0,2.3,2.2,99,807,3,180,0.33
2005,1,4,4,0,0,0,2,1,93,807,2.6,180,0.33
2005,1,4,5,0,0,0,1.8,1.3,96,807,2.6,130,0.33
2005,1,4,6,0,0,0,1.6,1.6,100,807,2.6,90,0.33
2005,1,4,7,0,0,0,2,1,93,807,2.6,40,0.33
2005,1,4,8,22,0,22,2.7,0.6,86,807,2.9,70,0.33
2005,1,4,9,65,0,65,3.3,0.1,80,807,3.3,110,0.33
2005,1,4,10,69,0,69,1,-1,86,806,3.6,140,0.33
2005,1,4,11,80,0,80,1.8,-0.4,85,806,4.1,150,0.33
2005,1,4,12,92,0,92,2.6,0.1,84,805,4.6,160,0.33
2005,1,4,13,79,0,79,2,1,93,804,5.1,170,0.33
2005,1,4,14,82,0,82,1.3,1,98,804,4.3,130,0.33
2005,1,4,15,49,0,49,0.6,0.6,100,804,3.4,100,0.33
2005,1,4,16,0,0,0,1,0,93,804,2.6,60,0.33
2005,1,4,17,0,0,0,0.1,0,99,804,3.4,100,0.33
2005,1,4,18,0,0,0,-0.8,-0.8,100,804,4.3,130,0.33
2005,1,4,19,0,0,0,1,0,93,804,5.1,170,0.33
2005,1,4,20,0,0,0,0.6,-0.3,93,805,5.1,180,0.33
2005,1,4,21,0,0,0,0.2,-0.6,94,805,5.1,180,0.33
2005,1,4,22,0,0,0,-1,-4,78,805,5.1,190,0.33
2005,1,4,23,0,0,0,-1.2,-3.7,81,805,5.1,190,0.33
2005,1,5,0,0,0,0,-1.3,-3.3,85,805,5.1,190,0.33
2005,1,5,1,0,0,0,-1.5,-3,88,805,5.1,190,0.33
2005,1,5,2,0,0,0,-1.7,-2.7,92,805,5.1,190,0.33
2005,1,5,3,0,0,0,-1.8,-2.3,96,805,5.1,190,0.33
2005,1,5,4,0,0,0,-2,-3,92,805,5.1,190,0.33
2005,1,5,5,0,0,0,-2.2,-2.7,96,806,5.1,200,0.33
2005,1,5,6,0,0,0,-2.4,-2.4,100,807,5.1,210,0.33
2005,1,5,7,0,0,0,-2,-3,92,808,5.1,220,0.33
2005,1,5,8,28,0,28,-1,-2.8,86,809,5.1,220,0.33
2005,1,5,9,291,584,117,0,-2.5,81,810,5.1,230,0.33
2005,1,5,10,429,960,36,-2,-3,92,810,5.1,230,0.33
2005,1,5,11,517,683,191,-0.9,-3.4,81,811,5.1,240,0.33
2005,1,5,12,147,0,147,0.3,-3.9,71,811,5.1,240,0.33
2005,1,5,13,509,762,153,0,-4,72,811,5.1,250,0.33
2005,1,5,14,422,998,33,-0.4,-3.7,76,812,4.8,250,0.33
2005,1,5,15,299,969,37,-0.7,-3.4,80,812,4.4,240,0.33
2005,1,5,16,0,0,0,0,-4,72,812,4.1,240,0.33
2005,1,5,17,0,0,0,-2.2,-4.7,81,812,3.4,180,0.33
2005,1,5,18,0,0,0,-4.4,-5.4,92,812,2.8,120,0.33
2005,1,5,19,0,0,0,-4,-6,84,812,2.1,60,0.33
2005,1,5,20,0,0,0,-3.8,-4.9,91,812,1.9,10,0.33
2005,1,5,21,0,0,0,-3.5,-3.9,97,812,1.7,320,0.33
2005,1,5,22,0,0,0,-4,-6,84,812,1.5,270,0.33
2005,1,5,23,0,0,0,-3.8,-5.5,87,812,1.5,300,0.33
2005,1,6,0,0,0,0,-3.7,-5,90,812,1.5,330,0.33
2005,1,6,1,0,0,0,-3.5,-4.5,92,811,1.5,360,0.33
2005,1,6,2,0,0,0,-3.3,-4,94,811,1.5,20,0.33
2005,1,6,3,0,0,0,-3.2,-3.5,97,810,1.5,50,0.33
2005,1,6,4,0,0,0,-3,-4,92,810,1.5,80,0.33
2005,1,6,5,0,0,0,-3.2,-3.7,96,810,1.9,120,0.33
2005,1,6,6,0,0,0,-3.4,-3.4,100,810,2.2,170,0.33
2005,1,6,7,0,0,0,-3,-4,92,810,2.6,210,0.33
2005,1,6,8,28,0,28,-1.7,-3.8,84,810,2.9,200,0.33
2005,1,6,9,291,584,116,-0.4,-3.5,77,810,3.3,190,0.33
2005,1,6,10,302,238,204,-2,-4,85,811,3.6,180,0.33
2005,1,6,11,80,0,80,-1.2,-5.1,72,810,3.3,190,0.33
2005,1,6,12,546,694,200,-0.4,-6.2,61,808,2.9,200,0.33
2005,1,6,13,79,0,79,-1,-7,60,807,2.6,210,0.33
2005,1,6,14,429,648,174,-1.7,-6.7,65,807,2.6,220,0.33
2005,1,6,15,306,967,43,-2.4,-6.4,71,807,2.6,220,0.33
2005,1,6,16,0,0,0,-2,-7,65,806,2.6,230,0.33
2005,1,6,17,0,0,0,-3.5,-7,74,806,2.2,170,0.33
2005,1,6,18,0,0,0,-5.1,-7,85,806,1.9,110,0.33
2005,1,6,19,0,0,0,-4,-7,77,805,1.5,50,0.33
2005,1,6,20,0,0,0,-3.8,-5.6,86,806,1.7,30,0.33
2005,1,6,21,0,0,0,-3.5,-4.2,94,806,1.9,20,0.33
2005,1,6,22,0,0,0,-4,-6,84,806,2.1,360,0.33
2005,1,6,23,0,0,0,-4,-5.8,86,806,2.2,340,0.33
2005,1,7,0,0,0,0,-4,-5.7,86,806,2.3,320,0.33
2005,1,7,1,0,0,0,-4,-5.5,88,806,2.4,310,0.33
2005,1,7,2,0,0,0,-4,-5.3,90,807,2.4,290,0.33
2005,1,7,3,0,0,0,-4,-5.2,90,807,2.5,270,0.33
2005,1,7,4,0,0,0,-4,-6,84,807,2.6,250,0.33
2005,1,7,5,0,0,0,-5.2,-7.4,83,807,2.4,310,0.33
2005,1,7,6,0,0,0,-6.4,-8.8,81,807,2.3,360,0.33
2005,1,7,7,0,0,0,-7,-11,70,808,2.1,60,0.33
2005,1,7,8,111,421,47,-5,-9.1,70,809,1.9,80,0.33
2005,1,7,9,46,0,46,-3,-7.2,70,810,1.7,100,0.33
2005,1,7,10,201,163,134,-4,-6,84,811,1.5,120,0.33
2005,1,7,11,517,766,148,-2.9,-6.1,76,811,2.2,120,0.33
2005,1,7,12,546,1013,38,-1.7,-6.2,68,810,2.9,130,0.33
2005,1,7,13,515,909,86,-2,-6,71,810,3.6,130,0.33
2005,1,7,14,376,673,110,-2.4,-5.7,76,810,3.4,140,0.33
2005,1,7,15,304,775,91,-2.7,-5.4,80,810,3.3,160,0.33
2005,1,7,16,0,0,0,-2,-6,71,810,3.1,170,0.33
2005,1,7,17,0,0,0,-3.2,-5.3,84,811,3.1,160,0.33
2005,1,7,18,0,0,0,-4.4,-4.7,97,811,3.1,150,0.33
2005,1,7,19,0,0,0,-3,-4,92,812,3.1,140,0.33
2005,1,7,20,0,0,0,-2.8,-2.9,99,812,3.4,140,0.33
2005,1,7,21,0,0,0,-2.5,-2.5,100,812,3.8,150,0.33
2005,1,7,22,0,0,0,-3,-4,92,812,4.1,150,0.33
2005,1,7,23,0,0,0,-3,-3.8,93,812,4,150,0.33
2005,1,8,0,0,0,0,-3,-3.7,94,812,3.9,150,0.33
2005,1,8,1,0,0,0,-3,-3.5,96,812,3.9,150,0.33
2005,1,8,2,0,0,0,-3,-3.3,98,812,3.8,150,0.33
2005,1,8,3,0,0,0,-3,-3.2,98,813,3.7,150,0.33
2005,1,8,4,0,0,0,-3,-4,92,813,3.6,150,0.33
2005,1,8,5,0,0,0,-2.5,-3.1,95,813,3.3,160,0.33
2005,1,8,6,0,0,0,-2,-2.1,99,813,2.9,170,0.33
2005,1,8,7,0,0,0,-1,-2,92,813,2.6,180,0.33
2005,1,8,8,19,0,19,0.3,-1.4,87,813,3.4,170,0.33
2005,1,8,9,51,0,51,1.6,-0.9,83,814,4.3,160,0.33
2005,1,8,10,90,0,90,0,-1,92,814,5.1,150,0.33
2005,1,8,11,86,0,86,0.8,-1.1,86,813,4.3,120,0.33
2005,1,8,12,86,0,86,1.6,-1.2,81,813,3.4,100,0.33
2005,1,8,13,86,0,86,1,-1,86,813,2.6,70,0.33
2005,1,8,14,66,0,66,1,0,93,813,2.4,110,0.33
2005,1,8,15,312,585,149,0.9,0.9,100,813,2.3,140,0.33
2005,1,8,16,0,0,0,2,1,93,813,2.1,180,0.33
2005,1,8,17,0,0,0,1.1,1,99,813,2.6,170,0.33
2005,1,8,18,0,0,0,0.2,0.2,100,813,3.1,160,0.33
2005,1,8,19,0,0,0,2,1,93,813,3.6,150,0.33
2005,1,8,20,0,0,0,2.2,1.7,96,814,3.6,150,0.33
2005,1,8,21,0,0,0,2.5,2.4,99,814,3.6,150,0.33
2005,1,8,22,0,0,0,2,0,87,814,3.6,150,0.33
2005,1,8,23,0,0,0,2,0.2,88,814,3.4,140,0.33
2005,1,9,0,0,0,0,2,0.3,88,815,3.3,140,0.33
2005,1,9,1,0,0,0,2,0.5,90,815,3.1,130,0.33
2005,1,9,2,0,0,0,2,0.7,91,816,2.9,120,0.33
2005,1,9,3,0,0,0,2,0.8,92,816,2.8,120,0.33
2005,1,9,4,0,0,0,2,0,87,816,2.6,110,0.33
2005,1,9,5,0,0,0,2.2,0.6,89,817,2.8,130,0.33
2005,1,9,6,0,0,0,2.3,1.2,92,817,2.9,160,0.33
2005,1,9,7,0,0,0,3,1,87,818,3.1,180,0.33
2005,1,9,8,32,0,32,4,1.2,82,818,3.1,180,0.33
2005,1,9,9,157,117,122,5,1.5,78,819,3.1,180,0.33
2005,1,9,10,69,0,69,3,1,87,819,3.1,180,0.33
2005,1,9,11,86,0,86,3.8,1.5,85,819,2.6,160,0.33
2005,1,9,12,552,693,201,4.6,2,83,819,2.1,140,0.33
2005,1,9,13,521,1013,37,4,2.8,92,819,1.6,120,0.33
2005,1,9,14,433,1002,32,3.5,3.3,99,818,1.5,160,0.33
2005,1,9,15,300,972,27,2.9,2.9,100,818,1.4,190,0.33
2005,1,9,16,0,0,0,3.5,3.2,98,818,1.3,230,0.33
2005,1,9,17,0,0,0,2.5,2.5,100,818,1.8,190,0.33
2005,1,9,18,0,0,0,1.4,1.4,100,818,2.2,160,0.33
2005,1,9,19,0,0,0,3,2,93,817,2.6,120,0.33
2005,1,9,20,0,0,0,3.2,3.1,99,817,2.6,120,0.33
2005,1,9,21,0,0,0,3.5,3.5,100,817,2.6,130,0.33
2005,1,9,22,0,0,0,3,2,93,817,2.6,130,0.33
2005,1,9,23,0,0,0,3,2.3,95,817,2.6,130,0.33
2005,1,10,0,0,0,0,3,2.7,98,817,2.6,120,0.33
2005,1,10,1,0,0,0,3,3,100,818,2.6,120,0.33
2005,1,10,2,0,0,0,3,3,100,818,2.6,110,0.33
2005,1,10,3,0,0,0,3,3,100,818,2.6,110,0.33
2005,1,10,4,0,0,0,3,3,100,818,2.6,100,0.33
2005,1,10,5,0,0,0,2.8,2.8,100,818,2.2,100,0.33
2005,1,10,6,0,0,0,2.6,2.6,100,818,1.9,100,0.33
2005,1,10,7,0,0,0,3,2,93,817,1.5,100,0.33
2005,1,10,8,114,675,10,5,1.2,76,817,2,130,0.33
2005,1,10,9,296,885,28,7,0.5,63,817,2.6,160,0.33
2005,1,10,10,440,965,37,6,-1,60,816,3.1,190,0.33
2005,1,10,11,522,998,36,6.8,0.6,65,816,2.9,190,0.33
2005,1,10,12,551,1013,36,7.6,2.1,68,816,2.8,190,0.33
2005,1,10,13,520,1006,37,7,4,81,815,2.6,190,0.33
2005,1,10,14,432,994,31,6,4.3,89,815,2.6,240,0.33
2005,1,10,15,298,956,27,4.9,4.6,98,814,2.6,290,0.33
2005,1,10,16,0,0,0,5,4,93,813,2.6,340,0.33
2005,1,10,17,0,0,0,3.8,3.7,99,813,2.9,290,0.33
2005,1,10,18,0,0,0,2.6,2.6,100,812,3.3,240,0.33
2005,1,10,19,0,0,0,4,3,93,812,3.6,190,0.33
2005,1,10,20,0,0,0,4.2,4.1,99,811,3.6,200,0.33
2005,1,10,21,0,0,0,4.5,4.5,100,811,3.6,200,0.33
2005,1,10,22,0,0,0,4,3,93,811,3.6,210,0.33
2005,1,10,23,0,0,0,4,3.2,95,811,3.4,200,0.33
2005,1,11,0,0,0,0,4,3.3,95,810,3.3,190,0.33
2005,1,11,1,0,0,0,4,3.5,97,810,3.1,190,0.33
2005,1,11,2,0,0,0,4,3.7,98,809,2.9,180,0.33
2005,1,11,3,0,0,0,4,3.8,99,809,2.8,170,0.33
2005,1,11,4,0,0,0,4,3,93,808,2.6,160,0.33
2005,1,11,5,0,0,0,3.8,3.3,97,808,2.9,160,0.33
2005,1,11,6,0,0,0,3.6,3.6,100,807,3.3,150,0.33
2005,1,11,7,0,0,0,4,3,93,806,3.6,150,0.33
2005,1,11,8,121,690,14,6,3,81,805,4.3,310,0.33
2005,1,11,9,296,886,27,8.1,3,70,805,5,300,0.33
2005,1,11,10,440,965,36,7.2,2.3,71,804,5.7,280,0.33
2005,1,11,11,528,1003,37,8,3,71,803,5.6,260,0.33
2005,1,11,12,557,1019,37,8.9,3.7,70,802,5.4,240,0.33
2005,1,11,13,526,1012,38,8.3,4.7,78,802,5.3,220,0.33
2005,1,11,14,439,1000,33,7.2,4.7,84,801,5.2,210,0.33
2005,1,11,15,306,967,28,6,4.8,92,800,5.2,200,0.33
2005,1,11,16,0,0,0,6,4,87,800,5.1,190,0.33
2005,1,11,17,0,0,0,4.1,3.3,95,799,5.1,190,0.33
2005,1,11,18,0,0,0,2.2,2.2,100,798,5.1,200,0.33
2005,1,11,19,0,0,0,3,2,93,797,5.1,200,0.33
2005,1,11,20,0,0,0,1.9,1.7,99,796,5.1,200,0.33
2005,1,11,21,0,0,0,0.8,0.8,100,796,5.1,210,0.33
2005,1,11,22,0,0,0,-1,-2,92,795,5.1,210,0.33
2005,1,11,23,0,0,0,-1.3,-2.3,92,795,4.5,210,0.33
2005,1,12,0,0,0,0,-1.7,-2.7,92,795,3.9,210,0.33
2005,1,12,1,0,0,0,-2,-3,92,795,3.3,210,0.33
2005,1,12,2,0,0,0,-2.3,-3.3,92,795,2.7,200,0.33
2005,1,12,3,0,0,0,-2.7,-3.7,92,795,2.1,200,0.33
2005,1,12,4,0,0,0,-3,-5,84,795,1.5,200,0.33
2005,1,12,5,0,0,0,-3.2,-4.7,88,796,1.7,140,0.33
2005,1,12,6,0,0,0,-3.4,-4.4,92,797,1.9,80,0.33
2005,1,12,7,0,0,0,-3,-5,84,798,2.1,20,0.33
2005,1,12,8,121,691,13,-0.7,-4.4,73,800,3.1,360,0.33
2005,1,12,9,296,886,25,1.6,-3.9,64,802,4.1,340,0.33
2005,1,12,10,440,960,36,1,-4,67,804,5.1,320,0.33
2005,1,12,11,528,1003,35,2.1,-4.4,59,805,5.1,320,0.33
2005,1,12,12,557,1013,37,3.3,-4.9,52,806,5.1,310,0.33
2005,1,12,13,532,1018,38,3,-5,53,807,5.1,310,0.33
2005,1,12,14,438,993,32,2,-5.4,55,808,5.1,280,0.33
2005,1,12,15,304,957,26,0.9,-5.7,58,809,5.1,260,0.33
2005,1,12,16,0,0,0,1,-7,51,809,5.1,230,0.33
2005,1,12,17,0,0,0,-0.5,-7,58,810,5.1,250,0.33
2005,1,12,18,0,0,0,-2.1,-7,66,810,5.1,280,0.33
2005,1,12,19,0,0,0,-1,-7,60,811,5.1,300,0.33
2005,1,12,20,0,0,0,-1.1,-6.3,64,811,4.4,300,0.33
2005,1,12,21,0,0,0,-1.2,-5.6,69,811,3.8,300,0.33
2005,1,12,22,0,0,0,-2,-8,60,812,3.1,300,0.33
2005,1,12,23,0,0,0,-2.3,-7.7,63,812,3,300,0.33
2005,1,13,0,0,0,0,-2.7,-7.3,67,812,2.9,300,0.33
2005,1,13,1,0,0,0,-3,-7,71,812,2.9,300,0.33
2005,1,13,2,0,0,0,-3.3,-6.7,75,812,2.8,300,0.33
2005,1,13,3,0,0,0,-3.7,-6.3,80,813,2.7,300,0.33
2005,1,13,4,0,0,0,-4,-7,77,813,2.6,300,0.33
2005,1,13,5,0,0,0,-4.8,-7.1,82,813,2.2,330,0.33
2005,1,13,6,0,0,0,-5.7,-7.1,89,814,1.9,350,0.33
2005,1,13,7,0,0,0,-6,-8,84,814,1.5,20,0.33
2005,1,13,8,122,692,13,-3.2,-7.5,69,815,1.7,350,0.33
2005,1,13,9,301,892,27,-0.3,-7,57,816,1.9,320,0.33
2005,1,13,10,445,966,37,-0.4,-7.2,56,817,2.1,300,0.33
2005,1,13,11,527,997,35,1.2,-7.2,50,817,2.2,270,0.33
2005,1,13,12,563,1018,37,2.8,-7.3,44,818,2.4,240,0.33
2005,1,13,13,532,1012,38,3,-7,45,819,2.6,210,0.33
2005,1,13,14,444,998,33,2,-6,52,819,2.2,200,0.33
2005,1,13,15,311,969,27,0.9,-5,62,819,1.9,180,0.33
2005,1,13,16,198,1023,55,1,-5,61,819,1.5,170,0.33
2005,1,13,17,0,0,0,-0.9,-5,71,819,1.9,230,0.33
2005,1,13,18,0,0,0,-2.8,-5,83,818,2.2,290,0.33
2005,1,13,19,0,0,0,-2,-5,78,818,2.6,350,0.33
2005,1,13,20,0,0,0,-1.8,-4.3,81,818,2.2,350,0.33
2005,1,13,21,0,0,0,-1.5,-3.6,84,818,1.9,340,0.33
2005,1,13,22,0,0,0,-2,-6,71,818,1.5,340,0.33
2005,1,13,23,0,0,0,-2.2,-5.8,74,818,1.7,350,0.33
2005,1,14,0,0,0,0,-2.3,-5.7,75,818,1.9,10,0.33
2005,1,14,1,0,0,0,-2.5,-5.5,78,818,2.1,20,0.33
2005,1,14,2,0,0,0,-2.7,-5.3,80,818,2.2,30,0.33
2005,1,14,3,0,0,0,-2.8,-5.2,82,818,2.4,50,0.33
2005,1,14,4,0,0,0,-3,-6,77,817,2.6,60,0.33
2005,1,14,5,0,0,0,-3.2,-5.7,81,818,2.2,40,0.33
2005,1,14,6,0,0,0,-3.4,-5.4,84,818,1.9,20,0.33
2005,1,14,7,0,0,0,-3,-6,77,819,1.5,360,0.33
2005,1,14,8,122,689,13,-0.3,-5.8,63,820,1.7,40,0.33
2005,1,14,9,301,886,28,2.3,-5.5,53,821,1.9,90,0.33
2005,1,14,10,445,966,36,2,-6,52,822,2.1,130,0.33
2005,1,14,11,533,1003,36,3.1,-6.1,48,822,2.3,130,0.33
2005,1,14,12,569,1018,41,4.3,-6.2,44,821,2.4,130,0.33
2005,1,14,13,538,1017,38,4,-6,45,821,2.6,130,0.33
2005,1,14,14,451,1004,34,4.3,-5.7,46,822,2.2,140,0.33
2005,1,14,15,318,980,28,4.6,-5.4,46,822,1.9,140,0.33
2005,1,14,16,188,957,50,6,-6,39,822,1.5,150,0.33
2005,1,14,17,0,0,0,2.8,-5.7,51,822,2,100,0.33
2005,1,14,18,0,0,0,-0.4,-5.4,66,821,2.6,40,0.33
2005,1,14,19,0,0,0,-1,-5,71,820,3.1,350,0.33
2005,1,14,20,0,0,0,-0.8,-4.3,75,820,2.9,10,0.33
2005,1,14,21,0,0,0,-0.5,-3.6,77,820,2.8,20,0.33
2005,1,14,22,0,0,0,-1,-6,66,820,2.6,40,0.33
2005,1,14,23,0,0,0,-1.3,-5.8,68,819,2.4,40,0.33
2005,1,15,0,0,0,0,-1.7,-5.7,71,819,2.2,40,0.33
2005,1,15,1,0,0,0,-2,-5.5,74,819,2.1,50,0.33
2005,1,15,2,0,0,0,-2.3,-5.3,78,819,1.9,50,0.33
2005,1,15,3,0,0,0,-2.7,-5.2,81,819,1.7,50,0.33
2005,1,15,4,0,0,0,-3,-6,77,819,1.5,50,0.33
2005,1,15,5,0,0,0,-3.2,-6.4,76,820,1.5,30,0.33
2005,1,15,6,0,0,0,-3.4,-6.8,75,821,1.5,20,0.33
2005,1,15,7,0,0,0,-3,-8,65,822,1.5,360,0.33
2005,1,15,8,126,700,14,0,-7.1,55,823,1.9,40,0.33
2005,1,15,9,302,887,26,3,-6.2,48,824,2.2,70,0.33
2005,1,15,10,450,972,36,3,-6,49,825,2.6,110,0.33
2005,1,15,11,539,1009,36,4.8,-5.4,45,826,2.6,120,0.33
2005,1,15,12,568,1018,38,6.6,-4.9,42,827,2.6,140,0.33
2005,1,15,13,537,1011,38,7,-4,44,828,2.6,150,0.33
2005,1,15,14,450,997,32,6.1,-3.5,48,827,2.6,130,0.33
2005,1,15,15,316,964,27,5.2,-2.9,54,827,2.6,110,0.33
2005,1,15,16,178,820,58,5.4,-3.3,52,827,2.6,100,0.33
2005,1,15,17,0,0,0,3,-3.2,62,826,2.6,80,0.33
2005,1,15,18,0,0,0,0.7,-3.1,73,826,2.6,60,0.33
2005,1,15,19,0,0,0,1,-3,72,826,2.6,40,0.33
2005,1,15,20,0,0,0,0.9,-2.3,77,826,2.6,10,0.33
2005,1,15,21,0,0,0,0.8,-1.6,83,825,2.6,340,0.33
2005,1,15,22,0,0,0,0,-4,72,825,2.6,310,0.33
2005,1,15,23,0,0,0,-0.3,-4.2,72,825,2.6,330,0.33
2005,1,16,0,0,0,0,-0.7,-4.3,74,824,2.6,340,0.33
2005,1,16,1,0,0,0,-1,-4.5,75,824,2.6,360,0.33
2005,1,16,2,0,0,0,-1.3,-4.7,75,824,2.6,10,0.33
2005,1,16,3,0,0,0,-1.7,-4.8,77,824,2.6,30,0.33
2005,1,16,4,0,0,0,-2,-6,71,823,2.6,40,0.33
2005,1,16,5,0,0,0,-2.2,-5.4,76,824,2.4,30,0.33
2005,1,16,6,0,0,0,-2.4,-4.8,82,824,2.3,30,0.33
2005,1,16,7,0,0,0,-2,-5,78,824,2.1,20,0.33
2005,1,16,8,126,701,13,1.3,-4.8,61,826,2.3,330,0.33
2005,1,16,9,306,893,28,4.6,-4.5,49,827,2.4,280,0.33
2005,1,16,10,450,966,37,5,-5,46,828,2.6,230,0.33
2005,1,16,11,539,1003,36,5.8,-4.4,46,827,2.4,200,0.33
2005,1,16,12,574,1018,41,6.6,-3.9,45,827,2.3,170,0.33
2005,1,16,13,543,1017,38,6,-3,51,826,2.1,140,0.33
2005,1,16,14,456,1002,33,5.3,-2.4,56,826,2.1,170,0.33
2005,1,16,15,332,981,35,4.6,-1.7,63,825,2.1,190,0.33
2005,1,16,16,194,960,50,5,-2,59,825,2.1,220,0.33
