Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,,,,,
TMY3,724756,Bryce Cnyn Faa Ap,UT,USA,37.7,-112.15,-7,2312,,,,,
Year,Month,Day,Hour,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Albedo
2002,1,1,0,0,0,0,-12,-12,100,761,3.6,330,0.27
2002,1,1,1,0,0,0,-12,-13,91,761,3.1,320,0.27
2002,1,1,2,0,0,0,-9,-11,84,763,2.6,310,0.27
2002,1,1,3,0,0,0,-5,-6,92,765,3.1,300,0.27
2002,1,1,4,0,0,0,-4.4,-5.5,91,767,2.6,310,0.27
2002,1,1,5,0,0,0,-4,-5,92,768,2.1,310,0.27
2002,1,1,6,0,0,0,-3,-5,84,769,4.1,300,0.27
2002,1,1,7,0,0,0,-2,-7,65,768,4.1,340,0.27
2002,1,1,8,22,0,22,-2,-6,71,769,4.1,320,0.27
2002,1,1,9,267,576,110,-1,-4,78,769,4.6,290,0.27
2002,1,1,10,261,272,155,1,-5,61,772,3.1,340,0.27
2002,1,1,11,205,30,191,1,-7,51,771,5.1,20,0.27
2002,1,1,12,152,0,152,2,-7,48,773,5.7,30,0.27
2002,1,1,13,294,184,209,2,-4,62,773,5.1,300,0.27
2002,1,1,14,284,342,148,1,-6,56,771,1.5,350,0.27
2002,1,1,15,285,648,102,0,-6,60,770,3.1,40,0.27
2002,1,1,16,59,0,59,-1,-5,71,770,2.6,20,0.27
2002,1,1,17,0,0,0,-2,-7,65,770,2.6,320,0.27
2002,1,1,18,0,0,0,-7,-9,84,767,3.1,60,0.27
2002,1,1,19,0,0,0,-10,-12,84,765,2.1,250,0.27
2002,1,1,20,0,0,0,-14,-15,91,763,2.6,250,0.27
2002,1,1,21,0,0,0,-14,-16,83,763,2.2,240,0.27
2002,1,1,22,0,0,0,-13,-14,91,763,1.9,240,0.27
2002,1,1,23,0,0,0,-15,-17,83,761,1.5,230,0.27
2002,1,2,0,0,0,0,-17,-18,91,760,2.1,240,0.27
2002,1,2,1,0,0,0,-17,-18,91,760,2.4,250,0.27
2002,1,2,2,0,0,0,-15,-17,83,762,2.6,260,0.27
2002,1,2,3,0,0,0,-12,-14,83,764,2.1,250,0.27
2002,1,2,4,0,0,0,-11,-13,84,764,2,250,0.27
2002,1,2,5,0,0,0,-11,-12,91,764,1.8,250,0.27
2002,1,2,6,0,0,0,-10,-11,91,766,1.7,250,0.27
2002,1,2,7,0,0,0,-8,-10,84,769,1.5,250,0.27
2002,1,2,8,16,0,16,-7,-9,84,771,1.8,200,0.27
2002,1,2,9,169,269,96,-4,-6,84,773,2.1,150,0.27
2002,1,2,10,78,0,78,-4,-6,84,773,5.7,160,0.27
2002,1,2,11,324,278,195,-4,-7,77,773,4.1,170,0.27
2002,1,2,12,359,325,199,-4,-6,84,773,3.1,160,0.27
2002,1,2,13,105,0,105,-4,-5,92,772,3.6,150,0.27
2002,1,2,14,174,25,164,-4,-5,92,772,3.6,130,0.27
2002,1,2,15,155,96,128,-4,-4,100,771,3.6,150,0.27
2002,1,2,16,198,545,123,-4,-4,100,771,2.6,150,0.27
2002,1,2,17,0,0,0,-4,-5,92,771,3.6,160,0.27
2002,1,2,18,0,0,0,-4,-6,84,770,3.1,140,0.27
2002,1,2,19,0,0,0,-4,-6,84,770,5.1,150,0.27
2002,1,2,20,0,0,0,-4,-6,84,769,3.1,150,0.27
2002,1,2,21,0,0,0,-5,-6,92,768,3.1,180,0.27
2002,1,2,22,0,0,0,-5,-6,92,768,2.6,160,0.27
2002,1,2,23,0,0,0,-5,-6,92,768,3.1,150,0.27
2002,1,3,0,0,0,0,-6,-6,100,767,2.6,160,0.27
2002,1,3,1,0,0,0,-6,-6,100,767,2.6,170,0.27
2002,1,3,2,0,0,0,-6,-6,100,767,1.5,170,0.27
2002,1,3,3,0,0,0,-7,-8,92,767,1.5,160,0.27
2002,1,3,4,0,0,0,-7,-8,92,766,2.1,140,0.27
2002,1,3,5,0,0,0,-6,-7,92,767,2.6,150,0.27
2002,1,3,6,0,0,0,-6,-7,92,767,2.1,170,0.27
2002,1,3,7,0,0,0,-8,-9,92,766,1.5,250,0.27
2002,1,3,8,16,0,16,-7,-9,84,767,1.5,330,0.27
2002,1,3,9,102,16,98,-5,-6,92,768,2.6,140,0.27
2002,1,3,10,135,0,135,-5,-6,92,768,2.6,140,0.27
2002,1,3,11,119,0,119,-4,-6,84,768,3.1,140,0.27
2002,1,3,12,109,0,109,-3.6,-5.4,86,768,3.4,150,0.27
2002,1,3,13,418,423,219,-4,-5,92,767,3.6,150,0.27
2002,1,3,14,435,758,131,-3.1,-4.5,89,767,3.1,180,0.27
2002,1,3,15,245,528,94,-3,-4,92,768,2.6,220,0.27
2002,1,3,16,54,0,54,-3,-4,92,768,2,250,0.27
2002,1,3,17,0,0,0,-3,-4,92,768,1.5,280,0.27
2002,1,3,18,0,0,0,-4.2,-4.3,99,768,1.7,300,0.27
2002,1,3,19,0,0,0,-4.5,-4.7,98,768,1.8,320,0.27
2002,1,3,20,0,0,0,-4.3,-4.3,100,767,2,340,0.27
2002,1,3,21,0,0,0,-4,-4,100,767,2.1,350,0.27
2002,1,3,22,0,0,0,-4.3,-4.5,98,767,2.3,10,0.27
2002,1,3,23,0,0,0,-4.5,-4.9,97,767,2.4,30,0.27
2002,1,4,0,0,0,0,-4,-5,92,767,2.6,50,0.27
2002,1,4,1,0,0,0,-5,-6.1,91,766,2.5,40,0.27
2002,1,4,2,0,0,0,-5.5,-6.5,92,766,2.4,30,0.27
2002,1,4,3,0,0,0,-6.6,-7.6,92,765,2.4,30,0.27
2002,1,4,4,0,0,0,-7.4,-8.4,92,765,2.3,20,0.27
2002,1,4,5,0,0,0,-8.4,-9.3,92,764,2.2,10,0.27
2002,1,4,6,0,0,0,-9,-10,92,764,2.1,360,0.27
2002,1,4,7,0,0,0,-9,-11,84,764,3.6,350,0.27
2002,1,4,8,51,102,39,-7,-10,77,766,7.2,350,0.27
2002,1,4,9,160,181,111,-6,-11,64,767,7.2,20,0.27
2002,1,4,10,213,127,164,-4,-11,54,769,7.2,10,0.27
2002,1,4,11,460,728,120,-3,-11,50,769,7.7,20,0.27
2002,1,4,12,358,313,204,-2,-11,46,769,7.2,10,0.27
2002,1,4,13,522,864,114,-3,-9,60,769,11.3,310,0.27
2002,1,4,14,456,1029,41,-3,-8,65,770,11.3,310,0.27
2002,1,4,15,317,1000,27,-4,-8,71,769,10.3,310,0.27
2002,1,4,16,181,826,64,-5,-9,71,770,7.2,320,0.27
2002,1,4,17,0,0,0,-7,-9,84,768,8.2,310,0.27
2002,1,4,18,0,0,0,-7,-11,70,770,5.7,310,0.27
2002,1,4,19,0,0,0,-9,-12,77,769,1.5,10,0.27
2002,1,4,20,0,0,0,-12,-14,83,768,2.6,280,0.27
2002,1,4,21,0,0,0,-14,-16,83,767,4.6,280,0.27
2002,1,4,22,0,0,0,-17,-18,91,765,5.7,290,0.27
2002,1,4,23,0,0,0,-15,-17,83,766,5.1,280,0.27
2002,1,5,0,0,0,0,-17,-18,91,765,4.1,280,0.27
2002,1,5,1,0,0,0,-18,-21,75,764,5.1,280,0.27
2002,1,5,2,0,0,0,-17,-19,83,765,3.6,280,0.27
2002,1,5,3,0,0,0,-18,-21,75,765,2.6,20,0.27
2002,1,5,4,0,0,0,-17,-20,75,766,3.6,330,0.27
2002,1,5,5,0,0,0,-17,-19,83,766,4.6,280,0.27
2002,1,5,6,0,0,0,-15,-17,83,768,2.6,340,0.27
2002,1,5,7,0,0,0,-14,-16,83,769,2.1,300,0.27
2002,1,5,8,62,290,27,-14,-17,76,771,2.6,290,0.27
2002,1,5,9,267,741,64,-11,-14,76,773,2.6,30,0.27
2002,1,5,10,416,816,97,-6,-15,45,777,2.1,300,0.27
2002,1,5,11,363,361,194,-1,-16,27,778,2.1,360,0.27
2002,1,5,12,194,42,173,-1,-13,35,778,3.1,60,0.27
2002,1,5,13,398,459,180,4,-13,24,781,4.6,290,0.27
2002,1,5,14,462,858,115,3,-14,24,780,6.7,310,0.27
2002,1,5,15,324,998,32,3,-16,20,780,6.2,320,0.27
2002,1,5,16,174,823,55,2,-17,19,780,5.1,320,0.27
2002,1,5,17,0,0,0,-1,-18,22,778,4.6,310,0.27
2002,1,5,18,0,0,0,-7,-16,45,775,5.1,270,0.27
2002,1,5,19,0,0,0,-8,-16,49,775,1.5,280,0.27
2002,1,5,20,0,0,0,-6,-15,45,775,3.1,280,0.27
2002,1,5,21,0,0,0,-7,-15,49,775,3.1,280,0.27
2002,1,5,22,0,0,0,-7,-14,54,773,3.1,280,0.27
2002,1,5,23,0,0,0,-8,-15,53,771,2.6,270,0.27
2002,1,6,0,0,0,0,-10,-16,58,770,2.1,250,0.27
2002,1,6,1,0,0,0,-12,-16,69,768,2.6,260,0.27
2002,1,6,2,0,0,0,-13,-17,69,768,2.1,260,0.27
2002,1,6,3,0,0,0,-12,-16,69,768,1.5,300,0.27
2002,1,6,4,0,0,0,-9,-13,70,770,1.5,270,0.27
2002,1,6,5,0,0,0,-10,-14,70,770,1.5,220,0.27
2002,1,6,6,0,0,0,-8,-13,64,773,2.1,240,0.27
2002,1,6,7,0,0,0,-7,-12,64,774,2.6,260,0.27
2002,1,6,8,19,0,19,-4,-11,54,775,2.1,330,0.27
2002,1,6,9,231,560,78,-3,-10,55,777,4.1,280,0.27
