Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
TMY3,702005,Saint Mary`s (awos),AK,USA,62.067000,-163.300000,-9,95
Year,Month,Day,Hour,GHI,DNI,DHI,Tdry,Twet,RH,Pres,Wspd,Wdir,Albedo
1997,1,1,0,0,0,0,1.1,-0.6,88,1002,3.3,210,0.56
1997,1,1,1,0,0,0,0,-0.6,95,1002,4,230,0.56
1997,1,1,2,0,0,0,0,-0.6,95,1002,4.6,240,0.56
1997,1,1,3,0,0,0,0,-0.6,95,1002,5.3,250,0.56
1997,1,1,4,0,0,0,-0.6,-0.6,100,1002,6,270,0.56
1997,1,1,5,0,0,0,-0.6,-0.6,100,1002,6.7,280,0.56
1997,1,1,6,0,0,0,-0.6,-0.6,100,1002,7.3,290,0.56
1997,1,1,7,0,0,0,-0.6,-0.6,100,1002,8,310,0.56
1997,1,1,8,0,0,0,-1.7,-2.3,95,1002,8.7,320,0.56
1997,1,1,9,0,0,0,-2.3,-2.8,96,1002,8.1,320,0.56
1997,1,1,10,0,0,0,-2.8,-3.4,95,1002,7.5,330,0.56
1997,1,1,11,6,229,2,-2.8,-3.9,91,1002,6.8,330,0.56
1997,1,1,12,36,403,13,-2.8,-3.9,91,1002,6.2,330,0.56
1997,1,1,13,59,477,18,-2.8,-3.4,95,1002,7,320,0.56
1997,1,1,14,57,474,17,-2.8,-2.8,100,1002,7.8,320,0.56
1997,1,1,15,34,393,12,-2.8,-3.4,95,1002,8.5,310,0.56
1997,1,1,16,4,198,1,-2.8,-3.4,95,1002,9.3,300,0.56
1997,1,1,17,0,0,0,-2.8,-3.4,95,1002,7.4,300,0.56
1997,1,1,18,0,0,0,-3.4,-3.4,100,1002,5.5,300,0.56
1997,1,1,19,0,0,0,-3.4,-3.9,96,1002,3.6,300,0.56
1997,1,1,20,0,0,0,-3.4,-3.9,96,1002,4.1,310,0.56
1997,1,1,21,0,0,0,-3.8,-4.3,96,1002,4.1,10,0.56
1997,1,1,22,0,0,0,-3.5,-3.7,98,1002,4.1,290,0.56
1997,1,1,23,0,0,0,-3.4,-3.9,96,1002,6.2,290,0.56
1997,1,2,0,0,0,0,-3.4,-3.9,96,1002,3.6,300,0.56
1997,1,2,1,0,0,0,-3.4,-3.4,100,1002,5.1,300,0.56
1997,1,2,2,0,0,0,-3.2,-3.6,97,1002,0,0,0.56
1997,1,2,3,0,0,0,-3.5,-4,96,1002,3.6,330,0.56
1997,1,2,4,0,0,0,-2.8,-3.4,95,1002,2.1,20,0.56
1997,1,2,5,0,0,0,-2.8,-3.4,95,1002,2.6,240,0.56
1997,1,2,6,0,0,0,-3.4,-3.9,96,1002,3.1,290,0.56
1997,1,2,7,0,0,0,-2.8,-3.9,91,1002,3.4,300,0.56
1997,1,2,8,0,0,0,-2.8,-3.4,95,1002,3.6,300,0.56
1997,1,2,9,0,0,0,-2.8,-3.4,95,1002,2.1,260,0.56
1997,1,2,10,0,0,0,-2.8,-3.4,95,1002,3.1,280,0.56
1997,1,2,11,7,256,2,-3.4,-3.9,96,1002,2.9,340,0.56
1997,1,2,12,38,429,12,-0.6,-1.2,95,1002,2.6,30,0.56
1997,1,2,13,61,503,17,0,-0.6,95,1002,2.6,10,0.56
1997,1,2,14,39,162,25,1.1,-0.6,88,1002,2.6,50,0.56
1997,1,2,15,18,0,18,0.5,-0.6,92,1002,2.6,60,0.56
1997,1,2,16,1,0,1,1.1,-0.6,88,1002,4.6,30,0.56
1997,1,2,17,0,0,0,0,-1.7,87,1002,4.1,40,0.56
1997,1,2,18,0,0,0,0,-1.2,91,1002,4.1,30,0.56
1997,1,2,19,0,0,0,-2.2,-3.5,90,1002,2.7,20,0.56
1997,1,2,20,0,0,0,-3.9,-5.2,90,1002,2.3,10,0.56
1997,1,2,21,0,0,0,-5.5,-7.5,84,1002,1.3,350,0.56
1997,1,2,22,0,0,0,-8.3,-10.3,84,1002,0.3,340,0.56
1997,1,2,23,0,0,0,-11.6,-13.1,87,1002,4.5,10,0.56
1997,1,3,0,0,0,0,-12.1,-14.9,77,1002,4.1,20,0.56
1997,1,3,1,0,0,0,-15.3,-18.3,76,1002,4.6,10,0.56
1997,1,3,2,0,0,0,-18.7,-21.1,79,1002,4.7,40,0.56
1997,1,3,3,0,0,0,-20.9,-24,74,1002,4.3,30,0.56
1997,1,3,4,0,0,0,-22.5,-26.2,69,1002,4.4,20,0.56
1997,1,3,5,0,0,0,-24.1,-27.4,72,1002,4.4,20,0.56
1997,1,3,6,0,0,0,-25.8,-29.7,67,1002,8.1,10,0.56
1997,1,3,7,0,0,0,-28,-32,66,1002,4.1,10,0.56
1997,1,3,8,0,0,0,-26,-29.6,69,1002,5,20,0.56
1997,1,3,9,0,0,0,-23.9,-27.3,71,1002,5.9,10,0.56
1997,1,3,10,0,0,0,-22.4,-26.1,69,1002,7,30,0.56
1997,1,3,11,4,89,2,-20.4,-24.9,64,1002,5.8,350,0.56
1997,1,3,12,41,150,32,-18.3,-22.5,67,1002,6.8,30,0.56
1997,1,3,13,36,31,34,-16.8,-20.7,69,1002,7.2,40,0.56
1997,1,3,14,29,74,23,-15.3,-18.9,71,1002,4.5,20,0.56
1997,1,3,15,24,58,20,-13.3,-17.1,70,1002,6,50,0.56
1997,1,3,16,3,26,2,-11.8,-13.7,84,1002,6,50,0.56
1997,1,3,17,0,0,0,-10.3,-12,86,1002,5.9,60,0.56
1997,1,3,18,0,0,0,-8.2,-10.2,84,1002,5.8,60,0.56
1997,1,3,19,0,0,0,-6.7,-8.4,86,1002,6.7,70,0.56
1997,1,3,20,0,0,0,-6.2,-7.3,91,1002,6.4,70,0.56
1997,1,3,21,0,0,0,-5.6,-6.7,91,1002,6,70,0.56
1997,1,3,22,0,0,0,-5,-6.7,86,1002,5.7,70,0.56
1997,1,3,23,0,0,0,-5,-6.7,86,1002,6.2,70,0.56
1997,1,4,0,0,0,0,-5,-6.2,90,1002,5.1,60,0.56
1997,1,4,1,0,0,0,-4.5,-5,96,1002,5.1,60,0.56
1997,1,4,2,0,0,0,-3.9,-4.5,95,1002,6.7,90,0.56
1997,1,4,3,0,0,0,-1.7,-2.8,91,1002,3.6,30,0.56
1997,1,4,4,0,0,0,-1.2,-1.7,96,1002,3.1,30,0.56
1997,1,4,5,0,0,0,-0.6,-1.2,95,1002,4.6,30,0.56
1997,1,4,6,0,0,0,0.5,-0.6,92,1002,5.6,60,0.56
1997,1,4,7,0,0,0,0.5,0,96,1002,6.7,90,0.56
1997,1,4,8,0,0,0,0.5,0,96,1002,6.7,90,0.56
1997,1,4,9,0,0,0,0.5,0,96,1002,6.7,80,0.56
