date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2018-04-19 10:00:00,10.6,22.41,5.1,170.0,584.0,417.5,293.0
2018-04-19 11:00:00,12.8,21.33,5.1,190.0,520.5,147.5,402.5
2018-04-19 12:00:00,15.6,18.75,5.7,210.0,766.5,437.5,386.0
2018-04-19 13:00:00,16.7,15.88,8.8,170.0,979.0,986.0,113.5
2018-04-19 14:00:00,17.2,16.07,11.3,160.0,904.5,898.0,150.0
2018-04-19 15:00:00,16.7,15.06,15.4,170.0,668.0,486.0,301.5
2018-04-19 16:00:00,16.7,15.88,11.3,170.0,388.0,164.0,285.0
2018-04-19 17:00:00,16.7,15.88,12.4,160.0,298.5,260.5,176.5
2018-04-19 18:00:00,15.6,17.79,9.8,160.0,145.5,176.5,98.5
2018-04-19 19:00:00,14.4,19.22,9.3,150.0,35.5,75.0,27.5
2018-04-19 20:00:00,13.3,20.65,10.8,150.0,0.0,0.0,0.0
2018-04-19 21:00:00,12.2,24.42,7.7,160.0,0.0,0.0,0.0
2018-04-19 22:00:00,11.7,29.21,10.3,170.0,0.0,0.0,0.0
2018-04-19 23:00:00,10.0,31.07,14.9,160.0,0.0,0.0,0.0
2018-04-20 00:00:00,8.9,35.23,12.4,170.0,0.0,0.0,0.0
2018-04-20 01:00:00,8.3,36.69,10.3,160.0,0.0,0.0,0.0
2018-04-20 02:00:00,7.8,39.95,6.7,170.0,0.0,0.0,0.0
2018-04-20 03:00:00,7.2,41.62,4.1,170.0,0.0,0.0,0.0
2018-04-20 04:00:00,7.2,39.55,4.6,180.0,0.0,0.0,0.0
2018-04-20 05:00:00,6.1,40.52,3.6,190.0,0.0,0.0,0.0
2018-04-20 06:00:00,6.1,40.52,3.1,190.0,11.0,50.5,9.0
2018-04-20 07:00:00,7.8,39.95,9.3,180.0,139.0,417.0,58.5
2018-04-20 08:00:00,8.3,40.29,6.7,190.0,339.5,647.0,94.5
2018-04-20 09:00:00,10.6,39.83,9.3,200.0,501.5,631.0,158.0
2018-04-20 10:00:00,12.8,35.9,8.8,170.0,292.0,136.5,198.0
2018-04-20 11:00:00,10.6,45.5,2.1,280.0,606.5,480.5,215.0
2018-04-20 12:00:00,11.7,42.29,5.1,160.0,737.0,389.0,399.5
2018-04-20 13:00:00,11.7,42.29,4.1,160.0,599.5,182.5,439.0
2018-04-20 14:00:00,11.1,46.24,6.7,170.0,266.5,21.5,248.0
2018-04-20 15:00:00,7.2,70.49,11.3,180.0,117.5,2.5,116.0
2018-04-20 16:00:00,2.33,96.49,5.8,193.33,132.5,5.5,129.0
2018-04-20 17:00:00,4.23,82.07,3.97,160.0,84.5,7.0,81.5
2018-04-20 18:00:00,3.9,85.54,7.25,150.0,98.0,36.0,86.5
2018-04-20 19:00:00,2.87,92.45,8.07,166.67,21.5,1.5,21.5
2018-04-20 20:00:00,2.9,88.55,7.45,145.0,0.0,0.0,0.0
2018-04-20 21:00:00,2.8,85.41,7.45,150.0,0.0,0.0,0.0
2018-04-20 22:00:00,2.1,85.35,7.2,155.0,0.0,0.0,0.0
2018-04-20 23:00:00,1.97,88.45,7.2,150.0,0.0,0.0,0.0
2018-04-21 00:00:00,1.7,92.39,2.6,160.0,0.0,0.0,0.0
2018-04-21 01:00:00,1.7,95.78,3.1,330.0,0.0,0.0,0.0
2018-04-21 02:00:00,0.73,100.0,3.48,355.0,0.0,0.0,0.0
2018-04-21 03:00:00,0.0,100.0,4.1,335.0,0.0,0.0,0.0
2018-04-21 04:00:00,0.0,100.0,4.6,330.0,0.0,0.0,0.0
2018-04-21 05:00:00,-0.6,100.0,4.1,340.0,0.0,0.0,0.0
2018-04-21 06:00:00,-0.6,100.0,4.35,345.0,3.0,0.0,3.0
2018-04-21 07:00:00,-0.6,100.0,3.35,340.0,16.5,0.0,16.5
2018-04-21 08:00:00,-0.3,95.17,2.72,305.0,74.0,0.5,74.0
2018-04-21 09:00:00,0.6,95.74,2.6,320.0,261.0,59.5,227.0
2018-04-21 10:00:00,0.6,95.74,4.1,340.0,275.5,27.0,257.0
2018-04-21 11:00:00,0.6,100.0,3.1,320.0,312.5,23.5,293.5
2018-04-21 12:00:00,1.4,92.39,3.6,335.0,360.5,28.0,336.0
2018-04-21 13:00:00,1.4,96.46,2.1,330.0,357.5,28.5,332.5
2018-04-21 14:00:00,2.03,89.14,2.27,310.0,210.0,13.0,199.0
2018-04-21 15:00:00,2.13,89.14,1.7,303.33,213.0,13.0,203.5
2018-04-21 16:00:00,2.8,88.55,0.0,242.67,163.5,7.0,159.0
2018-04-21 17:00:00,2.8,88.55,0.0,218.75,86.5,0.0,86.5
2018-04-21 18:00:00,2.8,88.55,2.1,190.0,38.0,0.5,38.0
2018-04-21 19:00:00,3.3,85.47,2.1,210.0,7.0,0.0,7.0
2018-04-21 20:00:00,2.2,92.42,3.6,150.0,0.0,0.0,0.0
2018-04-21 21:00:00,2.2,89.14,3.6,160.0,0.0,0.0,0.0
2018-04-21 22:00:00,1.1,92.35,3.1,200.0,0.0,0.0,0.0
2018-04-21 23:00:00,1.1,92.35,3.1,180.0,0.0,0.0,0.0
2018-04-22 00:00:00,1.1,92.35,2.1,170.0,0.0,0.0,0.0
2018-04-22 01:00:00,1.7,88.45,1.5,210.0,0.0,0.0,0.0
2018-04-22 02:00:00,1.1,87.89,3.1,150.0,0.0,0.0,0.0
2018-04-22 03:00:00,1.1,87.89,4.6,180.0,0.0,0.0,0.0
2018-04-22 04:00:00,0.0,91.31,0.0,235.2,0.0,0.0,0.0
2018-04-22 05:00:00,-0.6,91.27,1.5,250.0,0.0,0.0,0.0
2018-04-22 06:00:00,0.0,91.31,2.1,120.0,14.5,100.5,9.5
2018-04-22 07:00:00,5.0,82.07,0.0,103.0,161.5,578.5,46.5
2018-04-22 08:00:00,7.8,73.16,2.1,20.0,374.0,796.0,67.0
2018-04-22 09:00:00,9.4,65.64,1.5,340.0,581.5,897.0,79.0
2018-04-22 10:00:00,12.2,54.47,3.1,350.0,759.5,952.0,87.5
2018-04-22 11:00:00,13.9,45.08,4.1,10.0,889.5,979.5,93.0
2018-04-22 12:00:00,15.0,35.83,6.7,360.0,965.5,996.0,94.5
2018-04-22 13:00:00,16.1,30.49,5.1,360.0,979.5,999.0,95.0
2018-04-22 14:00:00,16.1,30.49,5.1,330.0,929.5,988.5,93.0
2018-04-22 15:00:00,16.7,32.14,4.1,40.0,819.5,959.0,92.5
2018-04-22 16:00:00,16.7,33.56,4.6,70.0,657.5,909.0,87.0
2018-04-22 17:00:00,16.1,33.39,0.0,24.0,459.0,824.5,75.5
2018-04-22 18:00:00,15.6,34.47,2.6,30.0,247.0,663.0,60.0
2018-04-22 19:00:00,13.3,40.0,3.1,90.0,60.0,286.5,29.5
2018-04-22 20:00:00,11.1,48.3,2.1,140.0,0.0,0.0,0.0
2018-04-22 21:00:00,9.4,56.1,5.1,170.0,0.0,0.0,0.0
2018-04-22 22:00:00,9.4,65.64,6.2,180.0,0.0,0.0,0.0
2018-04-22 23:00:00,8.3,70.71,5.1,160.0,0.0,0.0,0.0
2018-04-23 00:00:00,8.3,70.71,3.1,180.0,0.0,0.0,0.0
2018-04-23 01:00:00,8.3,68.25,5.1,180.0,0.0,0.0,0.0
2018-04-23 02:00:00,8.3,68.25,5.7,190.0,0.0,0.0,0.0
2018-04-23 03:00:00,6.7,76.14,3.1,190.0,0.0,0.0,0.0
2018-04-23 04:00:00,4.4,85.59,2.1,120.0,0.0,0.0,0.0
2018-04-23 05:00:00,3.9,85.54,0.0,175.43,0.0,0.0,0.0
2018-04-23 06:00:00,5.6,82.15,1.5,200.0,13.0,56.5,10.0
2018-04-23 07:00:00,8.9,67.89,0.0,273.43,144.5,423.0,59.0
2018-04-23 08:00:00,10.6,60.57,0.0,294.2,368.5,760.0,72.0
2018-04-23 09:00:00,13.9,50.85,0.0,288.0,483.0,535.5,187.5
2018-04-23 10:00:00,16.7,43.99,2.6,340.0,562.5,334.0,324.5
2018-04-23 11:00:00,17.8,39.62,2.6,88.67,690.5,375.0,384.5
2018-04-23 12:00:00,20.0,30.61,4.1,90.0,897.5,753.5,234.0
2018-04-23 13:00:00,21.1,25.5,0.0,97.17,888.0,696.5,269.0
2018-04-23 14:00:00,21.1,23.23,7.7,340.0,787.0,649.5,233.5
2018-04-23 15:00:00,21.7,26.6,7.2,360.0,808.0,931.5,99.5
2018-04-23 16:00:00,21.1,28.6,5.1,40.0,647.5,876.0,95.5
2018-04-23 17:00:00,17.9,41.03,6.95,175.0,406.0,619.5,110.0
2018-04-23 18:00:00,16.7,42.47,5.7,160.0,149.5,146.5,108.5
2018-04-23 19:00:00,15.6,45.56,2.6,150.0,38.5,60.0,31.5
2018-04-23 20:00:00,16.1,42.3,4.1,20.0,0.0,0.0,0.0
2018-04-23 21:00:00,10.0,74.07,8.8,20.0,0.0,0.0,0.0
2018-04-23 22:00:00,6.4,85.11,8.25,30.0,0.0,0.0,0.0
2018-04-23 23:00:00,4.7,85.59,6.45,185.0,0.0,0.0,0.0
2018-04-24 00:00:00,3.3,89.23,5.95,10.0,0.0,0.0,0.0
2018-04-24 01:00:00,2.8,92.45,3.93,16.67,0.0,0.0,0.0
2018-04-24 02:00:00,2.1,89.14,2.6,50.0,0.0,0.0,0.0
2018-04-24 03:00:00,1.7,88.45,4.35,30.0,0.0,0.0,0.0
2018-04-24 04:00:00,0.8,91.12,5.4,20.0,0.0,0.0,0.0
2018-04-24 05:00:00,0.0,95.17,3.1,36.67,0.0,0.0,0.0
2018-04-24 06:00:00,-0.6,100.0,3.1,50.0,2.0,0.0,2.0
2018-04-24 07:00:00,-0.73,95.94,3.93,20.0,12.0,0.0,12.0
2018-04-24 08:00:00,-0.2,86.86,1.87,40.0,43.5,2.0,43.0
2018-04-24 09:00:00,0.3,87.42,2.85,30.0,62.5,0.0,62.5
2018-04-24 10:00:00,0.9,84.32,3.77,20.0,78.5,0.0,78.5
2018-04-24 11:00:00,1.05,84.32,5.15,185.0,100.5,0.5,100.0
2018-04-24 12:00:00,1.1,80.21,4.1,30.0,150.5,7.0,144.0
2018-04-24 13:00:00,0.15,95.17,3.6,35.0,133.0,5.0,128.5
2018-04-24 14:00:00,0.9,96.46,2.43,13.33,192.5,10.5,183.5
2018-04-24 15:00:00,1.75,92.35,4.22,102.5,329.5,56.0,287.0
2018-04-24 16:00:00,1.68,88.45,3.18,328.0,174.5,10.5,168.0
2018-04-24 17:00:00,1.2,95.78,3.2,270.0,102.0,6.5,99.0
2018-04-24 18:00:00,1.32,96.46,3.1,330.0,92.5,30.5,84.0
2018-04-24 19:00:00,1.08,96.46,3.1,287.5,19.0,0.0,19.0
2018-04-24 20:00:00,0.9,100.0,3.27,303.33,0.0,0.0,0.0
2018-04-24 21:00:00,0.73,100.0,3.1,280.0,0.0,0.0,0.0
2018-04-24 22:00:00,0.6,95.74,2.85,270.0,0.0,0.0,0.0
2018-04-24 23:00:00,1.1,96.46,2.1,280.0,0.0,0.0,0.0
2018-04-25 00:00:00,1.1,92.35,1.8,290.0,0.0,0.0,0.0
2018-04-25 01:00:00,1.1,92.35,0.0,297.2,0.0,0.0,0.0
2018-04-25 02:00:00,0.6,83.16,0.75,120.0,0.0,0.0,0.0
2018-04-25 03:00:00,-0.85,95.91,1.05,180.0,0.0,0.0,0.0
2018-04-25 04:00:00,-1.7,95.91,1.5,190.0,0.0,0.0,0.0
2018-04-25 05:00:00,-2.2,95.09,2.1,190.0,0.0,0.0,0.0
2018-04-25 06:00:00,-1.7,91.2,1.5,160.0,19.5,110.5,13.0
2018-04-25 07:00:00,1.1,87.89,2.6,190.0,177.0,575.0,55.5
2018-04-25 08:00:00,2.8,81.78,3.1,180.0,394.0,795.5,77.5
2018-04-25 09:00:00,6.1,59.8,2.1,224.8,612.0,913.0,91.0
2018-04-25 10:00:00,8.3,44.21,1.5,200.0,798.5,974.0,101.5
2018-04-25 11:00:00,10.0,34.43,0.0,134.67,932.5,999.5,111.0
2018-04-25 12:00:00,12.2,28.26,0.0,133.17,1008.0,1006.0,120.0
2018-04-25 13:00:00,15.0,25.86,1.5,20.0,1015.5,1004.5,118.0
2018-04-25 14:00:00,16.1,12.87,0.0,152.2,962.0,998.5,110.5
2018-04-25 15:00:00,16.7,14.41,1.5,210.0,853.0,985.5,99.0
2018-04-25 16:00:00,17.8,17.93,3.6,130.0,686.5,944.0,87.0
2018-04-25 17:00:00,18.3,15.8,0.0,87.86,485.5,869.0,74.5
2018-04-25 18:00:00,17.2,20.47,3.6,110.0,267.5,721.5,58.5
2018-04-25 19:00:00,13.9,24.02,2.1,130.0,70.5,350.5,30.5
2018-04-25 20:00:00,11.7,42.29,4.6,170.0,0.0,0.0,0.0
2018-04-25 21:00:00,11.7,35.2,6.7,190.0,0.0,0.0,0.0
2018-04-25 22:00:00,11.1,33.38,6.2,190.0,0.0,0.0,0.0
2018-04-25 23:00:00,9.4,41.04,5.1,170.0,0.0,0.0,0.0
2018-04-26 00:00:00,7.8,48.1,2.1,160.0,0.0,0.0,0.0
2018-04-26 01:00:00,6.7,56.85,4.6,260.0,0.0,0.0,0.0
2018-04-26 02:00:00,9.27,37.4,8.2,16.67,0.0,0.0,0.0
2018-04-26 03:00:00,7.8,43.85,6.2,330.0,0.0,0.0,0.0
2018-04-26 04:00:00,7.8,43.85,9.3,10.0,0.0,0.0,0.0
2018-04-26 05:00:00,7.2,47.66,7.7,10.0,0.0,0.0,0.0
2018-04-26 06:00:00,6.7,51.87,5.7,20.0,3.5,0.0,3.5
2018-04-26 07:00:00,6.7,54.08,7.2,360.0,34.5,2.5,34.0
2018-04-26 08:00:00,6.1,56.37,7.2,10.0,74.0,3.0,73.0
2018-04-26 09:00:00,6.7,54.08,7.2,20.0,108.0,1.5,107.0
2018-04-26 10:00:00,7.2,54.93,3.1,105.8,192.0,10.5,184.0
2018-04-26 11:00:00,7.8,50.16,4.1,360.0,176.0,9.0,168.5
2018-04-26 12:00:00,9.4,39.35,4.1,360.0,364.5,57.0,314.0
2018-04-26 13:00:00,11.1,33.38,2.6,320.0,659.0,307.5,384.0
2018-04-26 14:00:00,12.8,31.39,4.6,20.0,879.5,807.0,191.5
2018-04-26 15:00:00,13.3,30.38,4.1,10.0,830.0,935.0,112.0
2018-04-26 16:00:00,13.3,28.88,6.2,360.0,665.5,870.0,110.5
2018-04-26 17:00:00,12.8,28.6,3.6,20.0,465.0,764.5,101.5
2018-04-26 18:00:00,12.2,29.75,0.0,111.5,251.0,581.5,80.0
2018-04-26 19:00:00,9.4,39.35,1.5,110.0,64.5,221.0,37.5
2018-04-26 20:00:00,8.3,40.29,2.6,180.0,0.0,0.0,0.0
2018-04-26 21:00:00,6.7,49.32,4.6,170.0,0.0,0.0,0.0
2018-04-26 22:00:00,5.0,58.35,4.1,170.0,0.0,0.0,0.0
2018-04-26 23:00:00,3.9,63.03,4.1,170.0,0.0,0.0,0.0
2018-04-27 00:00:00,5.0,55.49,5.1,190.0,0.0,0.0,0.0
2018-04-27 01:00:00,5.0,58.35,4.6,170.0,0.0,0.0,0.0
2018-04-27 02:00:00,4.4,57.86,3.6,180.0,0.0,0.0,0.0
2018-04-27 03:00:00,4.4,57.86,2.6,150.0,0.0,0.0,0.0
2018-04-27 04:00:00,2.8,64.78,3.1,170.0,0.0,0.0,0.0
2018-04-27 05:00:00,1.7,67.18,2.6,160.0,0.0,0.0,0.0
2018-04-27 06:00:00,4.4,63.45,0.0,210.17,23.5,123.5,15.5
2018-04-27 07:00:00,8.9,55.97,0.0,213.0,182.5,575.0,56.5
2018-04-27 08:00:00,12.2,39.26,3.6,240.0,398.5,791.0,78.0
2018-04-27 09:00:00,14.4,32.35,1.5,200.0,606.5,893.0,91.0
2018-04-27 10:00:00,16.7,24.41,2.1,40.0,781.5,942.5,101.5
2018-04-27 11:00:00,18.3,20.97,2.6,70.83,914.0,974.5,107.5
2018-04-27 12:00:00,18.3,17.37,0.0,142.67,990.5,993.5,108.5
2018-04-27 13:00:00,20.0,12.91,3.6,50.0,1003.5,997.5,107.5
2018-04-27 14:00:00,20.0,12.91,2.6,160.0,951.5,987.0,105.0
2018-04-27 15:00:00,21.1,13.86,3.6,120.0,837.5,959.0,99.0
2018-04-27 16:00:00,21.1,13.86,2.6,46.5,676.5,915.5,90.5
2018-04-27 17:00:00,20.6,15.72,3.1,120.0,479.5,836.5,79.5
2018-04-27 18:00:00,19.4,16.93,4.1,90.0,263.5,679.5,63.0
2018-04-27 19:00:00,17.8,18.72,3.1,90.0,71.0,322.5,32.5
2018-04-27 20:00:00,13.3,27.68,3.1,100.0,0.0,0.0,0.0
2018-04-27 21:00:00,13.9,26.62,2.6,140.0,0.0,0.0,0.0
2018-04-27 22:00:00,10.6,37.87,1.5,170.0,0.0,0.0,0.0
2018-04-27 23:00:00,8.3,48.48,2.1,180.0,0.0,0.0,0.0
2018-04-28 00:00:00,8.3,48.48,4.1,180.0,0.0,0.0,0.0
2018-04-28 01:00:00,8.9,44.64,4.1,160.0,0.0,0.0,0.0
2018-04-28 02:00:00,9.4,43.16,3.6,180.0,0.0,0.0,0.0
2018-04-28 03:00:00,8.3,46.49,0.0,228.67,0.0,0.0,0.0
2018-04-28 04:00:00,4.4,60.85,0.0,94.6,0.0,0.0,0.0
2018-04-28 05:00:00,3.3,68.56,3.6,220.0,0.0,0.0,0.0
2018-04-28 06:00:00,5.6,63.94,2.1,190.0,24.5,142.0,15.0
2018-04-28 07:00:00,11.7,38.6,3.6,250.0,183.0,590.5,51.5
2018-04-28 08:00:00,13.9,32.05,0.0,247.83,394.0,791.0,71.0
2018-04-28 09:00:00,16.1,31.77,2.6,90.0,598.5,887.5,83.5
2018-04-28 10:00:00,19.4,27.12,1.5,46.83,775.0,942.0,92.5
2018-04-28 11:00:00,22.2,21.72,1.5,29.5,895.0,937.5,116.5
2018-04-28 12:00:00,23.3,16.21,1.5,51.33,978.0,989.0,97.5
2018-04-28 13:00:00,23.3,16.21,3.1,70.0,831.5,654.0,241.0
2018-04-28 14:00:00,21.05,21.2,4.35,205.0,384.5,99.0,300.5
2018-04-28 15:00:00,21.7,22.39,4.6,90.0,705.5,549.0,284.5
2018-04-28 16:00:00,22.2,21.72,9.3,170.0,388.5,226.5,246.5
2018-04-28 17:00:00,20.6,25.17,9.3,170.0,434.0,671.5,115.0
2018-04-28 18:00:00,19.4,25.81,5.7,170.0,237.0,511.0,82.0
2018-04-28 19:00:00,16.7,32.14,3.6,170.0,56.0,157.5,36.0
2018-04-28 20:00:00,16.7,33.56,2.1,210.0,0.0,0.0,0.0
2018-04-28 21:00:00,14.4,38.9,3.6,190.0,0.0,0.0,0.0
2018-04-28 22:00:00,16.1,36.15,4.6,230.0,0.0,0.0,0.0
2018-04-28 23:00:00,12.8,46.73,3.1,230.0,0.0,0.0,0.0
2018-04-29 00:00:00,14.4,42.11,4.6,200.0,0.0,0.0,0.0
2018-04-29 01:00:00,15.0,40.51,4.6,200.0,0.0,0.0,0.0
2018-04-29 02:00:00,15.0,41.98,3.6,230.0,0.0,0.0,0.0
2018-04-29 03:00:00,15.0,40.51,7.2,250.0,0.0,0.0,0.0
2018-04-29 04:00:00,13.3,45.23,4.1,130.0,0.0,0.0,0.0
2018-04-29 05:00:00,13.3,45.23,4.6,200.0,0.0,0.0,0.0
2018-04-29 06:00:00,13.3,46.87,5.1,220.0,3.5,0.0,3.5
2018-04-29 07:00:00,16.7,36.33,7.7,240.0,20.5,0.0,20.5
2018-04-29 08:00:00,17.2,32.52,8.2,210.0,229.5,268.0,116.5
2018-04-29 09:00:00,19.4,29.36,3.6,190.0,542.5,664.0,148.5
2018-04-29 10:00:00,21.7,23.53,5.7,230.0,783.0,945.5,95.5
2018-04-29 11:00:00,23.9,17.88,7.7,230.0,845.0,718.5,251.0
2018-04-29 12:00:00,24.4,15.83,5.7,200.0,878.0,553.5,384.0
2018-04-29 13:00:00,23.9,15.64,7.2,190.0,897.5,591.0,364.0
2018-04-29 14:00:00,25.6,15.49,11.3,200.0,762.5,408.5,410.0
2018-04-29 15:00:00,23.9,17.15,11.3,210.0,545.0,211.5,378.5
2018-04-29 16:00:00,23.3,15.41,5.7,190.0,391.5,141.0,302.0
2018-04-29 17:00:00,23.3,14.03,7.2,200.0,232.0,63.0,201.0
2018-04-29 18:00:00,22.8,14.46,7.7,200.0,177.5,275.0,102.0
2018-04-29 19:00:00,20.6,13.69,6.2,200.0,63.0,236.5,34.0
2018-04-29 20:00:00,20.0,12.24,7.2,210.0,0.0,0.0,0.0
2018-04-29 21:00:00,17.8,14.05,4.1,210.0,0.0,0.0,0.0
2018-04-29 22:00:00,14.4,19.22,4.1,150.0,0.0,0.0,0.0
2018-04-29 23:00:00,13.9,19.86,4.6,180.0,0.0,0.0,0.0
2018-04-30 00:00:00,12.2,23.38,4.1,180.0,0.0,0.0,0.0
2018-04-30 01:00:00,11.1,25.15,3.1,190.0,0.0,0.0,0.0
2018-04-30 02:00:00,10.6,26.0,3.6,190.0,0.0,0.0,0.0
2018-04-30 03:00:00,12.8,18.54,5.1,190.0,0.0,0.0,0.0
2018-04-30 04:00:00,11.7,19.93,4.6,190.0,0.0,0.0,0.0
2018-04-30 05:00:00,11.1,21.67,4.6,270.0,0.0,0.0,0.0
2018-04-30 06:00:00,9.4,35.33,0.0,246.67,26.5,125.0,17.5
2018-04-30 07:00:00,10.0,53.89,0.0,179.0,164.5,437.0,64.5
2018-04-30 08:00:00,12.2,44.91,1.5,90.0,377.5,676.0,97.0
2018-04-30 09:00:00,13.9,41.66,1.5,153.83,577.0,770.0,121.5
2018-04-30 10:00:00,18.9,22.0,1.5,157.0,774.0,904.0,113.0
2018-04-30 11:00:00,20.0,15.63,3.1,360.0,680.5,447.0,309.0
2018-04-30 12:00:00,21.1,13.86,3.6,220.0,839.5,587.5,312.5
2018-04-30 13:00:00,21.7,12.14,2.1,270.0,966.5,887.0,164.0
2018-04-30 14:00:00,22.2,11.78,6.2,240.0,817.5,580.5,316.0
2018-04-30 15:00:00,20.6,21.86,6.7,30.0,652.0,424.0,321.0
2018-04-30 16:00:00,20.0,24.86,4.1,70.0,487.0,349.0,257.5
2018-04-30 17:00:00,19.4,29.36,4.6,70.0,256.5,182.0,173.5
2018-04-30 18:00:00,17.2,39.44,3.1,30.0,158.0,144.5,110.5
2018-04-30 19:00:00,15.0,51.15,3.1,60.0,32.5,13.0,30.5
2018-04-30 20:00:00,12.8,61.53,5.7,10.0,0.0,0.0,0.0
2018-04-30 21:00:00,11.1,68.83,3.6,350.0,0.0,0.0,0.0
2018-04-30 22:00:00,10.6,73.67,1.5,80.0,0.0,0.0,0.0
2018-04-30 23:00:00,8.9,79.77,1.5,110.0,0.0,0.0,0.0
2018-05-01 00:00:00,7.8,82.44,0.0,144.6,0.0,0.0,0.0
2018-05-01 01:00:00,7.2,85.89,0.0,188.17,0.0,0.0,0.0
2018-05-01 02:00:00,8.6,79.77,3.35,120.0,0.0,0.0,0.0
2018-05-01 03:00:00,7.8,85.95,3.1,90.0,0.0,0.0,0.0
2018-05-01 04:00:00,7.5,85.89,3.6,115.0,0.0,0.0,0.0
2018-05-01 05:00:00,7.2,82.36,3.6,130.0,0.0,0.0,0.0
2018-05-01 06:00:00,7.9,79.05,3.1,140.0,2.0,0.0,2.0
2018-05-01 07:00:00,7.8,76.32,4.1,150.0,15.5,0.0,15.5
2018-05-01 08:00:00,9.4,68.48,3.6,140.0,133.5,43.5,113.5
2018-05-01 09:00:00,11.1,63.3,3.1,90.0,407.0,290.0,237.0
2018-05-01 10:00:00,12.8,52.37,4.1,90.0,733.5,781.5,162.5
2018-05-01 11:00:00,15.6,43.68,7.2,110.0,833.0,730.0,219.5
2018-05-01 12:00:00,16.1,37.75,7.2,130.0,736.0,383.0,394.0
2018-05-01 13:00:00,18.3,27.64,3.1,100.0,737.5,332.0,436.0
2018-05-01 14:00:00,19.4,28.32,5.7,40.0,493.0,98.0,408.0
2018-05-01 15:00:00,16.7,36.33,9.3,330.0,451.0,124.0,352.5
2018-05-01 16:00:00,16.1,44.13,8.2,350.0,445.0,224.0,302.0
2018-05-01 17:00:00,16.1,42.3,6.7,360.0,355.0,319.5,200.0
2018-05-01 18:00:00,15.6,43.68,6.7,360.0,237.0,506.0,82.5
2018-05-01 19:00:00,10.0,71.04,8.2,20.0,69.5,260.0,37.0
2018-05-01 20:00:00,8.85,73.77,6.95,20.0,0.0,1.0,0.0
2018-05-01 21:00:00,7.8,73.16,5.1,30.0,0.0,0.0,0.0
2018-05-01 22:00:00,7.2,79.52,2.6,80.0,0.0,0.0,0.0
2018-05-01 23:00:00,6.7,82.29,2.05,110.0,0.0,0.0,0.0
2018-05-02 00:00:00,6.85,82.29,0.0,160.6,0.0,0.0,0.0
2018-05-02 01:00:00,6.7,85.24,2.1,90.0,0.0,0.0,0.0
2018-05-02 02:00:00,6.7,85.24,1.5,140.0,0.0,0.0,0.0
2018-05-02 03:00:00,6.7,85.24,1.9,186.67,0.0,0.0,0.0
2018-05-02 04:00:00,5.6,88.8,1.5,150.0,0.0,0.0,0.0
2018-05-02 05:00:00,6.7,85.24,0.0,209.43,0.0,0.0,0.0
2018-05-02 06:00:00,7.2,82.36,0.0,217.83,3.0,0.0,3.0
2018-05-02 07:00:00,7.8,79.05,0.0,183.6,24.5,0.0,24.5
2018-05-02 08:00:00,8.3,79.68,0.0,270.0,81.5,1.0,81.0
2018-05-02 09:00:00,9.15,73.97,3.1,130.0,77.5,2.5,76.0
2018-05-02 10:00:00,8.95,82.58,4.6,360.0,102.5,2.5,100.5
2018-05-02 11:00:00,8.87,89.72,5.67,243.33,389.5,67.0,333.0
2018-05-02 12:00:00,9.72,89.21,5.0,185.0,364.0,48.0,321.0
2018-05-02 13:00:00,9.88,86.18,6.5,214.0,362.0,27.0,337.5
2018-05-02 14:00:00,9.4,86.12,5.1,20.0,151.0,7.0,144.5
2018-05-02 15:00:00,9.4,83.21,5.1,35.0,132.5,5.5,128.0
2018-05-02 16:00:00,8.6,92.77,3.85,40.0,49.0,0.0,49.0
2018-05-02 17:00:00,7.67,95.98,2.93,320.0,90.0,21.0,80.5
2018-05-02 18:00:00,7.17,100.0,4.43,320.0,74.0,2.0,73.0
2018-05-02 19:00:00,6.78,100.0,3.1,250.0,18.5,0.0,18.5
2018-05-02 20:00:00,7.2,100.0,3.85,225.0,0.0,0.0,0.0
2018-05-02 21:00:00,6.7,94.0,4.1,340.0,0.0,0.0,0.0
2018-05-02 22:00:00,6.85,92.4,2.6,15.0,0.0,0.0,0.0
2018-05-02 23:00:00,6.1,92.64,4.6,10.0,0.0,0.0,0.0
2018-05-03 00:00:00,5.6,100.0,5.1,350.0,0.0,0.0,0.0
2018-05-03 01:00:00,5.0,100.0,5.13,330.0,0.0,0.0,0.0
2018-05-03 02:00:00,4.4,100.0,4.35,305.0,0.0,0.0,0.0
2018-05-03 03:00:00,3.6,96.52,4.6,335.0,0.0,0.0,0.0
2018-05-03 04:00:00,3.9,92.52,4.6,300.0,0.0,0.0,0.0
2018-05-03 05:00:00,3.9,92.52,4.6,280.0,0.0,0.0,0.0
2018-05-03 06:00:00,3.6,92.52,4.6,285.0,5.0,0.0,5.0
2018-05-03 07:00:00,2.75,100.0,6.2,305.0,46.0,0.5,46.0
2018-05-03 08:00:00,2.8,100.0,6.2,310.0,21.0,0.0,21.0
2018-05-03 09:00:00,3.9,95.85,7.7,330.0,41.0,0.0,41.0
2018-05-03 10:00:00,3.3,100.0,7.7,340.0,113.5,1.5,112.0
2018-05-03 11:00:00,3.3,93.83,8.2,330.0,198.5,11.0,189.0
