climate.location,file_name
nOt A sAmsIm vArIAblE,track_mode
csp.dtr.solf.tilt,tilt
csp.dtr.solf.azimuth,azimuth
nOt A sAmsIm vArIAblE,weekday_schedule
nOt A sAmsIm vArIAblE,weekend_schedule
nOt A sAmsIm vArIAblE,nSCA
nOt A sAmsIm vArIAblE,nHCEt
nOt A sAmsIm vArIAblE,nColt
nOt A sAmsIm vArIAblE,nHCEVar
csp.dtr.solf.num_loops,nLoops
csp.dtr.solf.htf_pump_eff,eta_pump
csp.dtr.solf.header_roughness,HDR_rough
csp.dtr.solf.stow_angle,theta_stow
csp.dtr.solf.deploy_angle,theta_dep
csp.dtr.solf.row_spacing,Row_Distance
nOt A sAmsIm vArIAblE,FieldConfig
csp.dtr.pwrb.startup_temp,T_startup
csp.dtr.pwrb.design_gross_output,pb_rated_cap
csp.dtr.solf.min_htf_flow_rate,m_dot_htfmin
csp.dtr.solf.max_htf_flow_rate,m_dot_htfmax
csp.dtr.solf.design_inlet_temp,T_loop_in_des
csp.dtr.solf.design_outlet_temp,T_loop_out
nOt A sAmsIm vArIAblE,Fluid
csp.dtr.solf.freeze_protect_temp,T_field_ini
csp.dtr.solf.freeze_protect_temp,T_fp
csp.dtr.solf.design_radiation,I_bn_des
csp.dtr.solf.design_max_htf_velocity,V_hdr_max
csp.dtr.solf.design_min_htf_velocity,V_hdr_min
csp.dtr.par.pipe_heat_loss_coeff,Pipe_hl_coef
csp.dtr.par.sca_tracking_power,SCA_drives_elec
csp.dtr.solf.allow_partial_defocusing,fthrok
nOt A sAmsIm vArIAblE,fthrctrl
csp.dtr.solf.tilt,ColTilt
csp.dtr.solf.azimuth,ColAz
nOt A sAmsIm vArIAblE,accept_mode
nOt A sAmsIm vArIAblE,accept_init
nOt A sAmsIm vArIAblE,accept_loc
csp.dtr.solf.solar_multiple,solar_mult
csp.dtr.solf.mc_bal_hot,mc_bal_hot
csp.dtr.solf.mc_bal_cold,mc_bal_cold
csp.dtr.solf.mc_bal_sca,mc_bal_sca
nOt A sAmsIm vArIAblE,OptCharType
nOt A sAmsIm vArIAblE,CollectorType
nOt A sAmsIm vArIAblE,W_aperture
nOt A sAmsIm vArIAblE,A_aperture
nOt A sAmsIm vArIAblE,IamF0
nOt A sAmsIm vArIAblE,IamF1
nOt A sAmsIm vArIAblE,IamF2
nOt A sAmsIm vArIAblE,reflectivity
nOt A sAmsIm vArIAblE,TrackingError
nOt A sAmsIm vArIAblE,GeomEffects
nOt A sAmsIm vArIAblE,Rho_mirror_clean
nOt A sAmsIm vArIAblE,Dirt_mirror
nOt A sAmsIm vArIAblE,Error
nOt A sAmsIm vArIAblE,Ave_Focal_Length
nOt A sAmsIm vArIAblE,L_SCA
nOt A sAmsIm vArIAblE,L_aperture
nOt A sAmsIm vArIAblE,ColperSCA
nOt A sAmsIm vArIAblE,Distance_SCA
nOt A sAmsIm vArIAblE,HCE_FieldFrac
nOt A sAmsIm vArIAblE,D_2
nOt A sAmsIm vArIAblE,D_3
nOt A sAmsIm vArIAblE,D_4
nOt A sAmsIm vArIAblE,D_5
nOt A sAmsIm vArIAblE,D_p
nOt A sAmsIm vArIAblE,Flow_type
nOt A sAmsIm vArIAblE,Rough
nOt A sAmsIm vArIAblE,alpha_env
nOt A sAmsIm vArIAblE,epsilon_3_11
nOt A sAmsIm vArIAblE,epsilon_3_12
nOt A sAmsIm vArIAblE,epsilon_3_13
nOt A sAmsIm vArIAblE,epsilon_3_14
nOt A sAmsIm vArIAblE,epsilon_3_21
nOt A sAmsIm vArIAblE,epsilon_3_22
nOt A sAmsIm vArIAblE,epsilon_3_23
nOt A sAmsIm vArIAblE,epsilon_3_24
nOt A sAmsIm vArIAblE,epsilon_3_31
nOt A sAmsIm vArIAblE,epsilon_3_32
nOt A sAmsIm vArIAblE,epsilon_3_33
nOt A sAmsIm vArIAblE,epsilon_3_34
nOt A sAmsIm vArIAblE,epsilon_3_41
nOt A sAmsIm vArIAblE,epsilon_3_42
nOt A sAmsIm vArIAblE,epsilon_3_43
nOt A sAmsIm vArIAblE,epsilon_3_44
nOt A sAmsIm vArIAblE,alpha_abs
nOt A sAmsIm vArIAblE,Tau_envelope
nOt A sAmsIm vArIAblE,EPSILON_4
nOt A sAmsIm vArIAblE,EPSILON_5
nOt A sAmsIm vArIAblE,GlazingIntactIn
nOt A sAmsIm vArIAblE,P_a
nOt A sAmsIm vArIAblE,AnnulusGas
nOt A sAmsIm vArIAblE,AbsorberMaterial
nOt A sAmsIm vArIAblE,Shadowing
nOt A sAmsIm vArIAblE,Dirt_HCE
nOt A sAmsIm vArIAblE,Design_loss
nOt A sAmsIm vArIAblE,SCAInfoArray
nOt A sAmsIm vArIAblE,SCADefocusArray
nOt A sAmsIm vArIAblE,I_b
nOt A sAmsIm vArIAblE,T_db
nOt A sAmsIm vArIAblE,V_wind
nOt A sAmsIm vArIAblE,P_amb
nOt A sAmsIm vArIAblE,T_dp
nOt A sAmsIm vArIAblE,SolarAz
nOt A sAmsIm vArIAblE,defocus
nOt A sAmsIm vArIAblE,T_cold_in
nOt A sAmsIm vArIAblE,field_fluid
nOt A sAmsIm vArIAblE,field_fl_props
nOt A sAmsIm vArIAblE,store_fluid
csp.dtr.tes.ts_hours,tshours
nOt A sAmsIm vArIAblE,is_hx
csp.dtr.tes.hot_side_hx_approach_temp,dt_hot
csp.dtr.tes.cold_side_hx_approach_temp,dt_cold
nOt A sAmsIm vArIAblE,hx_config
nOt A sAmsIm vArIAblE,q_max_aux
csp.dtr.tes.aux_heater_set_temp,T_set_aux
csp.dtr.tes.initial_hot_tank_vol,V_tank_hot_ini
csp.dtr.tes.initial_tes_fluid_temp,T_tank_hot_ini
csp.dtr.tes.initial_tes_fluid_temp,T_tank_cold_ini
csp.dtr.tes.storage_volume,vol_tank
csp.dtr.tes.tank_height_max,h_tank
csp.dtr.tes.tank_height_min,h_tank_min
csp.dtr.tes.tank_loss_coeff,u_tank
csp.dtr.tes.tank_pairs,tank_pairs
csp.dtr.tes.cold_tank_heater_set_point,cold_tank_Thtr
csp.dtr.tes.hot_tank_heater_set_point,hot_tank_Thtr
csp.dtr.tes.tank_heater_capacity,tank_max_heat
csp.dtr.solf.design_inlet_temp,T_field_in_des
csp.dtr.solf.design_outlet_temp,T_field_out_des
nOt A sAmsIm vArIAblE,q_pb_design
nOt A sAmsIm vArIAblE,W_pb_design
csp.dtr.pwrb.max_turbine_over_design,cycle_max_frac
csp.dtr.pwrb.min_turbine_frac,cycle_cutoff_frac
csp.dtr.solf.solar_multiple,solarm
csp.dtr.par.required_htf_pumping_power_pwrb,pb_pump_coef
csp.dtr.par.required_htf_pumping_power_tes,tes_pump_coef
csp.dtr.par.fixed_fraction,pb_fixed_par
nOt A sAmsIm vArIAblE,bop_array
nOt A sAmsIm vArIAblE,aux_array
nOt A sAmsIm vArIAblE,fossil_mode
csp.dtr.solf.allow_partial_defocusing,fthr_ok
nOt A sAmsIm vArIAblE,fc_on
csp.dtr.pwrb.standby_thermal_frac,q_sby_frac
csp.dtr.pwrb.standby_period,t_standby_reset
nOt A sAmsIm vArIAblE,sf_type
nOt A sAmsIm vArIAblE,tes_type
nOt A sAmsIm vArIAblE,tslogic_a
nOt A sAmsIm vArIAblE,tslogic_b
nOt A sAmsIm vArIAblE,tslogic_c
nOt A sAmsIm vArIAblE,ffrac
nOt A sAmsIm vArIAblE,tc_fill
nOt A sAmsIm vArIAblE,tc_void
nOt A sAmsIm vArIAblE,t_dis_out_min
nOt A sAmsIm vArIAblE,t_ch_out_max
nOt A sAmsIm vArIAblE,nodes
nOt A sAmsIm vArIAblE,f_tc_cold
nOt A sAmsIm vArIAblE,I_bn
nOt A sAmsIm vArIAblE,T_amb
nOt A sAmsIm vArIAblE,m_dot_field
nOt A sAmsIm vArIAblE,m_dot_htf_ref
nOt A sAmsIm vArIAblE,T_field_out
nOt A sAmsIm vArIAblE,T_pb_out_init
nOt A sAmsIm vArIAblE,m_pb_demand
nOt A sAmsIm vArIAblE,q_startup
nOt A sAmsIm vArIAblE,P_ref
nOt A sAmsIm vArIAblE,eta_ref
csp.dtr.solf.design_outlet_temp,T_htf_hot_ref
csp.dtr.solf.design_inlet_temp,T_htf_cold_ref
csp.dtr.pwrb.ref_condenser_dt,dT_cw_ref
csp.dtr.pwrb.ambient_design_temp,T_amb_des
nOt A sAmsIm vArIAblE,HTF
csp.dtr.pwrb.standby_thermal_frac,q_sby_frac
csp.dtr.pwrb.boiler_pressure,P_boil
nOt A sAmsIm vArIAblE,CT
csp.dtr.pwrb.startup_time,startup_time
csp.dtr.pwrb.startup_frac,startup_frac
nOt A sAmsIm vArIAblE,tech_type
csp.dtr.pwrb.approach_temp,T_approach
csp.dtr.pwrb.itd_design,T_ITD_des
csp.dtr.pwrb.condenser_pressure_ratio,P_cond_ratio
csp.dtr.pwrb.blowdown_frac,pb_bd_frac
csp.dtr.pwrb.min_condenser_pressure,P_cond_min
nOt A sAmsIm vArIAblE,n_pl_inc
nOt A sAmsIm vArIAblE,F_wc
nOt A sAmsIm vArIAblE,mode
nOt A sAmsIm vArIAblE,T_wb
nOt A sAmsIm vArIAblE,rh
nOt A sAmsIm vArIAblE,T_htf_hot
nOt A sAmsIm vArIAblE,m_dot_htf_init
nOt A sAmsIm vArIAblE,demand_var
nOt A sAmsIm vArIAblE,standby_control
nOt A sAmsIm vArIAblE,eta_lhv
nOt A sAmsIm vArIAblE,eta_tes_htr
nOt A sAmsIm vArIAblE,fp_mode
test,test
