climate.location,file_name
nOt A sAmsIm vArIAblE,track_mode
nOt A sAmsIm vArIAblE,tilt
nOt A sAmsIm vArIAblE,azimuth
csp.ds.d_ap,d_ap
csp.ds.reflectivity,rho
csp.ds.ncollectns,n_ns
csp.ds.ncollectew,n_ew
csp.ds.dishsepns,ns_dish_sep
csp.ds.dishsepew,ew_dish_sep
csp.ds.slope_ns,slope_ns
csp.ds.slope_ew,slope_ew
csp.ds.slotgapw,w_slot_gap
csp.ds.slotgaph,h_slot_gap
nOt A sAmsIm vArIAblE,manufacturer
csp.ds.windstow,wind_stow_speed
csp.ds.proj_area,A_proj
csp.ds.insolcutin,I_cut_in
csp.ds.refc.d_ap,d_ap_test
csp.ds.refc.interceptf,test_if
csp.ds.refc.focallen,test_L_focal
csp.ds.total_area,A_total
nOt A sAmsIm vArIAblE,rec_type
nOt A sAmsIm vArIAblE,transmittance_cover
csp.ds.alpha_absorb,alpha_absorber
csp.ds.a_absorb,A_absorber
csp.ds.alpha_wall,alpha_wall
csp.ds.a_wall,A_wall
csp.ds.l_insul,L_insulation
csp.ds.k_insul,k_insulation
csp.ds.d_cav,d_cav
csp.ds.p_cav,P_cav
csp.ds.l_cav,L_cav
csp.ds.refc.delta_t_dir,DELTA_T_DIR
nOt A sAmsIm vArIAblE,DELTA_T_REFLUX
csp.ds.t_heater_high,T_heater_head_high
csp.ds.t_heater_low,T_heater_head_low
csp.ds.beale0,Beale_const_coef
csp.ds.beale1,Beale_first_coef
csp.ds.beale2,Beale_square_coef
csp.ds.beale3,Beale_third_coef
csp.ds.beale4,Beale_fourth_coef
csp.ds.pressure_c0,Pressure_coef
csp.ds.pressure_c1,Pressure_first
csp.ds.enginespeed,engine_speed
csp.ds.vdisplaced,V_displaced
nOt A sAmsIm vArIAblE,T_compression_in
nOt A sAmsIm vArIAblE,cooling_tower_on
nOt A sAmsIm vArIAblE,tower_mode
nOt A sAmsIm vArIAblE,d_pipe_tower
nOt A sAmsIm vArIAblE,tower_m_dot_water
nOt A sAmsIm vArIAblE,tower_m_dot_water_test
nOt A sAmsIm vArIAblE,tower_pipe_material
nOt A sAmsIm vArIAblE,eta_tower_pump
nOt A sAmsIm vArIAblE,fan_control_signal
nOt A sAmsIm vArIAblE,epsilon_power_test
nOt A sAmsIm vArIAblE,system_availability
csp.ds.pumpspeed,pump_speed
csp.ds.fanspd1,fan_speed1
csp.ds.fanspd2,fan_speed2
csp.ds.fanspd3,fan_speed3
csp.ds.t_cool_spd2,T_cool_speed2
csp.ds.t_cool_spd3,T_cool_speed3
csp.ds.cooler_eff,epsilon_cooler_test
csp.ds.radiator_eff,epsilon_radiator_test
nOt A sAmsIm vArIAblE,cooling_fluid
csp.ds.p_controls,P_controls
csp.ds.refc.p_pump,test_P_pump
csp.ds.refc.pumpspeed,test_pump_speed
nOt A sAmsIm vArIAblE,test_cooling_fluid
csp.ds.refc.t_fluid,test_T_fluid
csp.ds.refc.vdot_fluid,test_V_dot_fluid
csp.ds.refc.p_fan,test_P_fan
csp.ds.refc.fanspeed,test_fan_speed
csp.ds.refc.fan_rho_air,test_fan_rho_air
csp.ds.refc.fan_cfm,test_fan_cfm
csp.ds.b_radiator,b_radiator
csp.ds.b_cooler,b_cooler
nOt A sAmsIm vArIAblE,Tower_water_outlet_temp
nOt A sAmsIm vArIAblE,ns_dish_separation
nOt A sAmsIm vArIAblE,ew_dish_separation
nOt A sAmsIm vArIAblE,P_tower_fan
