Manufacturer,Model Number,STC,PTC,Technology,A_c,N_s,BIPV,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,T_NOCT,gamma_pmp,alpha_sc,beta_oc,Width,Length,Bifacial,a_py,Il_py,Io_py,Rs_py,Rsh_py,Adj_py,solve_return_code,solve_pass,d_Isc,d_Imp,d_Vmp,d_Pmp,Error
United Renewable Energy Co Ltd,D6M280H3A,280.0,256.2,Mono-c-Si,1.61,60.0,N,9.53,39.04,8.95,31.33,45.18,-0.417,0.0060038999999999995,-0.12375680000000001,,,0,1.5731908185655783,9.539042962392777,1.5746774399972911e-10,0.3430077677656373,361.4815900536741,7.075219094706736,4.0,first_pass,0.0,-0.003665889173124251,0.0035624238191838847,-0.00011652480484911308,
United Renewable Energy Co Ltd,D6P280A4F,280.0,250.5,Multi-c-Si,1.956,72.0,N,8.42,44.39,7.99,35.05,46.1,-0.4702,0.0018018799999999998,-0.14644261000000003,1.0,1.956,0,1.8055021081931826,8.42000418448483,1.7691468590802829e-10,0.49677748093296337,999999.9393149917,5.335846743157559,2.0,first_pass,8.860687322424052e-14,-0.0028502538109071753,0.0029813593236890897,0.0001226078820079521,
United Renewable Energy Co Ltd,D6P280B4A,280.0,246.0,Multi-c-Si,1.9503,72.0,N,8.32,44.76,7.81,35.89,47.4,-0.51,0.010816000000000001,-0.18351599999999998,0.99,1.97,0,2.102337911302198,8.321076531561035,4.709736026512477e-09,0.37809080271162665,2922.1281420895193,9.393425712224376,4.0,first_pass,1.3856437365033204e-13,0.0038480181923896285,-0.003958777846552182,-0.00012599310333579099,
United Renewable Energy Co Ltd,D6P280B4AME,280.0,246.0,Multi-c-Si,1.9503,72.0,N,8.32,44.76,7.81,35.89,47.4,-0.51,0.010816000000000001,-0.18351599999999998,0.99,1.97,0,2.102337911302198,8.321076531561035,4.709736026512477e-09,0.37809080271162665,2922.1281420895193,9.393425712224376,4.0,first_pass,1.3856437365033204e-13,0.0038480181923896285,-0.003958777846552182,-0.00012599310333579099,
United Renewable Energy Co Ltd,D6Q280B4A,280.0,248.7,Multi-c-Si,1.9503,72.0,N,8.6,44.67,7.65,36.55,47.4,-0.47,0.00602,-0.160812,0.99,1.97,0,2.005430683462852,8.63635146684316,1.6916769942633546e-09,0.28779159026917084,68.08550442996214,15.229976987312975,4.0,first_pass,-7.332635790547546e-14,-0.0006995827983819397,0.0006959300030298552,-4.139656011199375e-06,
United Renewable Energy Co Ltd,D6Q280B4AME,280.0,248.7,Multi-c-Si,1.9503,72.0,N,8.6,44.67,7.65,36.55,47.4,-0.47,0.00602,-0.160812,0.99,1.97,0,2.005430683462852,8.63635146684316,1.6916769942633546e-09,0.28779159026917084,68.08550442996214,15.229976987312975,4.0,first_pass,-7.332635790547546e-14,-0.0006995827983819397,0.0006959300030298552,-4.139656011199375e-06,
United Renewable Energy Co Ltd,F6E280H3A,280.0,257.2,Multi-c-Si,1.63,60.0,N,9.25,38.4,8.52,32.9,46.1,-0.3799,0.0053465,-0.1130496,,,0,1.546078416121185,9.257604389742264,1.4488463869491267e-10,0.0801155125562545,97.4527246689702,15.054001134512763,4.0,first_pass,-1.9203857723245952e-16,-0.002743596010926519,0.0026723241059953247,-7.86036826883337e-05,
United Renewable Energy Co Ltd,F6E280H3F,280.0,254.3,Multi-c-Si,1.61,60.0,N,9.35,38.3,8.75,32.0,46.0,-0.4333,0.00445995,-0.14128870000000002,,,0,1.5991017188629166,9.357395063850289,3.639219421063286e-10,0.16933890099551285,214.10482561960362,-1.3063572454786683,4.0,first_pass,0.0,0.003806750098170905,-0.003942953020134254,-0.00015121275875986027,
United Renewable Energy Co Ltd,F6K280H3A,280.0,256.1,Mono-c-Si,1.63,60.0,N,9.32,38.6,8.65,32.4,47.3,-0.378,0.00367208,-0.1042586,,,0,1.4935484972503679,9.333807386082182,5.383286308810157e-11,0.1817555935666915,122.6852161506395,15.983333711540855,4.0,first_pass,-3.811924548069207e-16,0.0005358131803391524,-0.0005385698898002298,-3.045282306460871e-06,
United Renewable Energy Co Ltd,F6P280H4A,280.0,253.0,Multi-c-Si,1.9403519999999999,72.0,N,8.34,44.8,7.78,36.0,47.2,-0.41,0.00417,-0.13887999999999998,,,0,1.777299020515059,8.35490947735949,9.235623545676187e-11,0.45214268602148017,252.91765063106024,6.221497847447207,4.0,first_pass,-8.853924787577565e-11,-0.002278116216042133,0.0022371364653243197,-4.607620757686337e-05,
United Renewable Energy Co Ltd,D6L285L3A,285.0,263.8,Mono-c-Si,1.67,60.0,N,9.62,39.37,9.02,31.6,42.535,-0.4167,0.0070225999999999995,-0.12334621000000001,,,1,1.5994224102504435,9.630352477250042,1.9398031997667334e-10,0.3393659956213847,315.35459670238635,9.990856673809757,4.0,first_pass,1.1374592651461063e-13,-0.0034916235017850967,0.0033981819726444616,-0.00010530670117960622,
United Renewable Energy Co Ltd,D6L285L3A-P,285.0,264.8,Mono-c-Si,1.67,60.0,N,9.62,39.37,9.02,31.6,41.08,-0.4333,0.006734,-0.09185021,,,0,1.5838449888693333,9.630939114032863,1.521891713213495e-10,0.3429460369306089,301.59126904421487,45.35167763749576,4.0,first_pass,2.9442468329385776e-11,-0.0034923107209031707,0.0033981819726444616,-0.00010599625559336819,
United Renewable Energy Co Ltd,D6M285B3A,285.0,254.1,Mono-c-Si,1.6268799999999999,60.0,N,9.62,39.12,9.07,31.5,47.4,-0.48,0.0074074,-0.13692,0.992,1.64,0,1.7027022664240115,9.621323872278689,1.0101772342391474e-09,0.2982369711824389,2167.1647015764524,12.358837520728478,4.0,first_pass,-3.334823754632903e-13,-0.00019203865081406768,0.00019175455417071803,-3.2092092915675417e-07,
United Renewable Energy Co Ltd,D6M285B3AME,285.0,254.1,Mono-c-Si,1.6268799999999999,60.0,N,9.62,39.12,9.07,31.5,47.4,-0.48,0.0074074,-0.13692,0.992,1.64,0,1.7027022664240115,9.621323872278689,1.0101772342391474e-09,0.2982369711824389,2167.1647015764524,12.358837520728478,4.0,first_pass,-3.334823754632903e-13,-0.00019203865081406768,0.00019175455417071803,-3.2092092915675417e-07,
United Renewable Energy Co Ltd,D6M285B4A,285.0,251.3,Mono-c-Si,1.9503,72.0,N,8.75,43.93,8.03,35.48,46.9,-0.51,0.007875,-0.17572000000000002,0.99,1.97,0,2.0372576597409546,8.769090062698947,3.6586945415941097e-09,0.3260925466338868,149.46579799062502,9.882258562432243,4.0,first_pass,-3.3294002475616125e-14,0.0027650876251491528,-0.0028222724968408074,-6.498870244747002e-05,
United Renewable Energy Co Ltd,D6M285B4AME,285.0,251.3,Mono-c-Si,1.9503,72.0,N,8.75,43.93,8.03,35.48,46.9,-0.51,0.007875,-0.17572000000000002,0.99,1.97,0,2.0372576597409546,8.769090062698947,3.6586945415941097e-09,0.3260925466338868,149.46579799062502,9.882258562432243,4.0,first_pass,-3.3294002475616125e-14,0.0027650876251491528,-0.0028222724968408074,-6.498870244747002e-05,
United Renewable Energy Co Ltd,D6M285E3A,285.0,259.7,Mono-c-Si,1.61,60.0,N,9.62,39.12,9.07,31.5,43.41,-0.48,0.008657999999999999,-0.14083199999999998,,,0,1.7226390260362312,9.620777677950976,1.3188087045854446e-09,0.29381764489285167,3634.5838813267283,11.460518150023884,4.0,first_pass,-2.8413529325623817e-10,-0.0001920456686954313,0.00019175455417071803,-3.279401561819536e-07,
United Renewable Energy Co Ltd,D6M285H3A,285.0,260.9,Mono-c-Si,1.61,60.0,N,9.62,39.12,9.07,31.5,45.18,-0.417,0.006060599999999999,-0.12401039999999999,,,0,1.5762580215503446,9.625178529072738,1.5924017429569178e-10,0.3267603039484011,607.0130519891703,7.077939396386182,4.0,first_pass,-3.323744605946415e-14,-0.00019205468838719925,0.00019175455417071803,-3.369615775142022e-07,
United Renewable Energy Co Ltd,D6P285A4F,285.0,255.1,Multi-c-Si,1.956,72.0,N,8.51,44.53,8.12,35.1,46.1,-0.4702,0.0018211399999999997,-0.14690447,1.0,1.956,0,1.8142554845339647,8.510004022627099,1.8637389571769086e-10,0.4725083522606094,999985.680115981,5.6864121126257,2.0,first_pass,4.592226846863162e-15,-0.012398682790391824,0.01322587429969971,0.0006632080892402896,
United Renewable Energy Co Ltd,D6P285B4A,285.0,250.6,Multi-c-Si,1.9503,72.0,N,8.44,44.79,7.9,36.11,47.4,-0.51,0.010972,-0.183639,0.99,1.97,0,2.1145072631188144,8.44341353699301,5.302244131927577e-09,0.34257300896798026,847.018572598591,10.356740814955945,4.0,first_pass,-1.4109619212861777e-11,0.0010311434872663455,-0.001038958142439472,-8.885970095323076e-06,
United Renewable Energy Co Ltd,D6P285B4AME,285.0,250.6,Multi-c-Si,1.9503,72.0,N,8.44,44.79,7.9,36.11,47.4,-0.51,0.010972,-0.183639,0.99,1.97,0,2.1145072631188144,8.44341353699301,5.302244131927577e-09,0.34257300896798026,847.018572598591,10.356740814955945,4.0,first_pass,-1.4109619212861777e-11,0.0010311434872663455,-0.001038958142439472,-8.885970095323076e-06,
United Renewable Energy Co Ltd,D6Q285B4A,285.0,253.3,Multi-c-Si,1.9503,72.0,N,8.64,44.79,7.77,36.59,47.4,-0.47,0.006048000000000001,-0.161244,0.99,1.97,0,1.9952771751576885,8.671470094023556,1.448349861192238e-09,0.2995277222252552,82.23425817253815,13.699422191149011,4.0,first_pass,-5.13992141030165e-15,-0.002327506976790645,0.0022872718001579685,-4.555881770536501e-05,
United Renewable Energy Co Ltd,D6Q285B4AME,285.0,253.3,Multi-c-Si,1.9503,72.0,N,8.64,44.79,7.77,36.59,47.4,-0.47,0.006048000000000001,-0.161244,0.99,1.97,0,1.9952771751576885,8.671470094023556,1.448349861192238e-09,0.2995277222252552,82.23425817253815,13.699422191149011,4.0,first_pass,-5.13992141030165e-15,-0.002327506976790645,0.0022872718001579685,-4.555881770536501e-05,
United Renewable Energy Co Ltd,F6E285H3F,285.0,251.2,Multi-c-Si,1.61,60.0,N,9.45,38.6,8.85,32.25,48.8,-0.496,0.0059535000000000005,-0.138574,,,0,1.733808946595423,9.454572209391186,1.998561116115996e-09,0.139952156659447,289.25808701623646,16.14607839570496,4.0,first_pass,-7.51897074878413e-16,0.0037947366218170926,-0.0039227927787316924,-0.00014294212233185638,
United Renewable Energy Co Ltd,F6K285H3A,285.0,260.8,Mono-c-Si,1.63,60.0,N,9.39,38.8,8.7,32.8,47.3,-0.378,0.00369966,-0.1047988,,,0,1.5083259222522845,9.402356810821827,6.102370984658322e-11,0.15015534547350756,114.10377038874203,17.10091577104765,4.0,first_pass,-1.3998978287073326e-14,-0.000328428239409082,0.0003273858241938607,-1.1499379650416293e-06,
United Renewable Energy Co Ltd,F6P285H4A,285.0,257.6,Multi-c-Si,1.9403519999999999,72.0,N,8.43,45.0,7.83,36.4,47.2,-0.41,0.004215,-0.1395,,,0,1.7958199738065121,8.447854269396178,1.0767060301114929e-10,0.41345553704590327,195.215509821717,7.4687639109170725,4.0,first_pass,0.0,-0.004076155623461001,0.003945718710819525,-0.00014652027615322296,
United Renewable Energy Co Ltd,D6L290L3A,290.0,268.6,Mono-c-Si,1.67,60.0,N,9.69,39.42,9.1,31.87,42.535,-0.4167,0.0070737,-0.12350286000000002,,,1,1.6066887101244656,9.698626815955814,2.1192663753964242e-10,0.3076351185419322,345.5486600589071,10.713532061691916,4.0,first_pass,1.2758971725723162e-13,0.003720557380360132,-0.003839001985835887,-0.0001327278326474336,
United Renewable Energy Co Ltd,D6L290L3A-P,290.0,269.6,Mono-c-Si,1.67,60.0,N,9.69,39.42,9.1,31.87,41.08,-0.4333,0.006783000000000001,-0.09196686000000001,,,0,1.5904679889896716,9.69917782687391,1.6492053046421833e-10,0.3113503142834304,328.7254042725761,46.210593168039615,4.0,first_pass,-9.638889846817872e-13,0.003719693629682508,-0.003839001985835887,-0.0001335882673844794,
United Renewable Energy Co Ltd,D6M290B3A,290.0,258.7,Mono-c-Si,1.6268799999999999,60.0,N,9.68,39.18,9.18,31.61,47.4,-0.48,0.0074535999999999995,-0.13712999999999997,0.992,1.64,0,1.7053580197048417,9.720466068378313,1.0231105034870346e-09,0.28781804050818915,999999.933555322,12.3787451854743,2.0,first_pass,0.004180089504063941,0.0017361927643925537,-0.0017601260326674671,-2.6989186357365004e-05,
United Renewable Energy Co Ltd,D6M290B3AME,290.0,258.7,Mono-c-Si,1.6268799999999999,60.0,N,9.68,39.18,9.18,31.61,47.4,-0.48,0.0074535999999999995,-0.13712999999999997,0.992,1.64,0,1.7053580197048417,9.720466068378313,1.0231105034870346e-09,0.28781804050818915,999999.933555322,12.3787451854743,2.0,first_pass,0.004180089504063941,0.0017361927643925537,-0.0017601260326674671,-2.6989186357365004e-05,
United Renewable Energy Co Ltd,D6M290B4A,290.0,255.9,Mono-c-Si,1.9503,72.0,N,8.76,44.44,8.07,35.96,46.9,-0.51,0.007883999999999999,-0.17776,0.99,1.97,0,2.05871475320049,8.776005634971929,3.595475652373146e-09,0.3201271951054806,175.2080478926688,9.703957341658546,4.0,first_pass,-1.3687681125515628e-13,-0.003679182803157131,0.003583399899963355,-0.00010896688648243618,
United Renewable Energy Co Ltd,D6M290B4AME,290.0,255.9,Mono-c-Si,1.9503,72.0,N,8.76,44.44,8.07,35.96,46.9,-0.51,0.007883999999999999,-0.17776,0.99,1.97,0,2.05871475320049,8.776005634971929,3.595475652373146e-09,0.3201271951054806,175.2080478926688,9.703957341658546,4.0,first_pass,-1.3687681125515628e-13,-0.003679182803157131,0.003583399899963355,-0.00010896688648243618,
United Renewable Energy Co Ltd,D6M290E3A,290.0,264.4,Mono-c-Si,1.61,60.0,N,9.68,39.18,9.18,31.61,43.41,-0.48,0.008712,-0.14104799999999998,,,0,1.7257517716356015,9.726138624161514,1.3430317343362633e-09,0.2832519055262382,999999.980062361,11.528354896962782,2.0,first_pass,0.004766101645657764,0.001736406178630663,-0.0017601260326674671,-2.677614775520525e-05,
United Renewable Energy Co Ltd,D6M290H3A,290.0,265.6,Mono-c-Si,1.61,60.0,N,9.68,39.18,9.18,31.61,45.18,-0.417,0.0060983999999999995,-0.1242006,,,0,1.5760679019927957,9.684192936132026,1.548066634586505e-10,0.31722862757152825,999999.9276449179,6.758110948381161,2.0,first_pass,0.00043283709680911394,0.0017347167224507705,-0.0017601260326674671,-2.8462630279317713e-05,
United Renewable Energy Co Ltd,D6P290A4F,290.0,259.7,Multi-c-Si,1.956,72.0,N,8.62,44.61,8.24,35.2,46.1,-0.4702,0.0018446799999999998,-0.14716839,1.0,1.956,0,1.8198738015421632,8.620004184957411,1.9488554123365336e-10,0.452522511764269,931597.889956603,5.956258091258591,2.0,first_pass,-4.250603478372762e-10,-0.010937094522401847,0.01216252287980451,0.0010924056950352076,
United Renewable Energy Co Ltd,D6P290B4A,290.0,255.1,Multi-c-Si,1.9503,72.0,N,8.56,44.82,8.0,36.32,47.4,-0.51,0.011128,-0.18376199999999998,0.99,1.97,0,2.124732414371491,8.564498632946673,5.85648424438145e-09,0.3096690186772888,589.2401971812096,11.151054254145473,4.0,first_pass,-9.338324506192905e-15,-0.00216622987482884,0.0021324246814297828,-3.842451544981396e-05,
United Renewable Energy Co Ltd,D6P290B4AME,290.0,255.1,Multi-c-Si,1.9503,72.0,N,8.56,44.82,8.0,36.32,47.4,-0.51,0.011128,-0.18376199999999998,0.99,1.97,0,2.124732414371491,8.564498632946673,5.85648424438145e-09,0.3096690186772888,589.2401971812096,11.151054254145473,4.0,first_pass,-9.338324506192905e-15,-0.00216622987482884,0.0021324246814297828,-3.842451544981396e-05,
United Renewable Energy Co Ltd,D6Q290B4A,290.0,257.8,Multi-c-Si,1.9503,72.0,N,8.67,44.9,7.9,36.64,47.4,-0.47,0.006069000000000001,-0.16164,0.99,1.97,0,1.983149475069852,8.694253019443664,1.218038005729881e-09,0.3086727841237564,110.34475226236943,12.03065274310009,4.0,first_pass,-4.0977089720882364e-16,-0.0034673079556045688,0.003377685296444814,-0.00010133413425955634,
United Renewable Energy Co Ltd,D6Q290B4AME,290.0,257.8,Multi-c-Si,1.9503,72.0,N,8.67,44.9,7.9,36.64,47.4,-0.47,0.006069000000000001,-0.16164,0.99,1.97,0,1.983149475069852,8.694253019443664,1.218038005729881e-09,0.3086727841237564,110.34475226236943,12.03065274310009,4.0,first_pass,-4.0977089720882364e-16,-0.0034673079556045688,0.003377685296444814,-0.00010133413425955634,
United Renewable Energy Co Ltd,F6E290H3F,290.0,255.8,Multi-c-Si,1.61,60.0,N,9.55,38.9,8.95,32.45,48.8,-0.496,0.006016500000000001,-0.139651,,,0,1.7449448765957745,9.554498446561613,1.9623240141659725e-09,0.14646183582811792,310.93206213459183,15.869665293422878,4.0,first_pass,-5.474155160581085e-12,0.002321228640729095,-0.0023681244247735233,-5.239274228408261e-05,
United Renewable Energy Co Ltd,F6K290H3A,290.0,265.5,Mono-c-Si,1.63,60.0,N,9.46,39.0,8.75,33.2,47.3,-0.378,0.0037272400000000006,-0.105339,,,0,1.5231275567818252,9.470525781697125,6.904132060312946e-11,0.11892269891724865,106.8812533068898,18.210927721110334,4.0,first_pass,3.755511288372622e-16,-0.0012689718922284702,0.0012533354896093617,-1.7226850126941534e-05,
United Renewable Energy Co Ltd,F6P290H4A,290.0,262.2,Multi-c-Si,1.9403519999999999,72.0,N,8.52,45.2,7.88,36.8,47.2,-0.41,0.00426,-0.14012,,,0,1.814451917092254,8.540014304779307,1.253341052221759e-10,0.3752200317596705,159.72949360591485,8.718036106710827,4.0,first_pass,8.589894575503558e-14,0.0024995023039931234,-0.002553253574554705,-6.0133133753907535e-05,
United Renewable Energy Co Ltd,D6L295L3A,295.0,273.3,Mono-c-Si,1.67,60.0,N,9.76,39.47,9.18,32.14,42.535,-0.4167,0.0071248,-0.12365951000000001,,,1,1.6139127367801906,9.76706513560384,2.312057553638712e-10,0.2765023117716285,381.96902306979797,11.428663585893327,4.0,first_pass,-6.879742677185396e-14,0.0026516993869377774,-0.0027125453657029456,-6.803883364847069e-05,
United Renewable Energy Co Ltd,D6L295L3A-P,295.0,274.3,Mono-c-Si,1.67,60.0,N,9.76,39.47,9.18,32.14,41.08,-0.4333,0.006832000000000001,-0.09208351000000001,,,0,1.597050071636819,9.767577713873784,1.784876988548283e-10,0.2803511263735199,361.08875744827475,47.059851464207426,4.0,first_pass,1.4414698942674164e-13,0.0026512370983495397,-0.0027125453657029456,-6.849986825791775e-05,
United Renewable Energy Co Ltd,D6M295B3A,295.0,263.4,Mono-c-Si,1.6268799999999999,60.0,N,9.73,39.27,9.26,31.86,47.4,-0.48,0.007492100000000001,-0.137445,0.992,1.64,0,1.7207493617827456,9.730002310422599,1.1936589440336888e-09,0.2371072162258181,999999.9411021002,13.78658702240482,2.0,first_pass,9.876763104990088e-14,-0.00878378819105036,0.009226608020829573,0.00036177525920244304,
United Renewable Energy Co Ltd,D6M295B3AME,295.0,263.4,Mono-c-Si,1.6268799999999999,60.0,N,9.73,39.27,9.26,31.86,47.4,-0.48,0.007492100000000001,-0.137445,0.992,1.64,0,1.7207493617827456,9.730002310422599,1.1936589440336888e-09,0.2371072162258181,999999.9411021002,13.78658702240482,2.0,first_pass,9.876763104990088e-14,-0.00878378819105036,0.009226608020829573,0.00036177525920244304,
United Renewable Energy Co Ltd,D6M295B4A,295.0,260.4,Mono-c-Si,1.9503,72.0,N,8.78,44.94,8.11,36.44,46.9,-0.51,0.007902,-0.17976,0.99,1.97,0,2.081338741214488,8.793827566785819,3.5942686799843094e-09,0.3123691253815305,198.3431295417338,9.673515324902212,4.0,first_pass,-1.60438607476583e-13,-0.0015235178212498195,0.0015065677513462683,-1.9245352721633645e-05,
United Renewable Energy Co Ltd,D6M295B4AME,295.0,260.4,Mono-c-Si,1.9503,72.0,N,8.78,44.94,8.11,36.44,46.9,-0.51,0.007902,-0.17976,0.99,1.97,0,2.081338741214488,8.793827566785819,3.5942686799843094e-09,0.3123691253815305,198.3431295417338,9.673515324902212,4.0,first_pass,-1.60438607476583e-13,-0.0015235178212498195,0.0015065677513462683,-1.9245352721633645e-05,
United Renewable Energy Co Ltd,D6M295E3A,295.0,269.1,Mono-c-Si,1.61,60.0,N,9.73,39.27,9.26,31.86,43.41,-0.48,0.008757000000000001,-0.14137200000000003,,,0,1.74210994803495,9.730002243170116,1.5790836398714704e-09,0.23011704502967384,999999.9406159016,13.006957541503056,2.0,first_pass,9.803737130091824e-14,-0.008693348667905018,0.009226608020829573,0.00045304923237735127,
United Renewable Energy Co Ltd,D6M295H3A,295.0,270.3,Mono-c-Si,1.61,60.0,N,9.73,39.27,9.26,31.86,45.18,-0.417,0.006129900000000001,-0.12448590000000001,,,0,1.5866954591757179,9.73000273469593,1.735872536620197e-10,0.28097585118713825,999999.8913470671,7.708406553695762,2.0,first_pass,1.911454892962037e-13,-0.0009051215518621928,0.0009542587747571997,4.827350271201681e-05,
United Renewable Energy Co Ltd,D6P295B4A,295.0,259.7,Multi-c-Si,1.9503,72.0,N,8.68,44.85,8.1,36.54,47.4,-0.51,0.011284,-0.183885,0.99,1.97,0,2.1352939954353674,8.685304864011178,6.48355598862553e-09,0.27611256772112996,451.78597465185413,11.97542595832273,4.0,first_pass,-1.2074314922190643e-14,0.0031574283494880577,-0.003234480554545221,-8.726484565595937e-05,
United Renewable Energy Co Ltd,D6P295B4AME,295.0,259.7,Multi-c-Si,1.9503,72.0,N,8.68,44.85,8.1,36.54,47.4,-0.51,0.011284,-0.183885,0.99,1.97,0,2.1352939954353674,8.685304864011178,6.48355598862553e-09,0.27611256772112996,451.78597465185413,11.97542595832273,4.0,first_pass,-1.2074314922190643e-14,0.0031574283494880577,-0.003234480554545221,-8.726484565595937e-05,
United Renewable Energy Co Ltd,D6Q295B4A,295.0,262.4,Multi-c-Si,1.9503,72.0,N,8.71,45.02,8.02,36.69,47.4,-0.47,0.006097000000000002,-0.16207200000000002,0.99,1.97,0,1.9747769073193,8.728130700170244,1.059615895947142e-09,0.31753141657497275,152.5423217119908,10.690125204234445,4.0,first_pass,-2.5763700396201542e-11,0.0034500683574307093,-0.0035468582226195963,-0.00010902676851097993,
United Renewable Energy Co Ltd,D6Q295B4AME,295.0,262.4,Multi-c-Si,1.9503,72.0,N,8.71,45.02,8.02,36.69,47.4,-0.47,0.006097000000000002,-0.16207200000000002,0.99,1.97,0,1.9747769073193,8.728130700170244,1.059615895947142e-09,0.31753141657497275,152.5423217119908,10.690125204234445,4.0,first_pass,-2.5763700396201542e-11,0.0034500683574307093,-0.0035468582226195963,-0.00010902676851097993,
United Renewable Energy Co Ltd,F6K295H3A,295.0,270.2,Mono-c-Si,1.63,60.0,N,9.64,39.7,9.12,32.4,47.3,-0.378,0.00379816,-0.10722970000000001,,,0,1.4993161827951962,9.645558413261679,3.0291302490422016e-11,0.3008258574535284,521.7246763872829,10.332561165060683,4.0,first_pass,1.5699751319180637e-13,-0.003370773364736194,0.0032728477918636603,-0.00010895760103615285,
