Name,Manufacturer,Technology,Bifacial,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref,Adjust,gamma_pmp,BIPV,Version,Date,solve_return_code,solve_pass
Phono Solar Technology Co Ltd PS250M-20/U-AC,Phono Solar Technology Co Ltd,Mono-c-Si,0,250.0,226.0,1.6268799999999999,1.64,0.992,60.0,8.65,37.9,8.24,30.4,0.0017300000000000002,-0.12507000000000001,45.4,1.518648622906033,8.65000301285116,1.2548397297928848e-10,0.348215449441806,999999.7075396987,2.2409213598002533,-0.45,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS250MB-20/U,Phono Solar Technology Co Ltd,Mono-c-Si,0,250.0,226.0,1.6268799999999999,1.64,0.992,60.0,8.65,37.9,8.24,30.4,0.004238500000000001,-0.167897,45.3,1.5853050648370184,8.65000280043665,3.583484535748404e-10,0.3235491106253883,999999.7000768747,-17.53711183748317,-0.452,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS250P-20/U,Phono Solar Technology Co Ltd,Multi-c-Si,0,250.0,223.7,1.63,,,60.0,8.7,37.8,8.3,30.2,0.005916,-0.135324,48.1,1.5656171848491207,8.700002913837702,2.8443564888561107e-10,0.3347460698458813,999998.6758645602,0.0006430530942262502,-0.435,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS250P-20/U-AC,Phono Solar Technology Co Ltd,Multi-c-Si,0,250.0,225.9,1.6268799999999999,1.64,0.992,60.0,8.7,37.8,8.3,30.2,0.004959,-0.130788,45.4,1.573641790507203,8.700002888082658,3.2170202856396894e-10,0.33176856908944835,999998.6672005701,4.662628574070233,-0.452,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS250PB-20/U,Phono Solar Technology Co Ltd,Multi-c-Si,0,250.0,225.8,1.6268799999999999,1.64,0.992,60.0,8.7,37.8,8.3,30.2,0.004959,-0.133434,45.4,1.578625483069213,8.70000287209364,3.470464754818195e-10,0.3299193880868796,999998.6642027709,3.202985631797562,-0.454,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS 255P-20/UV,Phono Solar Technology Co Ltd,Multi-c-Si,0,255.0,228.5,1.6268799999999999,1.64,0.992,60.0,8.95,37.8,8.39,30.5,0.004475,-0.12852000000000002,46.3,1.6000442639018924,8.957645891996693,4.866773361382869e-10,0.3130956465489209,366.49836108448113,10.008627855024258,-0.47,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS255M-20/U,Phono Solar Technology Co Ltd,Mono-c-Si,0,255.0,230.6,1.6268799999999999,1.64,0.992,60.0,8.75,38.0,8.35,30.6,0.0035875000000000004,-0.16834000000000002,45.4,1.5774236226717004,8.750002655656504,3.019182858301442e-10,0.3033522141375832,999999.1974393238,-18.652659045706915,-0.451,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS255M-20/U-AC,Phono Solar Technology Co Ltd,Mono-c-Si,0,255.0,230.6,1.6268799999999999,1.64,0.992,60.0,8.75,38.0,8.35,30.6,0.0035875000000000004,-0.16834000000000002,45.4,1.5774236226717004,8.750002655656504,3.019182858301442e-10,0.3033522141375832,999999.1974393238,-18.652659045706915,-0.451,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS255MB-20/U,Phono Solar Technology Co Ltd,Mono-c-Si,0,255.0,230.7,1.6268799999999999,1.64,0.992,60.0,8.75,38.0,8.35,30.6,0.0042875000000000005,-0.16834000000000002,45.3,1.594013034355373,8.750002602291952,3.879467026040468e-10,0.29722224471826514,999999.1930555734,-17.08467766033531,-0.452,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS255P-20/U,Phono Solar Technology Co Ltd,Multi-c-Si,0,255.0,228.4,1.63,,,60.0,8.8,37.9,8.42,30.4,0.005984000000000001,-0.135682,48.1,1.5750055311614743,8.800002667295008,3.117997881252468e-10,0.30293166269354527,999957.2073381407,0.6532143505999825,-0.435,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS255P-20/U-AC,Phono Solar Technology Co Ltd,Multi-c-Si,0,255.0,230.5,1.6268799999999999,1.64,0.992,60.0,8.8,37.9,8.42,30.4,0.0050160000000000005,-0.131134,45.4,1.5829907316428542,8.800002641126285,3.5204047338557e-10,0.29995152238485157,999985.0101474168,5.329893813647169,-0.452,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS255PB-20/U,Phono Solar Technology Co Ltd,Multi-c-Si,0,255.0,230.4,1.6268799999999999,1.64,0.992,60.0,8.8,37.9,8.42,30.4,0.0050160000000000005,-0.133787,45.4,1.5880365825225675,8.800002624710416,3.7986650353655283e-10,0.2980683701047109,999959.0751707532,3.8630845821399604,-0.454,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS 260M-20/UV,Phono Solar Technology Co Ltd,Mono-c-Si,0,260.0,232.2,1.6268799999999999,1.64,0.992,60.0,9.14,38.1,8.47,30.7,0.0036560000000000004,-0.13335,46.5,1.6260424535904265,9.157739530986426,5.948812997414891e-10,0.31300813095426144,161.2722895821728,8.565559083948637,-0.48,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS 260P-20/UV,Phono Solar Technology Co Ltd,Multi-c-Si,0,260.0,233.1,1.6268799999999999,1.64,0.992,60.0,9.01,38.0,8.42,30.7,0.004505,-0.1292,46.3,1.6123767276122343,9.02025077269753,5.164952852411086e-10,0.3070237463869806,269.8610800106025,10.490810253495924,-0.47,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS260M-20/U,Phono Solar Technology Co Ltd,Mono-c-Si,0,260.0,234.6,1.63,,,60.0,9.37,39.1,8.44,30.92,0.005621999999999999,-0.121601,48.4,1.5701939022328866,9.430528132383715,1.3531576055063517e-10,0.41946992201597855,64.93564417817504,8.154765743884038,-0.404,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS260M-20/U-AC,Phono Solar Technology Co Ltd,Mono-c-Si,0,260.0,235.2,1.6268799999999999,1.64,0.992,60.0,8.85,38.1,8.46,30.8,0.0036284999999999998,-0.16878300000000002,45.4,1.5859589654467663,8.850002457954803,3.263969829994422e-10,0.2775976898604658,999997.8604763986,-18.21557387183162,-0.451,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS260M-24/T,Phono Solar Technology Co Ltd,Mono-c-Si,0,260.0,234.2,1.9403519999999999,1.956,0.992,72.0,8.05,44.3,7.32,35.5,0.0033005,-0.196249,45.4,1.8675444999714927,8.083439691413236,3.8310783322785385e-10,0.4532299670582947,109.10691258480198,-16.41235344861665,-0.451,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS260MB-20/U,Phono Solar Technology Co Ltd,Mono-c-Si,0,260.0,235.3,1.6268799999999999,1.64,0.992,60.0,8.85,38.1,8.46,30.8,0.0043365,-0.16878300000000002,45.3,1.6027091478723594,8.850002403496577,4.195514341556336e-10,0.27141615860491014,999997.8452565818,-16.635788729250205,-0.452,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS260P-20/U,Phono Solar Technology Co Ltd,Multi-c-Si,0,260.0,233.0,1.63,,,60.0,8.9,38.0,8.54,30.6,0.006052000000000001,-0.13604,48.1,1.5848713286908447,8.900218809798984,3.437786735044525e-10,0.2698477657859032,10976.00966881952,1.3596708486933637,-0.435,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS260P-20/U-AC,Phono Solar Technology Co Ltd,Multi-c-Si,0,260.0,235.2,1.6268799999999999,1.64,0.992,60.0,8.9,38.0,8.54,30.6,0.005073000000000001,-0.13147999999999999,45.4,1.5928084712853943,8.900216701215406,3.874070226842302e-10,0.26685761899370564,10960.009494006843,6.051854136862559,-0.452,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS260P-24/T,Phono Solar Technology Co Ltd,Multi-c-Si,0,260.0,234.1,1.9403519999999999,1.956,0.992,72.0,8.1,44.0,7.38,35.2,0.0046170000000000004,-0.15224,45.4,1.8619936101998926,8.132148191557587,4.2318631779384004e-10,0.4540704201334282,114.40676875883003,7.753717398073808,-0.452,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS260PB-20/U,Phono Solar Technology Co Ltd,Multi-c-Si,0,260.0,235.1,1.6268799999999999,1.64,0.992,60.0,8.9,38.0,8.54,30.6,0.005073000000000001,-0.13413999999999998,45.4,1.5979219045818616,8.90021521137387,4.181415283064828e-10,0.2649320617489771,10956.25532625059,4.577413454747729,-0.454,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS 265M-20/UV,Phono Solar Technology Co Ltd,Mono-c-Si,0,265.0,236.8,1.6268799999999999,1.64,0.992,60.0,9.16,38.3,8.56,30.95,0.003664,-0.13405,46.5,1.6298641480936564,9.170270944791337,5.625507067763736e-10,0.302244109763116,269.55229334157775,8.028592686433887,-0.48,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS 265P-20/UV,Phono Solar Technology Co Ltd,Multi-c-Si,0,265.0,237.7,1.6268799999999999,1.64,0.992,60.0,9.2,38.3,8.47,30.89,0.0046,-0.13022,46.3,1.636821731977767,9.223477376020261,6.133213380230352e-10,0.30913740061468437,121.14064328311468,11.901270522088303,-0.47,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS265M-20/U,Phono Solar Technology Co Ltd,Mono-c-Si,0,265.0,239.2,1.63,,,60.0,9.43,39.2,8.55,31.08,0.005658,-0.121912,48.4,1.5710558855536785,9.48171800303112,1.3053011845329672e-10,0.40639130235831084,74.0993437074442,7.765524630803664,-0.404,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS265P-20/U,Phono Solar Technology Co Ltd,Multi-c-Si,0,265.0,237.6,1.63,,,60.0,9.0,38.1,8.59,30.8,0.0061200000000000004,-0.136398,48.1,1.587354457740062,9.000002512543487,3.3901393524875756e-10,0.2790257275857821,999999.3509539624,1.1528015413152022,-0.435,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS 270M-20/UV,Phono Solar Technology Co Ltd,Mono-c-Si,0,270.0,241.5,1.6268799999999999,1.64,0.992,60.0,9.2,38.6,8.68,31.09,0.00368,-0.1351,46.5,1.6311192595268307,9.202022068458772,4.843501986696195e-10,0.31791241252361985,1446.438517529641,6.6582058644040405,-0.48,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS 270P-20/UV,Phono Solar Technology Co Ltd,Multi-c-Si,0,270.0,242.3,1.6268799999999999,1.64,0.992,60.0,9.31,38.5,8.57,31.11,0.004655,-0.13090000000000002,46.3,1.647361121410134,9.333362417098943,6.382079946358642e-10,0.29892679026047386,119.1233227854255,12.155400438590958,-0.47,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS270M-20/U,Phono Solar Technology Co Ltd,Mono-c-Si,0,270.0,243.9,1.63,,,60.0,9.48,39.3,8.66,31.24,0.005688,-0.12222299999999998,48.4,1.5711632477660582,9.522135493204695,1.244179603533101e-10,0.3939841013203486,88.64188132761926,7.279918863303439,-0.404,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS270M-24/T,Phono Solar Technology Co Ltd,Mono-c-Si,0,270.0,243.4,1.9403519999999999,1.956,0.992,72.0,8.15,44.7,7.54,35.8,0.0033415000000000003,-0.19802100000000003,45.4,1.8651840552152126,8.169377583234912,3.101386395711603e-10,0.45620736216575436,191.87585644159108,-17.948626373789978,-0.451,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS270P-20/U,Phono Solar Technology Co Ltd,Multi-c-Si,0,270.0,242.2,1.63,,,60.0,9.09,38.39,8.61,31.44,0.0061812,-0.1374362,48.1,1.604891105910207,9.090575076223407,3.7114380004063834e-10,0.25613048507742325,4048.556383704491,1.8173389050090893,-0.435,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS270P-24/T,Phono Solar Technology Co Ltd,Multi-c-Si,0,270.0,243.3,1.9403519999999999,1.956,0.992,72.0,8.2,44.4,7.61,35.5,0.004673999999999999,-0.15362399999999998,45.4,1.8593602402929486,8.216625691800711,3.416256721778281e-10,0.4566652234721872,225.23305357470974,5.739890375873617,-0.452,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS 275M-20/UV,Phono Solar Technology Co Ltd,Mono-c-Si,0,275.0,246.1,1.6268799999999999,1.64,0.992,60.0,9.23,38.9,8.81,31.22,0.0036920000000000004,-0.13615,46.5,1.6382323019031841,9.32002792781632,4.5399053992872e-10,0.3314513344037759,999999.9266607169,5.9884384487114986,-0.48,N,2025.7.3,6/23/2025,-2.0,bootstrapping
Phono Solar Technology Co Ltd PS275M-20/U,Phono Solar Technology Co Ltd,Mono-c-Si,0,275.0,248.5,1.63,,,60.0,9.54,39.4,8.77,31.4,0.005724,-0.122534,48.4,1.5722731417651332,9.574316221531465,1.2045398732198092e-10,0.3814591979166999,106.04666536521586,6.925372893352271,-0.404,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS275P-20/U,Phono Solar Technology Co Ltd,Multi-c-Si,0,275.0,246.8,1.63,,,60.0,9.17,38.68,8.66,31.79,0.006235600000000001,-0.1384744,48.1,1.6229403250807375,9.172707849959139,4.069825018469437e-10,0.2401779495592937,813.3511030866491,2.5181683776183434,-0.435,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS 280M-20/UV,Phono Solar Technology Co Ltd,Mono-c-Si,0,280.0,250.7,1.6268799999999999,1.64,0.992,60.0,9.28,39.1,8.91,31.43,0.003712,-0.13685,46.5,1.6611889195282437,9.28022075742648,5.562177980808484e-10,0.2587068481288525,10875.371941083851,7.7721037815683465,-0.48,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS280M-20/U,Phono Solar Technology Co Ltd,Mono-c-Si,0,280.0,253.2,1.63,,,60.0,9.59,39.5,8.88,31.56,0.005754,-0.12284500000000001,48.4,1.5726447781023796,9.61577244111211,1.15258195188081e-10,0.3695680204516192,137.51733628305146,6.4768168826355925,-0.404,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS280M-24/T,Phono Solar Technology Co Ltd,Mono-c-Si,0,280.0,252.6,1.9403519999999999,1.956,0.992,72.0,8.3,45.1,7.75,36.1,0.003403,-0.199793,45.4,1.8716428276728811,8.311642643285367,2.8015621392203046e-10,0.45544586878077786,324.6858187315312,-18.76115811563294,-0.451,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS280MB-24/T,Phono Solar Technology Co Ltd,Mono-c-Si,0,280.0,252.7,1.9403519999999999,1.956,0.992,72.0,8.3,45.1,7.75,36.1,0.004067,-0.199793,45.3,1.890314612712105,8.311090904853556,3.556416220335308e-10,0.45051749141351827,337.14976140379076,-17.27938709668717,-0.452,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS280P-20/U,Phono Solar Technology Co Ltd,Multi-c-Si,0,280.0,251.5,1.63,,,60.0,9.25,39.02,8.73,32.1,0.0062900000000000005,-0.1396916,48.1,1.6386786189214086,9.25314976662383,4.190595730259735e-10,0.23598616257326763,693.026840619742,2.6913484429461025,-0.435,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS280P-24/T,Phono Solar Technology Co Ltd,Multi-c-Si,0,280.0,252.6,1.9403519999999999,1.956,0.992,72.0,8.35,44.8,7.82,35.8,0.004759500000000001,-0.15500799999999998,45.4,1.8664621024905608,8.358721805972058,3.1085738756947717e-10,0.45567072688615207,436.2458186492464,4.752581672012737,-0.452,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS280PB-24/T,Phono Solar Technology Co Ltd,Multi-c-Si,0,280.0,252.5,1.9403519999999999,1.956,0.992,72.0,8.35,44.8,7.82,35.8,0.004759500000000001,-0.15814399999999998,45.4,1.8721014350984886,8.35855913368159,3.342235721202881e-10,0.454200197893793,443.10239427632337,3.2629877838670547,-0.454,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS285M-20/U,Phono Solar Technology Co Ltd,Mono-c-Si,0,285.0,257.8,1.63,,,60.0,9.65,39.6,8.99,31.72,0.00579,-0.123156,48.4,1.573974331268131,9.668873832911148,1.1194800911028365e-10,0.35756794971357514,182.82088719747438,6.153006920475753,-0.404,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS285M-24/T,Phono Solar Technology Co Ltd,Mono-c-Si,0,285.0,257.3,1.9403519999999999,1.956,0.992,72.0,8.38,45.3,7.86,36.25,0.0034358000000000006,-0.200679,45.4,1.8750369165475993,8.387698496675458,2.67011464838287e-10,0.4547125888338993,494.96577467312846,-19.14921838940605,-0.451,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS285MB-24/T,Phono Solar Technology Co Ltd,Mono-c-Si,0,285.0,257.3,1.9403519999999999,1.956,0.992,72.0,8.38,45.3,7.86,36.25,0.004106200000000001,-0.200679,45.3,1.8936831048704725,8.38718310864938,3.3891325220934076e-10,0.4498653471104268,524.8246848454073,-17.67559484895692,-0.452,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS285MH-20/U,Phono Solar Technology Co Ltd,Mono-c-Si,0,285.0,261.3,1.63,,,60.0,9.65,39.6,8.99,31.71,0.0049987,-0.12109680000000002,45.2,1.5676655937005792,9.669182243601407,1.011515392814321e-10,0.36027632171239166,181.24400496893645,7.195822766998968,-0.4083,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS285P-20/U,Phono Solar Technology Co Ltd,Multi-c-Si,0,285.0,256.1,1.63,,,60.0,9.32,39.35,8.81,32.42,0.0063376000000000005,-0.140873,48.1,1.652559089404044,9.322167018334214,4.2308993181598677e-10,0.22994088828308656,988.939574621787,2.7034178787555017,-0.435,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS285P-24/T,Phono Solar Technology Co Ltd,Multi-c-Si,0,285.0,257.2,1.9403519999999999,1.956,0.992,72.0,8.43,45.0,7.93,35.95,0.0048051000000000005,-0.1557,45.4,1.870160815312544,8.434696824974921,2.9729243678726455e-10,0.4548347287828201,816.3511308585054,4.28033487006977,-0.452,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS285PB-24/T,Phono Solar Technology Co Ltd,Multi-c-Si,0,285.0,257.1,1.9403519999999999,1.956,0.992,72.0,8.43,45.0,7.93,35.95,0.0048051000000000005,-0.15885,45.4,1.8757855341900516,8.43454524668023,3.1959119664434627e-10,0.45339000910698246,840.8959594119564,2.7962397168726847,-0.454,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS290M-20/U,Phono Solar Technology Co Ltd,Mono-c-Si,0,290.0,262.5,1.63,,,60.0,9.71,39.7,9.1,31.87,0.0058260000000000004,-0.12346700000000001,48.4,1.5751231257974896,9.722410164088902,1.0841068353695848e-10,0.34711364927213056,271.58978591247615,5.804961912173004,-0.404,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS290M-24/T,Phono Solar Technology Co Ltd,Mono-c-Si,0,290.0,261.9,1.9403519999999999,1.956,0.992,72.0,8.45,45.5,7.97,36.4,0.0034644999999999997,-0.20156500000000002,45.4,1.8773808086560162,8.452631975048742,2.5111479436373157e-10,0.4544779601771296,1459.110002001847,-19.616403773717135,-0.451,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS290MB-24/T,Phono Solar Technology Co Ltd,Mono-c-Si,0,290.0,262.0,1.9403519999999999,1.956,0.992,72.0,8.45,45.5,7.97,36.4,0.0041405,-0.20156500000000002,45.3,1.8959771729359531,8.452163584539388,3.1868230759875644e-10,0.4497167671408316,1756.3955589133163,-18.1526625311295,-0.452,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS290MH-20/U,Phono Solar Technology Co Ltd,Mono-c-Si,0,290.0,266.0,1.63,,,60.0,9.71,39.7,9.1,31.87,0.00502978,-0.12140260000000001,45.2,1.5690945906876144,9.722647863835862,9.838461954151716e-11,0.3484985883110446,267.54885968974077,6.881854001200091,-0.4083,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS290P-24/T,Phono Solar Technology Co Ltd,Multi-c-Si,0,290.0,261.8,1.9403519999999999,1.956,0.992,72.0,8.5,45.2,8.03,36.1,0.004845,-0.156392,45.4,1.8740466270768747,8.50071082415574,2.8465040179829553e-10,0.45449956198057967,5434.898020249064,3.8310760639619192,-0.452,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS290PB-24/T,Phono Solar Technology Co Ltd,Multi-c-Si,0,290.0,261.7,1.9403519999999999,1.956,0.992,72.0,8.5,45.2,8.03,36.1,0.004845,-0.159556,45.4,1.8796584851157325,8.50056996965013,3.059573122455289e-10,0.45307765572717895,6756.805464544329,2.3522254390020727,-0.454,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS295M-20/U,Phono Solar Technology Co Ltd,Mono-c-Si,0,295.0,267.2,1.63,,,60.0,9.74,39.8,9.2,32.07,0.005844,-0.12377799999999999,48.4,1.5761620556810092,9.744294814135035,1.0469434629019709e-10,0.331523548887746,751.8462479631338,5.454227254345166,-0.404,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS295M-24/T,Phono Solar Technology Co Ltd,Mono-c-Si,0,295.0,266.5,1.9403519999999999,1.956,0.992,72.0,8.53,45.7,8.07,36.55,0.0034973,-0.20245100000000002,45.4,1.8827187368677518,8.530003870556344,2.4498515080203417e-10,0.4535585709080365,999991.1353215202,-19.844549954416735,-0.451,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS295MB-24/T,Phono Solar Technology Co Ltd,Mono-c-Si,0,295.0,266.6,1.9403519999999999,1.956,0.992,72.0,8.53,45.7,8.07,36.55,0.004179700000000001,-0.20245100000000002,45.3,1.9015369541251839,8.536047794183673,3.117255964755031e-10,0.4486522046029681,999999.8149450509,-18.370672285709865,-0.452,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS295MH-20/U,Phono Solar Technology Co Ltd,Mono-c-Si,0,295.0,270.7,1.63,,,60.0,9.74,39.8,9.2,32.07,0.00504532,-0.1217084,45.2,1.57013668719323,9.744492949365597,9.500562212832792e-11,0.332894452074145,721.6623583875679,6.52643657384584,-0.4083,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS295P-24/T,Phono Solar Technology Co Ltd,Multi-c-Si,0,295.0,262.2,1.9403519999999999,1.956,0.992,72.0,8.8,44.12,8.29,35.62,0.005544,-0.15927319999999998,48.7,1.8503120960686277,8.803757845861698,3.85989033726888e-10,0.3722997674304247,871.8398045500792,1.6218895729517673,-0.448,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS295PB-24/T,Phono Solar Technology Co Ltd,Multi-c-Si,0,295.0,266.4,1.9403519999999999,1.956,0.992,72.0,8.58,45.4,8.12,36.3,0.0048906,-0.160262,45.4,1.8883879760030453,8.58909462128033,3.1101447461540343e-10,0.44451561777007825,999999.9839518924,2.40022221930462,-0.454,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS 300P-24/TV,Phono Solar Technology Co Ltd,Multi-c-Si,0,300.0,268.7,1.9403519999999999,1.956,0.992,72.0,8.79,45.3,8.12,36.5,0.004395,-0.15402,46.3,1.9312242989664201,8.80987048509412,5.555043954999979e-10,0.38827252777321947,171.75806053572654,11.406343023896277,-0.47,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS300M-24/T,Phono Solar Technology Co Ltd,Mono-c-Si,0,300.0,271.2,1.9403519999999999,1.956,0.992,72.0,8.6,45.9,8.17,36.7,0.003526,-0.20333700000000002,45.4,1.894540160331956,8.600003711384936,2.585950938195639e-10,0.43137249867742217,999999.6758437013,-19.54815011569811,-0.451,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS300MB-24/T,Phono Solar Technology Co Ltd,Mono-c-Si,0,300.0,271.3,1.9403519999999999,1.956,0.992,72.0,8.6,45.9,8.17,36.7,0.004214,-0.20333700000000002,45.3,1.9142855178854956,8.600003649437852,3.320096404604873e-10,0.4241321824726631,999999.95386497,-18.00466247141934,-0.452,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS300MH-20/U,Phono Solar Technology Co Ltd,Mono-c-Si,0,300.0,275.4,1.63,,,60.0,9.82,39.9,9.32,32.19,0.00508676,-0.12201420000000002,45.2,1.572274048265964,9.820332249075983,9.348479007836343e-11,0.3258402087048296,9630.596653697918,6.302124705372485,-0.4083,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS300P-24/T,Phono Solar Technology Co Ltd,Multi-c-Si,0,300.0,266.8,1.9403519999999999,1.956,0.992,72.0,8.85,44.49,8.33,36.04,0.0055755,-0.1606089,48.7,1.8703741178167161,8.854536771361772,4.107584331391022e-10,0.35603523793664277,694.5276103902079,2.091551811651537,-0.448,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS300PB-24/T,Phono Solar Technology Co Ltd,Multi-c-Si,0,300.0,271.0,1.9403519999999999,1.956,0.992,72.0,8.65,45.6,8.24,36.4,0.004930500000000001,-0.160968,45.4,1.9022209009572888,8.650003570686552,3.358270551048064e-10,0.4125813273365721,999999.6064100472,2.9773756093405837,-0.454,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS 305P-24/TV,Phono Solar Technology Co Ltd,Multi-c-Si,0,305.0,273.3,1.9403519999999999,1.956,0.992,72.0,9.05,45.6,8.16,37.4,0.004525,-0.15504,46.3,1.9926107585841355,9.080818455638699,9.821279544837482e-10,0.28044263369973244,82.35344667905824,16.49079643717363,-0.47,N,2025.7.3,6/23/2025,4.0,first_pass
Phono Solar Technology Co Ltd PS305M-24/T,Phono Solar Technology Co Ltd,Mono-c-Si,0,305.0,275.8,1.9403519999999999,1.956,0.992,72.0,8.68,46.1,8.26,36.9,0.0035588000000000004,-0.20422300000000002,45.4,1.9053905234229933,8.680003605216939,2.697572657449594e-10,0.4151725684826558,999999.8624524839,-19.334324108610605,-0.451,N,2025.7.3,6/23/2025,2.0,first_pass
Phono Solar Technology Co Ltd PS305MB-24/T,Phono Solar Technology Co Ltd,Mono-c-Si,0,305.0,275.9,1.9403519999999999,1.956,0.992,72.0,8.68,46.1,8.26,36.9,0.0042532,-0.20422300000000002,45.3,1.925294130996205,8.6800035421858,3.4641739256628405e-10,0.4078747287011397,999999.8615167319,-17.7848265734669,-0.452,N,2025.7.3,6/23/2025,2.0,first_pass
