Manufacturer,Model Number,Description,Safety Certification,Nameplate Pmax,PTC,Notes,Design Qualification Certification (Optional Submission),Performance Evaluation (Optional Submission),Family,Technology,A_c,N_s,N_p,BIPV,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,gammaPmax,alphaIsc,betaVoc,alphaIpmax,betaVpmax,IPmax low,VPmax low,IPmax NOCT,VPmax NOCT,Mounting,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update
Suzhou Talesun Solar Technologies Co. Ltd.,TP7F72M-530,530 W 144 half-cut cell monocrystalline module white backsheet 1000V max system Vdc,UL 61730,530,494,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,13.72,49.3,12.83,41.3,44.8,-0.358,0.051,-0.279,,,2.59,39.34,10.44,36.9,,,,,,,1/3/2022,
Suzhou Talesun Solar Technologies Co. Ltd.,TP7G72M(H)-530,530 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500V max system Vdc,UL 61730,530,491.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,13.72,49.3,12.83,41.3,43.8,-0.402,0.045,-0.304,,,2.58,39.94,10.34,38,,,,,,,1/3/2023,
Suzhou Talesun Solar Technologies Co. Ltd.,TD7G72M-535,535 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500V max system Vdc,UL 61730,535,493.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,13.79,49.5,12.9,41.5,45.4,-0.395,0.058,-0.294,,,2.61,39.01,10.49,36.9,,,,,,,1/3/2022,
Suzhou Talesun Solar Technologies Co. Ltd.,TP7F72M(H)-535,535 W 144 half-cut cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,535,498.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,13.79,49.5,12.9,41.5,44.8,-0.358,0.051,-0.279,,,2.6,39.5,10.49,37.1,,,,,,,1/3/2022,
Suzhou Talesun Solar Technologies Co. Ltd.,TP7F72M-535,535 W 144 half-cut cell monocrystalline module white backsheet 1000V max system Vdc,UL 61730,535,498.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,13.79,49.5,12.9,41.5,44.8,-0.358,0.051,-0.279,,,2.6,39.5,10.49,37.1,,,,,,,1/3/2022,
Suzhou Talesun Solar Technologies Co. Ltd.,TP7G72M(H)-535,535 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500V max system Vdc,UL 61730,535,496.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,13.79,49.5,12.9,41.5,43.8,-0.402,0.045,-0.304,,,2.59,40.09,10.4,38.2,,,,,,,1/3/2023,
Suzhou Talesun Solar Technologies Co. Ltd.,TD7G72M-540,540 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500V max system Vdc,UL 61730,540,498.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,13.86,49.6,12.97,41.6,45.4,-0.395,0.058,-0.294,,,2.63,39.16,10.55,37,,,,,,,1/3/2022,
Suzhou Talesun Solar Technologies Co. Ltd.,TP7F72M(H)-540,540 W 144 half-cut cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,540,503.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,13.86,49.6,12.97,41.6,44.8,-0.358,0.051,-0.279,,,2.62,39.65,10.55,37.2,,,,,,,1/3/2022,
Suzhou Talesun Solar Technologies Co. Ltd.,TP7F72M-540,540 W 144 half-cut cell monocrystalline module white backsheet 1000V max system Vdc,UL 61730,540,503.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,13.86,49.6,12.97,41.6,44.8,-0.358,0.051,-0.279,,,2.62,39.65,10.55,37.2,,,,,,,1/3/2022,
Suzhou Talesun Solar Technologies Co. Ltd.,TP7G72M(H)-540,540 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500V max system Vdc,UL 61730,540,501.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,13.86,49.6,12.97,41.6,43.8,-0.402,0.045,-0.304,,,2.61,40.24,10.46,38.3,,,,,,,1/3/2023,
Suzhou Talesun Solar Technologies Co. Ltd.,TD7G72M-545,545 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500V max system Vdc,UL 61730,545,503.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,13.93,49.8,13.04,41.8,45.4,-0.395,0.058,-0.294,,,2.64,39.31,10.61,37.2,,,,,,,3/1/2022,
Suzhou Talesun Solar Technologies Co. Ltd.,TP7F72M(H)-545,545 W 144 half-cut cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,545,508.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,13.93,49.8,13.04,41.8,44.8,-0.358,0.051,-0.279,,,2.63,39.8,10.61,37.3,,,,,,,1/3/2022,
Suzhou Talesun Solar Technologies Co. Ltd.,TP7F72M-545,545 W 144 half-cut cell monocrystalline module white backsheet 1000V max system Vdc,UL 61730,545,508.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,13.93,49.8,13.04,41.8,44.8,-0.358,0.051,-0.279,,,2.63,39.8,10.61,37.3,,,,,,,1/3/2022,
Suzhou Talesun Solar Technologies Co. Ltd.,TP7G72M(H)-545,545 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500V max system Vdc,UL 61730,545,506,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,13.93,49.8,13.04,41.8,43.8,-0.402,0.045,-0.304,,,2.62,40.4,10.51,38.5,,,,,,,1/3/2023,
Suzhou Talesun Solar Technologies Co. Ltd.,TD7G72M-550,550 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500V max system Vdc,UL 61730,550,508.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,14,49.9,13.11,42,45.4,-0.395,0.058,-0.294,,,2.66,39.46,10.66,37.3,,,,,,,3/1/2022,
Suzhou Talesun Solar Technologies Co. Ltd.,TP7F72M(H)-550,550 W 144 half-cut cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,550,513.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,14,49.9,13.11,42,44.8,-0.358,0.051,-0.279,,,2.65,39.95,10.66,37.5,,,,,,,3/1/2022,
Suzhou Talesun Solar Technologies Co. Ltd.,TP7G72M(H)-550,550 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500V max system Vdc,UL 61730,550,510.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,14,49.9,13.11,42,43.8,-0.402,0.045,-0.304,,,2.64,40.55,10.57,38.6,,,,,,,1/3/2023,
Suzhou Talesun Solar Technologies Co. Ltd.,TP7F72M(H)-555,555 W 144 half-cut cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,555,518,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,14.07,50.1,13.18,42.1,44.8,-0.358,0.051,-0.279,,,2.66,40.11,10.72,37.6,,,,,,,3/1/2022,
Suzhou Talesun Solar Technologies Co. Ltd.,TP7G72M(H)-555,555 W 144 half-cut cell bifacial monocrystalline module transparent backsheet 1500V max system Vdc,UL 61730,555,515.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.59,72,2,N,14.07,50.1,13.18,42.1,43.8,-0.402,0.045,-0.304,,,2.65,40.71,10.63,38.8,,,,,,,1/3/2023,
Suzhou Talesun Solar Technologies Co. Ltd.,TD7G78M-570,570 W 156 half-cut cell bifacial monocrystalline module transparent backsheet 1500V max system Vdc,UL 61730,570,536.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.8,78,2,N,13.65,53.3,12.76,44.7,43.3,-0.335,0.044,-0.255,,,2.59,40.09,10.4,38.2,,,,,,,9/1/2023,
Suzhou Talesun Solar Technologies Co. Ltd.,TD7G78M-575,575 W 156 half-cut cell bifacial monocrystalline module transparent backsheet 1500V max system Vdc,UL 61730,575,541.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.8,78,2,N,13.72,53.4,12.83,44.8,43.3,-0.335,0.044,-0.255,,,2.61,40.24,10.46,38.3,,,,,,,9/1/2023,
Suzhou Talesun Solar Technologies Co. Ltd.,TD7G78M-580,580 W 156 half-cut cell bifacial monocrystalline module transparent backsheet 1500V max system Vdc,UL 61730,580,546.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.8,78,2,N,13.79,53.6,12.9,45,43.3,-0.335,0.044,-0.255,,,2.62,40.4,10.51,38.5,,,,,,,9/1/2023,
Suzhou Talesun Solar Technologies Co. Ltd.,TD7G78M-585,585 W 156 half-cut cell bifacial monocrystalline module transparent backsheet 1500V max system Vdc,UL 61730,585,551,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.8,78,2,N,13.86,53.7,12.97,45.1,43.3,-0.335,0.044,-0.255,,,2.64,40.55,10.57,38.6,,,,,,,9/1/2023,
Suzhou Talesun Solar Technologies Co. Ltd.,TD7G78M-590,590 W 156 half-cut cell bifacial monocrystalline module transparent backsheet 1500V max system Vdc,UL 61730,590,555.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.8,78,2,N,13.93,53.9,13.04,45.3,43.3,-0.335,0.044,-0.255,,,2.65,40.71,10.63,38.8,,,,,,,9/1/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM395DMH5-54(1500),395 W 108 cell double glass monocrystalline module 1500V max system Vdc,UL 61730,395,369,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,54,2,N,13.5,36.8,12.81,30.9,44.6,-0.35,0.048,-0.291,,,2.56,29.82,10.21,29.1,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM395MH5-54(1500),395 W 108 cell monocrystalline module black backsheet 1500V max system Vdc,UL 61730,395,366.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,54,2,N,13.5,36.8,12.81,30.9,46,-0.352,0.046,-0.268,,,2.55,29.82,10.22,29.1,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM395MH5-54(1500),395 W 108 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,395,367.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,54,2,N,13.5,36.8,12.81,30.9,45.2,-0.356,0.047,-0.274,,,2.57,29.72,10.23,29.1,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM400DMH5-54(1500),400 W 108 cell double glass monocrystalline module 1500V max system Vdc,UL 61730,400,373.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,54,2,N,13.6,37,12.91,31,44.6,-0.35,0.048,-0.291,,,2.58,29.97,10.29,29.2,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM400MH5-54(1500),400 W 108 cell monocrystalline module black backsheet 1500V max system Vdc,UL 61730,400,371.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,54,2,N,13.6,37,12.91,31,46,-0.352,0.046,-0.268,,,2.57,29.97,10.3,29.2,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM400MH5-54(1500),400 W 108 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,400,372.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,54,2,N,13.6,37,12.91,31,45.2,-0.356,0.047,-0.274,,,2.59,29.87,10.31,29.2,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM405DMH5-54(1500),405 W 108 cell double glass monocrystalline module 1500V max system Vdc,UL 61730,405,378.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,54,2,N,13.7,37.1,13.01,31.2,44.6,-0.35,0.048,-0.291,,,2.6,30.11,10.37,29.3,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM405MH5-54(1500),405 W 108 cell monocrystalline module black backsheet 1500V max system Vdc,UL 61730,405,376.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,54,2,N,13.7,37.1,13.01,31.2,46,-0.352,0.046,-0.268,,,2.59,30.11,10.38,29.3,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM405MH5-54(1500),405 W 108 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,405,377.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,54,2,N,13.7,37.1,13.01,31.2,45.2,-0.356,0.047,-0.274,,,2.61,30.01,10.39,29.4,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM410DMH5-54(1500),410 W 108 cell double glass monocrystalline module 1500V max system Vdc,UL 61730,410,383.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,54,2,N,13.79,37.3,13.1,31.3,44.6,-0.35,0.048,-0.291,,,2.62,30.26,10.44,29.5,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM410MH5-54(1500),410 W 108 cell monocrystalline module black backsheet 1500V max system Vdc,UL 61730,410,381.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,54,2,N,13.79,37.3,13.1,31.3,46,-0.352,0.046,-0.268,,,2.61,30.26,10.45,29.5,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM410MH5-54(1500),410 W 108 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,410,382.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,54,2,N,13.79,37.3,13.1,31.3,45.2,-0.356,0.047,-0.274,,,2.63,30.16,10.46,29.5,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM415DMH5-54(1500),415 W 108 cell double glass monocrystalline module 1500V max system Vdc,UL 61730,415,388.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,54,2,N,13.89,37.4,13.2,31.5,44.6,-0.35,0.048,-0.291,,,2.64,30.4,10.52,29.6,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM415MH5-54(1500),415 W 108 cell monocrystalline module black backsheet 1500V max system Vdc,UL 61730,415,386.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,54,2,N,13.89,37.4,13.2,31.5,46,-0.352,0.046,-0.268,,,2.63,30.4,10.53,29.6,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM415MH5-54(1500),415 W 108 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,415,386.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,54,2,N,13.89,37.4,13.2,31.5,45.2,-0.356,0.047,-0.274,,,2.65,30.3,10.54,29.7,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM430DMH3-72 (1500),430 W 144 cell double glass monocrystalline module 1500V max system Vdc,UL 61730,430,400.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.97,72,2,N,11.25,48.7,10.72,40.1,46.2,-0.349,0.049,-0.267,,,2.18,38.69,8.64,37.6,,,,,,,6/1/2022,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM430MH3-72 (1500),430 W 144 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,430,402.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.97,72,2,N,11.25,48.7,10.72,40.1,45.1,-0.341,0.054,-0.262,,,2.19,38.63,8.64,37.7,,,,,,,6/1/2022,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM435DMH3-72 (1500),435 W 144 cell double glass monocrystalline module 1500V max system Vdc,UL 61730,435,405,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.97,72,2,N,11.32,48.9,10.79,40.3,46.2,-0.349,0.049,-0.267,,,2.2,38.88,8.7,37.8,,,,,,,6/1/2022,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM435DMH5-60(1500),435 W 120 cell double glass monocrystalline module 1500V max system Vdc,UL 61730,435,406.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.34,40.8,12.89,33.8,44.6,-0.35,0.048,-0.291,,,25.8,32.53,10.3,31.7,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM435MH3-72 (1500),435 W 144 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,435,407.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.97,72,2,N,11.32,48.9,10.79,40.3,45.1,-0.341,0.054,-0.262,,,2.21,38.82,8.7,37.9,,,,,,,6/1/2022,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM435MH5-60(1500),435 W 120 cell monocrystalline module black backsheet 1500V max system Vdc,UL 61730,435,404,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.34,40.8,12.89,33.8,46,-0.352,0.046,-0.268,,,2.58,32.58,10.3,31.9,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM435MH5-60(1500),435 W 120 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,435,404.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.34,40.8,12.89,33.8,45.2,-0.356,0.047,-0.274,,,2.57,32.58,10.3,31.8,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM440DMH3-72 (1500),440 W 144 cell double glass monocrystalline module 1500V max system Vdc,UL 61730,440,409.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.97,72,2,N,11.39,49.1,10.86,40.5,46.2,-0.349,0.049,-0.267,,,2.21,39.07,8.76,38,,,,,,,6/1/2022,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM440DMH5-60(1500),440 W 120 cell double glass monocrystalline module 1500V max system Vdc,UL 61730,440,411.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.41,41,12.98,33.9,44.6,-0.35,0.048,-0.291,,,25.98,32.67,10.37,31.8,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM440MH3-72 (1500),440 W 144 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,440,412.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.97,72,2,N,11.39,49.1,10.86,40.5,45.1,-0.341,0.054,-0.262,,,2.22,39.02,8.76,38.1,,,,,,,6/1/2022,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM440MH5-60(1500),440 W 120 cell monocrystalline module black backsheet 1500V max system Vdc,UL 61730,440,408.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.41,41,12.98,33.9,46,-0.352,0.046,-0.268,,,2.6,32.72,10.37,32,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM440MH5-60(1500),440 W 120 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,440,409.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.41,41,12.98,33.9,45.2,-0.356,0.047,-0.274,,,2.59,32.72,10.37,32,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM445DMH3-72 (1500),445 W 144 cell double glass monocrystalline module 1500V max system Vdc,UL 61730,445,414.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.97,72,2,N,11.46,49.3,10.93,40.7,46.2,-0.349,0.049,-0.267,,,2.23,39.27,8.81,38.2,,,,,,,6/1/2022,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM445DMH5-60(1500),445 W 120 cell double glass monocrystalline module 1500V max system Vdc,UL 61730,445,415.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.52,41.1,13.07,34.1,44.6,-0.35,0.048,-0.291,,,26.16,32.82,10.44,32,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM445MH3-72 (1500),445 W 144 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,445,416.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.97,72,2,N,11.46,49.3,10.93,40.7,45.1,-0.341,0.054,-0.262,,,2.24,39.21,8.81,38.3,,,,,,,6/1/2022,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM445MH5-60(1500),445 W 120 cell monocrystalline module black backsheet 1500V max system Vdc,UL 61730,445,413.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.52,41.1,13.07,34.1,46,-0.352,0.046,-0.268,,,2.62,32.87,10.44,32.2,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM445MH5-60(1500),445 W 120 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,445,414.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.52,41.1,13.07,34.1,45.2,-0.356,0.047,-0.274,,,2.61,32.87,10.44,32.1,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM450DMH3-72 (1500),450 W 144 cell double glass monocrystalline module 1500V max system Vdc,UL 61730,450,419.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.97,72,2,N,11.53,49.5,11,40.9,46.2,-0.349,0.049,-0.267,,,2.24,39.46,8.87,38.4,,,,,,,6/1/2022,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM450DMH5-60(1500),450 W 120 cell double glass monocrystalline module 1500V max system Vdc,UL 61730,450,420.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.62,41.3,13.16,34.2,44.6,-0.35,0.048,-0.291,,,26.34,32.96,10.52,32.1,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM450MH3-72 (1500),450 W 144 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,450,421.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.97,72,2,N,11.53,49.5,11,40.9,45.1,-0.341,0.054,-0.262,,,2.25,39.4,8.87,38.5,,,,,,,6/1/2022,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM450MH5-60(1500),450 W 120 cell monocrystalline module black backsheet 1500V max system Vdc,UL 61730,450,418.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.62,41.3,13.16,34.2,46,-0.352,0.046,-0.268,,,2.63,33.01,10.52,32.3,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM450MH5-60(1500),450 W 120 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,450,419.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.62,41.3,13.16,34.2,45.2,-0.356,0.047,-0.274,,,2.62,33.01,10.52,32.2,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM455DMH3-72 (1500),455 W 144 cell double glass monocrystalline module 1500V max system Vdc,UL 61730,455,424.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.97,72,2,N,11.59,49.7,11.07,41.1,46.2,-0.349,0.049,-0.267,,,2.25,39.65,8.93,38.6,,,,,,,6/1/2022,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM455DMH5-60(1500),455 W 120 cell double glass monocrystalline module 1500V max system Vdc,UL 61730,455,425.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.72,41.4,13.25,34.4,44.6,-0.35,0.048,-0.291,,,26.52,33.1,10.59,32.2,,,,,,,7/3/2023,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM455MH3-72 (1500),455 W 144 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,455,426.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.97,72,2,N,11.59,49.7,11.07,41.1,45.1,-0.341,0.054,-0.262,,,2.26,39.59,8.93,38.6,,,,,,,6/1/2022,
Tangshan Haitai New Energy Technology Co. Ltd.,HTM455MH5-60(1500),455 W 120 cell monocrystalline module black backsheet 1500V max system Vdc,UL 61730,455,423.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,60,2,N,13.72,41.4,13.25,34.4,46,-0.352,0.046,-0.268,,,2.65,33.15,10.59,32.5,,,,,,,7/3/2023,
