climate.location,file_name
nOt A sAmsIm vArIAblE,track_mode
nOt A sAmsIm vArIAblE,tilt
nOt A sAmsIm vArIAblE,azimuth
nOt A sAmsIm vArIAblE,weekday_schedule
nOt A sAmsIm vArIAblE,weekend_schedule
nOt A sAmsIm vArIAblE,tes_hours
csp.lf.sf.dp.field_thermal_output,q_max_aux
csp.pbns.lhv_eff,LHV_eff
csp.lf.sf.field_outlet_temp,T_set_aux
csp.lf.sf.field_inlet_temp,T_field_in_des
csp.lf.sf.field_outlet_temp,T_field_out_des
csp.lf.sf.steam_quality,x_b_des
csp.lf.sf.turb_inlet_pres,P_turb_des
csp.lf.sf.cold_hdr_pres_drop,fP_hdr_c
csp.lf.sf.boiler_pres_drop,fP_sf_boil
csp.lf.sf.boiler_sh_pres_drop,fP_boil_to_sh
csp.lf.sf.sh_pres_drop,fP_sf_sh
csp.lf.sf.hot_hdr_pres_drop,fP_hdr_h
csp.pbns.design_thermal_power,q_pb_des
csp.pbns.design_gross_output,W_pb_des
csp.pbns.cycle_max_fraction,cycle_max_fraction
csp.pbns.cycle_cutoff_frac,cycle_cutoff_frac
csp.pbns.t_standby,t_sby
csp.pbns.f_standby,q_sby_frac
csp.lf.sf.dp.actual_sm,solarm
nOt A sAmsIm vArIAblE,PB_pump_coef
csp.lf.par.rated_fractional_loss,PB_fixed_par
nOt A sAmsIm vArIAblE,bop_array
nOt A sAmsIm vArIAblE,aux_array
csp.lf.sf.field_outlet_temp,T_startup
nOt A sAmsIm vArIAblE,fossil_mode
csp.lf.sf.design_irrad,I_bn_des
nOt A sAmsIm vArIAblE,is_sh
csp.lf.sf.loop_flow_mode,is_oncethru
nOt A sAmsIm vArIAblE,is_multgeom
csp.lf.sf.nmod_boiler,nModBoil
csp.lf.sf.nmod_sh,nModSH
csp.lf.sf.dp.actual_nloops,nLoops
csp.lf.sf.feed_pump_eff,eta_pump
climate.latitude,latitude
csp.lf.sf.stow_angle,theta_stow
csp.lf.sf.deploy_angle,theta_dep
csp.lf.sf.min_loop_flow,m_dot_min
csp.lf.sf.field_inlet_temp,T_field_ini
csp.lf.sf.freeze_protect_temp,T_fp
csp.lf.par.piping_loss_coeff,Pipe_hl_coef
csp.lf.par.tracking_power,SCA_drives_elec
csp.lf.sf.azimuth,ColAz
csp.lf.sf.inertia,e_startup
csp.lf.sf.design_tamb,T_amb_des_sf
csp.lf.sf.stow_wspd,V_wind_max
nOt A sAmsIm vArIAblE,ffrac
nOt A sAmsIm vArIAblE,A_aperture
nOt A sAmsIm vArIAblE,L_col
nOt A sAmsIm vArIAblE,OptCharType
nOt A sAmsIm vArIAblE,IAM_T
nOt A sAmsIm vArIAblE,IAM_L
nOt A sAmsIm vArIAblE,TrackingError
nOt A sAmsIm vArIAblE,GeomEffects
nOt A sAmsIm vArIAblE,rho_mirror_clean
nOt A sAmsIm vArIAblE,dirt_mirror
nOt A sAmsIm vArIAblE,error
nOt A sAmsIm vArIAblE,HLCharType
nOt A sAmsIm vArIAblE,HL_dT
nOt A sAmsIm vArIAblE,HL_W
nOt A sAmsIm vArIAblE,D_2
nOt A sAmsIm vArIAblE,D_3
nOt A sAmsIm vArIAblE,D_4
nOt A sAmsIm vArIAblE,D_5
nOt A sAmsIm vArIAblE,D_p
nOt A sAmsIm vArIAblE,Rough
nOt A sAmsIm vArIAblE,Flow_type
nOt A sAmsIm vArIAblE,AbsorberMaterial
nOt A sAmsIm vArIAblE,HCE_FieldFrac
nOt A sAmsIm vArIAblE,alpha_abs
nOt A sAmsIm vArIAblE,b_eps_HCE1
nOt A sAmsIm vArIAblE,b_eps_HCE2
nOt A sAmsIm vArIAblE,b_eps_HCE3
nOt A sAmsIm vArIAblE,b_eps_HCE4
nOt A sAmsIm vArIAblE,sh_eps_HCE1
nOt A sAmsIm vArIAblE,sh_eps_HCE2
