climate.location,file_name
nOt A sAmsIm vArIAblE,track_mode
csp.tr.solf.tilt,tilt
csp.tr.solf.azimuth,azimuth
nOt A sAmsIm vArIAblE,weekday_schedule
nOt A sAmsIm vArIAblE,weekend_schedule
nOt A sAmsIm vArIAblE,Site_Lat
nOt A sAmsIm vArIAblE,Site_LongD
nOt A sAmsIm vArIAblE,SHIFT
nOt A sAmsIm vArIAblE,LU_Fl
nOt A sAmsIm vArIAblE,LuFlEr
nOt A sAmsIm vArIAblE,i_SfTi
nOt A sAmsIm vArIAblE,ColType
csp.tr.solf.pipingheatlossatdesign,SfPipeHl300
csp.tr.solf.pipingheatlosscoeff1,SfPipeHl1
csp.tr.solf.pipingheatlosscoeff2,SfPipeHl2
csp.tr.solf.pipingheatlosscoeff3,SfPipeHl3
csp.tr.solf.stowangle,Stow_Angle
csp.tr.solf.deployangle,DepAngle
csp.tr.solf.distscas,Distance_SCA
csp.tr.solf.distrows,Row_Distance
csp.tr.solf.nscasperloop,NumScas
csp.tr.solf.dp.fieldarea,Solar_Field_Area
csp.tr.solf.dp.solarmultiple,Solar_Field_Mult
csp.tr.solf.htfinlettemp,SfInTempD
csp.tr.solf.htfoutlettemp,SfOutTempD
csp.tr.solf.htfmintemp,MinHtfTemp
csp.tr.solf.htfgallonsperarea,HtfGalArea
csp.tr.solf.tilt,ColTilt
csp.tr.solf.azimuth,ColAz
csp.tr.solf.htfinittemp,SFTempInit
nOt A sAmsIm vArIAblE,HTFFluid
csp.tr.sca.iamc1,IamF0
csp.tr.sca.iamc2,IamF1
csp.tr.sca.iamc3,IamF2
csp.tr.sca.avg_focal_length,Ave_Focal_Length
csp.tr.sca.length,ScaLen
csp.tr.sca.aperture,SCA_aper
csp.tr.sca.availability,SfAvail
csp.tr.sca.track_twist_error,TrkTwstErr
csp.tr.sca.geometric_accuracy,GeoAcc
csp.tr.sca.reflectivity,MirRef
csp.tr.sca.cleanliness,MirCln
csp.tr.sca.concentrator_factor,ConcFac
nOt A sAmsIm vArIAblE,NumHCETypes
nOt A sAmsIm vArIAblE,HCEtype
nOt A sAmsIm vArIAblE,HCEFrac
nOt A sAmsIm vArIAblE,HCEdust
nOt A sAmsIm vArIAblE,HCEBelShad
nOt A sAmsIm vArIAblE,HCEEnvTrans
nOt A sAmsIm vArIAblE,HCEabs
nOt A sAmsIm vArIAblE,HCEmisc
nOt A sAmsIm vArIAblE,PerfFac
nOt A sAmsIm vArIAblE,RefMirrAper
nOt A sAmsIm vArIAblE,HCE_A0
nOt A sAmsIm vArIAblE,HCE_A1
nOt A sAmsIm vArIAblE,HCE_A2
nOt A sAmsIm vArIAblE,HCE_A3
nOt A sAmsIm vArIAblE,HCE_A4
nOt A sAmsIm vArIAblE,HCE_A5
nOt A sAmsIm vArIAblE,HCE_A6
csp.tr.pwrb.design_gross_output,TurbOutG
csp.tr.pwrb.effdesign,TurbEffG
csp.tr.pwrb.maxoutput,PTTMAX
csp.tr.pwrb.minoutput,PTTMIN
csp.tr.pwrb.maxoutput,MaxGrOut
csp.tr.pwrb.minoutput,MinGrOut
csp.tr.pwrb.startup_energy,TurSUE
csp.tr.pwrb.tpl_tef0,T2EPLF0
csp.tr.pwrb.tpl_tef1,T2EPLF1
csp.tr.pwrb.tpl_tef2,T2EPLF2
csp.tr.pwrb.tpl_tef3,T2EPLF3
csp.tr.pwrb.tpl_tef4,T2EPLF4
csp.tr.pwrb.tpl_tff0,E2TPLF0
csp.tr.pwrb.tpl_tff1,E2TPLF1
csp.tr.pwrb.tpl_tff2,E2TPLF2
csp.tr.pwrb.tpl_tff3,E2TPLF3
csp.tr.pwrb.tpl_tff4,E2TPLF4
nOt A sAmsIm vArIAblE,TempCorrF
csp.tr.pwrb.ctcf0,TempCorr0
csp.tr.pwrb.ctcf1,TempCorr1
csp.tr.pwrb.ctcf2,TempCorr2
csp.tr.pwrb.ctcf3,TempCorr3
csp.tr.pwrb.ctcf4,TempCorr4
csp.tr.pwrb.boiler_lhv_eff,LHVBoilEff
csp.tr.tes.adj_eff,TurTesEffAdj
csp.tr.tes.adj_output,TurTesOutAdj
csp.tr.tes.tank_heatloss,TnkHL
csp.tr.tes.max_to_power,PTSmax
csp.tr.tes.max_from_power,PFSmax
csp.tr.tes.full_load_hours,TSHOURS
nOt A sAmsIm vArIAblE,NUMTOU
nOt A sAmsIm vArIAblE,TSLogic
nOt A sAmsIm vArIAblE,FossilFill
csp.tr.par.sf.total,SfPar
csp.tr.par.sf.partload,SfParPF
