Manufacturer,Model,Technology,Message,celltype,vmp,imp,voc,isc,alpha_isc,beta_voc,gamma_pmp,n_ser,t_ref
Jinko Solar Co. Ltd,JKM310PP-60H-V,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,33.9,9.19,40.8,9.59,0.0060417,-0.139128,-0.408,120,25
Jinko Solar Co. Ltd,JKMS310M-60HBL-MX3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33,9.4,40.5,9.92,0.00496,-0.128385,-0.407,20,25
Jinko Solar Co. Ltd,JKMS310M-60HBL-MX3-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33,9.4,40.5,10.15,0.0049735,-0.12798,-0.424,20,25
Jinko Solar Co. Ltd,JKMS310M-60HBL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33,9.4,40.5,9.92,0.00496,-0.128385,-0.407,20,25
Jinko Solar Co. Ltd,JKMS310M-60HBL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33,9.4,40.5,10.15,0.0049735,-0.12798,-0.424,20,25
Jinko Solar Co. Ltd,JKM315M-60HBL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.49,40.7,10.04,0.00502,-0.129019,-0.407,20,25
Jinko Solar Co. Ltd,JKM315M-60HBL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33,9.56,40,10.23,0.0050127,-0.1264,-0.424,20,25
Jinko Solar Co. Ltd,JKM315M-60HL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.49,40.7,10.04,0.0058232,-0.132275,-0.405,20,25
Jinko Solar Co. Ltd,JKM315M-60HL-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32.7,9.63,39.9,10.09,0.0047423,-0.130074,-0.42,20,25
Jinko Solar Co. Ltd,JKM315M-60HL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33,9.56,40,10.23,0.0072633,-0.1288,-0.387,20,25
Jinko Solar Co. Ltd,JKM315M-60HL-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32.7,9.63,39.9,9.99,0.0067932,-0.130473,-0.396,20,25
Jinko Solar Co. Ltd,JKM315N-60H-MBB-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32.9,9.57,39.8,10.34,0.00517,-0.122982,-0.434,20,25
Jinko Solar Co. Ltd,JKMS315M-60HBL-MX3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.49,40.7,10.04,0.00502,-0.129019,-0.407,20,25
Jinko Solar Co. Ltd,JKMS315M-60HBL-MX3-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.49,40.7,10.23,0.0050127,-0.128612,-0.424,20,25
Jinko Solar Co. Ltd,JKMS315M-60HBL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.49,40.7,10.04,0.00502,-0.129019,-0.407,20,25
Jinko Solar Co. Ltd,JKMS315M-60HBL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.49,40.7,10.23,0.0050127,-0.128612,-0.424,20,25
Jinko Solar Co. Ltd,JKMS315M-60HL-MX3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.49,40.7,10.04,0.0058232,-0.132275,-0.405,20,25
Jinko Solar Co. Ltd,JKMS315M-60HL-MX3-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.49,40.7,10.23,0.0072633,-0.131054,-0.387,20,25
Jinko Solar Co. Ltd,JKMS315M-60HL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.49,40.7,10.04,0.0058232,-0.132275,-0.405,20,25
Jinko Solar Co. Ltd,JKMS315M-60HL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.49,40.7,10.23,0.0072633,-0.131054,-0.387,20,25
Jinko Solar Co. Ltd,JKM320M-60HBL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,9.59,40.9,10.15,0.005075,-0.129653,-0.407,20,25
Jinko Solar Co. Ltd,JKM320M-60HBL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.65,40.2,10.31,0.0050519,-0.127032,-0.424,20,25
Jinko Solar Co. Ltd,JKM320M-60HL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,9.59,40.9,10.15,0.005887,-0.132925,-0.405,20,25
Jinko Solar Co. Ltd,JKM320M-60HL-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32.9,9.73,40.1,10.17,0.0047799,-0.130726,-0.42,20,25
Jinko Solar Co. Ltd,JKM320M-60HL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.65,40.2,10.31,0.0073201,-0.129444,-0.387,20,25
Jinko Solar Co. Ltd,JKM320M-60HL-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32.9,9.73,40.1,10.07,0.0068476,-0.131127,-0.396,20,25
Jinko Solar Co. Ltd,JKM320N-60H-MBB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33,9.69,40,10.4,0.003952,-0.1232,-0.443,20,25
Jinko Solar Co. Ltd,JKM320N-60H-MBB-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33,9.69,40,10.4,0.0052,-0.1236,-0.434,20,25
Jinko Solar Co. Ltd,JKM320N-60H-MBB-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33,9.69,40,10.4,0.003952,-0.1292,-0.469,20,25
Jinko Solar Co. Ltd,JKMS320M-60HBL-MX3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,9.59,40.9,10.15,0.005075,-0.129653,-0.407,20,25
Jinko Solar Co. Ltd,JKMS320M-60HBL-MX3-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,9.59,40.9,10.31,0.0050519,-0.129244,-0.424,20,25
Jinko Solar Co. Ltd,JKMS320M-60HBL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,9.59,40.9,10.15,0.005075,-0.129653,-0.407,20,25
Jinko Solar Co. Ltd,JKMS320M-60HBL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,9.59,40.9,10.31,0.0050519,-0.129244,-0.424,20,25
Jinko Solar Co. Ltd,JKMS320M-60HL-MX3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,9.59,40.9,10.15,0.005887,-0.132925,-0.405,20,25
Jinko Solar Co. Ltd,JKMS320M-60HL-MX3-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,9.59,40.9,10.31,0.0073201,-0.131698,-0.387,20,25
Jinko Solar Co. Ltd,JKMS320M-60HL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,9.59,40.9,10.15,0.005887,-0.132925,-0.405,20,25
Jinko Solar Co. Ltd,JKMS320M-60HL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,9.59,40.9,10.31,0.0073201,-0.131698,-0.387,20,25
Jinko Solar Co. Ltd,JKM325M-60HBL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.6,9.68,41.1,10.2,0.0051,-0.130287,-0.407,20,25
Jinko Solar Co. Ltd,JKM325M-60HBL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,9.74,40.4,10.5,0.005145,-0.127664,-0.424,20,25
Jinko Solar Co. Ltd,JKM325M-60HL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.6,9.68,41.1,10.2,0.005916,-0.133575,-0.405,20,25
Jinko Solar Co. Ltd,JKM325M-60HL-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.1,9.82,40.3,10.25,0.0048175,-0.131378,-0.42,20,25
Jinko Solar Co. Ltd,JKM325M-60HL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,9.74,40.4,10.5,0.007455,-0.130088,-0.387,20,25
Jinko Solar Co. Ltd,JKM325M-60HL-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.1,9.82,40.3,10.15,0.006902,-0.131781,-0.396,20,25
Jinko Solar Co. Ltd,JKM325N-60H-MBB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.1,9.81,40.1,10.46,0.0039748,-0.123508,-0.443,20,25
Jinko Solar Co. Ltd,JKM325N-60H-MBB-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.1,9.81,40.1,10.46,0.00523,-0.123909,-0.434,20,25
Jinko Solar Co. Ltd,JKM325N-60H-MBB-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.1,9.81,40.1,10.46,0.0039748,-0.129523,-0.469,20,25
Jinko Solar Co. Ltd,JKMS325M-60HBL-MX3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.6,9.68,41.1,10.2,0.0051,-0.130287,-0.407,20,25
Jinko Solar Co. Ltd,JKMS325M-60HBL-MX3-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.6,9.68,41.1,10.5,0.005145,-0.129876,-0.424,20,25
Jinko Solar Co. Ltd,JKMS325M-60HBL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.6,9.68,41.1,10.2,0.0051,-0.130287,-0.407,20,25
Jinko Solar Co. Ltd,JKMS325M-60HBL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.6,9.68,41.1,10.5,0.005145,-0.129876,-0.424,20,25
Jinko Solar Co. Ltd,JKMS325M-60HL-MX3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.6,9.68,41.1,10.2,0.005916,-0.133575,-0.405,20,25
Jinko Solar Co. Ltd,JKMS325M-60HL-MX3-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.6,9.68,41.1,10.5,0.007455,-0.132342,-0.387,20,25
Jinko Solar Co. Ltd,JKMS325M-60HL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.6,9.68,41.1,10.2,0.005916,-0.133575,-0.405,20,25
Jinko Solar Co. Ltd,JKMS325M-60HL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.6,9.68,41.1,10.5,0.007455,-0.132342,-0.387,20,25
Jinko Solar Co. Ltd,JKM330M-60HBL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.5,9.84,40.6,10.61,0.0047745,-0.123018,-0.406,20,25
Jinko Solar Co. Ltd,JKM330M-60HBL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.5,9.84,40.6,10.61,0.0051989,-0.128296,-0.424,20,25
Jinko Solar Co. Ltd,JKM330M-60HL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.5,9.84,40.6,10.61,0.0049867,-0.125048,-0.393,20,25
Jinko Solar Co. Ltd,JKM330M-60HL-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.93,40.4,10.35,0.0048645,-0.131704,-0.42,20,25
Jinko Solar Co. Ltd,JKM330M-60HL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.5,9.84,40.6,10.61,0.0075331,-0.130732,-0.387,20,25
Jinko Solar Co. Ltd,JKM330M-60HL-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.93,40.4,10.25,0.00697,-0.132108,-0.396,20,25
Jinko Solar Co. Ltd,JKM330M-6TL3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32.6,10.11,39.3,10.92,0.0057876,-0.109254,-0.374,20,25
Jinko Solar Co. Ltd,JKM330M-6TL3-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.94,39.8,10.65,0.007242,-0.116216,-0.375,20,25
Jinko Solar Co. Ltd,JKM330M-6TL3-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32.6,10.11,39.3,10.92,0.00546,-0.110433,-0.374,20,25
Jinko Solar Co. Ltd,JKM330N-60H-MBB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.93,40.2,10.52,0.0039976,-0.123816,-0.443,20,25
Jinko Solar Co. Ltd,JKM330N-60H-MBB-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.93,40.2,10.52,0.00526,-0.124218,-0.434,20,25
Jinko Solar Co. Ltd,JKM330N-60H-MBB-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,9.93,40.2,10.52,0.0039976,-0.129846,-0.469,20,25
Jinko Solar Co. Ltd,JKMS330M-60HBL-MX3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.8,9.77,41.3,10.31,0.005155,-0.130921,-0.407,20,25
Jinko Solar Co. Ltd,JKMS330M-60HBL-MX3-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.8,9.77,41.3,10.61,0.0051989,-0.130508,-0.424,20,25
Jinko Solar Co. Ltd,JKMS330M-60HBL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.8,9.77,41.3,10.31,0.005155,-0.130921,-0.407,20,25
Jinko Solar Co. Ltd,JKMS330M-60HBL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.8,9.77,41.3,10.61,0.0051989,-0.130508,-0.424,20,25
Jinko Solar Co. Ltd,JKMS330M-60HL-MX3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.8,9.77,41.3,10.31,0.0059798,-0.134225,-0.405,20,25
Jinko Solar Co. Ltd,JKMS330M-60HL-MX3-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.8,9.77,41.3,10.61,0.0075331,-0.132986,-0.387,20,25
Jinko Solar Co. Ltd,JKMS330M-60HL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.8,9.77,41.3,10.31,0.0059798,-0.134225,-0.405,20,25
Jinko Solar Co. Ltd,JKMS330M-60HL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.8,9.77,41.3,10.61,0.0075331,-0.132986,-0.387,20,25
Jinko Solar Co. Ltd,JKM335M-60HBL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.7,9.93,40.8,10.73,0.0048285,-0.123624,-0.406,20,25
Jinko Solar Co. Ltd,JKM335M-60HBL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.7,9.93,40.8,10.73,0.0052577,-0.128928,-0.424,20,25
Jinko Solar Co. Ltd,JKM335M-60HL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.7,9.93,40.8,10.73,0.0050431,-0.125664,-0.393,20,25
Jinko Solar Co. Ltd,JKM335M-60HL-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,10.03,40.5,10.44,0.0049068,-0.13203,-0.42,20,25
Jinko Solar Co. Ltd,JKM335M-60HL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.7,9.93,40.8,10.73,0.0076183,-0.131376,-0.387,20,25
Jinko Solar Co. Ltd,JKM335M-60HL-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,10.03,40.5,10.34,0.0070312,-0.132435,-0.396,20,25
Jinko Solar Co. Ltd,JKM335M-6TL3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32.8,10.23,39.4,11.04,0.0058512,-0.109532,-0.374,20,25
Jinko Solar Co. Ltd,JKM335M-6TL3-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.3,10.06,39.9,10.77,0.0073236,-0.116508,-0.375,20,25
Jinko Solar Co. Ltd,JKM335M-6TL3-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32.8,10.23,39.4,11.04,0.00552,-0.110714,-0.374,20,25
Jinko Solar Co. Ltd,JKM335N-60H-MBB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,10.04,40.3,10.58,0.0040204,-0.124124,-0.443,20,25
Jinko Solar Co. Ltd,JKM335N-60H-MBB-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,10.04,40.3,10.58,0.0040204,-0.130169,-0.469,20,25
Jinko Solar Co. Ltd,JKM335PP-72H,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,38,8.82,47.2,9.18,0.0044064,-0.16048,-0.409,144,25
Jinko Solar Co. Ltd,JKMS335M-60HBL-MX3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34,9.87,41.5,10.36,0.00518,-0.131555,-0.407,20,25
Jinko Solar Co. Ltd,JKMS335M-60HBL-MX3-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34,9.86,41.5,10.73,0.0052577,-0.13114,-0.424,20,25
Jinko Solar Co. Ltd,JKMS335M-60HBL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34,9.87,41.5,10.36,0.00518,-0.131555,-0.407,20,25
Jinko Solar Co. Ltd,JKMS335M-60HBL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34,9.86,41.5,10.73,0.0052577,-0.13114,-0.424,20,25
Jinko Solar Co. Ltd,JKMS335M-60HL-MX3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34,9.87,41.5,10.36,0.0060088,-0.134875,-0.405,20,25
Jinko Solar Co. Ltd,JKMS335M-60HL-MX3-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34,9.86,41.5,10.73,0.0076183,-0.13363,-0.387,20,25
Jinko Solar Co. Ltd,JKMS335M-60HL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34,9.87,41.5,10.36,0.0060088,-0.134875,-0.405,20,25
Jinko Solar Co. Ltd,JKMS335M-60HL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34,9.86,41.5,10.73,0.0076183,-0.13363,-0.387,20,25
Jinko Solar Co. Ltd,JKM340M-60HBL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.9,10.02,41,10.82,0.004869,-0.12423,-0.406,20,25
Jinko Solar Co. Ltd,JKM340M-60HBL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.9,10.02,41,10.82,0.0053018,-0.12956,-0.424,20,25
Jinko Solar Co. Ltd,JKM340M-60HL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.9,10.02,41,10.82,0.0050854,-0.12628,-0.393,20,25
Jinko Solar Co. Ltd,JKM340M-60HL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.9,10.02,41,10.82,0.0076822,-0.13202,-0.387,20,25
Jinko Solar Co. Ltd,JKM340M-60HL-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.6,10.11,40.6,10.43,0.0070924,-0.132762,-0.396,20,25
Jinko Solar Co. Ltd,JKM340M-66HB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,36.6,9.3,43.6,10.01,0.0037037,-0.129928,-0.372,22,25
Jinko Solar Co. Ltd,JKM340M-6TL3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32.9,10.35,39.5,11.16,0.0059148,-0.10981,-0.374,20,25
Jinko Solar Co. Ltd,JKM340M-6TL3-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.4,10.18,40,10.89,0.0074052,-0.1168,-0.375,20,25
Jinko Solar Co. Ltd,JKM340M-6TL3-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32.9,10.35,39.5,11.16,0.00558,-0.110995,-0.374,20,25
Jinko Solar Co. Ltd,JKM340N-60H-MBB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.5,10.16,40.5,10.64,0.0040432,-0.12474,-0.443,20,25
Jinko Solar Co. Ltd,JKM340N-60H-MBB-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.5,10.16,40.5,10.64,0.0040432,-0.130815,-0.469,20,25
Jinko Solar Co. Ltd,JKM340PP-72H,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,38.2,8.9,47.5,9.22,0.0044256,-0.1615,-0.409,144,25
Jinko Solar Co. Ltd,JKM340PP-72H-V,Multi-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",multi,38.2,8.9,47.5,9.22,0.00461,-0.158175,-0.402,144,25
Jinko Solar Co. Ltd,JKMS340M-60HBL-MX3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34.2,9.96,41.7,10.55,0.005275,-0.132189,-0.407,20,25
Jinko Solar Co. Ltd,JKMS340M-60HBL-MX3-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34.2,9.95,41.7,10.82,0.0053018,-0.131772,-0.424,20,25
Jinko Solar Co. Ltd,JKMS340M-60HBL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34.2,9.96,41.7,10.55,0.005275,-0.132189,-0.407,20,25
Jinko Solar Co. Ltd,JKMS340M-60HBL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34.2,9.95,41.7,10.82,0.0053018,-0.131772,-0.424,20,25
Jinko Solar Co. Ltd,JKMS340M-60HL-MX3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34.2,9.96,41.7,10.55,0.006119,-0.135525,-0.405,20,25
Jinko Solar Co. Ltd,JKMS340M-60HL-MX3-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34.2,9.95,41.7,10.82,0.0076822,-0.134274,-0.387,20,25
Jinko Solar Co. Ltd,JKMS340M-60HL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34.2,9.96,41.7,10.55,0.006119,-0.135525,-0.405,20,25
Jinko Solar Co. Ltd,JKMS340M-60HL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34.2,9.95,41.7,10.82,0.0076822,-0.134274,-0.387,20,25
Jinko Solar Co. Ltd,JKM345M-60HBL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34.1,10.11,41.2,10.91,0.0049095,-0.124836,-0.406,20,25
Jinko Solar Co. Ltd,JKM345M-60HBL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34.1,10.11,41.2,10.91,0.0053459,-0.130192,-0.424,20,25
Jinko Solar Co. Ltd,JKM345M-60HL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34.1,10.11,41.2,10.91,0.0051277,-0.126896,-0.393,20,25
Jinko Solar Co. Ltd,JKM345M-60HL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,34.1,10.11,41.2,10.91,0.0077461,-0.132664,-0.387,20,25
