Name,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_hybrid
 Delta Electronics: E8-TL-US(AC) [240V],240,24.8924,6494,6622.84,400,-1.97739e-06,1.34749e-05,0.00414528,0.00155226,2.1,480,16.5571,350,480,2/1/2023,N
 Delta Electronics: E8_BDI [208V],208,26.4676,6677,6888.72,380,-1.82956e-06,-4.32454e-05,0.00122167,-0.000318635,3.22,480,18.1282,280,480,2/1/2023,Y
 Delta Electronics: E8_BDI [240V],240,31.5063,7716,7932.91,380,-1.67409e-06,-4.03927e-05,0.00338126,0.00130469,2.72,480,20.8761,280,480,2/1/2023,Y
 Delta Electronics: PCS125 [480V],480,681.022,125000,128849,900,-1.21314e-07,1.58773e-05,0.00296371,0.000809601,22.4,1000,143.166,750,1000,n/a,N
 Delta Electronics: PCS125HV [480V],480,311.029,124312,127304,950,-9.55974e-08,9.35875e-06,0.0018602,0.000489061,19,1250,134.004,815,1250,1/23/2023,N
 EG4 Electronics LLC: 18KPV-12LV [208V],208,45.8617,10499,10928.4,360,-2.03131e-06,-4.9692e-05,-0.000161767,3.31328e-06,14.5,480,30.3567,230,480,n/a,Y
 EG4 Electronics LLC: 18KPV-12LV [240V],240,23.5967,11933,12343.2,360,-8.94297e-07,-4.81999e-05,-0.00130889,-0.00251017,14.29,480,34.2867,230,480,n/a,Y
 EPC Power Corp : 50-100100 [208V],208,4980.98,452600,485837,700,-1.71322e-07,2.23132e-05,0.000554197,-0.000187954,135.78,1000,694.053,400,1000,3/21/2022,N
 EPC Power Corp : 50-100100 [480V],480,9773.95,1.03684e+06,1.0866e+06,1000,-6.83018e-08,1.55874e-05,0.000717214,8.54236e-05,311.052,1250,1086.6,750,1250,3/21/2022,N
 EPC Power Corp : 50-100100 [690V],690,12427.2,1499860,1.55696e+06,1150,-4.10732e-08,9.42218e-06,1.85481e-07,-0.000216441,449.958,1250,1353.88,1050,1250,3/21/2022,N
 EPC Power Corp : 50-100122 [480V],480,1340.08,250190,257648,950,-5.99633e-08,1.24556e-05,0.000823709,0.000454726,20,1250,271.209,710,1250,5/3/2021,N
 EPC Power Corp : 50-100181 [480V],480,2274.84,1044200,1.07112e+06,1110,-1.79102e-08,4.77364e-06,0.00130574,7.6499e-05,291.17,1500,964.97,720,1500,3/21/2022,N
 EPC Power Corp : 50-100181 [600V],600,2569.43,1304151,1.33177e+06,1225,-1.21438e-08,4.1494e-06,0.000518268,6.45109e-05,248,1500,1087.16,925,1500,3/21/2022,N
 EPC Power Corp : 50-100181 [690V],690,2736.99,1504900,1.53424e+06,1330,-8.14075e-09,2.7971e-06,0.00079243,0.000116501,250.08,1500,1153.57,1100,1500,3/21/2022,N
 EPC Power Corp : 50-100195 [480V],480,1926.09,502268,516445,980,-3.2858e-08,1.4816e-05,0.000950522,0.000112525,21.08,1250,526.985,710,1250,3/21/2022,N
 EPC Power Corp : 50-100205 [480V],480,1340.08,250190,257648,950,-5.99633e-08,1.24556e-05,0.000823709,0.000454726,20,1250,271.209,710,1250,3/21/2022,N
 EPC Power Corp : 50-100A-BCDEF-G [480V],480,1537.73,499130,514346,950,-2.70341e-08,3.93446e-05,0.000908591,0.000541661,20,1250,541.417,710,1250,1/3/2022,N
 EPC Power Corp : HY LC12/6-7 [480V],480,652.768,220033,230386,475,-7.3822e-08,-1.40616e-05,0.000899734,-0.000701761,19.2,600,485.023,455,600,n/a,Y
 Enphase Energy Inc : IQ8D-BAT [240V],240,9.7268,638.771,656.816,73.5,-5.38758e-05,-0.000357765,0.0030665,-0.0174357,0.0579,87,8.93628,60,87,n/a,N
 Enphase Energy Inc : IQ8D-BAT-240 [240V],240,9.7268,638.771,656.816,73.5,-5.38758e-05,-0.000357765,0.0030665,-0.0174357,0.0579,87,8.93628,60,87,8/1/2023,N
 Enphase Energy Inc : IQ8X-BAT-US [240V],240,4.99638,315,323.997,63,-9.01645e-05,7.54785e-06,0.00451508,-0.0100292,0.024,73.5,5.14281,52.5,73.5,6/1/2023,N
 Enphase Energy Inc : IQ8X-BAT-US-NB [240V],240,4.99638,315,323.997,63,-9.01645e-05,7.54785e-06,0.00451508,-0.0100292,0.024,73.5,5.14281,52.5,73.5,6/1/2023,N
 FOXESS CO - LTD: AC1-11.4-US [240V],240,47.3173,11439.7,11789.5,360,-1.27449e-06,7.91074e-06,0.00155494,0.0017143,27.23,460,32.7487,280,460,8/11/2023,N
 FOXESS CO - LTD: AC1-3.8-US [240V],240,52.8322,3737.95,3860.78,360,-2.38656e-06,-4.13e-05,0.000252362,-0.00213281,27.23,460,10.7244,95,460,8/11/2023,N
 FOXESS CO - LTD: AC1-5.7-US [240V],240,51.9259,5723.48,5893.22,360,-1.48895e-06,-2.87077e-05,-4.99282e-05,-0.00192542,27.23,460,16.3701,140,460,8/11/2023,N
 FOXESS CO - LTD: AC1-7.6-US [240V],240,52.1434,7564.11,7786.04,360,-1.33118e-06,-1.79763e-05,-0.000352571,-0.00160228,27.23,460,21.6279,190,460,8/11/2023,N
 FOXESS CO - LTD: AC1-9.6-US [240V],240,53.5451,9418.61,9703.01,360,-1.36353e-06,-7.38425e-06,0.000257795,-0.000149619,27.23,460,26.9528,235,460,8/11/2023,N
 FOXESS CO - LTD: H1-11.4-US [240V],240,31.9569,11511.9,11849.3,380,-1.12783e-06,-1.27325e-05,0.00200826,0.00262926,27.23,480,31.1823,305,480,8/11/2023,Y
 FOXESS CO - LTD: H1-3.8-US [240V],240,41.6963,3713.04,3820.34,380,-1.9049e-06,-3.53592e-05,0.000592471,0.000866572,27.23,480,10.0535,204,480,8/11/2023,Y
 FOXESS CO - LTD: H1-5.7-US [240V],240,52.3879,5748.18,5900.24,380,-2.42758e-06,-3.54971e-05,0.00056039,0.000482788,27.23,480,15.5269,204,480,8/11/2023,Y
 FOXESS CO - LTD: H1-7.6-US [240V],240,43.4984,7720.34,7930.66,380,-1.39215e-06,-3.03517e-05,0.00147548,0.00160414,27.23,480,20.8702,271,480,8/11/2023,Y
 FOXESS CO - LTD: H1-9.6-US [240V],240,41.225,9609.13,9897.09,380,-1.44716e-06,-2.37197e-05,0.000330262,0.00079536,27.23,480,26.045,257,480,8/11/2023,Y
 Fortress Power LLC: FP-ENVY-10K [208V],208,33.5377,9757.73,10152.7,360,-1.68486e-06,-4.23266e-05,-0.00245203,-0.000328358,14.8,480,28.202,210,480,n/a,Y
 Fortress Power LLC: FP-ENVY-10K [240V],240,37.5127,9758.58,10151.7,360,-1.6392e-06,-4.82755e-05,-0.00063268,-0.0010477,14.3,480,28.1993,210,480,n/a,Y
 Fortress Power LLC: FP-ENVY-12K [208V],208,46.0029,10499.4,10929.3,360,-2.04177e-06,-4.97058e-05,-0.000136347,3.84332e-05,14.5,480,30.3591,230,480,n/a,Y
 Fortress Power LLC: FP-ENVY-12K [240V],240,23.4978,11932.6,12342.9,360,-8.92501e-07,-4.80042e-05,-0.00121622,-0.00239881,14.29,480,34.2857,230,480,n/a,Y
 Fortress Power LLC: FP-ENVY-8K [208V],208,31.3505,7859.95,8164.44,360,-2.04399e-06,-4.28777e-05,-0.00251918,-0.00202171,18.53,480,22.679,210,480,n/a,Y 
 Fortress Power LLC: FP-ENVY-8K [240V],240,27.0274,7862.66,8149.67,360,-1.19698e-06,-3.71005e-05,-0.00274351,-0.00345949,18.84,480,22.638,210,480,n/a,Y 
 Fronius International GmbH: Primo GEN24 3.8 208-240 Plus [208V],208,26.9563,3805,3922.65,360,-3.04044e-06,-2.32229e-05,-0.00118809,-0.00104246,8.4,480,10.8962,200,480,n/a,Y
 Fronius International GmbH: Primo GEN24 3.8 208-240 Plus [240V],240,27.8054,3802,3904.29,400,-2.42889e-06,-3.3482e-05,-0.0016737,-0.000169445,8.3,480,9.76072,200,480,n/a,Y
 Fronius International GmbH: Primo GEN24 3.8 208-240 [208V],208,26.9563,3805,3922.65,360,-3.04044e-06,-2.32229e-05,-0.00118809,-0.00104246,8.4,480,10.8962,200,480,12/21/2021,Y
 Fronius International GmbH: Primo GEN24 3.8 208-240 [240V],240,27.8054,3802,3904.29,400,-2.42889e-06,-3.3482e-05,-0.0016737,-0.000169445,8.3,480,9.76072,200,480,12/21/2021,Y
 Fronius International GmbH: Primo GEN24 5.0 208-240 Plus [208V],208,25.7865,5006,5161.5,360,-2.4166e-06,-1.29551e-05,-0.000944013,-0.00019386,8.2,480,14.3375,230,480,n/a,Y
 Fronius International GmbH: Primo GEN24 5.0 208-240 Plus [240V],240,26.5051,5007,5142.92,400,-1.80914e-06,-2.54849e-05,-0.00146912,0.00115103,8.3,480,12.8573,230,480,n/a,Y
 Fronius International GmbH: Primo GEN24 5.0 208-240 [208V],208,25.7865,5006,5161.5,360,-2.4166e-06,-1.29551e-05,-0.000944013,-0.00019386,8.2,480,14.3375,230,480,12/21/2021,Y
 Fronius International GmbH: Primo GEN24 5.0 208-240 [240V],240,26.5051,5007,5142.92,400,-1.80914e-06,-2.54849e-05,-0.00146912,0.00115103,8.3,480,12.8573,230,480,12/21/2021,Y
 Fronius International GmbH: Primo GEN24 6.0 208-240 Plus [208V],208,24.9122,5743,5933.06,360,-2.32115e-06,-1.40795e-05,-0.000659895,0.000222094,8.4,480,16.4807,230,480,n/a,Y
 Fronius International GmbH: Primo GEN24 6.0 208-240 Plus [240V],240,26.1868,6004,6172.99,400,-1.73503e-06,-2.43617e-05,-0.00165453,0.000298698,8.3,480,15.4325,230,480,n/a,Y
 Fronius International GmbH: Primo GEN24 6.0 208-240 [208V],208,24.9122,5743,5933.06,360,-2.32115e-06,-1.40795e-05,-0.000659895,0.000222094,8.4,480,16.4807,230,480,12/21/2021,Y
 Fronius International GmbH: Primo GEN24 6.0 208-240 [240V],240,26.1868,6004,6172.99,400,-1.73503e-06,-2.43617e-05,-0.00165453,0.000298698,8.3,480,15.4325,230,480,12/21/2021,Y
 GE Renewable Energy: RIU-2500-U [550V],550,8485.63,2507194,2.57916e+06,975,-7.05627e-09,5.56504e-06,0.000106673,-0.000143943,62.8,1500,2645.3,800,1500,3/1/2021,Y
 Generac Power Systems: X11402 [208V],208,20.9471,11180,11528,400,-1.26292e-06,6.51691e-05,0.0104516,-0.00271344,0.125,420,28.82,390,420,4/1/2021,Y
 Generac Power Systems: X7602 [240V],240,66.92,7586,7822.22,400,-2.67644e-06,4.6708e-05,0.00321561,-0.00397886,1.2917,420,19.5555,390,420,4/1/2021,Y
 Generac Power Systems: XVT076A03 [240V],240,38.8116,7606,7906.96,400,-2.75739e-06,2.99256e-05,0.00603482,0.000831365,41.9,420,19.7674,390,420,8/11/2023,Y
 Generac Power Systems: XVT114G03 [208V],208,60.7634,11748,12087.7,400,-9.37365e-07,7.86436e-05,0.0114327,0.00799753,0.13,420,30.2193,390,420,4/1/2021,Y
 Geneverse Energy Inc : GVI-HS-10K-USM [240V],240,51.9471,10176.7,10475.4,360,-1.26047e-06,-2.00266e-05,-4.72679e-05,-0.000721726,33.64,430,29.0984,280,430,n/a,Y
 Geneverse Energy Inc : GVI-HS-5K-USM [240V],240,29.3587,5089.67,5247.54,360,-3.6512e-06,-1.51201e-05,0.000125826,0.000551922,22.6,430,14.5765,180,430,n/a,Y
 Geneverse Energy Inc : GVI-HS-6K-USM [240V],240,33.668,6117.18,6297.92,360,-2.58712e-06,-2.03094e-05,0.000191477,-0.000256399,22.99,430,17.4942,200,430,n/a,Y
 Geneverse Energy Inc : GVI-HS-7K6-USM [240V],240,37.4865,7764.72,7993.03,360,-1.60481e-06,-2.20797e-05,-0.000935126,-0.00139183,30.71,430,22.2029,220,430,n/a,Y
 Geneverse Energy Inc : GVI-HS-8K-USM [240V],240,65.6455,8084.16,8326.86,360,-2.93482e-06,-6.0033e-06,-0.000923484,-0.00173197,17.4,430,23.1302,250,430,n/a,Y
 Ginlong Technologies Co - Ltd : RHI-1P10K-HVES-5G [240V],240,46.9903,10005,10278.7,330,-1.64372e-06,-2.82201e-05,-0.00142156,-0.00302157,1,450,31.1477,230,450,10/1/2020,Y
 Ginlong Technologies Co - Ltd : RHI-1P5K-HVES-5G [240V],240,22.5654,5003,5145.75,330,-3.4929e-06,-3.04962e-05,-0.000780736,-0.00192375,1,450,15.5932,115,450,10/1/2020,Y
 Ginlong Technologies Co - Ltd : RHI-1P6K-HVES-5G [240V],240,18.1299,6004,6162.89,330,-9.94064e-07,-3.60978e-05,-0.00396189,-0.0132426,1,450,18.6754,130,450,10/1/2020,Y
 Ginlong Technologies Co - Ltd : RHI-1P7.6K-HVES-5G [240V],240,26.512,7603,7804.09,330,-1.22394e-06,-4.29761e-05,-0.00161919,-0.00582153,1,450,23.6488,175,450,10/1/2020,Y
 Ginlong Technologies Co - Ltd : RHI-1P7K-HVES-5G [240V],240,29.8882,7006,7212.25,330,-2.33014e-06,-3.39293e-05,-0.00252549,-0.0042176,1,450,21.8553,160,450,10/1/2020,Y
 Ginlong Technologies Co - Ltd : RHI-1P8K-HVES-5G [240V],240,36.7315,8006,8239.62,330,-2.26877e-06,-4.02283e-05,-0.000978748,-0.0025584,1,450,24.9686,185,450,10/1/2020,Y
 Ginlong Technologies Co - Ltd : RHI-1P9K-HVES-5G [240V],240,37.3803,9006,9256.11,330,-1.71093e-06,-2.94147e-05,-0.000639124,-0.00201434,1,450,28.0488,210,450,10/1/2020,Y
 Ginlong Technologies Co - Ltd : S6-EH1P10K-H-US [240V],240,54.8578,10001,10269.2,380,-8.48587e-07,-1.4818e-05,0.000177184,-0.00413525,16.38,450,27.0242,230,450,4/14/2023,Y
 Ginlong Technologies Co - Ltd : S6-EH1P11.4K-H-US [240V],240,19.6249,11406,11710.4,380,1.64665e-07,-1.31236e-05,-0.00857451,0.0382415,15.36,450,30.8169,245,450,4/14/2023,Y
 Ginlong Technologies Co - Ltd : S6-EH1P3.8K-H-US [240V],240,5.01662,3546.58,3665.15,380,4.88731e-07,-1.24558e-06,0.00290497,-0.00288162,17.4,450,9.64513,140,450,n/a,Y
 Ginlong Technologies Co - Ltd : S6-EH1P5K-H-US [240V],240,11.5887,4739.56,4895.32,380,-9.00727e-08,-3.61864e-06,-0.00270384,-0.0586,18.83,450,12.8824,140,450,n/a,Y
 Ginlong Technologies Co - Ltd : S6-EH1P7.6K-H-US [240V],240,19.7473,7604,7805.91,380,9.18811e-08,-2.69402e-06,0.0015204,0.00471397,16.33,450,20.5419,175,450,4/14/2023,Y
