Name,Manufacturer,Technology,Bifacial,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref,Adjust,gamma_r,BIPV,Version,Date
United Renewable Energy Co. Ltd. D6P280B4AME,United Renewable Energy Co. Ltd.,Multi-c-Si,0,280.301,246,1.95,1.97,0.99,72,8.32,44.76,7.81,35.89,0.010816,-0.183516,47.4,2.12062,8.32071,5.66199e-09,0.373535,4358.92,11.086,-0.51,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6Q280B4A,United Renewable Energy Co. Ltd.,Multi-c-Si,0,279.608,248.7,1.95,1.97,0.99,72,8.6,44.67,7.65,36.55,0.00602,-0.160812,47.4,2.02156,8.63559,2.02153e-09,0.283417,68.491,16.9192,-0.47,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6Q280B4AME,United Renewable Energy Co. Ltd.,Multi-c-Si,0,279.608,248.7,1.95,1.97,0.99,72,8.6,44.67,7.65,36.55,0.00602,-0.160812,47.4,2.02156,8.63559,2.02153e-09,0.283417,68.491,16.9192,-0.47,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6E280H3A,United Renewable Energy Co. Ltd.,Multi-c-Si,0,280.308,257.2,1.63,,,60,9.25,38.4,8.52,32.9,0.005365,-0.112896,46.1,1.55433,9.25736,1.65334e-10,0.0779624,98.0264,16.4423,-0.38,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6E280H3F,United Renewable Energy Co. Ltd.,Multi-c-Si,0,280,254.3,1.61,,,60,9.35,38.3,8.75,32,0.004488,-0.141327,46,1.60592,9.35723,4.02962e-10,0.16768,216.722,-0.523572,-0.433,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6K280H3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,280.26,256.1,1.63,,,60,9.32,38.6,8.65,32.4,0.0036348,-0.10422,47.3,1.49793,9.33366,5.80698e-11,0.180636,123.21,16.7407,-0.378,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6P280H4A,United Renewable Energy Co. Ltd.,Multi-c-Si,0,280.08,253,1.94,,,72,8.34,44.8,7.78,36,0.00417,-0.13888,47.2,1.78412,8.35469,1.01725e-10,0.450306,255.628,7.05069,-0.41,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. 7C00-6C285,United Renewable Energy Co. Ltd.,Multi-c-Si,0,285.113,252.5,1.946,1.974,0.986,72,8.68,44.81,8.07,35.33,0.00569408,-0.149665,47.5,1.9254,8.69478,6.6689e-10,0.492259,289.146,15.0102,-0.4793,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. 7C00-6C285-B,United Renewable Energy Co. Ltd.,Multi-c-Si,0,285.113,252.5,1.946,1.974,0.986,72,8.68,44.81,8.07,35.33,0.00569408,-0.149665,47.5,1.9254,8.69478,6.6689e-10,0.492259,289.146,15.0102,-0.4793,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. 7E00-6C285,United Renewable Energy Co. Ltd.,Mono-c-Si,0,285.202,252.8,1.946,1.974,0.986,72,8.85,44.2,8.25,34.57,0.00491175,-0.149794,47.3,1.87358,8.86272,4.96586e-10,0.519896,361.656,10.5879,-0.4793,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. 7E00-6C285-B,United Renewable Energy Co. Ltd.,Mono-c-Si,0,285.202,252.8,1.946,1.974,0.986,72,8.85,44.2,8.25,34.57,0.00491175,-0.149794,47.3,1.87358,8.86272,4.96586e-10,0.519896,361.656,10.5879,-0.4793,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6L285L3A,United Renewable Energy Co. Ltd.,Mono-c-Si,1,285.032,263.8,1.67,,,60,9.62,39.4,9.02,31.6,0.0070226,-0.123322,42.5,1.60822,9.63007,2.17929e-10,0.340874,325.674,11.1381,-0.417,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6L285L3A-P,United Renewable Energy Co. Ltd.,Mono-c-Si,0,285.032,264.8,1.67,,,60,9.62,39.4,9.02,31.6,0.006734,-0.091802,41.1,1.5878,9.63084,1.58909e-10,0.345558,306.707,46.0503,-0.433,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M285B3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,285.705,254.1,1.627,1.64,0.992,60,9.62,39.12,9.07,31.5,0.0074074,-0.13692,47.4,1.71062,9.6211,1.12386e-09,0.296479,2581.25,13.3383,-0.48,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M285B3AME,United Renewable Energy Co. Ltd.,Mono-c-Si,0,285.705,254.1,1.627,1.64,0.992,60,9.62,39.12,9.07,31.5,0.0074074,-0.13692,47.4,1.71062,9.6211,1.12386e-09,0.296479,2581.25,13.3383,-0.48,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M285B4A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,284.904,251.3,1.95,1.97,0.99,72,8.75,43.93,8.03,35.48,0.007875,-0.17572,46.9,2.05268,8.76859,4.30429e-09,0.322267,151.662,11.3663,-0.51,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M285B4AME,United Renewable Energy Co. Ltd.,Mono-c-Si,0,284.904,251.3,1.95,1.97,0.99,72,8.75,43.93,8.03,35.48,0.007875,-0.17572,46.9,2.05268,8.76859,4.30429e-09,0.322267,151.662,11.3663,-0.51,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M285E3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,285.705,259.7,1.61,,,60,9.62,39.12,9.07,31.5,0.008658,-0.140832,43.4,1.73228,9.62052,1.497e-09,0.291688,5402.39,12.6209,-0.48,,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M285H3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,285.705,260.9,1.61,,,60,9.62,39.12,9.07,31.5,0.0060606,-0.12401,45.18,1.58291,9.62496,1.76788e-10,0.325238,630.988,7.98489,-0.417,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6P285A4F,United Renewable Energy Co. Ltd.,Multi-c-Si,0,285.012,255.1,1.956,1.956,1,72,8.51,44.53,8.12,35.1,0.00182114,-0.146904,46.1,1.81635,8.69242,1.93268e-10,0.512666,391.327,5.87001,-0.4702,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6P285B4A,United Renewable Energy Co. Ltd.,Multi-c-Si,0,285.269,250.6,1.95,1.97,0.99,72,8.44,44.79,7.9,36.11,0.010972,-0.183639,47.4,2.13325,8.44304,6.39026e-09,0.337935,937.744,12.0899,-0.51,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6P285B4AME,United Renewable Energy Co. Ltd.,Multi-c-Si,0,285.269,250.6,1.95,1.97,0.99,72,8.44,44.79,7.9,36.11,0.010972,-0.183639,47.4,2.13325,8.44304,6.39026e-09,0.337935,937.744,12.0899,-0.51,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6Q285B4A,United Renewable Energy Co. Ltd.,Multi-c-Si,0,284.304,253.3,1.95,1.97,0.99,72,8.64,44.79,7.77,36.59,0.006048,-0.161244,47.4,2.00989,8.67086,1.70568e-09,0.295642,82.7847,15.2266,-0.47,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6Q285B4AME,United Renewable Energy Co. Ltd.,Multi-c-Si,0,284.304,253.3,1.95,1.97,0.99,72,8.64,44.79,7.77,36.59,0.006048,-0.161244,47.4,2.00989,8.67086,1.70568e-09,0.295642,82.7847,15.2266,-0.47,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6E285H3F,United Renewable Energy Co. Ltd.,Multi-c-Si,0,285.855,251.2,1.61,,,60,9.45,38.6,8.85,32.3,0.0059535,-0.138574,48.8,1.74275,9.45427,2.24058e-09,0.131542,291.259,17.2358,-0.496,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6K285H3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,285.36,260.8,1.63,,,60,9.39,38.8,8.7,32.8,0.0036621,-0.10476,47.3,1.51289,9.40221,6.59545e-11,0.14899,114.562,17.8837,-0.378,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6P285H4A,United Renewable Energy Co. Ltd.,Multi-c-Si,0,285.012,257.6,1.94,,,72,8.43,45,7.83,36.4,0.004215,-0.1395,47.2,1.80311,8.44762,1.1918e-10,0.411494,196.887,8.35069,-0.41,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. 7C00-6C290,United Renewable Energy Co. Ltd.,Multi-c-Si,0,289.926,257.1,1.946,1.974,0.986,72,8.82,45.5,8.19,35.4,0.00578592,-0.15197,47.5,1.94094,8.83704,5.72371e-10,0.561194,290.522,13.444,-0.4793,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. 7C00-6C290-B,United Renewable Energy Co. Ltd.,Multi-c-Si,0,289.926,257.1,1.946,1.974,0.986,72,8.82,45.5,8.19,35.4,0.00578592,-0.15197,47.5,1.94094,8.83704,5.72371e-10,0.561194,290.522,13.444,-0.4793,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. 7E00-6C290,United Renewable Energy Co. Ltd.,Mono-c-Si,0,290.168,257.4,1.946,1.974,0.986,72,8.91,44.69,8.3,34.96,0.00494505,-0.151454,47.3,1.89533,8.92368,5.05683e-10,0.521199,339.423,10.6924,-0.4793,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. 7E00-6C290-B,United Renewable Energy Co. Ltd.,Mono-c-Si,0,290.168,257.4,1.946,1.974,0.986,72,8.91,44.69,8.3,34.96,0.00494505,-0.151454,47.3,1.89533,8.92368,5.05683e-10,0.521199,339.423,10.6924,-0.4793,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6L290L3A,United Renewable Energy Co. Ltd.,Mono-c-Si,1,290.29,268.6,1.67,,,60,9.69,39.4,9.1,31.9,0.0070737,-0.123322,42.5,1.61541,9.6983,2.44976e-10,0.299636,349.653,12.1278,-0.417,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6L290L3A-P,United Renewable Energy Co. Ltd.,Mono-c-Si,0,290.29,269.6,1.67,,,60,9.69,39.4,9.1,31.9,0.006783,-0.091802,41.1,1.5941,9.69901,1.76689e-10,0.304515,327.47,47.2211,-0.433,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M290B3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,290.18,258.7,1.627,1.64,0.992,60,9.68,39.18,9.18,31.61,0.0074536,-0.13713,47.4,1.71834,9.78174,1.21591e-09,0.284035,561.792,13.9413,-0.48,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M290B3AME,United Renewable Energy Co. Ltd.,Mono-c-Si,0,290.18,258.7,1.627,1.64,0.992,60,9.68,39.18,9.18,31.61,0.0074536,-0.13713,47.4,1.71834,9.78174,1.21591e-09,0.284035,561.792,13.9413,-0.48,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M290B4A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,290.197,255.9,1.95,1.97,0.99,72,8.76,44.44,8.07,35.96,0.007884,-0.17776,46.9,2.07381,8.77556,4.2091e-09,0.3164,178.107,11.14,-0.51,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M290B4AME,United Renewable Energy Co. Ltd.,Mono-c-Si,0,290.197,255.9,1.95,1.97,0.99,72,8.76,44.44,8.07,35.96,0.007884,-0.17776,46.9,2.07381,8.77556,4.2091e-09,0.3164,178.107,11.14,-0.51,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M290E3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,290.18,264.4,1.61,,,60,9.68,39.18,9.18,31.61,0.008712,-0.141048,43.4,1.74001,9.78111,1.61641e-09,0.279287,633.693,13.2047,-0.48,,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M290H3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,290.18,265.6,1.61,,,60,9.68,39.18,9.18,31.61,0.0060984,-0.124201,45.18,1.58978,9.78592,1.91525e-10,0.312711,335.254,8.567,-0.417,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6P290A4F,United Renewable Energy Co. Ltd.,Multi-c-Si,0,290.048,259.7,1.956,1.956,1,72,8.62,44.61,8.24,35.2,0.00184468,-0.147168,46.1,1.81888,8.8027,1.94238e-10,0.501591,467.346,5.79688,-0.4702,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6P290B4A,United Renewable Energy Co. Ltd.,Multi-c-Si,0,290.56,255.1,1.95,1.97,0.99,72,8.56,44.82,8,36.32,0.011128,-0.183762,47.4,2.14374,8.56413,7.06506e-09,0.305003,632.033,12.9078,-0.51,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6P290B4AME,United Renewable Energy Co. Ltd.,Multi-c-Si,0,290.56,255.1,1.95,1.97,0.99,72,8.56,44.82,8,36.32,0.011128,-0.183762,47.4,2.14374,8.56413,7.06506e-09,0.305003,632.033,12.9078,-0.51,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6Q290B4A,United Renewable Energy Co. Ltd.,Multi-c-Si,0,289.456,257.8,1.95,1.97,0.99,72,8.67,44.9,7.9,36.64,0.006069,-0.16164,47.4,1.99606,8.69379,1.41059e-09,0.305308,111.247,13.3781,-0.47,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6Q290B4AME,United Renewable Energy Co. Ltd.,Multi-c-Si,0,289.456,257.8,1.95,1.97,0.99,72,8.67,44.9,7.9,36.64,0.006069,-0.16164,47.4,1.99606,8.69379,1.41059e-09,0.305308,111.247,13.3781,-0.47,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6E290H3F,United Renewable Energy Co. Ltd.,Multi-c-Si,0,290.875,255.8,1.61,,,60,9.55,38.9,8.95,32.5,0.0060165,-0.139651,48.8,1.75386,9.55421,2.19788e-09,0.138154,313.171,16.9474,-0.496,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6K290H3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,290.5,265.5,1.63,,,60,9.46,39,8.75,33.2,0.0036894,-0.1053,47.3,1.52787,9.47038,7.47605e-11,0.117713,107.287,19.0188,-0.378,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6P290H4A,United Renewable Energy Co. Ltd.,Multi-c-Si,0,289.984,262.2,1.94,,,72,8.52,45.2,7.88,36.8,0.00426,-0.14012,47.2,1.82222,8.53976,1.39409e-10,0.373131,160.885,9.65318,-0.41,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. 7C00-6C295,United Renewable Energy Co. Ltd.,Multi-c-Si,0,295.11,261.6,1.946,1.974,0.986,72,8.95,46.2,8.32,35.47,0.0058712,-0.154308,47.5,1.95393,8.9657,4.75979e-10,0.629874,359.126,11.6192,-0.4793,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. 7C00-6C295-B,United Renewable Energy Co. Ltd.,Multi-c-Si,0,295.11,261.6,1.946,1.974,0.986,72,8.95,46.2,8.32,35.47,0.0058712,-0.154308,47.5,1.95393,8.9657,4.75979e-10,0.629874,359.126,11.6192,-0.4793,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. 7E00-6C295,United Renewable Energy Co. Ltd.,Mono-c-Si,0,295.359,261.9,1.946,1.974,0.986,72,8.96,45.17,8.36,35.33,0.0049728,-0.153081,47.3,1.91377,8.97178,4.97595e-10,0.524524,398.902,10.4925,-0.4793,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. 7E00-6C295-B,United Renewable Energy Co. Ltd.,Mono-c-Si,0,295.359,261.9,1.946,1.974,0.986,72,8.96,45.17,8.36,35.33,0.0049728,-0.153081,47.3,1.91377,8.97178,4.97595e-10,0.524524,398.902,10.4925,-0.4793,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6L295L3A,United Renewable Energy Co. Ltd.,Mono-c-Si,1,294.678,273.3,1.67,,,60,9.76,39.5,9.18,32.1,0.0071248,-0.123635,42.5,1.62149,9.76688,2.54579e-10,0.283096,401.865,12.4076,-0.417,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6L295L3A-P,United Renewable Energy Co. Ltd.,Mono-c-Si,0,294.678,274.3,1.67,,,60,9.76,39.5,9.18,32.1,0.006832,-0.092035,41.1,1.59988,9.76754,1.83048e-10,0.288015,372.655,47.551,-0.433,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M295B3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,295.024,263.4,1.627,1.64,0.992,60,9.73,39.27,9.26,31.86,0.0074921,-0.137445,47.4,1.72441,9.82944,1.26153e-09,0.2608,1199.56,14.2258,-0.48,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M295B3AME,United Renewable Energy Co. Ltd.,Mono-c-Si,0,295.024,263.4,1.627,1.64,0.992,60,9.73,39.27,9.26,31.86,0.0074921,-0.137445,47.4,1.72441,9.82944,1.26153e-09,0.2608,1199.56,14.2258,-0.48,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M295B4A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,295.528,260.4,1.95,1.97,0.99,72,8.78,44.94,8.11,36.44,0.007902,-0.17976,46.9,2.09626,8.79342,4.19335e-09,0.308698,201.942,11.0778,-0.51,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M295B4AME,United Renewable Energy Co. Ltd.,Mono-c-Si,0,295.528,260.4,1.95,1.97,0.99,72,8.78,44.94,8.11,36.44,0.007902,-0.17976,46.9,2.09626,8.79342,4.19335e-09,0.308698,201.942,11.0778,-0.51,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M295E3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,295.024,269.1,1.61,,,60,9.73,39.27,9.26,31.86,0.008757,-0.141372,43.4,1.74618,9.82889,1.67686e-09,0.256055,1579.58,13.488,-0.48,,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M295H3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,295.024,270.3,1.61,,,60,9.73,39.27,9.26,31.86,0.0061299,-0.124486,45.18,1.59533,9.83307,1.98949e-10,0.289449,493.193,8.84486,-0.417,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6P295B4A,United Renewable Energy Co. Ltd.,Multi-c-Si,0,295.974,259.7,1.95,1.97,0.99,72,8.68,44.85,8.1,36.54,0.011284,-0.183885,47.4,2.15457,8.68494,7.82808e-09,0.27142,476.644,13.7553,-0.51,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6P295B4AME,United Renewable Energy Co. Ltd.,Multi-c-Si,0,295.974,259.7,1.95,1.97,0.99,72,8.68,44.85,8.1,36.54,0.011284,-0.183885,47.4,2.15457,8.68494,7.82808e-09,0.27142,476.644,13.7553,-0.51,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6Q295B4A,United Renewable Energy Co. Ltd.,Multi-c-Si,0,294.254,262.4,1.95,1.97,0.99,72,8.71,45.02,8.02,36.69,0.006097,-0.162072,47.4,1.98642,8.72777,1.21153e-09,0.314551,154.142,11.9035,-0.47,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6Q295B4AME,United Renewable Energy Co. Ltd.,Multi-c-Si,0,294.254,262.4,1.95,1.97,0.99,72,8.71,45.02,8.02,36.69,0.006097,-0.162072,47.4,1.98642,8.72777,1.21153e-09,0.314551,154.142,11.9035,-0.47,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6K295H3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,295.488,270.2,1.63,,,60,9.64,39.7,9.12,32.4,0.0037596,-0.10719,47.3,1.50252,9.64546,3.20522e-11,0.30007,529.556,10.8828,-0.378,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6K295H3F,United Renewable Energy Co. Ltd.,Mono-c-Si,0,295.03,270.9,1.61,,,60,9.55,39.6,9.05,32.6,0.0048705,-0.123552,45.4,1.57697,9.55229,1.18199e-10,0.248906,1039.44,6.42358,-0.404,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6P295H4A,United Renewable Energy Co. Ltd.,Multi-c-Si,0,294.996,266.9,1.94,,,72,8.61,45.4,7.93,37.2,0.004305,-0.14074,47.2,1.84145,8.63113,1.62812e-10,0.335209,136.564,10.9579,-0.41,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. 7E00-6C300,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.237,266.5,1.946,1.974,0.986,72,9.02,45.64,8.41,35.7,0.0050061,-0.154674,47.3,1.93454,9.03274,5.05746e-10,0.526171,372.469,10.5806,-0.4793,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. 7E00-6C300-B,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.237,266.5,1.946,1.974,0.986,72,9.02,45.64,8.41,35.7,0.0050061,-0.154674,47.3,1.93454,9.03274,5.05746e-10,0.526171,372.469,10.5806,-0.4793,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6L300L3A,United Renewable Energy Co. Ltd.,Mono-c-Si,1,300.348,278.1,1.67,,,60,9.85,39.6,9.27,32.4,0.0071905,-0.123948,42.5,1.63126,9.85626,2.79572e-10,0.253561,398.868,13.1795,-0.417,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6L300L3A-P,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.348,279.1,1.67,,,60,9.85,39.6,9.27,32.4,0.006895,-0.092268,41.1,1.60889,9.85689,1.99329e-10,0.258629,369.634,48.4634,-0.433,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M300B3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.042,268,1.627,1.64,0.992,60,9.78,39.39,9.35,32.09,0.0075306,-0.137865,47.4,1.73847,9.98308,1.42704e-09,0.240356,368.767,15.2676,-0.48,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M300B3AME,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.042,268,1.627,1.64,0.992,60,9.78,39.39,9.35,32.09,0.0075306,-0.137865,47.4,1.73847,9.98308,1.42704e-09,0.240356,368.767,15.2676,-0.48,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M300B4A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.529,265,1.95,1.97,0.99,72,8.79,45.44,8.14,36.92,0.007911,-0.18176,46.9,2.11879,8.80145,4.17607e-09,0.301419,231.315,11.0228,-0.51,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M300B4AME,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.529,265,1.95,1.97,0.99,72,8.79,45.44,8.14,36.92,0.007911,-0.18176,46.9,2.11879,8.80145,4.17607e-09,0.301419,231.315,11.0228,-0.51,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M300E3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.042,273.8,1.61,,,60,9.78,39.39,9.35,32.09,0.008802,-0.141804,43.4,1.76036,9.98249,1.89277e-09,0.235609,397.871,14.5075,-0.48,,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6M300H3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.042,275,1.61,,,60,9.78,39.39,9.35,32.09,0.0061614,-0.124866,45.18,1.5999,9.8797,2.00003e-10,0.272477,1415.33,8.83084,-0.417,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6P300B4A,United Renewable Energy Co. Ltd.,Multi-c-Si,0,300.196,273.2,1.94,1.956,0.992,72,8.52,46.47,8.12,36.97,0.006816,-0.162645,43.2,2.01264,8.70041,8.06683e-10,0.458419,435.271,11.2457,-0.47,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. D6P300B4AME,United Renewable Energy Co. Ltd.,Multi-c-Si,0,300.196,273.2,1.94,1.956,0.992,72,8.52,46.47,8.12,36.97,0.006816,-0.162645,43.2,2.01264,8.70041,8.06683e-10,0.458419,435.271,11.2457,-0.47,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6K300H3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.448,274.9,1.63,,,60,9.71,39.9,9.16,32.8,0.0037869,-0.10773,47.3,1.51802,9.71769,3.69131e-11,0.269399,339.978,12.1034,-0.378,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6K300H3F,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.84,275.6,1.61,,,60,9.7,39.7,9.2,32.7,0.004947,-0.123864,45.4,1.58068,9.70172,1.19654e-10,0.243527,1373.34,6.39168,-0.404,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6M300H3A,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.246,278.3,1.61,,,60,9.74,39.8,9.21,32.6,0.0037012,-0.107858,45.3,1.48008,9.7468,2.02401e-11,0.289776,415.265,6.3766,-0.361,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6M300H3A-BB,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.246,278.3,1.61,,,60,9.74,39.8,9.21,32.6,0.0037012,-0.107858,45.3,1.48008,9.7468,2.02401e-11,0.289776,415.265,6.3766,-0.361,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6M300H3A-BW,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.246,278.3,1.61,,,60,9.74,39.8,9.21,32.6,0.0037012,-0.107858,45.3,1.48008,9.7468,2.02401e-11,0.289776,415.265,6.3766,-0.361,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6M300H3G,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.246,278.3,1.61,,,60,9.74,39.8,9.21,32.6,0.0037012,-0.107858,45.3,1.48008,9.7468,2.02401e-11,0.289776,415.265,6.3766,-0.361,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6M300H3G-BB,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.246,278.3,1.61,,,60,9.74,39.8,9.21,32.6,0.0037012,-0.107858,45.3,1.48008,9.7468,2.02401e-11,0.289776,415.265,6.3766,-0.361,N,SAM 2021.12.02,11/16/2022
United Renewable Energy Co. Ltd. F6M300H3G-BW,United Renewable Energy Co. Ltd.,Mono-c-Si,0,300.246,278.3,1.61,,,60,9.74,39.8,9.21,32.6,0.0037012,-0.107858,45.3,1.48008,9.7468,2.02401e-11,0.289776,415.265,6.3766,-0.361,N,SAM 2021.12.02,11/16/2022
