Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Surface Albedo Units,Version
NSRDB,1483662,-,-,-,18.21,-66.42,-4,766,-4,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.2.0
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo
2011,1,1,0,30,0,0,0,17,18,940,45,4.1000000000000005,0.15
2011,1,1,1,30,0,0,0,17,18,940,44,3.9000000000000004,0.15
2011,1,1,2,30,0,0,0,17,18,940,42,3.8000000000000003,0.15
2011,1,1,3,30,0,0,0,16,18,940,40,3.8000000000000003,0.15
2011,1,1,4,30,0,0,0,16,18,940,39,3.9000000000000004,0.15
2011,1,1,5,30,0,0,0,16,18,940,40,4.1000000000000005,0.15
2011,1,1,6,30,0,0,0,16,18,940,43,4.3,0.15
2011,1,1,7,30,0,7,7,17,18,940,47,4.800000000000001,0.15
2011,1,1,8,30,0,44,44,17,19,940,50,5.4,0.15
2011,1,1,9,30,136,229,298,17,20,940,53,5.800000000000001,0.15
2011,1,1,10,30,0,154,154,17,21,940,55,5.800000000000001,0.15
2011,1,1,11,30,952,94,783,17,21,940,56,5.6000000000000005,0.15
2011,1,1,12,30,310,368,601,17,21,940,56,5.5,0.15
2011,1,1,13,30,925,106,774,17,21,930,58,5.5,0.15
2011,1,1,14,30,9,207,213,17,21,930,58,5.6000000000000005,0.15
2011,1,1,15,30,0,77,77,17,20,930,58,5.5,0.15
2011,1,1,16,30,370,110,226,17,20,940,56,5,0.15
2011,1,1,17,30,331,35,68,17,19,940,52,4.4,0.15
2011,1,1,18,30,0,0,0,18,19,940,49,4.1000000000000005,0.15
2011,1,1,19,30,0,0,0,18,19,940,47,4.2,0.15
2011,1,1,20,30,0,0,0,19,19,940,49,4.5,0.15
2011,1,1,21,30,0,0,0,19,19,940,54,4.7,0.15
2011,1,1,22,30,0,0,0,19,18,940,57,4.6000000000000005,0.15
