Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1494258,-,-,-,18.45,-66.06,-4,8,-4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Speed,Wind Direction,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI
2016,1,1,0,30,0,0,23,25,1020,95.53,5.2,90.80000000000001,0.08600000000000001,0,0,0
2016,1,1,1,30,0,0,22,25,1020,93.59,5.2,93.2,0.08600000000000001,0,0,0
2016,1,1,2,30,0,0,22,25,1020,90.41,5.1000000000000005,94.5,0.08600000000000001,0,0,0
2016,1,1,3,30,0,0,21,25,1020,87.73,5,95.10000000000001,0.08600000000000001,0,0,0
2016,1,1,4,30,0,0,21,25,1020,85.79,4.800000000000001,95.10000000000001,0.08600000000000001,0,0,0
2016,1,1,5,30,0,0,21,24,1020,89.15,4.800000000000001,94.9,0.08600000000000001,0,0,0
2016,1,1,6,30,0,0,20,24,1020,86.96000000000001,4.7,94.4,0.08600000000000001,0,0,0
2016,1,1,7,30,38,325,20,25,1020,81.9,4.7,93.30000000000001,0.08600000000000001,38,325,74
2016,1,1,8,30,70,681,20,26,1030,77.94,4.9,91.5,0.08600000000000001,70,681,289
2016,1,1,9,30,84,825,20,27,1030,72.15,5,90.2,0.08600000000000001,84,825,497
2016,1,1,10,30,91,893,20,27,1030,71.93,5,89.2,0.08600000000000001,91,893,660
2016,1,1,11,30,165,0,20,28,1020,68.83,5,88.30000000000001,0.08600000000000001,93,928,763
2016,1,1,12,30,300,473,21,28,1020,70.37,5,87,0.08600000000000001,92,937,795
2016,1,1,13,30,89,928,21,28,1020,71.74,5,85.4,0.08600000000000001,89,928,755
2016,1,1,14,30,92,874,21,28,1020,72.72,5,84,0.08600000000000001,92,874,641
2016,1,1,15,30,83,801,21,27,1020,78.03,4.9,83.2,0.08600000000000001,83,801,474
2016,1,1,16,30,66,653,22,27,1020,78.87,4.6000000000000005,83,0.08600000000000001,66,653,266
2016,1,1,17,30,32,290,22,26,1020,85.28,4.2,82.5,0.08600000000000001,32,290,59
2016,1,1,18,30,0,0,22,26,1020,87.23,4,82.5,0.08600000000000001,0,0,0
