sx,phi,sz
0.0143279,0.958778,-0.00201687
0.0236641,1.70878,1.44901e-018
0.0236247,1.78566,-0.000177294
0.0235068,1.79573,-0.000352792
0.0233112,1.79186,-0.000524719
0.0230391,1.78029,-0.000691338
0.0226926,1.76276,-0.000850972
0.0242523,1.64396,-0.00109295
0.0237144,1.61716,-0.00124642
0.0231046,1.58589,-0.0013873
0.0224275,1.55032,-0.00151425
0.0216885,1.51062,-0.00162613
0.0208934,1.46698,-0.00172199
0.0200486,1.44319,-0.00180112
0.0191609,1.39151,-0.00186304
0.0182377,1.33661,-0.00190754
0.0181267,1.21468,-0.00203053
0.0171034,1.17308,-0.00204065
0.016068,1.11256,-0.00203342
0.0150287,1.05027,-0.00200971
0.0139937,0.98703,-0.00197057
0.023053,1.80248,1.41159e-018
0.0230144,1.88824,-0.000172808
0.0228991,1.90004,-0.000343857
0.0227079,1.89623,-0.00051141
0.0224419,1.88424,-0.000673767
0.022103,1.86599,-0.000829287
0.0236703,1.70028,-0.00106742
0.0231435,1.67235,-0.00121719
0.0225464,1.63977,-0.00135462
0.0218836,1.60272,-0.0014784
0.0211602,1.58889,-0.00158742
0.0203821,1.54283,-0.00168075
0.0195556,1.49286,-0.00175771
0.0186873,1.43895,-0.00181784
0.0177846,1.38171,-0.00186092
0.0176941,1.27138,-0.00198304
0.0166929,1.21059,-0.00199253
0.0156801,1.14751,-0.00198508
0.0146639,1.08301,-0.00196151
0.0136521,1.01745,-0.00192288
0.0224254,1.8707,1.37316e-018
0.0223878,1.96355,-0.000168171
0.0222752,1.97627,-0.000334624
0.0220883,1.97273,-0.000497657
0.0218286,1.96022,-0.000655611
0.0214978,1.94087,-0.000806882
0.0230731,1.76133,-0.00104104
0.0225578,1.73219,-0.00118699
0.0219737,1.7305,-0.00132086
0.0213255,1.69103,-0.00144138
0.0206183,1.6474,-0.00154745
0.0198578,1.59902,-0.00163818
0.0190501,1.54685,-0.00171291
0.0182019,1.49047,-0.0017712
0.0173202,1.43067,-0.00181284
0.017251,1.31419,-0.00193406
0.0162725,1.2509,-0.00194292
0.015283,1.18548,-0.00193524
0.0142904,1.11842,-0.00191184
0.0133025,1.05034,-0.00187375
0.02178,1.94525,1.33364e-018
0.0217433,2.0457,-0.000163374
0.0216335,2.05977,-0.00032507
0.0214513,2.05629,-0.000483428
0.021198,2.04324,-0.000636828
0.0208755,2.02292,-0.000783707
0.0224594,1.86538,-0.00101375
0.0219558,1.83429,-0.00115576
0.0213853,1.79824,-0.00128595
0.0207523,1.75679,-0.00140309
0.0200618,1.71099,-0.00150613
0.0193194,1.66024,-0.00159419
0.0185311,1.60525,-0.00166662
0.0177036,1.54651,-0.00172302
0.0168436,1.48393,-0.00176318
0.0167965,1.36094,-0.00188348
0.0158414,1.29488,-0.00189171
0.0148759,1.22667,-0.00188381
0.0139076,1.15685,-0.0018606
0.0129442,1.08603,-0.00182308
0.0211152,2.02665,1.29293e-018
0.0210794,2.13603,-0.000158403
0.0209725,2.1518,-0.000315171
0.0207952,2.14826,-0.000468687
0.0205487,2.13463,-0.000617372
0.0202347,2.11336,-0.000759703
0.0218276,1.94316,-0.00098548
0.0213364,1.91037,-0.0011234
0.0207799,1.87243,-0.0012498
0.0201625,1.82891,-0.00136346
0.0194893,1.78071,-0.00146336
0.0187657,1.72732,-0.00154866
0.0179976,1.66945,-0.00161874
0.0171914,1.60782,-0.00167319
0.0163539,1.54219,-0.00171183
0.0163295,1.41184,-0.0018312
0.0153987,1.34278,-0.0018388
0.0144579,1.27155,-0.00183069
0.0135147,1.19872,-0.00180768
0.0125765,1.1249,-0.00177077
0.0204293,2.1162,1.25093e-018
0.0203946,2.23596,-0.000153249
0.0202907,2.2534,-0.000304907
0.0201183,2.25015,-0.000453402
0.0198788,2.23587,-0.000597198
0.0195738,2.21268,-0.000734817
0.0211762,2.02895,-0.000956172
0.0206977,1.9941,-0.00108987
0.0201558,1.95418,-0.00121234
0.0195548,1.90809,-0.0013224
0.0188995,1.85725,-0.00141906
0.0181953,1.80098,-0.00150151
0.0174481,1.74007,-0.00156916
0.0166641,1.67521,-0.00162161
0.0158499,1.6062,-0.0016587
0.0158491,1.46759,-0.0017771
0.0149433,1.39525,-0.00178404
0.014028,1.3207,-0.00177573
0.0131108,1.24455,-0.00175295
0.0121987,1.16746,-0.00171668
0.0197203,2.21528,1.20752e-018
0.0196867,2.34689,-0.000147895
0.0195859,2.36646,-0.000294247
0.0194188,2.36342,-0.000437528
0.0191866,2.34846,-0.000576251
0.0188909,2.32389,-0.00070898
0.0205034,2.12365,-0.000925743
0.0200383,2.08686,-0.00105506
0.0195115,2.04446,-0.00117345
0.0189275,1.99567,-0.00127979
0.0182908,1.94191,-0.0013731
0.0176069,1.88242,-0.00145261
0.0168814,1.81808,-0.00151775
0.0161203,1.74939,-0.00156814
0.0157741,1.63764,-0.00165142
0.0153541,1.52898,-0.00172104
0.0144741,1.45299,-0.00172733
0.0135853,1.37479,-0.00171883
0.0126949,1.29499,-0.00169631
0.0118098,1.21428,-0.00166072
0.0189861,2.32542,1.16257e-018
0.0189536,2.47102,-0.000142325
0.0188561,2.49314,-0.000283156
0.0186945,2.49039,-0.000421015
0.0184699,2.47469,-0.000554462
0.018184,2.44857,-0.000682109
0.0198072,2.22841,-0.000894094
0.0193559,2.18996,-0.00101886
0.018845,2.14494,-0.00113303
0.0182786,2.09316,-0.0012355
0.0176614,2.03611,-0.00132534
0.0169986,1.97302,-0.00140181
0.0162956,1.90486,-0.00146436
0.0155585,1.83215,-0.00151263
0.0156808,1.6741,-0.00164237
0.014843,1.59694,-0.00166287
0.0139899,1.51692,-0.00166851
0.0131286,1.43466,-0.00165983
0.012266,1.35081,-0.0016376
0.0114088,1.26586,-0.00160274
0.0182241,2.44881,1.11591e-018
0.0181927,2.61097,-0.000136521
0.0180987,2.63611,-0.0002716
0.0179428,2.63376,-0.00040381
0.0177262,2.61726,-0.000531762
0.0174505,2.58944,-0.000654118
0.0190852,2.3465,-0.000861126
0.0186484,2.30552,-0.00098116
0.0181541,2.25756,-0.00109093
0.0176062,2.20236,-0.00118939
0.0170093,2.14163,-0.00127564
0.0163685,2.0745,-0.00134896
0.0156891,2.00202,-0.00140883
0.0149769,1.92478,-0.00145492
0.0151249,1.75429,-0.00158308
0.0143143,1.6727,-0.00160242
0.0134892,1.58816,-0.00160739
0.0126564,1.50133,-0.00159855
0.0118227,1.41298,-0.00157663
0.0109945,1.35477,-0.00154255
0.0174314,2.58816,1.06736e-018
0.0174012,2.77006,-0.00013046
0.0173108,2.79898,-0.000259533
0.017161,2.79721,-0.000385846
0.0169528,2.77985,-0.000508064
0.0166878,2.75009,-0.0006249
0.0183346,2.47995,-0.000826715
0.0179131,2.4361,-0.000941817
0.0174361,2.38477,-0.00104702
0.0169076,2.32571,-0.0011413
0.016332,2.2601,-0.00122381
0.0157142,2.18912,-0.00129386
0.0150595,2.11175,-0.00135096
0.0143734,2.02941,-0.00139479
0.0145483,1.84436,-0.00152133
0.0137661,1.75777,-0.00153947
0.0129702,1.66816,-0.00154378
0.0121672,1.57622,-0.00153479
0.0113635,1.52206,-0.00151323
0.0105656,1.4247,-0.00147997
0.0166044,2.7468,1.01673e-018
0.0165755,2.95292,-0.000124116
0.016489,2.98646,-0.000246903
0.0163455,2.9855,-0.000367046
0.0161461,2.96594,-0.000483265
0.0158925,2.93525,-0.000594331
0.0175523,2.63207,-0.00079071
0.0171468,2.58494,-0.000900661
0.0166881,2.52984,-0.00100109
0.01618,2.46637,-0.00109102
0.0156268,2.39589,-0.00116964
0.0150332,2.31978,-0.0012363
0.0144044,2.23683,-0.00129051
0.0137457,2.22889,-0.001332
0.0139489,1.9464,-0.00145688
0.0131963,1.85406,-0.00147379
0.0124309,1.75868,-0.00147743
0.011659,1.71026,-0.00146832
0.0108868,1.60824,-0.00144715
0.0101204,1.50422,-0.00141478
0.0157393,3.07601,9.63751e-019
0.0157117,3.33714,-0.000117459
0.0156292,3.38102,-0.000233651
0.0154924,3.38328,-0.000347321
0.0153025,3.36176,-0.00045725
0.0150608,3.32721,-0.000562268
0.0167345,2.80746,-0.000752948
0.016346,2.75658,-0.000857507
0.0159065,2.69599,-0.000952941
0.0154199,2.62835,-0.00103833
0.0148903,2.55239,-0.00111289
0.0143223,2.57559,-0.001176
0.0137207,2.48245,-0.00122723
0.0130908,2.3842,-0.0012663
0.0133238,2.06318,-0.00138942
0.0126025,2.03057,-0.00140509
0.0118691,1.92543,-0.00140805
0.0111298,1.81711,-0.00139883
0.0103905,1.70709,-0.0013781
0.00965709,1.59516,-0.00134669
0.014831,3.32933,9.08135e-019
0.0148048,3.63783,-0.000110452
0.0147267,3.69263,-0.000219702
0.0145971,3.69528,-0.000326562
0.0144171,3.67128,-0.000429876
0.0141881,3.63437,-0.000528534
0.0158767,3.15989,-0.00071322
0.0155061,3.10309,-0.000812116
0.0150872,3.03409,-0.000902313
0.0146234,2.95841,-0.000982935
0.0141188,2.87163,-0.00105325
0.0135777,2.77817,-0.00111266
0.0130049,2.67519,-0.00116077
0.0124054,2.5666,-0.00119732
0.0126699,2.28405,-0.00131864
0.0119815,2.17369,-0.00133302
0.0112818,2.05903,-0.00133531
0.0105768,1.94123,-0.00132601
0.00987221,1.82185,-0.00130577
0.00917342,1.70067,-0.00127539
0.0138737,3.63273,8.49521e-019
0.0138491,4.00366,-0.000103051
0.0137756,4.07111,-0.00020497
0.0136536,4.07665,-0.000304638
0.0134842,4.04966,-0.00040097
0.0132688,4.00814,-0.00049292
0.0149734,3.44863,-0.00067128
0.0146221,3.38493,-0.000764211
0.0142249,3.30704,-0.000848896
0.0137853,3.22219,-0.00092451
0.0133073,3.12465,-0.000990361
0.0127949,3.0204,-0.00104591
0.0122527,2.90604,-0.00109076
0.0116854,2.78472,-0.00112469
0.0119833,2.46507,-0.00124412
0.0113297,2.34269,-0.00125717
0.0106657,2.21661,-0.00125879
0.00999701,2.08778,-0.00124943
0.00932892,1.95719,-0.00122974
0.00866666,1.82487,-0.00120048
0.0128603,4.00329,7.87465e-019
0.0128373,4.45912,-9.52004e-005
0.0127687,4.54425,-0.000189344
0.0126549,4.5554,-0.000281388
0.0124969,4.52477,-0.000370319
0.0122961,4.47643,-0.000455164
0.0140181,3.80223,-0.00062682
0.0136872,3.7299,-0.000713441
0.0133133,3.6408,-0.000792303
0.0128997,3.54451,-0.000862632
0.01245,3.43348,-0.000923785
0.0119682,3.31583,-0.000975255
0.0114586,3.18646,-0.00101669
0.0109257,3.0496,-0.00104788
0.0112593,2.68205,-0.00116534
0.0106427,2.54578,-0.00117703
0.0100166,2.40582,-0.00117797
0.00938638,2.26325,-0.0011686
0.00875702,2.11782,-0.00114952
0.00813346,1.97367,-0.00112147
0.0117815,4.46745,7.2141e-019
0.0117604,5.04347,-8.68316e-005
0.011697,5.15455,-0.000172688
0.0115921,5.1725,-0.000256608
0.0114465,5.13758,-0.000337657
0.0112613,5.0823,-0.000414939
0.0130021,4.24742,-0.000579458
0.0126933,4.16287,-0.000659373
0.0123445,4.06027,-0.000732051
0.0119588,3.94839,-0.000796778
0.0115396,3.82008,-0.000852957
0.0110907,3.68539,-0.000900125
0.0106161,3.53689,-0.000937957
0.01012,3.38032,-0.000966271
0.0104918,2.9489,-0.00108167
0.00991479,2.7953,-0.00109196
0.00932923,2.63807,-0.00109221
0.00874003,2.47848,-0.00108287
0.00815198,2.31606,-0.00106449
0.00756964,2.15592,-0.00103776
0.0106258,5.06848,6.50641e-019
0.0106065,5.82474,-7.78551e-005
0.010549,5.97564,-0.000154824
0.0104537,6.00524,-0.000230034
0.0103214,5.96521,-0.000302636
0.0101533,5.90103,-0.000371818
0.0119147,4.82348,-0.000528693
0.0116299,4.72464,-0.000601438
0.0113083,4.6026,-0.000667514
0.0109528,4.47163,-0.000726267
0.0105666,4.3204,-0.000777153
0.0101533,4.16325,-0.000819752
0.00971642,3.98952,-0.000853772
0.00926004,3.80706,-0.000879053
0.00967319,3.28662,-0.000992271
0.00913878,3.11101,-0.00100111
0.00859676,2.93158,-0.00100069
0.00805168,2.75007,-0.000991415
0.00750794,2.56597,-0.000973826
0.00696978,2.38549,-0.000948561
0.00937754,5.88293,5.74209e-019
0.00936044,6.92774,-6.81526e-005
0.0093093,7.14772,-0.000135517
0.00922454,7.19881,-0.000201317
0.00910693,7.15293,-0.000264799
0.00895748,7.077,-0.00032524
0.0107416,5.60581,-0.000473866
0.010483,5.48811,-0.000538888
0.0101912,5.33833,-0.000597862
0.00986872,5.1809,-0.000650199
0.00951858,4.99771,-0.000695411
0.00914396,4.80952,-0.000733124
0.00874828,4.60077,-0.000763081
0.00833514,4.38253,-0.000785144
0.00879322,3.73062,-0.000896056
0.00830509,3.5251,-0.000903385
0.00781029,3.31618,-0.000902289
0.00731297,3.10578,-0.000893152
0.00681718,2.89283,-0.000876466
0.00632675,2.6853,-0.000852821
0.00801558,7.88718,4.90813e-019
0.00800084,9.90298,-5.75607e-005
0.00795676,10.369,-0.000114442
0.00788372,10.5054,-0.000169975
0.00778238,10.5257,-0.000223511
0.00765364,10.4031,-0.000274428
0.00946297,6.73983,-0.000414065
0.00923349,6.59312,-0.000470688
0.00897457,6.40308,-0.000521949
0.00868859,6.20629,-0.000567329
0.00837823,5.97506,-0.000606404
0.00804635,5.74072,-0.000638846
0.00769602,5.47962,-0.000664435
0.00733043,5.63779,-0.000683056
0.00783794,4.34585,-0.000791512
0.00740057,4.09788,-0.000797263
0.00695751,3.84719,-0.0007955
0.00651247,3.59602,-0.000786573
0.00606908,3.53587,-0.00077093
0.00563076,3.27687,-0.000749103
0.00650926,10.8695,3.98577e-019
0.00649718,15.1009,-4.58441e-005
0.00646105,16.2425,-9.11316e-005
0.00640121,16.6226,-0.000135314
0.00631819,16.702,-0.000177861
0.00621276,16.4851,-0.000218264
0.00805055,9.87532,-0.000347978
0.00785373,9.62725,-0.000395349
0.00763174,9.36054,-0.000438126
0.00738668,9.01617,-0.000475871
0.00712087,8.66909,-0.000508224
0.0068368,8.26399,-0.00053491
0.00653713,7.85988,-0.000555748
0.0062246,7.43636,-0.000570646
0.00678721,5.71445,-0.000676456
0.00640633,5.38472,-0.000680547
0.00602075,5.0455,-0.000678127
0.00563372,4.70008,-0.000669508
0.00524839,4.35944,-0.000655085
0.00486772,4.01656,-0.000635326
0.00481156,17.5854,2.94623e-019
0.00480254,32.1584,-3.26404e-005
0.00477557,38.0115,-6.48653e-005
0.00473089,40.4637,-9.62655e-005
0.00466893,41.1743,-0.000126445
0.00459026,40.5084,-0.000155025
0.0064608,15.987,-0.000273586
0.0063014,15.4743,-0.000310579
0.00612171,14.908,-0.000343858
0.00592346,14.2131,-0.000373071
0.00570856,13.5052,-0.000397933
0.00547904,12.7188,-0.000418227
0.00523708,11.9381,-0.000433811
0.00498493,11.143,-0.000444618
0.00561018,7.89398,-0.000547539
0.00529337,7.36409,-0.000549863
0.0049729,6.8316,-0.000546803
0.00465147,6.30244,-0.000538623
0.0043317,5.78926,-0.000525658
0.00401603,5.28721,-0.000508301
0.00284329,48.13,1.74101e-019
0.0028379,-199.411,-1.73384e-005
0.00282177,-100.343,-3.44286e-005
0.00279507,-84.7057,-5.10259e-005
0.00275805,-79.8976,-6.6894e-005
0.00271107,-79.4009,-8.18077e-005
0.00462037,44.0504,-0.000187482
0.00450519,41.4347,-0.000212512
0.00437543,38.5999,-0.000234864
0.00423236,35.4367,-0.000254286
0.00407738,32.3355,-0.000270577
0.00391198,29.2426,-0.000283585
0.00373776,26.3491,-0.000293212
0.00355634,23.6345,-0.000299415
0.00425489,13.2401,-0.000399109
0.0040129,12.0948,-0.000399521
0.00376832,10.9985,-0.000395848
0.00352323,9.95864,-0.000388297
0.00327962,8.98628,-0.000377127
0.00303933,8.07607,-0.000362643
0.00044978,-53.5526,2.75411e-020
0.000448917,-22.4578,1.25712e-006
0.000446337,-20.1346,2.55398e-006
0.000442064,-19.2965,3.92966e-006
0.000436142,-18.8788,5.42197e-006
0.000428629,-18.6422,7.0668e-006
0.00238613,-49.7985,-8.30061e-005
0.00232592,-51.1997,-9.35915e-005
0.00225814,-53.4156,-0.00010278
0.00218346,-56.6924,-0.000110443
0.00210263,-61.3314,-0.000116476
0.00201645,-68.0704,-0.000120804
0.00192575,-78.1664,-0.000123379
0.0018314,-94.5394,-0.000124181
0.00262001,52.0707,-0.000220125
0.00246974,42.2492,-0.000218405
0.00231802,34.7338,-0.000214168
0.00216615,28.8495,-0.000207548
0.00201534,24.1643,-0.000198707
0.00186675,20.3686,-0.000187838
0,-38.8417,0
0,-19.3753,4.75e-006
0,-17.6101,9.5e-006
0,-16.9484,1.425e-005
0,-16.6018,1.9e-005
0,-16.3885,2.375e-005
0,-16.2441,2.85e-005
0,-16.1397,3.325e-005
0,-16.0609,3.8e-005
0,-15.9991,4.275e-005
0,-15.9495,4.75e-005
0,-15.9087,5.225e-005
0,-15.8746,5.7e-005
0,-15.8457,6.175e-005
0.000443021,-20.1107,1.80512e-005
0.000417374,-20.3911,2.23169e-005
0.00039151,-20.7303,2.70082e-005
0.00036565,-21.1398,3.21018e-005
0.000340001,-21.6351,3.75692e-005
0.000314758,-22.2374,4.33773e-005
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
