Name,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_Type
Power Electronics: FS0751CU,0,3445.099772,850000,877413.857966,620,-0.000000,0.000028,0.000081,-0.000094,255.000000,800,1415.183642,552,800,n/a,Utility Interactive
Power Electronics: FS0751PU,0,3032.117953,751000,776868.660589,650,-0.000000,0.000016,-0.000525,-0.001567,225.300000,800,1195.182555,585,800,n/a,Utility Interactive
Power Electronics: FS0830CU,0,4049.139009,930000,962100.984289,590,-0.000000,0.000028,-0.000363,-0.000415,279,800,1630.679634,510,800,n/a,Utility Interactive
Power Electronics: FS0830PU,0,3474.855111,830000,857840.393993,606,-0.000000,0.000017,-0.000708,-0.001337,249.000000,800,1415.578208,540,800,n/a,Utility Interactive
Power Electronics: FS0900CU,0,4260.890723,1020000,1052411.137082,620,-0.000000,0.000032,0.000573,0.000295,306,800,1697.437318,552,800,n/a,Utility Interactive
Power Electronics: FS0901CU,0,4299.667765,1000000,1036125.082917,650,-0.000000,0.000015,-0.000216,-0.000488,300,800,1594.038589,584,800,n/a,Utility Interactive
Power Electronics: FS0940CU,0,4536.166461,1050000,1086805.974713,670,-0.000000,0.000017,0.000312,0.000073,315,800,1622.098470,616,800,n/a,Utility Interactive
Power Electronics: FS0970CU,0,3848.755326,970000,1002545.503837,615,-0.000000,0.000018,-0.000648,-0.001301,291,800,1630.155291,545,800,n/a,Utility Interactive
Power Electronics: FS0970PU,0,3848.755326,970000,1002545.503837,615,-0.000000,0.000018,-0.000648,-0.001301,291,800,1630.155291,545,800,n/a,Utility Interactive
Power Electronics: FS1000CU [440V],440,4572.560308,1110000,1148007.702615,690,-0.000000,0.000007,-0.000417,-0.001182,333.000000,800,1663.779279,642,800,n/a,Utility Interactive
Power Electronics: FS1001CU,0,3893.220074,1000000,1033891.283421,575,-0.000000,0.000024,-0.000031,-0.000334,300,800,1798.071797,500,800,n/a,Utility Interactive
Power Electronics: FS1003CU,0,4724.381949,1100000,1137203.019255,590,-0.000000,0.000027,-0.000186,-0.000288,330.000000,800,1927.462744,510,800,n/a,Utility Interactive
Power Electronics: FS1004CU,0,4301.604325,1000000,1036124.956158,650,-0.000000,0.000015,-0.000205,-0.000486,300,800,1594.038394,584,800,n/a,Utility Interactive
Power Electronics: FS1050CU,0,4905.687931,1190000,1228256.950581,620,-0.000000,0.000028,0.000306,-0.000270,357.000000,800,1981.059598,552,800,n/a,Utility Interactive
Power Electronics: FS1050CU15 [565V],565,7801.165266,1163500,1194525.105845,900,-0.000000,0.000003,0.000052,0.000459,349.050000,1200,1327.250118,800,1200,10/15/2018,Utility Interactive
Power Electronics: FS1050PU,0,5016.625800,1050000,1081787.709031,615,-0.000000,0.000018,-0.000716,-0.001877,315,800,1759.004405,545,800,n/a,Utility Interactive
Power Electronics: FS1051CU,0,4536.166461,1050000,1086805.974713,670,-0.000000,0.000017,0.000312,0.000073,315,800,1622.098470,616,800,n/a,Utility Interactive
Power Electronics: FS1080CU [400V],400,5013.870402,1200000,1242742.022200,650,-0.000000,0.000018,-0.000042,-0.000145,360.000000,800,1911.910803,584,800,n/a,Utility Interactive
Power Electronics: FS1100CU15 [600V],600,7821.620240,1209250,1238508.304858,940,-0.000000,0.000005,0.000121,0.001072,362.775000,1200,1317.562026,849,1200,10/15/2018,Utility Interactive
Power Electronics: FS1100CU15O3 [600V],600,3357.437760,1176440,1201283.278174,940,-0.000000,0.000002,0.000153,0.000664,352.932000,1200,1277.960934,849,1200,10/15/2018,Utility Interactive
Power Electronics: FS1112CU [440V],440,4572.560308,1110000,1148007.702615,690,-0.000000,0.000007,-0.000417,-0.001182,333.000000,800,1663.779279,642,800,n/a,Utility Interactive
Power Electronics: FS1140CU [420V],420,5311.752921,1270000,1314537.189523,670,-0.000000,0.000016,-0.000120,-0.000295,381.000000,800,1961.995805,616,800,2/15/2018,Utility Interactive
Power Electronics: FS1190CU [440V],440,5961.399420,1330000,1374802.051092,690,-0.000000,0.000013,-0.000580,-0.000684,399.000000,800,1992.466741,642,800,n/a,Utility Interactive
Power Electronics: FS1200CU,0,6179.858583,1200000,1238176.288630,615,-0.000000,0.000019,-0.000483,-0.001417,360.000000,800,2013.294778,545,800,n/a,Utility Interactive
Power Electronics: FS1200CU15 [645V],645,7901.109973,1300900,1332183.891290,980,-0.000000,0.000002,0.000104,0.000351,390.270000,1200,1359.371318,913,1200,10/15/2018,Utility Interactive
Power Electronics: FS1200PU,0,6179.858583,1200000,1238176.288630,615,-0.000000,0.000019,-0.000483,-0.001417,360.000000,800,2013.294778,545,800,n/a,Utility Interactive
Power Electronics: FS1201CU [400V],400,1039.929762,1200000,1225125.527408,650,-0.000000,0.000017,0.001509,0.000260,360.000000,800,1884.808504,584,800,n/a,Utility Interactive
Power Electronics: FS1250CU,0,5626.589223,1362000,1401458.422542,615,-0.000000,0.000028,-0.000313,-0.000470,408.600000,800,2278.794183,552,800,n/a,Utility Interactive
Power Electronics: FS1250PU,0,5778.903791,1250000,1294799.334324,650,-0.000000,0.000021,-0.000487,-0.001168,375.000000,800,1991.998976,585,800,n/a,Utility Interactive
Power Electronics: FS1260CU [400V],400,5565.455400,1400000,1448078.266228,650,-0.000000,0.000018,0.000108,-0.000072,420.000000,800,2227.812717,584,800,n/a,Utility Interactive
Power Electronics: FS1271CU [420V],420,1370.878499,1270000,1295748.852846,670,-0.000000,0.000016,-0.000547,-0.000781,381.000000,800,1933.953512,616,800,n/a,Utility Interactive
Power Electronics: FS1275CU15 [690V],690,12939.766693,1389080,1421522.828857,1030,-0.000000,0.000007,-0.000111,0.000557,416.724000,1200,1380.119251,976,1200,10/15/2018,Utility Interactive
Power Electronics: FS1290CU [330V],330,5581.199602,1290000,1337052.975356,575,-0.000000,0.000022,-0.000401,-0.000882,387.000000,800,2325.309522,500,800,n/a,Utility Interactive
Power Electronics: FS1330CU [420V],420,6661.403415,1480000,1530177.068860,670,-0.000000,0.000017,-0.000332,-0.000625,444.000000,800,2283.846371,616,800,n/a,Utility Interactive
Power Electronics: FS1331CU [440V],440,5961.399420,1330000,1374802.051092,690,-0.000000,0.000013,-0.000580,-0.000684,399.000000,800,1992.466741,642,800,2/15/2018,Utility Interactive
Power Electronics: FS1390CU [440V],440,6481.453315,1550000,1601629.563978,690,-0.000000,0.000015,0.000205,-0.000088,465.000000,800,2321.202267,642,800,n/a,Utility Interactive
Power Electronics: FS1400CU15 [565V],565,8330.416761,1517090,1555107.225151,900,-0.000000,0.000002,-0.000166,-0.000201,455.127000,1200,1727.896917,800,1200,10/15/2018,Utility Interactive
Power Electronics: FS1401CU [400V],400,6090.365136,1400000,1448675.127395,650,-0.000000,0.000016,0.000048,-0.000236,420.000000,800,2228.730965,584,800,n/a,Utility Interactive
Power Electronics: FS1430CU [330V],330,6434.946729,1430000,1481270.591708,575,-0.000000,0.000024,-0.000426,-0.000642,429.000000,800,2576.122768,500,800,n/a,Utility Interactive
Power Electronics: FS1440CU [400V],400,6692.364337,1600000,1656006.040152,650,-0.000000,0.000015,-0.000314,-0.000525,480.000000,800,2547.701600,584,800,n/a,Utility Interactive
Power Electronics: FS1475CU15 [600V],600,8754.341454,1610370,1650034.870336,940,-0.000000,0.000003,-0.000087,-0.000028,483.111000,1200,1755.356245,849,1200,10/15/2018,Utility Interactive
Power Electronics: FS1480CU [420V],420,6661.403415,1480000,1530177.068860,670,-0.000000,0.000017,-0.000332,-0.000625,444.000000,800,2283.846371,616,800,2/15/2018,Utility Interactive
Power Electronics: FS1500CU15O3 [600V],600,3696.705947,1594720,1629709.845831,940,-0.000000,0.000002,0.000360,0.000412,478.416000,1200,1733.733879,849,1200,10/15/2018,Utility Interactive
Power Electronics: FS1520CU [420V],420,6928.230797,1690000,1748053.043575,670,-0.000000,0.000013,-0.000202,-0.000587,507.000000,800,2609.034393,616,800,n/a,Utility Interactive
Power Electronics: FS1530CU [390V],390,6293.349138,1530000,1580443.372074,640,-0.000000,0.000020,-0.000411,-0.000871,459.000000,800,2469.442769,585,800,n/a,Utility Interactive
Power Electronics: FS1550CU [440V],440,6426.905900,1550000,1601823.620050,690,-0.000000,0.000015,0.000297,-0.000099,465.000000,800,2321.483507,642,800,n/a,Utility Interactive
Power Electronics: FS1590CU [440V],440,6495.401245,1617500,1672047.303302,690,-0.000000,0.000012,0.000052,-0.000414,485.250000,800,2423.256961,642,800,n/a,Utility Interactive
Power Electronics: FS1600CU [400V],400,6645.367510,1600000,1656310.651608,650,-0.000000,0.000015,-0.000087,-0.000371,480.000000,800,2548.170233,584,800,n/a,Utility Interactive
Power Electronics: FS1600CU15 [645V],645,9016.749796,1734810,1774682.191520,980,-0.000000,0.000003,-0.000260,-0.000399,520.443000,1200,1810.900195,913,1200,10/15/2018,Utility Interactive
Power Electronics: FS1620CU [400V],400,13759.387701,1800000,1886993.898263,650,-0.000000,-0.000096,-0.004152,-0.005178,540,800,2903.067536,584,800,n/a,Utility Interactive
Power Electronics: FS1690CU [420V],420,7084.590046,1690000,1748012.125898,670,-0.000000,0.000015,-0.000070,-0.000341,507.000000,800,2608.973322,616,800,n/a,Utility Interactive
Power Electronics: FS1700CU [390V],390,6793.228743,1700000,1755957.914575,640,-0.000000,0.000020,-0.000041,-0.000793,510.000000,800,2743.684242,585,800,n/a,Utility Interactive
Power Electronics: FS1700CU15 [690V],690,9487.627422,1850630,1890413.330689,1030,-0.000000,0.000004,0.000143,0.000280,555.189000,1200,1835.352748,976,1200,10/15/2018,Utility Interactive
Power Electronics: FS1710CU [420V],420,7572.576498,1900000,1965386.114369,670,-0.000000,0.000012,-0.000109,-0.000566,570,800,2933.412111,616,800,n/a,Utility Interactive
Power Electronics: FS1750CU15 [565V],565,10200.377680,1896530,1942358.919907,900,-0.000000,0.000004,0.000142,0.000355,568.959000,1200,2158.176578,800,1200,10/15/2018,Utility Interactive
Power Electronics: FS1770CU [440V],440,7303.056079,1770000,1830179.385907,690,-0.000000,0.000013,0.000178,-0.000311,531,800,2652.433893,642,800,n/a,Utility Interactive
Power Electronics: FS1790CU [440V],440,8667.800134,1990000,2061181.753063,690,-0.000000,0.000013,-0.000413,-0.000666,597,800,2987.219932,642,800,n/a,Utility Interactive
Power Electronics: FS1800CU [400V],400,8430.933623,2000000,2073305.857811,650,-0.000000,0.000018,0.000285,0.000111,600,800,3189.701320,584,800,n/a,Utility Interactive
Power Electronics: FS1801CU [400V],400,7401.242836,1800000,1863199.121909,650,-0.000000,0.000015,-0.000081,-0.000295,540,800,2866.460188,584,800,n/a,Utility Interactive
Power Electronics: FS1850CU15 [600V],600,10239.858539,2020960,2067640.438459,940,-0.000000,0.000005,0.000186,0.000606,606.288000,1200,2199.617488,849,1200,10/15/2018,Utility Interactive
Power Electronics: FS1850CU15O3 [600V],600,4621.426473,1974290,2017456.595685,940,-0.000000,0.000002,-0.000098,0.000093,592.287000,1200,2146.230421,849,1200,10/15/2018,Utility Interactive
Power Electronics: FS1900CU [420V],420,8245.652250,2110000,2185055.799438,670,-0.000000,0.000013,-0.000257,-0.000463,633,800,3261.277313,616,800,n/a,Utility Interactive
Power Electronics: FS1901CU [420V],420,7757.638964,1900000,1965547.335793,670,-0.000000,0.000014,0.000056,-0.000275,570,800,2933.652740,616,800,n/a,Utility Interactive
Power Electronics: FS1980CU [440V],440,8761.034749,2200000,2275698.167268,690,-0.000000,0.000014,0.000223,0.000079,660.000000,800,3298.113286,642,800,n/a,Utility Interactive
Power Electronics: FS1991CU [440V],440,8952.398535,1990000,2061278.801714,690,-0.000000,0.000012,-0.000245,-0.000496,597,800,2987.360582,642,800,n/a,Utility Interactive
Power Electronics: FS2000CU [400V],400,8459.805462,2000000,2073807.856791,650,-0.000000,0.000016,0.000284,0.000134,600,800,3190.473626,548,800,2/15/2018,Utility Interactive
Power Electronics: FS2000CU15 [645V],645,10504.819407,2162420,2209732.807818,980,-0.000000,0.000003,-0.000052,-0.000062,648.726000,1200,2254.829396,913,1200,10/15/2018,Utility Interactive
Power Electronics: FS2000K [600V],600,8742.217713,2103416,2150059.320436,940,-0.000000,0.000003,0.000132,0.000470,631.024800,1200,2287.297149,849,1200,n/a,Utility Interactive
Power Electronics: FS2000M [34000V],34500,13739.897283,2178068,2233857.155306,940,-0.000000,0.000001,0.000030,-0.000052,653.420400,1200,2376.443782,849,1200,n/a,Utility Interactive
Power Electronics: FS2100CU15 [565V],565,9954.754522,2275890,2330570.906369,900,-0.000000,0.000002,-0.000084,-0.000202,682.767000,1200,2589.523229,800,1200,10/15/2018,Utility Interactive
Power Electronics: FS2110CU [420V],420,8091.741154,2110000,2185065.769077,670,-0.000000,0.000013,-0.000189,-0.000454,633,800,3261.292193,616,800,2/15/2018,Utility Interactive
Power Electronics: FS2125CU15 [690V],690,10246.164201,2306410,2354811.587310,1030,-0.000000,0.000008,0.000414,0.000967,691.923000,1200,2286.224842,976,1200,10/15/2018,Utility Interactive
Power Electronics: FS2150CU15 [645V],645,10531.870814,2558480,2614452.370497,980,-0.000000,0.000002,0.000337,0.000516,767.544000,1200,2667.808541,913,1200,10/15/2018,Utility Interactive
Power Electronics: FS2200CU [440V],440,8659.437799,2200000,2275686.877070,690,-0.000000,0.000014,0.000365,0.000137,660.000000,800,3298.096923,642,800,2/15/2018,Utility Interactive
Power Electronics: FS2225CU15 [600V],600,10855.055328,2417080,2472369.999445,940,-0.000000,0.000002,0.000048,-0.000002,725.124000,1200,2630.180850,849,1200,10/15/2018,Utility Interactive
Power Electronics: FS2250CU15O3 [600V],600,5201.103129,2420370,2474312.739950,940,-0.000000,0.000002,0.000231,-0.000017,726.111000,1200,2632.247596,849,1200,10/15/2018,Utility Interactive
Power Electronics: FS2300CU15 [690V],690,10720.431475,2759490,2816934.921630,1030,-0.000000,0.000004,0.000152,0.000408,827.847000,1200,2734.888273,976,1200,10/15/2018,Utility Interactive
Power Electronics: FS2400CU15 [645V],645,10017.520766,2583760,2640315.341975,980,-0.000000,0.000003,0.000131,0.000130,775.128000,1200,2694.199329,913,1200,10/15/2018,Utility Interactive
Power Electronics: FS2450CU15 [565V],565,10797.808995,2664070,2727736.513379,900,-0.000000,0.000002,0.000008,-0.000022,799.221000,1200,3030.818348,800,1200,10/15/2018,Utility Interactive
Power Electronics: FS2550CU15 [690V],690,10928.976726,2759390,2819251.851004,1030,-0.000000,-0.000001,-0.000423,-0.001098,827.817000,1200,2737.137719,976,1200,10/15/2018,Utility Interactive
Power Electronics: FS2600CU15 [600V],600,11333.386249,2821840,2886768.503491,940,-0.000000,0.000002,0.000164,0.000021,846.552000,1200,3071.030323,849,1200,10/15/2018,Utility Interactive
Power Electronics: FS2600CU15O3 [600V],600,5125.502871,2770200,2830970.514347,940,-0.000000,0.000002,0.000101,0.000132,831.060000,1200,3011.670760,849,1200,10/15/2018,Utility Interactive
Power Electronics: FS2800CU15 [645V],645,11199.925170,3024910,3090991.901098,940,-0.000000,0.000002,0.000057,-0.000026,907.473000,1200,3288.289256,913,1200,10/15/2018,Utility Interactive
Power Electronics: FS2840M [34000V],34500,13938.196396,2844700,2914852.462316,940,-0.000000,0.000002,0.000200,0.000587,853.410000,1200,3100.906875,849,1200,n/a,Utility Interactive
Power Electronics: FS3000CU15 [690V],690,11386.851660,3201170,3264885.091242,1030,-0.000000,0.000008,0.000711,0.002206,960.351000,1200,3169.791351,976,1200,10/15/2018,Utility Interactive
Power Electronics: FS3000M [34000V],34500,14593.184560,3109266,3195896.924707,940,-0.000000,0.000001,-0.000017,-0.000014,932.779800,1200,3399.890345,849,1200,n/a,Utility Interactive
Power Electronics: FS3001M [34000V],34500,14766.494946,3017848,3094821.927722,940,-0.000000,0.000001,0.000118,0.000134,905.354400,1200,3292.363753,849,1200,n/a,Utility Interactive
Power Electronics: FS3150M [34000V],34500,15553.419099,3307980,3399246.494643,970,-0.000000,0.000001,0.000029,-0.000074,992.394000,1200,3504.377830,891,1200,n/a,Utility Interactive
Power Electronics: FS3225M [34000V],34500,20251.640601,3367326,3472904.456522,980,-0.000000,-0.000003,-0.000248,-0.000535,1010.197800,1200,3543.780058,913,1200,n/a,Utility Interactive
Power-One: MICRO-0.25-I-OUTD-US-208 [208V],208,2.089183,250,259.588453,40,-0.000041,-0.000091,0.000494,-0.013170,0.075000,50,6.489711,30,50,n/a,Utility Interactive
Power-One: MICRO-0.25-I-OUTD-US-240 [240V],240,2.240340,250,259.492124,40,-0.000039,-0.000132,0.002423,-0.014926,0.075000,50,6.487303,30,50,n/a,Utility Interactive
Power-One: MICRO-0.3-I-OUTD-US-208 [208V],208,1.846198,300,311.669313,40,-0.000033,-0.000192,0.000900,-0.031742,0.090000,50,7.791733,30,50,n/a,Utility Interactive
Power-One: MICRO-0.3-I-OUTD-US-240 [240V],240,1.950535,300,311.580767,40,-0.000034,-0.000256,0.002458,-0.028224,0.090000,50,7.789519,30,50,n/a,Utility Interactive
Power-One: MICRO-0.3HV-I-OUTD-US-208 [208V],208,1.769453,300,312.421060,45,-0.000045,-0.000196,0.001958,-0.023725,0.090000,60,6.942690,30,60,n/a,Utility Interactive
Power-One: MICRO-0.3HV-I-OUTD-US-240 [240V],240,1.844036,300,312.004773,45,-0.000035,-0.000227,-0.000523,-0.041213,0.090000,60,6.933439,30,60,n/a,Utility Interactive
Power-One: PVI-10.0-I-OUTD-x-US-208-y [208V],208,46.865426,10000,10488.305571,320,-0.000003,-0.000036,0.000305,-0.002351,0.1,416,32.775955,220,416,n/a,Utility Interactive
Power-One: PVI-10.0-I-OUTD-x-US-480-y-z [480V],480,67.777681,10000,10295.977754,362,-0.000001,-0.000049,-0.000521,-0.003855,0.4,416,28.441927,220,416,n/a,Utility Interactive
Power-One: PVI-12.0-I-OUTD-x-US-480-y [480V],480,62.551358,12000,12358.807193,370,-0.000001,-0.000056,-0.001439,-0.007112,0.4,416,33.402182,250,416,n/a,Utility Interactive
Power-One: PVI-3.0-OUTD-S-US [208V],208,18.167402,3000,3142.301077,310,-0.000008,-0.000011,0.000999,-0.000287,0.1,480,10.136455,100,480,n/a,Utility Interactive
Power-One: PVI-3.0-OUTD-S-US [240V],240,16.881294,3000,3121.670114,340,-0.000006,-0.000021,0.000583,-0.000712,0.1,480,9.181383,100,480,n/a,Utility Interactive
Power-One: PVI-3.0-OUTD-S-US [277V],277,22.046629,3000,3106.850738,390,-0.000005,-0.000033,-0.000032,-0.001180,0.2,480,7.966284,100,480,n/a,Utility Interactive
Power-One: PVI-3.0-OUTD-S-US-A [208V],208,18.167402,3000,3142.301077,310,-0.000008,-0.000011,0.000999,-0.000287,0.1,480,10.136455,100,480,n/a,Utility Interactive
Power-One: PVI-3.0-OUTD-S-US-A [240V],240,16.881294,3000,3121.670114,340,-0.000006,-0.000021,0.000583,-0.000712,0.1,480,9.181383,100,480,n/a,Utility Interactive
Power-One: PVI-3.0-OUTD-S-US-A [277V],277,22.046629,3000,3106.850738,390,-0.000005,-0.000033,-0.000032,-0.001180,0.2,480,7.966284,100,480,n/a,Utility Interactive
Power-One: PVI-3.0-OUTD-S-US-Z [208V],208,18.167402,3000,3142.301077,310,-0.000008,-0.000011,0.000999,-0.000287,0.1,480,10.136455,100,480,n/a,Utility Interactive
Power-One: PVI-3.0-OUTD-S-US-Z [240V],240,16.881294,3000,3121.670114,340,-0.000006,-0.000021,0.000583,-0.000712,0.1,480,9.181383,100,480,n/a,Utility Interactive
Power-One: PVI-3.0-OUTD-S-US-Z [277V],277,22.046629,3000,3106.850738,390,-0.000005,-0.000033,-0.000032,-0.001180,0.2,480,7.966284,100,480,n/a,Utility Interactive
Power-One: PVI-3.0-OUTD-S-US-Z-A [208V],208,18.167402,3000,3142.301077,310,-0.000008,-0.000011,0.000999,-0.000287,0.1,480,10.136455,100,480,n/a,Utility Interactive
Power-One: PVI-3.0-OUTD-S-US-Z-A [240V],240,16.881294,3000,3121.670114,340,-0.000006,-0.000021,0.000583,-0.000712,0.1,480,9.181383,100,480,n/a,Utility Interactive
Power-One: PVI-3.0-OUTD-S-US-Z-A [277V],277,22.046629,3000,3106.850738,390,-0.000005,-0.000033,-0.000032,-0.001180,0.2,480,7.966284,100,480,n/a,Utility Interactive
Power-One: PVI-3.0-OUTD-US [208V],208,18.167402,3000,3142.301077,310,-0.000008,-0.000011,0.000999,-0.000287,0.1,480,10.136455,100,480,n/a,Utility Interactive
Power-One: PVI-3.0-OUTD-US [240V],240,16.881294,3000,3121.670114,340,-0.000006,-0.000021,0.000583,-0.000712,0.1,480,9.181383,100,480,n/a,Utility Interactive
Power-One: PVI-3.0-OUTD-US [277V],277,22.046629,3000,3106.850738,390,-0.000005,-0.000033,-0.000032,-0.001180,0.2,480,7.966284,100,480,n/a,Utility Interactive
Power-One: PVI-3.6-OUTD-S-US [208V],208,25.594222,3600,3757.450092,310,-0.000005,-0.000003,0.000859,0.000536,0.1,480,12.120807,100,480,n/a,Utility Interactive
Power-One: PVI-3.6-OUTD-S-US [240V],240,22.812851,3600,3739.761390,340,-0.000003,-0.000018,0.000483,0.001023,0.2,480,10.999298,100,480,n/a,Utility Interactive
Power-One: PVI-3.6-OUTD-S-US [277V],277,29.808331,3600,3724.187187,395,-0.000004,-0.000035,-0.000142,0.000468,0.2,480,9.428322,100,480,n/a,Utility Interactive
Power-One: PVI-3.6-OUTD-S-US-A [208V],208,25.594222,3600,3757.450092,310,-0.000005,-0.000003,0.000859,0.000536,0.1,480,12.120807,100,480,n/a,Utility Interactive
Power-One: PVI-3.6-OUTD-S-US-A [240V],240,22.812851,3600,3739.761390,340,-0.000003,-0.000018,0.000483,0.001023,0.2,480,10.999298,100,480,n/a,Utility Interactive
Power-One: PVI-3.6-OUTD-S-US-A [277V],277,29.808331,3600,3724.187187,395,-0.000004,-0.000035,-0.000142,0.000468,0.2,480,9.428322,100,480,n/a,Utility Interactive
Power-One: PVI-3.6-OUTD-S-US-Z [208V],208,25.594222,3600,3757.450092,310,-0.000005,-0.000003,0.000859,0.000536,0.1,480,12.120807,100,480,n/a,Utility Interactive
Power-One: PVI-3.6-OUTD-S-US-Z [240V],240,22.812851,3600,3739.761390,340,-0.000003,-0.000018,0.000483,0.001023,0.2,480,10.999298,100,480,n/a,Utility Interactive
Power-One: PVI-3.6-OUTD-S-US-Z [277V],277,29.808331,3600,3724.187187,395,-0.000004,-0.000035,-0.000142,0.000468,0.2,480,9.428322,100,480,n/a,Utility Interactive
Power-One: PVI-3.6-OUTD-S-US-Z-A [208V],208,25.594222,3600,3757.450092,310,-0.000005,-0.000003,0.000859,0.000536,0.1,480,12.120807,100,480,n/a,Utility Interactive
Power-One: PVI-3.6-OUTD-S-US-Z-A [240V],240,22.812851,3600,3739.761390,340,-0.000003,-0.000018,0.000483,0.001023,0.2,480,10.999298,100,480,n/a,Utility Interactive
Power-One: PVI-3.6-OUTD-S-US-Z-A [277V],277,29.808331,3600,3724.187187,395,-0.000004,-0.000035,-0.000142,0.000468,0.2,480,9.428322,100,480,n/a,Utility Interactive
Power-One: PVI-3.6-OUTD-US [208V],208,25.594222,3600,3757.450092,310,-0.000005,-0.000003,0.000859,0.000536,0.1,480,12.120807,100,480,n/a,Utility Interactive
Power-One: PVI-3.6-OUTD-US [240V],240,22.812851,3600,3739.761390,340,-0.000003,-0.000018,0.000483,0.001023,0.2,480,10.999298,100,480,n/a,Utility Interactive
Power-One: PVI-3.6-OUTD-US [277V],277,29.808331,3600,3724.187187,395,-0.000004,-0.000035,-0.000142,0.000468,0.2,480,9.428322,100,480,n/a,Utility Interactive
Power-One: PVI-3.8-1-OUTD-x-US-y [208V],208,25.387318,3300,3429.997506,310,-0.000005,-0.000005,0.002083,0.000380,0.1,416,11.064508,100,416,n/a,Utility Interactive
Power-One: PVI-3.8-1-OUTD-x-US-y [240V],240,25.819684,3800,3936.605483,340,-0.000004,-0.000016,0.001387,-0.000447,0.1,416,11.578251,100,416,n/a,Utility Interactive
Power-One: PVI-3.8-1-OUTD-x-US-y [277V],277,26.303030,3800,3926.398960,362,-0.000003,-0.000024,0.000781,-0.000565,0.1,416,10.846406,100,416,n/a,Utility Interactive
Power-One: PVI-3.8-OUTD-S-US [208V],208,25.785443,3800,3972.822184,310,-0.000005,-0.000012,0.001047,0.000260,1.140000,480,12.815555,100,480,n/a,Utility Interactive
Power-One: PVI-3.8-OUTD-S-US [240V],240,26.981642,3800,3950.148578,340,-0.000003,-0.000024,0.000674,0.000510,1.140000,480,11.618084,100,480,n/a,Utility Interactive
Power-One: PVI-3.8-OUTD-S-US [277V],277,29.741049,3800,3931.927908,395,-0.000003,-0.000038,0.000018,-0.000022,1.140000,480,9.954248,100,480,n/a,Utility Interactive
Power-One: PVI-3.8-OUTD-S-US-A [208V],208,25.785443,3800,3972.822184,310,-0.000005,-0.000012,0.001047,0.000260,1.140000,480,12.815555,100,480,n/a,Utility Interactive
Power-One: PVI-3.8-OUTD-S-US-A [240V],240,26.981642,3800,3950.148578,340,-0.000003,-0.000024,0.000674,0.000510,1.140000,480,11.618084,100,480,n/a,Utility Interactive
Power-One: PVI-3.8-OUTD-S-US-A [277V],277,29.741049,3800,3931.927908,395,-0.000003,-0.000038,0.000018,-0.000022,1.140000,480,9.954248,100,480,n/a,Utility Interactive
Power-One: PVI-3.8-OUTD-S-US-Z [208V],208,25.785443,3800,3972.822184,310,-0.000005,-0.000012,0.001047,0.000260,1.140000,480,12.815555,100,480,n/a,Utility Interactive
Power-One: PVI-3.8-OUTD-S-US-Z [240V],240,26.981642,3800,3950.148578,340,-0.000003,-0.000024,0.000674,0.000510,1.140000,480,11.618084,100,480,3/5/2018,Utility Interactive
Power-One: PVI-3.8-OUTD-S-US-Z [277V],277,29.741049,3800,3931.927908,395,-0.000003,-0.000038,0.000018,-0.000022,1.140000,480,9.954248,100,480,3/5/2018,Utility Interactive
Power-One: PVI-3.8-OUTD-S-US-Z-A [208V],208,25.785443,3800,3972.822184,310,-0.000005,-0.000012,0.001047,0.000260,1.140000,480,12.815555,100,480,n/a,Utility Interactive
Power-One: PVI-3.8-OUTD-S-US-Z-A [240V],240,26.981642,3800,3950.148578,340,-0.000003,-0.000024,0.000674,0.000510,1.140000,480,11.618084,100,480,n/a,Utility Interactive
Power-One: PVI-3.8-OUTD-S-US-Z-A [277V],277,29.741049,3800,3931.927908,395,-0.000003,-0.000038,0.000018,-0.000022,1.140000,480,9.954248,100,480,n/a,Utility Interactive
Power-One: PVI-3.8-OUTD-US [208V],208,25.785443,3800,3972.822184,310,-0.000005,-0.000012,0.001047,0.000260,1.140000,480,12.815555,100,480,n/a,Utility Interactive
Power-One: PVI-3.8-OUTD-US [240V],240,26.981642,3800,3950.148578,340,-0.000003,-0.000024,0.000674,0.000510,1.140000,480,11.618084,100,480,n/a,Utility Interactive
Power-One: PVI-3.8-OUTD-US [277V],277,29.741049,3800,3931.927908,395,-0.000003,-0.000038,0.000018,-0.000022,1.140000,480,9.954248,100,480,n/a,Utility Interactive
Power-One: PVI-3000-I-OUTD-US [208V],208,33.178038,2700,3024.553146,330,-0.000020,-0.000003,0.001185,0.000269,0.4,480,9.165313,100,480,n/a,Utility Interactive
Power-One: PVI-3000-I-OUTD-US [240V],240,44.238292,3000,3311.535803,360,-0.000018,-0.000031,0.000509,-0.000028,0.4,480,9.198711,100,480,n/a,Utility Interactive
Power-One: PVI-3000-I-OUTD-US-F [208V],208,34.462059,2700,3027.376217,330,-0.000022,-0.000000,0.001250,0.000405,0.4,480,9.173867,100,480,n/a,Utility Interactive
Power-One: PVI-3000-I-OUTD-US-F [240V],240,36.892199,3000,3320.743618,380,-0.000017,-0.000024,0.000367,0.000184,0.4,480,8.738799,100,480,n/a,Utility Interactive
