date,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
01-26,30.0,32.0,22.0,37.0,23.0,,40.0,31.0,41.0,25.0,22.0,34.0,30.0,42.0,39.0,16.0,48.0,37.0,25.0,36.0,37.0,33.0,16.0,22.0,28.5,37.0,41.1,48.0,33.0
01-27,30.0,32.0,22.0,37.0,23.0,34.0,42.0,32.0,40.0,25.0,21.0,34.0,29.0,40.0,38.0,18.0,46.0,36.0,25.0,36.0,38.0,33.0,18.0,22.0,29.0,37.0,40.0,46.0,34.0
01-28,28.0,32.0,23.0,38.0,23.0,34.0,41.0,31.0,38.0,27.0,21.0,42.0,29.0,39.0,37.0,18.0,43.0,39.0,23.0,36.0,40.0,33.0,18.0,23.0,28.0,38.0,41.0,43.0,34.0
01-29,29.0,33.0,24.0,38.0,23.0,,48.0,30.0,38.0,26.0,28.0,39.0,29.0,37.0,37.0,18.0,45.0,38.0,22.0,35.0,47.0,32.0,18.0,22.9,28.7,38.0,45.2,48.0,34.0
01-30,29.0,32.0,24.0,43.0,23.0,35.0,47.0,29.0,38.0,25.0,28.0,37.0,29.0,38.0,36.0,17.0,43.0,37.0,21.0,35.0,45.0,32.0,17.0,23.0,29.0,37.0,43.0,47.0,35.0
01-31,29.0,31.0,24.0,41.0,24.0,37.0,49.0,29.0,38.0,24.0,33.0,52.0,30.0,45.0,35.0,16.0,41.0,39.0,26.0,35.0,50.0,32.0,16.0,24.0,29.0,39.0,49.0,52.0,35.0
02-01,28.0,34.0,25.0,43.0,27.0,37.0,43.0,29.0,41.0,24.0,35.0,51.0,30.0,45.0,34.0,16.0,40.0,38.0,24.0,35.0,47.0,31.0,16.0,24.0,29.0,40.0,45.0,51.0,35.0
02-02,27.0,34.0,24.0,47.0,,42.0,45.0,29.0,41.0,24.0,33.0,49.0,30.0,47.0,33.0,16.0,40.0,36.0,23.0,34.0,46.0,31.0,16.0,23.9,29.7,41.3,47.0,49.0,34.0
02-03,34.0,34.0,24.0,49.0,,41.0,46.0,29.0,40.0,23.0,32.0,47.0,31.0,46.0,33.0,16.0,38.0,36.0,21.0,34.0,45.0,38.0,16.0,22.8,31.7,40.3,46.1,49.0,34.0
02-04,33.0,38.0,24.0,51.0,,41.0,45.0,29.0,40.0,23.0,31.0,48.0,31.0,45.0,33.0,17.0,38.0,36.0,28.0,34.0,44.0,40.0,17.0,23.9,31.0,40.3,45.3,51.0,35.0
02-05,38.0,39.0,24.0,48.0,27.0,41.0,40.0,28.0,39.0,23.0,30.0,48.0,35.0,44.0,34.0,17.0,38.0,36.0,27.0,33.0,43.0,37.0,17.0,24.0,30.0,39.0,44.0,48.0,36.0
02-06,37.0,39.0,24.0,54.0,26.0,41.0,39.0,27.0,51.0,23.0,29.0,46.0,33.0,43.0,33.0,19.0,45.0,35.0,32.0,35.0,44.0,36.0,19.0,24.0,32.0,41.0,46.0,54.0,35.0
02-07,36.0,39.0,23.0,52.0,25.0,,37.0,30.0,50.0,23.0,34.0,45.0,32.0,43.0,33.0,20.0,47.0,46.0,29.0,36.0,45.0,34.0,20.0,23.0,31.4,43.6,47.3,52.0,36.0
02-08,35.0,38.0,26.0,48.0,,49.0,39.0,30.0,56.0,23.0,33.0,45.0,31.0,41.0,32.0,20.0,46.0,48.0,27.0,35.0,45.0,33.0,20.0,25.7,31.7,45.0,48.1,56.0,36.5
02-09,35.0,40.0,27.0,47.0,25.0,,39.0,30.0,55.0,25.0,33.0,43.0,31.0,41.0,32.0,19.0,43.0,49.0,26.0,35.0,48.0,36.0,19.0,25.0,30.7,41.6,48.1,55.0,35.0
02-10,36.0,39.0,28.0,46.0,24.0,,38.0,30.0,53.0,28.0,35.0,47.0,29.0,41.0,29.0,18.0,43.0,49.0,26.0,35.0,46.0,37.0,18.0,25.8,29.0,41.6,47.2,53.0,35.5
02-11,36.0,39.0,27.0,47.0,23.0,,37.0,30.0,52.0,30.0,37.0,47.0,27.0,40.0,29.0,23.0,41.0,48.0,26.0,34.0,45.0,33.0,23.0,25.7,29.7,40.3,47.1,52.0,36.5
02-12,35.0,40.0,26.0,47.0,23.0,44.0,35.0,32.0,50.0,29.0,36.0,46.0,32.0,39.0,33.0,22.0,41.0,46.0,26.0,33.0,44.0,33.0,22.0,26.0,32.0,41.0,46.0,50.0,35.0
02-13,35.0,39.0,27.0,45.0,26.0,,38.0,35.0,49.0,29.0,34.0,45.0,31.0,38.0,31.0,30.0,40.0,45.0,31.0,35.0,45.0,35.0,26.0,28.8,31.0,39.3,45.0,49.0,35.0
02-14,34.0,38.0,27.0,45.0,27.0,42.0,39.0,39.0,47.0,30.0,33.0,45.0,31.0,38.0,30.0,29.0,40.0,47.0,32.0,35.0,45.0,35.0,27.0,29.0,32.0,40.0,45.0,47.0,38.0
02-15,35.0,38.0,26.0,44.0,31.0,,39.0,38.0,46.0,30.0,39.0,44.0,30.0,40.0,30.0,27.0,38.0,45.0,32.0,34.0,47.0,36.0,26.0,29.7,31.7,39.3,45.1,47.0,38.0
02-16,36.0,37.0,35.0,44.0,35.0,44.0,41.0,37.0,45.0,30.0,38.0,43.0,28.0,39.0,30.0,39.0,39.0,44.0,32.0,34.0,47.0,39.0,28.0,30.0,35.0,41.0,44.0,47.0,38.0
02-17,43.0,37.0,33.0,44.0,,45.0,40.0,36.0,44.0,30.0,36.0,43.0,33.0,38.0,30.0,35.0,43.0,47.0,36.0,40.0,45.0,44.0,30.0,32.7,36.0,43.0,45.0,47.0,39.0
02-18,41.0,35.0,32.0,44.0,,,38.0,36.0,51.0,30.0,37.0,42.0,33.0,37.0,29.0,32.0,42.0,52.0,37.0,39.0,45.0,40.0,29.0,31.6,35.4,41.6,46.2,52.0,37.0
02-19,40.0,34.0,31.0,44.0,30.0,,43.0,41.0,48.0,29.0,37.0,42.0,32.0,39.0,29.0,29.0,42.0,49.0,35.0,37.0,44.0,42.0,29.0,29.0,33.4,42.0,44.4,49.0,38.0
02-20,39.0,37.0,31.0,52.0,35.0,43.0,44.0,47.0,53.0,31.0,35.0,49.0,31.0,37.0,32.0,33.0,42.0,48.0,34.0,37.0,44.0,41.0,31.0,31.0,35.0,44.0,49.0,53.0,37.0
02-21,39.0,37.0,32.0,48.0,32.0,,43.0,45.0,50.0,30.0,35.0,47.0,40.0,37.0,30.0,32.0,42.0,47.0,37.0,36.0,43.0,41.0,30.0,31.8,35.7,43.0,47.1,50.0,38.0
02-22,47.0,37.0,32.0,48.0,,42.0,42.0,45.0,50.0,32.0,36.0,45.0,40.0,37.0,29.0,31.0,41.0,45.0,36.0,36.0,43.0,44.0,29.0,31.9,36.0,43.6,47.1,50.0,40.5
02-23,51.0,40.0,32.0,48.0,29.0,,41.0,43.0,49.0,30.0,36.0,46.0,41.0,38.0,29.0,33.0,42.0,44.0,35.0,39.0,43.0,44.0,29.0,29.9,35.7,43.0,48.1,51.0,40.5
02-24,51.0,38.0,31.0,47.0,,,42.0,41.0,48.0,37.0,38.0,45.0,40.0,39.0,32.0,33.0,42.0,48.0,34.0,40.0,44.0,42.0,31.0,32.8,38.0,43.2,48.0,51.0,40.0
02-25,51.0,40.0,31.0,46.0,,47.0,40.0,40.0,51.0,35.0,38.0,43.0,37.0,38.0,33.0,32.0,41.0,52.0,33.0,41.0,45.0,41.0,31.0,32.9,37.7,43.6,51.0,52.0,40.0
02-26,51.0,39.0,31.0,45.0,33.0,50.0,38.0,43.0,56.0,34.0,37.0,42.0,44.0,38.0,34.0,32.0,41.0,51.0,33.0,41.0,43.0,40.0,31.0,33.0,37.0,43.0,51.0,56.0,41.0
02-27,50.0,37.0,30.0,44.0,32.0,,40.0,40.0,54.0,34.0,39.0,42.0,46.0,37.0,33.0,30.0,40.0,49.0,32.0,41.0,43.0,38.0,30.0,31.8,36.1,42.3,49.1,54.0,40.0
02-28,52.0,37.0,30.0,42.0,,47.0,46.0,38.0,53.0,32.0,38.0,42.0,44.0,36.0,38.0,30.0,40.0,49.0,37.0,40.0,43.0,47.0,30.0,31.8,37.7,43.3,49.3,53.0,40.0
02-29,,45.0,,,,46.0,,,,43.0,,,,36.0,,,,47.0,,,,45.0,30.0,31.8,37.7,43.3,49.3,53.0,40.0
03-01,50.0,45.0,30.0,41.0,38.0,44.0,43.0,38.0,51.0,43.0,37.0,44.0,47.0,37.0,39.0,30.0,39.0,46.0,36.0,39.0,45.0,,30.0,36.0,38.0,44.0,47.0,51.0,41.0
03-02,50.0,46.0,32.0,44.0,,45.0,41.0,37.0,49.0,44.0,40.0,45.0,49.0,36.0,37.0,29.0,43.0,45.0,35.0,38.0,45.0,,29.0,34.7,37.7,45.0,49.0,50.0,43.5
03-03,49.0,45.0,31.0,44.0,40.0,47.0,39.0,37.0,48.0,44.0,36.0,43.0,48.0,38.0,36.0,28.0,48.0,45.0,34.0,37.0,44.0,,28.0,34.0,37.0,45.0,48.0,49.0,43.0
03-04,47.0,43.0,30.0,42.0,39.0,,37.0,36.0,51.0,42.0,37.0,43.0,52.0,36.0,34.0,26.0,54.0,45.0,32.0,37.0,46.0,,26.0,31.8,36.7,43.6,51.1,54.0,40.5
03-05,62.0,48.0,29.0,42.0,37.0,,36.0,35.0,51.0,40.0,42.0,45.0,50.0,36.0,33.0,31.0,50.0,44.0,34.0,38.0,46.0,,29.0,32.8,36.0,45.3,50.1,62.0,41.0
03-06,54.0,44.0,29.0,41.0,35.0,,38.0,38.0,50.0,37.0,39.0,43.0,48.0,35.0,32.0,31.0,46.0,43.0,32.0,38.0,46.0,,29.0,31.9,36.4,43.3,48.2,54.0,38.5
03-07,55.0,48.0,29.0,40.0,35.0,,38.0,36.0,51.0,36.0,37.0,42.0,47.0,36.0,39.0,30.0,48.0,42.0,31.0,39.0,46.0,,29.0,30.9,36.0,43.2,48.3,55.0,39.0
03-08,53.0,44.0,30.0,41.0,34.0,,38.0,35.0,49.0,35.0,35.0,47.0,45.0,38.0,37.0,30.0,46.0,41.0,29.0,39.0,46.0,,29.0,30.0,35.0,44.3,47.2,53.0,38.5
03-09,51.0,43.0,29.0,44.0,35.0,,37.0,33.0,51.0,34.0,35.0,45.0,44.0,38.0,35.0,28.0,52.0,41.0,28.0,39.0,45.0,,28.0,28.9,35.0,44.0,51.0,52.0,38.5
03-10,49.0,40.0,28.0,46.0,33.0,,37.0,35.0,50.0,34.0,42.0,44.0,43.0,38.0,33.0,27.0,53.0,40.0,28.0,45.0,45.0,,27.0,28.0,34.7,44.3,49.1,53.0,40.0
03-11,48.0,40.0,28.0,49.0,36.0,45.0,40.0,40.0,48.0,32.0,38.0,42.0,42.0,37.0,32.0,30.0,52.0,41.0,31.0,43.0,44.0,,28.0,31.0,37.0,43.0,48.0,52.0,40.0
03-12,46.0,39.0,27.0,48.0,34.0,44.0,42.0,38.0,47.0,30.0,38.0,50.0,41.0,36.0,31.0,28.0,51.0,41.0,31.0,42.0,47.0,,27.0,30.0,36.0,44.0,48.0,51.0,41.0
03-13,44.0,38.0,26.0,55.0,32.0,45.0,41.0,38.0,49.0,29.0,37.0,48.0,41.0,35.0,31.0,28.0,51.0,40.0,29.0,41.0,47.0,,26.0,29.0,35.0,44.0,49.0,55.0,40.0
03-14,43.0,37.0,26.0,56.0,31.0,51.0,43.0,36.0,49.0,27.0,35.0,46.0,40.0,35.0,31.0,27.0,62.0,40.0,35.0,43.0,46.0,,26.0,27.0,35.0,43.0,51.0,62.0,40.0
03-15,42.0,39.0,26.0,52.0,,,40.0,36.0,46.0,26.0,34.0,45.0,39.0,44.0,29.0,26.0,60.0,40.0,38.0,41.0,46.0,,26.0,26.0,36.8,43.2,47.2,60.0,40.0
03-16,41.0,37.0,27.0,55.0,29.0,,39.0,35.0,47.0,25.0,33.0,45.0,38.0,46.0,27.0,30.0,57.0,38.0,35.0,40.0,46.0,,25.0,27.0,34.4,42.2,47.8,57.0,38.0
03-17,40.0,36.0,27.0,55.0,27.0,50.0,38.0,34.0,44.0,23.0,33.0,49.0,36.0,43.0,25.0,30.0,54.0,38.0,38.0,44.0,46.0,,23.0,27.0,34.0,44.0,50.0,55.0,38.0
03-18,47.0,35.0,35.0,50.0,25.0,,37.0,33.0,59.0,22.0,33.0,49.0,34.0,47.0,24.0,28.0,53.0,37.0,35.0,43.0,46.0,,22.0,24.9,33.7,46.3,50.3,59.0,36.0
03-19,,34.0,31.0,49.0,23.0,,36.0,32.0,52.0,22.0,33.0,48.0,34.0,45.0,22.0,33.0,52.0,37.0,34.0,42.0,46.0,,22.0,22.8,33.0,43.8,49.6,52.0,34.0
03-20,46.0,30.0,30.0,49.0,22.0,46.0,35.0,38.0,51.0,22.0,33.0,46.0,33.0,42.0,20.0,31.0,51.0,46.0,32.0,41.0,46.0,,20.0,22.0,32.0,46.0,49.0,51.0,38.0
03-21,46.0,28.0,32.0,50.0,21.0,50.0,33.0,35.0,48.0,22.0,32.0,45.0,32.0,40.0,19.0,30.0,50.0,46.0,35.0,41.0,50.0,,19.0,22.0,32.0,46.0,50.0,50.0,35.0
03-22,44.0,26.0,,50.0,19.0,,32.0,34.0,48.0,21.0,35.0,45.0,31.0,38.0,18.0,29.0,49.0,44.0,41.0,41.0,42.0,,18.0,20.6,31.4,43.2,48.2,50.0,38.0
03-23,43.0,25.0,30.0,49.0,19.0,48.0,31.0,33.0,49.0,19.0,37.0,48.0,30.0,40.0,16.0,27.0,51.0,45.0,36.0,41.0,57.0,,16.0,19.0,30.0,45.0,49.0,57.0,37.0
03-24,41.0,24.0,29.0,48.0,20.0,,39.0,35.0,47.0,17.0,38.0,46.0,35.0,43.0,17.0,29.0,49.0,47.0,36.0,40.0,66.0,,17.0,19.7,33.2,43.9,48.1,66.0,38.5
03-25,43.0,22.0,32.0,48.0,20.0,45.0,43.0,34.0,47.0,15.0,38.0,44.0,32.0,41.0,16.0,28.0,49.0,43.0,36.0,39.0,62.0,,15.0,20.0,32.0,43.0,48.0,62.0,39.0
03-26,42.0,21.0,35.0,46.0,19.0,,46.0,34.0,49.0,13.0,37.0,44.0,33.0,47.0,15.0,27.0,48.0,42.0,34.0,37.0,60.0,,13.0,18.6,33.7,44.6,48.1,60.0,37.0
03-27,49.0,21.0,33.0,47.0,18.0,43.0,50.0,33.0,47.0,13.0,35.0,46.0,30.0,44.0,16.0,27.0,46.0,41.0,42.0,35.0,59.0,,13.0,18.0,33.0,46.0,49.0,59.0,41.0
03-28,48.0,21.0,32.0,48.0,,46.0,46.0,36.0,52.0,11.0,35.0,52.0,29.0,42.0,15.0,29.0,44.0,42.0,39.0,32.0,58.0,,11.0,20.4,32.0,46.0,52.0,58.0,40.5
03-29,45.0,24.0,30.0,46.0,,44.0,43.0,33.0,59.0,9.0,33.0,49.0,28.0,41.0,19.0,32.0,43.0,42.0,36.0,30.0,56.0,,9.0,23.5,31.4,43.3,49.7,59.0,38.5
03-30,45.0,21.0,31.0,45.0,26.0,45.0,40.0,33.0,54.0,7.0,33.0,49.0,26.0,43.0,16.0,30.0,44.0,42.0,35.0,33.0,54.0,,7.0,21.0,31.0,44.0,49.0,54.0,35.0
03-31,43.0,20.0,37.0,47.0,25.0,,42.0,31.0,55.0,6.0,32.0,52.0,24.0,44.0,15.0,28.0,43.0,41.0,35.0,32.0,58.0,,6.0,19.5,30.1,43.0,52.3,58.0,36.0
04-01,41.0,18.0,34.0,45.0,22.0,52.0,46.0,30.0,53.0,4.0,30.0,46.0,22.0,42.0,15.0,28.0,43.0,39.0,33.0,34.0,62.0,,4.0,18.0,30.0,43.0,52.0,62.0,34.0
04-02,39.0,17.0,33.0,46.0,19.0,47.0,44.0,37.0,49.0,2.0,30.0,46.0,21.0,42.0,15.0,27.0,42.0,38.0,31.0,31.0,56.0,,2.0,17.0,30.0,42.0,47.0,56.0,37.0
04-03,38.0,16.0,30.0,46.0,18.0,44.0,44.0,34.0,46.0,2.0,30.0,49.0,23.0,40.0,18.0,26.0,41.0,44.0,28.0,30.0,52.0,,2.0,18.0,28.0,44.0,46.0,52.0,34.0
04-04,46.0,15.0,29.0,44.0,17.0,,50.0,37.0,53.0,1.0,30.0,47.0,22.0,39.0,15.0,24.0,41.0,39.0,27.0,30.0,52.0,,1.0,15.0,26.1,41.9,50.2,53.0,33.5
04-05,41.0,14.0,31.0,43.0,13.0,,52.0,35.0,49.0,1.0,27.0,47.0,20.0,38.0,20.0,24.0,40.0,38.0,26.0,29.0,53.0,,1.0,13.9,25.4,40.3,49.3,53.0,33.0
04-06,37.0,13.0,32.0,41.0,14.0,,53.0,39.0,47.0,0.0,27.0,47.0,18.0,41.0,15.0,23.0,39.0,37.0,26.0,32.0,53.0,,0.0,13.9,25.1,39.6,47.6,53.0,34.5
04-07,41.0,12.0,29.0,43.0,12.0,47.0,52.0,43.0,53.0,0.0,27.0,49.0,17.0,37.0,14.0,26.0,39.0,35.0,24.0,30.0,52.0,,0.0,12.0,26.0,43.0,52.0,53.0,35.0
04-08,41.0,10.0,27.0,41.0,10.0,,49.0,40.0,47.0,0.0,26.0,47.0,16.0,35.0,12.0,25.0,38.0,34.0,22.0,29.0,50.0,,0.0,10.0,24.1,40.3,47.2,50.0,31.5
04-09,40.0,11.0,29.0,38.0,11.0,51.0,43.0,37.0,46.0,0.0,24.0,45.0,18.0,35.0,11.0,33.0,35.0,32.0,20.0,28.0,50.0,,0.0,11.0,24.0,38.0,46.0,51.0,33.0
04-10,38.0,14.0,28.0,37.0,11.0,59.0,44.0,35.0,48.0,0.0,25.0,42.0,16.0,34.0,16.0,28.0,33.0,31.0,20.0,29.0,46.0,,0.0,14.0,25.0,37.0,46.0,59.0,31.0
04-11,36.0,15.0,28.0,36.0,,,42.0,34.0,49.0,0.0,25.0,40.0,14.0,32.0,12.0,26.0,38.0,30.0,18.0,28.0,43.0,,0.0,13.6,25.4,36.0,42.2,49.0,30.0
04-12,34.0,14.0,27.0,35.0,,,42.0,31.0,46.0,0.0,26.0,38.0,14.0,31.0,11.0,26.0,37.0,36.0,17.0,27.0,41.0,,0.0,13.4,26.0,35.6,41.2,46.0,31.0
04-13,32.0,13.0,25.0,31.0,12.0,60.0,41.0,29.0,44.0,0.0,26.0,38.0,13.0,31.0,9.0,26.0,36.0,36.0,16.0,38.0,38.0,,0.0,12.0,25.0,36.0,41.0,60.0,31.0
04-14,30.0,11.0,23.0,29.0,11.0,56.0,39.0,32.0,43.0,0.0,36.0,44.0,11.0,29.0,6.0,26.0,36.0,38.0,16.0,39.0,34.0,,0.0,11.0,23.0,36.0,43.0,56.0,30.0
04-15,28.0,10.0,21.0,26.0,10.0,51.0,37.0,28.0,45.0,0.0,35.0,40.0,9.0,26.0,5.0,25.0,34.0,35.0,14.0,34.0,41.0,,0.0,9.0,21.0,35.0,41.0,51.0,28.0
04-16,32.0,7.0,20.0,27.0,7.0,48.0,35.0,26.0,44.0,0.0,43.0,38.0,10.0,34.0,3.0,23.0,32.0,36.0,20.0,31.0,38.0,,0.0,7.0,20.0,35.0,43.0,48.0,31.0
04-17,29.0,5.0,18.0,23.0,6.0,47.0,39.0,24.0,42.0,0.0,40.0,38.0,10.0,36.0,2.0,21.0,31.0,37.0,19.0,31.0,36.0,,0.0,5.0,19.0,36.0,40.0,47.0,29.0
04-18,28.0,2.0,16.0,23.0,6.0,,38.0,23.0,41.0,0.0,37.0,36.0,11.0,35.0,1.0,28.0,29.0,34.0,16.0,30.0,33.0,,0.0,1.9,16.0,33.3,37.1,41.0,28.0
04-19,28.0,2.0,13.0,24.0,3.0,45.0,36.0,21.0,48.0,1.0,36.0,34.0,14.0,32.0,0.0,23.0,28.0,37.0,15.0,28.0,31.0,,0.0,2.0,15.0,32.0,37.0,48.0,28.0
04-20,28.0,0.0,11.0,24.0,2.0,42.0,35.0,19.0,45.0,1.0,33.0,32.0,12.0,33.0,0.0,21.0,26.0,37.0,16.0,25.0,32.0,,0.0,1.0,16.0,32.0,37.0,45.0,25.0
04-21,27.0,0.0,11.0,21.0,1.0,,33.0,17.0,42.0,0.0,36.0,30.0,11.0,31.0,0.0,25.0,24.0,33.0,14.0,23.0,30.0,,0.0,0.0,13.1,30.0,33.3,42.0,23.5
04-22,25.0,1.0,10.0,19.0,3.0,41.0,30.0,15.0,46.0,0.0,31.0,27.0,10.0,27.0,0.0,23.0,24.0,32.0,14.0,20.0,33.0,,0.0,1.0,14.0,27.0,33.0,46.0,23.0
04-23,26.0,3.0,8.0,16.0,0.0,38.0,26.0,15.0,43.0,0.0,35.0,24.0,9.0,23.0,0.0,20.0,23.0,30.0,14.0,16.0,33.0,,0.0,0.0,14.0,26.0,35.0,43.0,20.0
04-24,40.0,1.0,6.0,16.0,0.0,36.0,23.0,19.0,47.0,0.0,33.0,24.0,7.0,23.0,0.0,18.0,20.0,33.0,14.0,24.0,33.0,,0.0,0.0,14.0,24.0,36.0,47.0,20.0
04-25,36.0,1.0,8.0,10.0,0.0,,20.0,15.0,47.0,0.0,31.0,22.0,7.0,22.0,6.0,17.0,19.0,30.0,12.0,20.0,32.0,,0.0,0.9,9.4,22.0,32.4,47.0,18.0
04-26,30.0,0.0,7.0,10.0,0.0,,19.0,16.0,50.0,0.0,28.0,19.0,7.0,22.0,2.0,14.0,17.0,28.0,10.0,18.0,31.0,,0.0,0.0,9.1,19.9,30.1,50.0,16.5
04-27,27.0,0.0,6.0,8.0,0.0,,21.0,14.0,50.0,0.0,25.0,18.0,6.0,24.0,0.0,12.0,15.0,28.0,8.0,15.0,31.0,,0.0,0.0,7.4,21.9,28.3,50.0,14.5
04-28,24.0,0.0,3.0,4.0,0.0,35.0,20.0,10.0,47.0,0.0,24.0,18.0,4.0,22.0,5.0,9.0,11.0,25.0,13.0,13.0,32.0,,0.0,0.0,5.0,22.0,32.0,47.0,13.0
04-29,21.0,0.0,4.0,4.0,0.0,31.0,16.0,10.0,44.0,0.0,19.0,20.0,2.0,22.0,5.0,7.0,11.0,22.0,9.0,10.0,32.0,,0.0,0.0,5.0,20.0,31.0,44.0,10.0
04-30,19.0,0.0,4.0,4.0,0.0,30.0,13.0,13.0,57.0,0.0,18.0,19.0,0.0,25.0,4.0,4.0,11.0,20.0,4.0,12.0,26.0,,0.0,0.0,4.0,19.0,26.0,57.0,12.0
05-01,19.0,0.0,9.0,0.0,0.0,29.0,9.0,14.0,53.0,0.0,17.0,19.0,0.0,25.0,2.0,2.0,17.0,18.0,3.0,9.0,24.0,,0.0,0.0,2.0,18.0,25.0,53.0,9.0
05-02,17.0,0.0,5.0,0.0,0.0,36.0,6.0,14.0,50.0,0.0,17.0,17.0,0.0,23.0,1.0,1.0,15.0,16.0,2.0,6.0,21.0,,0.0,0.0,1.0,17.0,23.0,50.0,6.0
05-03,15.0,0.0,2.0,0.0,0.0,,4.0,12.0,48.0,0.0,16.0,14.0,0.0,21.0,0.0,1.0,13.0,14.0,2.0,4.0,19.0,,0.0,0.0,0.7,14.0,19.2,48.0,4.0
05-04,12.0,0.0,0.0,0.0,0.0,,3.0,10.0,45.0,0.0,14.0,10.0,0.0,18.0,0.0,1.0,10.0,12.0,2.0,3.0,17.0,,0.0,0.0,0.0,10.6,17.1,45.0,3.0
05-05,16.0,0.0,0.0,0.0,0.0,28.0,2.0,10.0,45.0,0.0,12.0,7.0,0.0,16.0,0.0,0.0,8.0,10.0,1.0,3.0,15.0,,0.0,0.0,0.0,10.0,16.0,45.0,3.0
05-06,15.0,0.0,0.0,0.0,0.0,26.0,1.0,7.0,42.0,0.0,10.0,6.0,0.0,14.0,0.0,0.0,6.0,7.0,1.0,1.0,13.0,,0.0,0.0,0.0,7.0,15.0,42.0,1.0
05-07,13.0,0.0,0.0,0.0,0.0,24.0,0.0,8.0,40.0,0.0,8.0,3.0,0.0,12.0,0.0,0.0,4.0,5.0,1.0,1.0,12.0,,0.0,0.0,0.0,8.0,13.0,40.0,1.0
05-08,12.0,0.0,0.0,0.0,0.0,22.0,0.0,5.0,37.0,0.0,6.0,2.0,0.0,12.0,0.0,0.0,2.0,3.0,0.0,1.0,8.0,,0.0,0.0,0.0,5.0,12.0,37.0,1.0
05-09,13.0,0.0,0.0,0.0,0.0,,0.0,2.0,34.0,0.0,6.0,1.0,0.0,15.0,0.0,0.0,4.0,1.0,0.0,1.0,8.0,,0.0,0.0,0.0,2.6,13.2,34.0,0.5
05-10,15.0,0.0,0.0,0.0,0.0,28.0,0.0,,33.0,0.0,5.0,1.0,2.0,12.0,0.0,0.0,11.0,1.0,0.0,1.0,4.0,,0.0,0.0,0.0,4.3,16.3,33.0,1.0
05-11,14.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,33.0,0.0,3.0,2.0,1.0,10.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,,0.0,0.0,0.0,2.0,14.0,33.0,1.0
05-12,11.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,43.0,0.0,1.0,12.0,0.0,9.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,2.0,12.0,43.0,1.0
05-13,7.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,39.0,0.0,1.0,9.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,9.0,39.0,0.0
05-14,3.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,35.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,6.0,35.0,0.0
05-15,,0.0,0.0,0.0,0.0,21.0,0.0,0.0,33.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.8,33.0,0.0
05-16,,0.0,0.0,0.0,0.0,20.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.8,30.0,0.0
05-17,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,27.0,0.0
05-18,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,2.0,26.0,0.0
05-19,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,3.0,27.0,0.0
05-20,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,27.0,0.0
05-21,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,2.0,28.0,0.0
05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,28.0,0.0
05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,25.0,0.0
05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,24.0,0.0
