date,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.1,3.0,0.0
10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,5.0,0.0
10-15,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,5.0,0.0
10-16,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,4.0,0.0
10-17,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,0.0
10-18,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.0
10-19,0.0,0.0,0.0,0.0,,7.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,7.0,0.0
10-20,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,6.0,0.0
10-21,0.0,0.0,0.0,0.0,9.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.3,7.1,9.0,0.0
10-22,0.0,0.0,0.0,0.0,7.0,8.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,7.1,10.0,0.0
10-23,0.0,0.0,0.0,0.0,6.0,5.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.3,5.1,6.0,0.0
10-24,0.0,0.0,0.0,0.0,4.0,3.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.3,4.3,8.0,0.0
10-25,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,4.3,7.0,0.0
10-26,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,1.6,7.1,11.0,0.0
10-27,0.0,0.0,0.0,0.0,8.0,0.0,,0.0,11.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,9.0,8.0,2.0,1.0,0.0,0.0,0.0,2.6,8.1,11.0,0.0
10-28,0.0,0.0,0.0,0.0,6.0,0.0,1.0,3.0,13.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,9.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0,13.0,1.0
10-29,4.0,0.0,0.0,0.0,5.0,0.0,1.0,5.0,8.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,5.0,7.0,1.0,3.0,0.0,0.0,0.0,4.0,7.0,8.0,1.0
10-30,4.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,6.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,4.0,6.0,2.0,2.0,0.0,0.0,0.0,4.0,6.0,10.0,1.0
10-31,5.0,0.0,0.0,0.0,4.0,0.0,,5.0,6.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,4.3,6.1,10.0,1.0
11-01,9.0,0.0,8.0,0.0,3.0,0.0,1.0,3.0,6.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,3.0,8.0,9.0,1.0
11-02,9.0,7.0,6.0,0.0,3.0,0.0,1.0,2.0,5.0,4.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,5.0,8.0,9.0,2.0
11-03,14.0,6.0,4.0,0.0,3.0,0.0,1.0,0.0,4.0,4.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0,7.0,14.0,1.0
11-04,11.0,8.0,4.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,7.0,1.0,0.0,0.0,0.0,4.0,8.0,11.0,1.0
11-05,9.0,7.0,3.0,1.0,3.0,0.0,,0.0,4.0,2.0,0.0,10.0,1.0,1.0,0.0,4.0,12.0,6.0,1.0,6.0,6.0,1.0,0.0,0.0,1.0,6.0,9.1,12.0,3.0
11-06,8.0,,3.0,8.0,3.0,0.0,,0.0,2.0,7.0,0.0,10.0,1.0,1.0,0.0,4.0,9.0,6.0,1.0,6.0,9.0,1.0,0.0,0.0,1.0,6.6,9.0,10.0,3.0
11-07,7.0,9.0,2.0,2.0,2.0,0.0,,0.0,2.0,5.0,0.0,9.0,0.0,6.0,0.0,7.0,9.0,5.0,1.0,6.0,7.0,1.0,0.0,0.0,1.7,6.3,9.0,9.0,3.5
11-08,6.0,7.0,2.0,,1.0,0.0,3.0,0.0,2.0,4.0,0.0,7.0,0.0,5.0,0.0,11.0,9.0,5.0,1.0,6.0,5.0,1.0,0.0,0.0,1.0,5.3,7.2,11.0,3.5
11-09,6.0,8.0,0.0,1.0,1.0,,3.0,0.0,2.0,4.0,0.0,7.0,0.0,4.0,0.0,9.0,9.0,5.0,1.0,7.0,4.0,1.0,0.0,0.0,1.0,5.3,8.1,9.0,3.5
11-10,17.0,6.0,0.0,1.0,1.0,,3.0,0.0,3.0,4.0,0.0,6.0,0.0,3.0,0.0,7.0,9.0,5.0,3.0,6.0,7.0,1.0,0.0,0.0,1.0,6.0,7.2,17.0,3.0
11-11,17.0,9.0,0.0,,3.0,1.0,3.0,0.0,4.0,4.0,7.0,5.0,7.0,3.0,0.0,6.0,8.0,5.0,5.0,9.0,8.0,1.0,0.0,0.0,3.0,7.0,9.0,17.0,5.0
11-12,17.0,9.0,0.0,2.0,3.0,1.0,5.0,1.0,3.0,4.0,8.0,6.0,5.0,8.0,0.0,6.0,10.0,5.0,4.0,9.0,8.0,1.0,0.0,1.0,3.0,8.0,9.0,17.0,5.0
11-13,16.0,8.0,0.0,8.0,8.0,1.0,6.0,1.0,4.0,8.0,7.0,6.0,5.0,7.0,0.0,5.0,9.0,5.0,6.0,8.0,7.0,1.0,0.0,1.0,5.0,8.0,8.0,16.0,6.0
11-14,16.0,9.0,0.0,12.0,6.0,1.0,5.0,9.0,6.0,8.0,5.0,6.0,8.0,7.0,0.0,4.0,9.0,5.0,3.0,7.0,7.0,1.0,0.0,1.0,5.0,8.0,9.0,16.0,6.0
11-15,20.0,12.0,0.0,14.0,11.0,,5.0,7.0,9.0,5.0,5.0,6.0,8.0,6.0,0.0,4.0,8.0,4.0,9.0,6.0,7.0,1.0,0.0,3.6,5.0,8.3,12.2,20.0,6.5
11-16,22.0,10.0,0.0,15.0,10.0,1.0,5.0,7.0,12.0,5.0,4.0,10.0,17.0,5.0,0.0,3.0,7.0,4.0,6.0,6.0,8.0,1.0,0.0,1.0,5.0,10.0,15.0,22.0,6.0
11-17,19.0,8.0,0.0,12.0,9.0,,4.0,6.0,16.0,5.0,5.0,15.0,14.0,14.0,0.0,3.0,7.0,6.0,5.0,7.0,8.0,2.0,0.0,2.7,5.0,9.9,15.1,19.0,7.0
11-18,17.0,13.0,0.0,14.0,7.0,,4.0,5.0,14.0,4.0,5.0,17.0,12.0,12.0,0.0,12.0,9.0,5.0,3.0,6.0,7.0,2.0,0.0,2.7,5.0,12.0,14.3,17.0,7.0
11-19,17.0,13.0,0.0,12.0,7.0,2.0,3.0,5.0,12.0,4.0,4.0,15.0,11.0,11.0,0.0,10.0,9.0,4.0,2.0,6.0,9.0,2.0,0.0,2.0,4.0,11.0,13.0,17.0,7.0
11-20,16.0,,0.0,13.0,7.0,1.0,3.0,5.0,11.0,10.0,4.0,13.0,11.0,10.0,0.0,9.0,8.0,4.0,2.0,6.0,8.0,3.0,0.0,0.9,4.0,10.0,13.0,16.0,7.5
11-21,15.0,10.0,0.0,12.0,7.0,2.0,3.0,5.0,10.0,11.0,4.0,14.0,10.0,12.0,0.0,7.0,8.0,4.0,2.0,9.0,8.0,3.0,0.0,2.0,4.0,10.0,12.0,15.0,8.0
11-22,15.0,11.0,0.0,11.0,7.0,3.0,3.0,4.0,19.0,12.0,4.0,11.0,9.0,11.0,0.0,9.0,8.0,7.0,2.0,7.0,8.0,2.0,0.0,2.0,4.0,11.0,12.0,19.0,8.0
11-23,14.0,16.0,0.0,11.0,5.0,3.0,3.0,7.0,17.0,11.0,5.0,15.0,16.0,10.0,1.0,8.0,12.0,8.0,1.0,7.0,8.0,2.0,0.0,1.0,5.0,11.0,16.0,17.0,8.0
11-24,17.0,15.0,3.0,11.0,6.0,,3.0,10.0,15.0,10.0,5.0,15.0,23.0,10.0,3.0,7.0,13.0,7.0,4.0,7.0,9.0,2.0,3.0,3.0,6.7,11.6,15.2,23.0,9.5
11-25,24.0,13.0,4.0,11.0,6.0,,2.0,9.0,17.0,10.0,5.0,14.0,23.0,10.0,6.0,6.0,20.0,7.0,4.0,10.0,10.0,4.0,2.0,4.0,6.0,11.6,20.3,24.0,10.0
11-26,22.0,14.0,4.0,10.0,6.0,,2.0,8.0,16.0,10.0,4.0,14.0,22.0,9.0,5.0,6.0,18.0,8.0,4.0,9.0,9.0,5.0,2.0,4.0,6.0,11.2,18.4,22.0,9.0
11-27,21.0,17.0,10.0,16.0,7.0,,2.0,8.0,15.0,10.0,4.0,14.0,20.0,10.0,4.0,6.0,16.0,12.0,4.0,9.0,10.0,5.0,2.0,4.0,7.7,14.3,17.3,21.0,10.0
11-28,20.0,17.0,14.0,16.0,7.0,4.0,3.0,8.0,14.0,10.0,4.0,14.0,18.0,12.0,8.0,6.0,14.0,10.0,3.0,8.0,10.0,5.0,3.0,4.0,8.0,14.0,17.0,20.0,10.0
11-29,19.0,16.0,20.0,17.0,10.0,5.0,5.0,7.0,15.0,9.0,4.0,14.0,17.0,12.0,8.0,6.0,15.0,9.0,3.0,8.0,15.0,5.0,3.0,5.0,8.0,15.0,17.0,20.0,10.0
11-30,18.0,15.0,17.0,16.0,12.0,4.0,8.0,9.0,16.0,9.0,4.0,14.0,16.0,12.0,9.0,6.0,15.0,10.0,3.0,8.0,16.0,5.0,3.0,4.0,9.0,15.0,16.0,18.0,12.0
12-01,18.0,13.0,15.0,20.0,10.0,3.0,12.0,8.0,16.0,9.0,4.0,14.0,16.0,14.0,9.0,6.0,16.0,12.0,3.0,8.0,14.0,7.0,3.0,4.0,9.0,14.0,16.0,20.0,12.0
12-02,18.0,13.0,14.0,15.0,16.0,10.0,11.0,8.0,15.0,13.0,4.0,13.0,15.0,13.0,10.0,5.0,20.0,11.0,6.0,8.0,13.0,9.0,4.0,6.0,10.0,14.0,16.0,20.0,13.0
12-03,19.0,13.0,13.0,20.0,14.0,13.0,11.0,10.0,15.0,13.0,4.0,13.0,15.0,13.0,10.0,5.0,19.0,10.0,6.0,7.0,20.0,10.0,4.0,6.0,10.0,14.0,19.0,20.0,13.0
12-04,18.0,13.0,13.0,22.0,13.0,10.0,12.0,9.0,14.0,14.0,6.0,16.0,15.0,13.0,9.0,8.0,22.0,11.0,5.0,7.0,17.0,24.0,5.0,7.0,10.0,14.0,18.0,22.0,13.0
12-05,18.0,13.0,12.0,,13.0,,,9.0,14.0,14.0,5.0,22.0,15.0,12.0,7.0,9.0,21.0,10.0,5.0,8.0,16.0,20.0,5.0,6.4,9.1,14.0,18.9,22.0,12.5
12-06,19.0,13.0,12.0,,12.0,15.0,,9.0,14.0,13.0,5.0,20.0,14.0,14.0,15.0,9.0,20.0,12.0,5.0,8.0,28.0,17.0,5.0,7.4,12.0,14.6,20.0,28.0,13.0
12-07,19.0,13.0,12.0,,11.0,20.0,12.0,10.0,21.0,13.0,6.0,19.0,14.0,13.0,14.0,9.0,21.0,11.0,5.0,7.0,25.0,16.0,5.0,6.9,11.0,15.5,21.0,25.0,13.0
12-08,19.0,16.0,12.0,,12.0,19.0,,12.0,23.0,13.0,7.0,20.0,14.0,12.0,13.0,9.0,20.0,11.0,5.0,7.0,25.0,18.0,5.0,7.0,12.0,17.8,20.6,25.0,13.0
12-09,19.0,23.0,11.0,,11.0,,,16.0,21.0,13.0,11.0,21.0,15.0,12.0,13.0,9.0,19.0,14.0,4.0,8.0,26.0,20.0,4.0,8.7,11.1,18.7,21.6,26.0,13.5
12-10,19.0,23.0,11.0,23.0,12.0,18.0,,16.0,20.0,13.0,10.0,21.0,14.0,12.0,13.0,9.0,21.0,17.0,4.0,15.0,24.0,18.0,4.0,9.9,12.7,19.3,23.0,24.0,15.5
12-11,18.0,21.0,10.0,23.0,11.0,17.0,14.0,15.0,21.0,13.0,15.0,20.0,14.0,12.0,13.0,9.0,19.0,15.0,4.0,17.0,23.0,18.0,4.0,10.0,13.0,18.0,21.0,23.0,15.0
12-12,21.0,23.0,10.0,22.0,17.0,,,14.0,24.0,12.0,16.0,20.0,14.0,26.0,17.0,9.0,19.0,16.0,8.0,15.0,22.0,18.0,8.0,9.8,14.4,20.6,23.2,26.0,17.0
12-13,24.0,22.0,10.0,21.0,15.0,,16.0,13.0,22.0,12.0,14.0,19.0,14.0,24.0,16.0,8.0,25.0,20.0,11.0,14.0,22.0,18.0,8.0,10.9,14.0,21.3,24.0,25.0,16.0
12-14,23.0,21.0,10.0,28.0,15.0,,,22.0,20.0,12.0,13.0,19.0,17.0,21.0,14.0,8.0,23.0,23.0,10.0,14.0,24.0,16.0,8.0,10.0,14.0,21.6,23.2,28.0,19.0
12-15,22.0,22.0,10.0,27.0,12.0,19.0,18.0,20.0,19.0,14.0,13.0,19.0,18.0,26.0,13.0,9.0,22.0,27.0,13.0,12.0,26.0,16.0,9.0,12.0,13.0,22.0,26.0,27.0,19.0
12-16,20.0,24.0,12.0,26.0,12.0,18.0,,18.0,27.0,13.0,13.0,18.0,18.0,27.0,13.0,9.0,21.0,25.0,12.0,17.0,26.0,16.0,9.0,12.0,13.0,21.9,26.1,27.0,18.0
12-17,20.0,23.0,12.0,25.0,12.0,18.0,,17.0,25.0,13.0,16.0,18.0,18.0,26.0,22.0,9.0,21.0,23.0,13.0,16.0,25.0,15.0,9.0,12.0,16.0,22.3,25.0,26.0,18.0
12-18,25.0,23.0,11.0,25.0,14.0,,18.0,18.0,24.0,13.0,15.0,18.0,21.0,27.0,22.0,9.0,20.0,22.0,11.0,19.0,24.0,15.0,9.0,11.0,17.1,22.3,25.0,27.0,19.5
12-19,27.0,22.0,12.0,25.0,14.0,,19.0,18.0,25.0,13.0,30.0,18.0,21.0,25.0,21.0,9.0,20.0,22.0,13.0,17.0,23.0,15.0,9.0,12.9,17.7,22.3,25.2,30.0,20.5
12-20,25.0,21.0,11.0,32.0,13.0,,,17.0,26.0,13.0,27.0,19.0,21.0,23.0,20.0,9.0,24.0,21.0,12.0,16.0,23.0,15.0,9.0,11.8,16.4,23.0,26.2,32.0,21.0
12-21,26.0,21.0,11.0,30.0,15.0,16.0,,17.0,35.0,13.0,24.0,24.0,21.0,23.0,18.0,9.0,22.0,21.0,11.0,16.0,24.0,14.0,9.0,11.0,16.0,23.3,26.4,35.0,21.0
12-22,27.0,23.0,11.0,27.0,16.0,22.0,20.0,17.0,32.0,18.0,21.0,24.0,26.0,21.0,20.0,9.0,22.0,20.0,11.0,16.0,29.0,14.0,9.0,11.0,18.0,23.0,27.0,32.0,21.0
12-23,26.0,23.0,11.0,26.0,15.0,21.0,,19.0,33.0,17.0,20.0,26.0,30.0,29.0,23.0,8.0,25.0,19.0,16.0,15.0,28.0,14.0,8.0,14.6,18.4,26.0,29.1,33.0,22.0
12-24,25.0,23.0,11.0,28.0,16.0,,,22.0,33.0,16.0,20.0,26.0,28.0,34.0,22.0,11.0,23.0,18.0,16.0,19.0,26.0,20.0,11.0,15.0,18.4,25.6,29.0,34.0,22.0
12-25,24.0,22.0,10.0,27.0,23.0,,,21.0,32.0,15.0,23.0,29.0,26.0,31.0,22.0,10.0,26.0,19.0,15.0,29.0,24.0,20.0,10.0,14.0,21.4,26.0,29.4,32.0,23.0
12-26,26.0,22.0,11.0,27.0,20.0,25.0,23.0,22.0,31.0,15.0,23.0,28.0,26.0,31.0,22.0,16.0,26.0,20.0,14.0,26.0,25.0,19.0,11.0,15.0,22.0,26.0,28.0,31.0,23.0
12-27,25.0,24.0,11.0,26.0,20.0,24.0,,20.0,30.0,14.0,23.0,26.0,27.0,30.0,22.0,15.0,26.0,20.0,14.0,32.0,23.0,19.0,11.0,14.0,20.0,26.0,30.0,32.0,23.5
12-28,25.0,26.0,11.0,28.0,18.0,24.0,,20.0,31.0,14.0,27.0,26.0,27.0,29.0,21.0,13.0,26.0,22.0,16.0,31.0,25.0,18.0,11.0,13.9,20.7,26.3,29.2,31.0,25.0
12-29,24.0,25.0,11.0,27.0,17.0,23.0,27.0,19.0,31.0,14.0,26.0,25.0,30.0,28.0,22.0,13.0,26.0,23.0,19.0,32.0,29.0,18.0,11.0,14.0,22.0,27.0,30.0,32.0,25.0
12-30,27.0,26.0,17.0,28.0,17.0,,25.0,21.0,30.0,14.0,24.0,24.0,30.0,29.0,21.0,11.0,25.0,23.0,19.0,34.0,28.0,18.0,11.0,16.7,21.0,27.3,30.0,34.0,24.5
12-31,27.0,26.0,17.0,29.0,17.0,26.0,,26.0,31.0,14.0,24.0,24.0,30.0,30.0,20.0,10.0,27.0,22.0,17.0,31.0,29.0,18.0,10.0,16.7,21.4,27.6,30.1,31.0,26.0
01-01,30.0,25.0,14.0,30.0,17.0,26.0,,25.0,31.0,14.0,24.0,24.0,29.0,29.0,20.0,10.0,29.0,22.0,16.0,37.0,33.0,18.0,10.0,14.0,21.4,29.0,31.2,37.0,25.0
01-02,31.0,27.0,15.0,34.0,17.0,25.0,22.0,23.0,31.0,14.0,24.0,30.0,29.0,28.0,20.0,10.0,28.0,26.0,16.0,35.0,34.0,18.0,10.0,15.0,22.0,29.0,34.0,35.0,26.0
01-03,29.0,33.0,15.0,30.0,17.0,24.0,21.0,25.0,31.0,14.0,25.0,27.0,28.0,25.0,20.0,10.0,28.0,32.0,16.0,34.0,32.0,17.0,10.0,15.0,21.0,29.0,32.0,34.0,25.0
01-04,27.0,33.0,14.0,32.0,16.0,23.0,31.0,27.0,32.0,14.0,24.0,26.0,31.0,27.0,28.0,10.0,27.0,30.0,16.0,33.0,36.0,17.0,10.0,14.0,24.0,31.0,33.0,36.0,27.0
01-05,26.0,31.0,14.0,33.0,22.0,,29.0,25.0,31.0,14.0,23.0,33.0,31.0,26.0,29.0,10.0,26.0,28.0,15.0,33.0,34.0,18.0,10.0,14.0,24.4,31.0,33.0,34.0,27.0
01-06,29.0,30.0,17.0,31.0,22.0,,,24.0,32.0,13.0,23.0,33.0,29.0,26.0,33.0,10.0,25.0,28.0,21.0,43.0,33.0,22.0,10.0,16.2,23.4,30.6,33.0,43.0,28.0
01-07,28.0,29.0,24.0,31.0,22.0,,33.0,27.0,31.0,13.0,23.0,32.0,29.0,27.0,31.0,14.0,32.0,27.0,20.0,40.0,34.0,22.0,13.0,19.4,26.1,31.0,33.1,40.0,28.5
01-08,28.0,29.0,23.0,30.0,22.0,,34.0,26.0,31.0,16.0,23.0,30.0,28.0,29.0,29.0,14.0,30.0,26.0,18.0,38.0,34.0,22.0,14.0,17.8,25.1,30.0,34.0,38.0,28.5
01-09,27.0,29.0,21.0,33.0,20.0,,32.0,25.0,33.0,16.0,23.0,32.0,28.0,29.0,29.0,14.0,29.0,30.0,18.0,42.0,33.0,22.0,14.0,17.8,24.4,30.6,33.0,42.0,29.0
01-10,27.0,29.0,21.0,32.0,20.0,,,25.0,39.0,16.0,23.0,35.0,28.0,30.0,39.0,14.0,28.0,31.0,18.0,40.0,32.0,24.0,14.0,17.6,23.8,31.6,39.0,40.0,28.0
01-11,,28.0,22.0,31.0,19.0,34.0,34.0,24.0,37.0,16.0,23.0,42.0,27.0,33.0,36.0,18.0,28.0,32.0,18.0,38.0,33.0,26.0,16.0,18.0,23.7,33.3,37.1,42.0,29.5
01-12,27.0,28.0,28.0,30.0,20.0,,35.0,24.0,36.0,23.0,23.0,38.0,31.0,31.0,40.0,18.0,28.0,31.0,17.0,38.0,36.0,27.0,17.0,19.8,26.1,32.2,38.0,40.0,29.0
01-13,29.0,28.0,29.0,37.0,23.0,,36.0,24.0,34.0,20.0,23.0,43.0,31.0,30.0,38.0,20.0,28.0,30.0,17.0,36.0,35.0,24.0,17.0,20.0,26.8,34.3,37.1,43.0,29.5
01-14,28.0,28.0,27.0,35.0,23.0,,,23.0,34.0,19.0,23.0,43.0,30.0,28.0,37.0,19.0,28.0,31.0,17.0,35.0,32.0,29.0,17.0,19.0,24.6,31.6,35.4,43.0,28.0
01-15,28.0,,26.0,33.0,24.0,34.0,,23.0,35.0,18.0,23.0,41.0,30.0,31.0,36.0,18.0,28.0,36.0,17.0,37.0,33.0,42.0,17.0,18.0,24.8,33.6,36.2,41.0,30.0
01-16,33.0,28.0,25.0,34.0,23.0,35.0,,24.0,34.0,18.0,22.0,39.0,29.0,36.0,35.0,18.0,27.0,34.0,16.0,36.0,36.0,44.0,16.0,18.0,24.7,34.3,36.0,39.0,31.0
01-17,32.0,28.0,24.0,35.0,23.0,34.0,32.0,23.0,34.0,22.0,22.0,39.0,29.0,40.0,34.0,18.0,33.0,31.0,18.0,36.0,37.0,39.0,18.0,22.0,24.0,34.0,37.0,40.0,32.0
01-18,31.0,28.0,23.0,37.0,22.0,34.0,,23.0,39.0,20.0,22.0,37.0,29.0,42.0,34.0,17.0,34.0,37.0,19.0,35.0,38.0,41.0,17.0,19.9,23.0,35.6,38.1,42.0,32.5
01-19,31.0,28.0,23.0,41.0,23.0,35.0,31.0,23.0,38.0,18.0,22.0,37.0,29.0,41.0,33.0,17.0,46.0,34.0,19.0,34.0,38.0,40.0,17.0,19.0,23.0,35.0,41.0,46.0,31.0
01-20,31.0,28.0,23.0,41.0,22.0,,30.0,24.0,44.0,17.0,22.0,37.0,32.0,40.0,33.0,16.0,43.0,33.0,19.0,34.0,38.0,37.0,16.0,18.8,23.7,34.9,41.2,44.0,31.5
01-21,30.0,28.0,23.0,42.0,23.0,32.0,30.0,23.0,41.0,19.0,22.0,36.0,32.0,42.0,33.0,17.0,41.0,32.0,19.0,35.0,38.0,36.0,17.0,19.0,23.0,35.0,41.0,42.0,32.0
01-22,29.0,28.0,22.0,41.0,24.0,36.0,31.0,23.0,40.0,23.0,22.0,35.0,32.0,41.0,37.0,19.0,43.0,35.0,18.0,36.0,37.0,35.0,18.0,22.0,24.0,36.0,41.0,43.0,32.0
01-23,29.0,29.0,22.0,40.0,23.0,,29.0,23.0,40.0,30.0,22.0,35.0,32.0,39.0,36.0,18.0,42.0,39.0,18.0,36.0,36.0,34.0,18.0,21.6,27.2,36.0,40.0,42.0,31.0
01-24,29.0,28.0,22.0,39.0,23.0,37.0,34.0,27.0,40.0,27.0,22.0,35.0,31.0,37.0,37.0,19.0,46.0,39.0,23.0,35.0,35.0,34.0,19.0,22.0,27.0,37.0,39.0,46.0,34.0
01-25,29.0,28.0,22.0,38.0,23.0,,36.0,34.0,41.0,27.0,22.0,35.0,31.0,42.0,40.0,18.0,50.0,38.0,22.0,35.0,37.0,35.0,18.0,22.0,27.7,37.3,41.1,50.0,34.5
