Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
TMY2,14840,Muskegon,MI,USA,43.166667,-86.250000,-5,191
Year,Month,Day,Hour,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
1976,1,1,0,0,0,0,1.1,-2.8,76,996,4.6,350,13
1976,1,1,1,0,0,0,1.1,-2.8,76,996,4.1,360,13
1976,1,1,2,0,0,0,1.1,-2.8,76,998,2.6,350,13
1976,1,1,3,0,0,0,1.1,-2.8,76,999,3.6,360,13
1976,1,1,4,0,0,0,1.1,-3.3,73,999,3.6,40,13
1976,1,1,5,0,0,0,1.1,-3.9,70,1000,2.1,10,13
1976,1,1,6,0,0,0,1.1,-4.4,67,1000,2.6,30,13
1976,1,1,7,0,0,0,1.1,-4.4,67,1000,2.6,10,13
1976,1,1,8,23,0,23,1.1,-4.4,67,1001,1.5,10,13
1976,1,1,9,83,0,83,1.1,-4.4,67,1002,1,10,13
1976,1,1,10,240,581,74,1.7,-4.4,64,1002,4.1,90,13
1976,1,1,11,219,254,126,1.7,-5,62,1002,5.2,110,13
1976,1,1,12,103,3,102,1.7,-3.9,67,1001,6.2,80,13
1976,1,1,13,162,3,160,1.7,-3.3,70,1000,5.7,110,13
1976,1,1,14,140,3,139,1.7,-2.8,73,1000,6.7,90,13
1976,1,1,15,104,10,102,1.1,-2.8,76,1001,5.7,110,13
1976,1,1,16,51,4,50,0.6,-3.3,75,1001,6.2,110,13
1976,1,1,17,5,0,5,0,-3.3,79,1001,6.2,80,13
1976,1,1,18,0,0,0,0,-3.9,75,1001,7.7,100,13
1976,1,1,19,0,0,0,-0.6,-4.4,75,1000,7.2,110,13
1976,1,1,20,0,0,0,-0.6,-5,72,999,7.2,110,13
1976,1,1,21,0,0,0,-1.1,-5,75,998,7.7,110,13
1976,1,1,22,0,0,0,-1.7,-5.6,75,997,8.2,110,13
1976,1,1,23,0,0,0,-1.1,-5,75,996,6.7,110,13
1976,1,2,0,0,0,0,-0.6,-5,72,997,8.2,140,13
1976,1,2,1,0,0,0,-0.6,-3.9,78,995,8.8,130,13
1976,1,2,2,0,0,0,-0.6,-3.3,82,994,8.2,120,13
1976,1,2,3,0,0,0,-0.6,-3.3,82,994,7.2,130,13
1976,1,2,4,0,0,0,-0.6,-2.8,85,992,8.2,130,13
1976,1,2,5,0,0,0,-0.6,-2.2,89,990,8.2,120,13
1976,1,2,6,0,0,0,0.6,-1.1,89,990,7.7,140,13
1976,1,2,7,0,0,0,1.1,-0.6,89,989,7.7,140,13
1976,1,2,8,9,0,9,1.7,0,89,988,6.2,150,13
1976,1,2,9,47,0,47,2.2,1.1,92,988,8.2,170,13
1976,1,2,10,79,2,78,3.3,1.7,89,988,8.8,180,13
1976,1,2,11,182,1,182,3.9,1.1,82,987,9.3,200,13
1976,1,2,12,229,1,229,3.9,0.6,79,985,10.3,190,13
1976,1,2,13,190,50,170,3.9,-1.7,67,984,11.3,210,13
1976,1,2,14,280,378,152,2.8,-2.2,70,985,11.8,210,13
1976,1,2,15,93,21,88,2.2,-3.3,67,985,10.8,230,13
1976,1,2,16,18,15,16,1.7,-3.3,70,987,13.4,230,13
1976,1,2,17,3,0,3,1.1,-3.3,73,987,8.8,240,13
1976,1,2,18,0,0,0,0,-3.9,75,988,8.2,240,13
1976,1,2,19,0,0,0,0,-3.9,75,988,10.3,250,13
1976,1,2,20,0,0,0,0,-3.9,75,988,8.2,240,13
1976,1,2,21,0,0,0,0,-3.9,75,988,7.2,250,13
1976,1,2,22,0,0,0,0.6,-3.9,72,988,8.2,240,13
1976,1,2,23,0,0,0,0.6,-3.9,72,987,7.7,250,13
1976,1,3,0,0,0,0,0,-3.9,75,987,7.7,260,10
1976,1,3,1,0,0,0,-0.6,-4.4,75,987,7.2,250,10
1976,1,3,2,0,0,0,-0.6,-4.4,75,987,7.2,250,10
1976,1,3,3,0,0,0,-0.6,-4.4,75,987,8.2,260,10
1976,1,3,4,0,0,0,-1.1,-5,75,987,8.8,260,10
1976,1,3,5,0,0,0,-1.7,-5.6,75,987,8.2,260,10
1976,1,3,6,0,0,0,-2.2,-5.6,78,988,7.7,260,10
1976,1,3,7,0,0,0,-2.8,-6.1,78,988,8.2,260,10
1976,1,3,8,12,0,12,-2.8,-6.1,78,988,5.7,260,10
1976,1,3,9,67,5,66,-3.3,-6.1,81,988,6.2,260,10
1976,1,3,10,122,1,122,-3.3,-6.7,78,989,7.7,260,10
1976,1,3,11,188,4,186,-4.4,-7.2,81,989,8.2,260,10
1976,1,3,12,178,3,177,-5,-8.3,78,989,6.7,270,10
1976,1,3,13,209,0,208,-5.6,-8.9,78,988,8.8,270,10
1976,1,3,14,155,0,155,-6.1,-8.9,81,989,8.2,270,10
1976,1,3,15,126,0,126,-6.7,-10,77,989,7.7,270,10
1976,1,3,16,56,0,55,-6.7,-10,77,990,8.2,270,10
1976,1,3,17,7,0,7,-7.2,-10,81,991,9.3,280,10
1976,1,3,18,0,0,0,-7.2,-10.6,77,992,8.2,270,10
1976,1,3,19,0,0,0,-7.2,-10,81,992,8.2,270,10
1976,1,3,20,0,0,0,-6.7,-9.4,81,992,8.8,270,10
1976,1,3,21,0,0,0,-6.1,-8.3,84,993,7.2,280,10
1976,1,3,22,0,0,0,-6.7,-8.9,84,994,8.2,280,10
1976,1,3,23,0,0,0,-6.1,-8.3,84,994,8.2,290,10
1976,1,4,0,0,0,0,-6.1,-8.9,81,994,8.2,290,20
1976,1,4,1,0,0,0,-6.7,-9.4,81,995,8.2,290,20
1976,1,4,2,0,0,0,-6.7,-10,77,996,7.2,290,20
1976,1,4,3,0,0,0,-7.2,-11.7,71,997,8.2,300,20
1976,1,4,4,0,0,0,-7.8,-12.2,71,998,7.2,300,20
1976,1,4,5,0,0,0,-7.8,-11.7,74,998,7.2,300,20
1976,1,4,6,0,0,0,-7.8,-11.7,74,999,6.7,290,20
1976,1,4,7,0,0,0,-7.8,-11.1,77,1000,5.7,320,20
1976,1,4,8,19,0,19,-7.8,-11.1,77,1001,8.2,300,20
1976,1,4,9,92,0,92,-7.8,-11.7,74,1002,6.2,320,20
1976,1,4,10,173,1,173,-7.8,-11.1,77,1003,6.2,300,20
1976,1,4,11,211,0,211,-7.8,-12.2,71,1003,6.2,310,20
1976,1,4,12,234,0,234,-7.2,-12.2,68,1003,6.2,300,20
1976,1,4,13,227,1,226,-7.2,-12.8,65,1003,8.8,310,20
1976,1,4,14,189,1,188,-7.2,-12.2,68,1004,8.2,300,20
1976,1,4,15,138,0,138,-7.8,-12.2,71,1004,8.2,300,20
1976,1,4,16,58,0,58,-7.2,-12.2,68,1005,7.2,300,20
1976,1,4,17,6,0,6,-7.2,-13.3,62,1005,7.2,310,20
1976,1,4,18,0,0,0,-8.3,-11.1,81,1006,4.1,290,20
1976,1,4,19,0,0,0,-7.8,-12.2,71,1007,5.2,290,20
1976,1,4,20,0,0,0,-7.8,-12.8,68,1007,6.7,270,20
1976,1,4,21,0,0,0,-7.8,-12.2,71,1007,3.6,310,20
